fap,Emploi moyen,Tension ,Catégorie Tension,Intensité d'embauches,Lien formation-emploi,Manque de main-d'œuvre disponible,Non-durabilité de l'emploi,Conditions de travail contraignantes,Inadéquation géographique,Année,niveau_geo,niveau_fap,reg,dep
L1Z,10300,0.08338062005921928,3.0,3.0,5.0,4.0,2.0,1.0,1.0,2019,dep,fap 87,,92
L1Z,6300,-0.02957294986424906,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2019,dep,fap 87,,93
L1Z,5500,0.1648520200579718,4.0,4.0,5.0,3.0,2.0,1.0,1.0,2019,dep,fap 87,,94
L1Z,3800,-0.1210335595741047,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2019,dep,fap 87,,95
L1Z,1800,0.1511524362205835,4.0,2.0,5.0,1.0,2.0,1.0,1.0,2019,dep,fap 87,,971
L1Z,2100,-0.4102478864634362,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2019,dep,fap 87,,972
L1Z,700,0.040148674631246,3.0,2.0,5.0,2.0,3.0,1.0,1.0,2019,dep,fap 87,,973
L1Z,2800,-0.1126961313101017,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2019,dep,fap 87,,974
L2Z,2600,-0.1306013038397848,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,01
L2Z,1800,-0.388057076753693,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,02
L2Z,1300,-1.610196110369253,1.0,3.0,2.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,03
L2Z,700,-0.8228144371609929,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,04
L2Z,700,-1.183343284332963,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,05
L2Z,5800,0.5611830422690229,5.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,06
L2Z,1000,-1.205897293713933,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,07
L2Z,1100,0.1357943607462348,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,08
L2Z,600,-1.239837345442157,1.0,5.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,09
L2Z,1600,-0.7181235412531394,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,10
L2Z,1300,-1.133766102167124,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,11
L2Z,1000,-0.9793349934459811,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,12
L2Z,11900,-0.9896433225024834,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,13
L2Z,3300,-0.3330886411802139,2.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,14
L2Z,500,-0.6064291434852989,1.0,5.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,15
L2Z,1400,-0.6274715734215478,1.0,2.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,16
L2Z,2600,-0.9221902393187851,1.0,4.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,17
L2Z,1400,-0.1925443395914395,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,18
L2Z,1000,-1.540677383078007,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,19
L2Z,2800,-1.002394790946604,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,21
L2Z,2500,-0.6963240319285221,1.0,4.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,22
L2Z,400,-1.489424503440021,1.0,2.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,23
L2Z,1400,-0.1689165859639823,3.0,3.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,24
L2Z,2200,-0.8901371119201938,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,25
L2Z,2400,-1.38236023066162,1.0,5.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,26
L2Z,2300,-1.125921165815952,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,27
L2Z,2000,-0.676860857121212,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,28
L2Z,3400,-1.067438041463863,1.0,4.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,29
L2Z,700,-0.8359434415825288,1.0,5.0,2.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,2A
L2Z,600,-0.810790830938439,1.0,4.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,2B
L2Z,2700,-0.6646705221280101,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,30
L2Z,8400,-0.4953184161461517,2.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,31
L2Z,700,-1.332685352556613,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,32
L2Z,8400,-1.016741309368945,1.0,5.0,2.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,33
L2Z,5100,-0.8495107680828354,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,34
L2Z,6000,-0.5289249125508345,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2019,dep,fap 87,,35
L2Z,1000,-0.882280938877065,1.0,3.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,36
L2Z,3600,-0.7572306376874487,1.0,4.0,1.0,2.0,3.0,2.0,4.0,2019,dep,fap 87,,37
L2Z,5900,-0.2743625548662945,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,38
L2Z,1000,-0.3035621990253052,2.0,4.0,1.0,2.0,5.0,2.0,4.0,2019,dep,fap 87,,39
L2Z,1400,-0.6921161926884304,1.0,4.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,40
L2Z,1900,-0.119801808209159,3.0,5.0,1.0,2.0,5.0,2.0,4.0,2019,dep,fap 87,,41
L2Z,3400,-1.071707600348249,1.0,4.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,42
L2Z,800,-0.8926606332159511,1.0,4.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,43
L2Z,8300,-0.2285066298983775,3.0,4.0,1.0,2.0,3.0,2.0,4.0,2019,dep,fap 87,,44
L2Z,3700,0.06082057268126549,3.0,4.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,45
L2Z,500,-1.297682226484952,1.0,4.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,46
L2Z,1200,-1.303506207948154,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,47
L2Z,300,-0.1661457155781781,3.0,5.0,2.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,48
L2Z,4200,-1.083823687354568,1.0,4.0,1.0,2.0,4.0,2.0,4.0,2019,dep,fap 87,,49
L2Z,2100,0.5894149768949002,5.0,4.0,1.0,2.0,5.0,2.0,4.0,2019,dep,fap 87,,50
L2Z,3100,-0.6179326867847706,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,51
L2Z,700,-0.2659634084064769,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,52
L2Z,1400,-0.966588704079126,1.0,5.0,2.0,2.0,3.0,2.0,4.0,2019,dep,fap 87,,53
L2Z,3000,-1.434083781355326,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,54
L2Z,600,-1.578810786361899,1.0,4.0,2.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,55
L2Z,3000,-1.120015035590301,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,56
L2Z,4600,-0.434517258513533,2.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,57
L2Z,700,-0.7338810796324016,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,58
L2Z,14700,-0.7485036095635754,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,59
L2Z,3400,-0.9390953260181777,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,60
L2Z,1100,0.3433269710505661,4.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,61
L2Z,6700,-0.5040190314380432,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,62
L2Z,3200,-0.8877044540419635,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,63
L2Z,3000,-1.239476237720738,1.0,3.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,64
L2Z,900,-1.005069519908101,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,65
L2Z,1700,-1.27680701881484,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,66
L2Z,6500,-0.8478836536860925,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2019,dep,fap 87,,67
L2Z,3700,-0.205482774769177,3.0,2.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,68
L2Z,13800,-0.001891635405225388,3.0,5.0,1.0,2.0,4.0,2.0,4.0,2019,dep,fap 87,,69
L2Z,700,-1.361955543242091,1.0,3.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,70
L2Z,2100,-0.9187834187962792,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,71
L2Z,2700,-0.7057627653919015,1.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,72
L2Z,2200,-0.3500305400852359,2.0,5.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,73
L2Z,3500,-0.2014017218357193,3.0,5.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,74
L2Z,33600,0.2510745170970302,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2019,dep,fap 87,,75
L2Z,6800,-1.196515199246317,1.0,2.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,76
L2Z,7300,-0.5039036597176142,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,77
L2Z,7900,1.22053364877035,5.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,78
L2Z,1800,-1.313513609730374,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,79
L2Z,2700,0.2424991708740356,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,80
L2Z,1400,-0.723752809223431,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,81
L2Z,800,-1.157034366800397,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,82
L2Z,4700,-0.9803964703578018,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,83
L2Z,2600,-0.7643214353458295,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,84
L2Z,3300,-0.5778219513242798,1.0,4.0,1.0,2.0,5.0,2.0,4.0,2019,dep,fap 87,,85
L2Z,2300,0.4500177618342195,4.0,5.0,1.0,2.0,5.0,2.0,4.0,2019,dep,fap 87,,86
L2Z,1600,-0.6705132014568347,1.0,2.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,87
L2Z,1300,-0.4421042480012352,2.0,3.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,88
L2Z,1300,-0.9734379519301093,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2019,dep,fap 87,,89
L2Z,700,-0.3803380671030228,2.0,5.0,1.0,1.0,5.0,2.0,4.0,2019,dep,fap 87,,90
L2Z,6300,-0.241215550869344,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,91
L2Z,16000,-0.03887631515804457,3.0,5.0,1.0,2.0,5.0,2.0,4.0,2019,dep,fap 87,,92
L2Z,9500,-0.7380490391531901,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,93
L2Z,8300,-0.1336991145217353,3.0,4.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,94
L2Z,6400,-0.9244678426361278,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2019,dep,fap 87,,95
L2Z,1800,-1.387228433592754,1.0,5.0,2.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,971
L2Z,1700,-0.170461353506191,3.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,972
L2Z,800,-0.1838730851788586,3.0,5.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,973
L2Z,3800,-1.009023493921816,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2019,dep,fap 87,,974
L3Z,1200,-0.004423700306330276,,,,,,,,2019,dep,fap 87,,01
L3Z,700,0.03301486060261638,,,,,,,,2019,dep,fap 87,,02
L3Z,400,-0.004423700306330276,,,,,,,,2019,dep,fap 87,,03
L3Z,300,-0.2082846615650242,,,,,,,,2019,dep,fap 87,,04
L3Z,300,-0.2082846615650242,,,,,,,,2019,dep,fap 87,,05
L3Z,2700,-0.5901924365003517,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2019,dep,fap 87,,06
L3Z,400,-0.004423700306330276,,,,,,,,2019,dep,fap 87,,07
L3Z,300,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,08
L3Z,200,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,09
L3Z,500,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,10
L3Z,500,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,11
L3Z,400,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,12
L3Z,5100,-0.2906721703623741,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,13
L3Z,1300,-0.7010704503555069,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,14
L3Z,100,-0.004423700306330276,,,,,,,,2019,dep,fap 87,,15
L3Z,600,-0.424098980277682,,,,,,,,2019,dep,fap 87,,16
L3Z,1000,-0.3779357770662709,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2019,dep,fap 87,,17
L3Z,400,0.1186132013867898,,,,,,,,2019,dep,fap 87,,18
L3Z,400,-0.424098980277682,,,,,,,,2019,dep,fap 87,,19
L3Z,1300,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,21
L3Z,800,-0.6247974900891021,,,,,,,,2019,dep,fap 87,,22
L3Z,100,-0.424098980277682,,,,,,,,2019,dep,fap 87,,23
L3Z,600,-0.424098980277682,,,,,,,,2019,dep,fap 87,,24
L3Z,800,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,25
L3Z,1100,0.3469423771931072,4.0,5.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,26
L3Z,900,0.5511837055659232,,,,,,,,2019,dep,fap 87,,27
L3Z,700,0.1186132013867898,,,,,,,,2019,dep,fap 87,,28
L3Z,1400,-0.4613734715166286,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,29
L3Z,400,0.9146147159170689,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,2A
L3Z,300,0.8045768843080054,,,,,,,,2019,dep,fap 87,,2B
L3Z,1300,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,30
L3Z,3800,-0.4697124088743958,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,31
L3Z,200,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,32
L3Z,3900,-0.6147916951126027,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,33
L3Z,2300,-0.8347028877531184,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2019,dep,fap 87,,34
L3Z,2200,-0.8260479484715609,1.0,5.0,3.0,3.0,2.0,1.0,2.0,2019,dep,fap 87,,35
L3Z,300,0.1186132013867898,,,,,,,,2019,dep,fap 87,,36
L3Z,1400,-0.5058321983927225,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,37
L3Z,2700,0.1803349257593837,4.0,5.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,38
L3Z,400,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,39
L3Z,600,-0.424098980277682,,,,,,,,2019,dep,fap 87,,40
L3Z,500,0.1186132013867898,,,,,,,,2019,dep,fap 87,,41
L3Z,1200,-0.004423700306330276,,,,,,,,2019,dep,fap 87,,42
L3Z,300,-0.004423700306330276,,,,,,,,2019,dep,fap 87,,43
L3Z,3200,-0.5919680635424207,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,44
L3Z,1400,-0.8974826519210075,1.0,5.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,45
L3Z,300,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,46
L3Z,500,-0.424098980277682,,,,,,,,2019,dep,fap 87,,47
L3Z,100,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,48
L3Z,1600,-0.01988985992792337,,,,,,,,2019,dep,fap 87,,49
L3Z,600,0.5511837055659232,,,,,,,,2019,dep,fap 87,,50
L3Z,1000,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,51
L3Z,200,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,52
L3Z,400,-0.01988985992792337,,,,,,,,2019,dep,fap 87,,53
L3Z,1400,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,54
L3Z,200,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,55
L3Z,1000,-0.6247974900891021,,,,,,,,2019,dep,fap 87,,56
L3Z,1700,0.08880345775322043,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,57
L3Z,200,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,58
L3Z,5100,0.3337937144342975,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,59
L3Z,1400,-0.537728600294141,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,60
L3Z,400,0.5511837055659232,,,,,,,,2019,dep,fap 87,,61
L3Z,1900,-0.2342640077956751,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,62
L3Z,1300,-0.4245971592064602,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2019,dep,fap 87,,63
L3Z,1300,-0.424098980277682,,,,,,,,2019,dep,fap 87,,64
L3Z,400,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,65
L3Z,800,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,66
L3Z,2800,-0.3096788918227107,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2019,dep,fap 87,,67
L3Z,1700,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,68
L3Z,5900,0.08210180553079523,3.0,5.0,3.0,3.0,1.0,1.0,2.0,2019,dep,fap 87,,69
L3Z,300,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,70
L3Z,800,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,71
L3Z,900,-0.01988985992792337,,,,,,,,2019,dep,fap 87,,72
L3Z,1000,-0.400590189428195,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2019,dep,fap 87,,73
L3Z,1600,-0.3873168495179744,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,74
L3Z,16400,1.48561200951263,5.0,5.0,3.0,4.0,1.0,1.0,2.0,2019,dep,fap 87,,75
L3Z,2300,0.92120806559304,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,76
L3Z,2700,-1.416526615672492,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2019,dep,fap 87,,77
L3Z,3900,-1.278079975002892,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,78
L3Z,700,-0.424098980277682,,,,,,,,2019,dep,fap 87,,79
L3Z,900,0.03301486060261638,,,,,,,,2019,dep,fap 87,,80
L3Z,600,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,81
L3Z,400,-0.4356134608033974,,,,,,,,2019,dep,fap 87,,82
L3Z,1800,-0.5330239196272228,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2019,dep,fap 87,,83
L3Z,1300,0.7379013597787661,5.0,4.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,84
L3Z,900,-0.01988985992792337,,,,,,,,2019,dep,fap 87,,85
L3Z,700,-0.424098980277682,,,,,,,,2019,dep,fap 87,,86
L3Z,700,-0.424098980277682,,,,,,,,2019,dep,fap 87,,87
L3Z,400,-0.1896831413048732,,,,,,,,2019,dep,fap 87,,88
L3Z,400,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,89
L3Z,200,-0.1864554616837937,,,,,,,,2019,dep,fap 87,,90
L3Z,2900,0.7594893355600806,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2019,dep,fap 87,,91
L3Z,10000,0.5637449299015526,5.0,3.0,3.0,3.0,1.0,1.0,2.0,2019,dep,fap 87,,92
L3Z,3800,-0.24542348407081,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,93
L3Z,3700,0.8276429227944639,5.0,3.0,3.0,2.0,1.0,1.0,2.0,2019,dep,fap 87,,94
L3Z,2400,-0.1128042485171617,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2019,dep,fap 87,,95
L3Z,900,-0.6577942176087691,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2019,dep,fap 87,,971
L3Z,800,-1.225525334903691,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2019,dep,fap 87,,972
L3Z,400,1.280732814443253,5.0,3.0,3.0,2.0,3.0,1.0,2.0,2019,dep,fap 87,,973
L3Z,1400,-0.2666221308902247,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2019,dep,fap 87,,974
L4Z,3100,0.9481735762079678,5.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,01
L4Z,2100,1.002169150758063,,,,,,,,2019,dep,fap 87,,02
L4Z,1400,0.7479860348632158,,,,,,,,2019,dep,fap 87,,03
L4Z,800,0.996510700910327,,,,,,,,2019,dep,fap 87,,04
L4Z,600,0.996510700910327,,,,,,,,2019,dep,fap 87,,05
L4Z,5800,1.484743719297249,5.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,06
L4Z,1200,0.7479860348632158,,,,,,,,2019,dep,fap 87,,07
L4Z,1200,0.4850889271157501,,,,,,,,2019,dep,fap 87,,08
L4Z,700,0.2133998554660791,,,,,,,,2019,dep,fap 87,,09
L4Z,1500,0.4256905183838294,4.0,2.0,3.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,10
L4Z,1600,1.068305361012073,5.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,11
L4Z,1200,0.2133998554660791,,,,,,,,2019,dep,fap 87,,12
L4Z,13500,1.032864433568019,5.0,2.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,13
L4Z,4000,1.722001427749182,5.0,1.0,3.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,14
L4Z,500,0.7479860348632158,,,,,,,,2019,dep,fap 87,,15
L4Z,1800,0.3669628846136044,4.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,16
L4Z,2600,-0.942962528592869,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,17
L4Z,1400,1.550959535252848,,,,,,,,2019,dep,fap 87,,18
L4Z,1100,0.6994346142441717,,,,,,,,2019,dep,fap 87,,19
L4Z,3400,0.3431987657466701,4.0,2.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,21
L4Z,2700,1.092331601818174,5.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,22
L4Z,300,0.6994346142441717,,,,,,,,2019,dep,fap 87,,23
L4Z,1500,0.6994346142441717,,,,,,,,2019,dep,fap 87,,24
L4Z,3000,-0.2858087974674275,2.0,1.0,3.0,5.0,3.0,1.0,2.0,2019,dep,fap 87,,25
L4Z,3500,-0.5332092449931325,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,26
L4Z,2700,1.646659701655588,5.0,1.0,3.0,5.0,3.0,1.0,2.0,2019,dep,fap 87,,27
L4Z,2100,1.550959535252848,,,,,,,,2019,dep,fap 87,,28
L4Z,4800,0.0317618154765921,3.0,1.0,3.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,29
L4Z,600,1.129669394952523,5.0,1.0,3.0,5.0,3.0,1.0,2.0,2019,dep,fap 87,,2A
L4Z,600,1.324221583438406,5.0,2.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,2B
L4Z,3300,0.1639238953235733,4.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,30
L4Z,10700,-0.3118580953882518,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,31
L4Z,900,0.2133998554660791,,,,,,,,2019,dep,fap 87,,32
L4Z,10400,0.6824348350768444,5.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,33
L4Z,6600,0.02571202790850768,3.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,34
L4Z,7800,1.39571049035438,5.0,1.0,3.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,35
L4Z,900,1.550959535252848,,,,,,,,2019,dep,fap 87,,36
L4Z,3700,1.227958075690702,5.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,37
L4Z,8200,1.527181317958724,5.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,38
L4Z,1200,-0.8030539034877978,1.0,1.0,3.0,5.0,3.0,1.0,2.0,2019,dep,fap 87,,39
L4Z,1800,0.6994346142441717,,,,,,,,2019,dep,fap 87,,40
L4Z,1700,1.550959535252848,,,,,,,,2019,dep,fap 87,,41
L4Z,3700,1.022136338600011,5.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,42
L4Z,1000,0.7479860348632158,,,,,,,,2019,dep,fap 87,,43
L4Z,11100,0.5738855533955651,5.0,1.0,2.0,5.0,2.0,1.0,2.0,2019,dep,fap 87,,44
L4Z,4500,2.077385337616908,5.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,45
L4Z,700,0.2133998554660791,,,,,,,,2019,dep,fap 87,,46
L4Z,1700,0.5145340452086197,5.0,2.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,47
L4Z,300,0.2133998554660791,,,,,,,,2019,dep,fap 87,,48
L4Z,4800,1.294582219835188,5.0,2.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,49
L4Z,2400,1.608525287431053,,,,,,,,2019,dep,fap 87,,50
L4Z,3500,2.111419803087952,5.0,1.0,3.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,51
L4Z,800,0.4850889271157501,,,,,,,,2019,dep,fap 87,,52
L4Z,1900,0.9631092748659567,,,,,,,,2019,dep,fap 87,,53
L4Z,3700,2.097356988601567,5.0,1.0,2.0,5.0,1.0,1.0,2.0,2019,dep,fap 87,,54
L4Z,700,0.4850889271157501,,,,,,,,2019,dep,fap 87,,55
L4Z,3700,0.6168962507094149,5.0,1.0,3.0,5.0,3.0,1.0,2.0,2019,dep,fap 87,,56
