fap,Emploi moyen,Tension ,Catégorie Tension,Intensité d'embauches,Lien formation-emploi,Manque de main-d'œuvre disponible,Non-durabilité de l'emploi,Conditions de travail contraignantes,Inadéquation géographique,Année,niveau_geo,niveau_fap,reg,dep
A0Z40,63100,-0.006062928049646171,3.0,5.0,3.0,2.0,5.0,4.0,5.0,2019,nat,fap 225,,
A0Z41,40400,0.1877147124282795,4.0,4.0,4.0,2.0,4.0,5.0,5.0,2019,nat,fap 225,,
A0Z42,19500,0.5500147570977293,5.0,4.0,5.0,3.0,3.0,5.0,5.0,2019,nat,fap 225,,
A0Z43,11700,0.7231592940063919,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2019,nat,fap 225,,
A1Z40,36500,0.05434496150881127,3.0,5.0,1.0,1.0,5.0,4.0,3.0,2019,nat,fap 225,,
A1Z41,147300,-0.2707896727214246,2.0,4.0,3.0,1.0,4.0,4.0,4.0,2019,nat,fap 225,,
A1Z42,65200,-0.2259137491217744,3.0,5.0,1.0,1.0,5.0,4.0,5.0,2019,nat,fap 225,,
A2Z70,56300,0.4837524170181019,4.0,1.0,4.0,4.0,2.0,3.0,4.0,2019,nat,fap 225,,
A2Z90,13200,0.3359285739992681,4.0,2.0,5.0,3.0,1.0,1.0,5.0,2019,nat,fap 225,,
A3Z40,7000,0.6545469636547366,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2019,nat,fap 225,,
A3Z41,3900,-0.6159720098023294,1.0,5.0,5.0,1.0,5.0,5.0,5.0,2019,nat,fap 225,,
A3Z90,6300,-0.5144705459573088,2.0,1.0,5.0,3.0,5.0,5.0,5.0,2019,nat,fap 225,,
B0Z20,89000,0.2379967304101718,4.0,5.0,1.0,1.0,4.0,4.0,3.0,2019,nat,fap 225,,
B0Z21,88100,0.7140638489725036,5.0,5.0,1.0,2.0,4.0,3.0,3.0,2019,nat,fap 225,,
B1Z40,81700,0.7814603126960722,5.0,4.0,1.0,4.0,4.0,4.0,4.0,2019,nat,fap 225,,
B2Z40,176300,0.8993807283213173,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2019,nat,fap 225,,
B2Z41,10700,1.001946739077459,5.0,2.0,4.0,4.0,3.0,3.0,5.0,2019,nat,fap 225,,
B2Z42,14200,1.449807874286635,5.0,4.0,1.0,3.0,3.0,5.0,5.0,2019,nat,fap 225,,
B2Z43,22800,1.462682560150427,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2019,nat,fap 225,,
B2Z44,29700,1.708333753390754,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2019,nat,fap 225,,
B3Z20,122900,0.675580586442926,5.0,5.0,1.0,1.0,3.0,4.0,3.0,2019,nat,fap 225,,
B4Z41,71700,1.397564169465477,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2019,nat,fap 225,,
B4Z42,44400,1.225081827817189,5.0,5.0,4.0,1.0,3.0,3.0,1.0,2019,nat,fap 225,,
B4Z43,89800,1.05057574086624,5.0,5.0,5.0,2.0,3.0,4.0,2.0,2019,nat,fap 225,,
B4Z44,75900,0.5473271873816014,5.0,3.0,4.0,1.0,4.0,4.0,4.0,2019,nat,fap 225,,
B5Z40,76000,0.9171431001854206,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2019,nat,fap 225,,
B6Z70,17500,2.352347116539328,5.0,5.0,5.0,5.0,1.0,3.0,5.0,2019,nat,fap 225,,
B6Z71,147900,1.304559767743984,5.0,2.0,4.0,5.0,1.0,2.0,2.0,2019,nat,fap 225,,
B6Z72,18500,1.727338192007093,5.0,5.0,5.0,2.0,1.0,1.0,3.0,2019,nat,fap 225,,
B6Z73,83100,1.540439306164583,5.0,5.0,5.0,4.0,1.0,4.0,2.0,2019,nat,fap 225,,
B7Z90,23800,0.2460566893168286,4.0,3.0,5.0,3.0,1.0,1.0,2.0,2019,nat,fap 225,,
B7Z91,111900,2.579344798200205,5.0,5.0,4.0,5.0,1.0,1.0,3.0,2019,nat,fap 225,,
C0Z20,25600,0.4023357355892155,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2019,nat,fap 225,,
C1Z40,46600,0.7217756083204745,5.0,5.0,5.0,3.0,3.0,4.0,2.0,2019,nat,fap 225,,
C2Z70,105300,1.955793246575665,5.0,1.0,5.0,5.0,1.0,2.0,4.0,2019,nat,fap 225,,
C2Z71,8800,3.424003309285399,5.0,5.0,5.0,4.0,1.0,1.0,5.0,2019,nat,fap 225,,
C2Z80,10500,-0.04826401016112991,3.0,1.0,5.0,5.0,2.0,3.0,5.0,2019,nat,fap 225,,
D0Z20,44600,0.4478182857974192,4.0,5.0,1.0,3.0,3.0,5.0,4.0,2019,nat,fap 225,,
D1Z40,25000,2.111851016028262,5.0,2.0,5.0,5.0,2.0,4.0,5.0,2019,nat,fap 225,,
D1Z41,80600,1.439104406172199,5.0,4.0,4.0,4.0,3.0,5.0,2.0,2019,nat,fap 225,,
D2Z40,73500,1.370426900332237,5.0,3.0,5.0,4.0,3.0,5.0,2.0,2019,nat,fap 225,,
D2Z41,12600,1.409907995182575,5.0,4.0,5.0,3.0,3.0,5.0,5.0,2019,nat,fap 225,,
D2Z42,37100,1.212603173328237,5.0,5.0,4.0,2.0,4.0,3.0,2.0,2019,nat,fap 225,,
D3Z20,163000,0.7529424426727611,5.0,4.0,1.0,3.0,2.0,4.0,4.0,2019,nat,fap 225,,
D4Z40,113700,0.5378497962810757,5.0,2.0,4.0,4.0,3.0,5.0,4.0,2019,nat,fap 225,,
D4Z41,18000,1.505208199710475,5.0,4.0,3.0,3.0,3.0,4.0,3.0,2019,nat,fap 225,,
D6Z70,139700,2.654317896284821,5.0,1.0,4.0,5.0,2.0,2.0,5.0,2019,nat,fap 225,,
D6Z71,33900,2.181277599833992,5.0,5.0,5.0,4.0,1.0,1.0,3.0,2019,nat,fap 225,,
D6Z80,74400,1.506646924832392,5.0,1.0,3.0,5.0,1.0,3.0,5.0,2019,nat,fap 225,,
E0Z20,45100,-0.05983809818566572,3.0,3.0,1.0,5.0,4.0,5.0,5.0,2019,nat,fap 225,,
E0Z21,95200,0.5896647033617082,5.0,5.0,1.0,4.0,5.0,5.0,3.0,2019,nat,fap 225,,
E0Z22,24400,0.2713899246836836,4.0,2.0,1.0,5.0,3.0,4.0,5.0,2019,nat,fap 225,,
E0Z23,3000,0.2494595112808892,4.0,5.0,1.0,4.0,3.0,3.0,5.0,2019,nat,fap 225,,
E0Z24,21300,-0.3889366236532876,2.0,5.0,1.0,1.0,5.0,5.0,3.0,2019,nat,fap 225,,
E1Z40,23600,0.9679071138500723,5.0,1.0,4.0,5.0,1.0,5.0,5.0,2019,nat,fap 225,,
E1Z41,74000,0.4966660874743602,4.0,1.0,1.0,5.0,2.0,5.0,4.0,2019,nat,fap 225,,
E1Z42,81200,0.3009651627847559,4.0,2.0,1.0,4.0,5.0,5.0,3.0,2019,nat,fap 225,,
E1Z43,59200,0.0255242314275731,3.0,1.0,3.0,5.0,3.0,4.0,5.0,2019,nat,fap 225,,
E1Z44,5900,0.8931897014083974,5.0,3.0,1.0,4.0,2.0,5.0,5.0,2019,nat,fap 225,,
E1Z46,50800,0.0350976850905047,3.0,1.0,3.0,5.0,3.0,3.0,3.0,2019,nat,fap 225,,
E1Z47,8900,0.656244158046869,5.0,5.0,1.0,1.0,3.0,3.0,4.0,2019,nat,fap 225,,
E2Z70,142600,0.8472638220768303,5.0,3.0,3.0,4.0,2.0,3.0,2.0,2019,nat,fap 225,,
E2Z80,84100,1.153584689120472,5.0,1.0,4.0,5.0,1.0,3.0,5.0,2019,nat,fap 225,,
F0Z20,20400,0.008058808505052958,3.0,5.0,4.0,1.0,4.0,5.0,4.0,2019,nat,fap 225,,
F1Z40,25100,0.811130000867257,5.0,3.0,4.0,3.0,3.0,4.0,5.0,2019,nat,fap 225,,
F1Z41,24300,0.8928425470041227,5.0,1.0,4.0,1.0,3.0,2.0,5.0,2019,nat,fap 225,,
F2Z20,25000,0.5035014083228206,4.0,2.0,1.0,4.0,3.0,5.0,4.0,2019,nat,fap 225,,
F3Z41,62700,1.147545125432524,5.0,1.0,5.0,5.0,3.0,4.0,5.0,2019,nat,fap 225,,
F4Z20,8100,-0.4499719906623932,2.0,5.0,3.0,3.0,4.0,4.0,4.0,2019,nat,fap 225,,
F4Z41,41100,0.2286002426498897,4.0,1.0,3.0,3.0,2.0,5.0,2.0,2019,nat,fap 225,,
F5Z70,29700,0.7680173617353934,5.0,1.0,4.0,4.0,1.0,2.0,4.0,2019,nat,fap 225,,
G0A40,87200,1.251499273972792,5.0,3.0,5.0,5.0,2.0,3.0,4.0,2019,nat,fap 225,,
G0A41,31800,1.193345855267885,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2019,nat,fap 225,,
G0A42,3600,0.8686328398372513,5.0,5.0,4.0,1.0,1.0,5.0,4.0,2019,nat,fap 225,,
G0A43,72600,0.05114779298712609,3.0,5.0,1.0,1.0,3.0,2.0,2.0,2019,nat,fap 225,,
G0B40,33100,1.746460564653903,5.0,5.0,5.0,3.0,1.0,4.0,4.0,2019,nat,fap 225,,
G0B41,90300,1.562175769119481,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2019,nat,fap 225,,
G1Z70,276900,1.564256287338403,5.0,5.0,4.0,4.0,1.0,3.0,2.0,2019,nat,fap 225,,
G1Z71,167600,1.763987074067966,5.0,1.0,1.0,5.0,1.0,2.0,4.0,2019,nat,fap 225,,
G1Z80,19900,1.21818935910463,5.0,3.0,3.0,5.0,1.0,2.0,5.0,2019,nat,fap 225,,
H0Z90,131900,1.296987484149068,5.0,3.0,3.0,5.0,1.0,2.0,2.0,2019,nat,fap 225,,
H0Z91,59700,1.20868153489499,5.0,5.0,4.0,4.0,1.0,2.0,2.0,2019,nat,fap 225,,
H0Z92,107800,1.287006998209593,5.0,5.0,1.0,5.0,1.0,1.0,1.0,2019,nat,fap 225,,
J0Z20,378200,-0.2071837817918937,3.0,5.0,1.0,2.0,5.0,5.0,2.0,2019,nat,fap 225,,
J1Z40,391000,0.2207860944220385,4.0,2.0,1.0,2.0,4.0,4.0,1.0,2019,nat,fap 225,,
J1Z80,103800,0.120820436123958,3.0,1.0,1.0,5.0,2.0,3.0,3.0,2019,nat,fap 225,,
J3Z40,85800,0.7080644139318718,5.0,4.0,1.0,2.0,3.0,5.0,4.0,2019,nat,fap 225,,
J3Z41,125500,0.8657721564167203,5.0,3.0,1.0,4.0,4.0,5.0,4.0,2019,nat,fap 225,,
J3Z42,220600,0.6861314086412431,5.0,3.0,1.0,1.0,3.0,5.0,1.0,2019,nat,fap 225,,
J3Z43,311800,1.342822885221628,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2019,nat,fap 225,,
J3Z44,32300,-0.2144661464134524,3.0,2.0,3.0,5.0,2.0,5.0,5.0,2019,nat,fap 225,,
J4Z40,18200,1.077938925636127,5.0,3.0,3.0,5.0,2.0,3.0,5.0,2019,nat,fap 225,,
J4Z60,11700,0.06595508297932604,3.0,1.0,1.0,5.0,3.0,2.0,5.0,2019,nat,fap 225,,
J4Z80,84800,0.6284331751825755,5.0,5.0,1.0,3.0,2.0,2.0,1.0,2019,nat,fap 225,,
J5Z60,28600,-0.6463814370201018,1.0,3.0,1.0,2.0,5.0,5.0,5.0,2019,nat,fap 225,,
J5Z61,57400,0.3238232647637117,4.0,1.0,1.0,5.0,2.0,3.0,4.0,2019,nat,fap 225,,
J5Z62,32400,-0.3304924835838703,2.0,4.0,1.0,1.0,5.0,4.0,1.0,2019,nat,fap 225,,
J5Z80,61800,-0.1002782391449485,3.0,1.0,4.0,4.0,2.0,2.0,1.0,2019,nat,fap 225,,
J6Z90,28600,0.6590620848973214,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2019,nat,fap 225,,
J6Z91,15500,0.3922099470450775,4.0,1.0,3.0,5.0,2.0,3.0,5.0,2019,nat,fap 225,,
J6Z92,44200,0.6982106886477821,5.0,3.0,4.0,5.0,1.0,1.0,4.0,2019,nat,fap 225,,
L0Z60,414600,-0.3081415271351954,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2019,nat,fap 225,,
L1Z60,297700,0.09155118400796747,3.0,3.0,5.0,4.0,2.0,1.0,1.0,2019,nat,fap 225,,
L2Z60,76200,-0.5003424007057632,2.0,5.0,1.0,1.0,5.0,3.0,3.0,2019,nat,fap 225,,
L2Z61,285600,-0.53516296265015,2.0,3.0,1.0,2.0,5.0,2.0,4.0,2019,nat,fap 225,,
L3Z80,151400,-0.08227830204207187,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2019,nat,fap 225,,
L4Z80,286000,0.4985930919752505,4.0,1.0,1.0,5.0,1.0,1.0,2.0,2019,nat,fap 225,,
L4Z81,140400,1.232973338950252,5.0,3.0,5.0,5.0,2.0,2.0,2.0,2019,nat,fap 225,,
L5Z90,465500,0.6712132903755638,5.0,3.0,1.0,5.0,1.0,1.0,1.0,2019,nat,fap 225,,
L5Z91,36900,0.322627317549821,4.0,5.0,5.0,2.0,1.0,1.0,1.0,2019,nat,fap 225,,
L5Z92,104100,0.1726544601318875,4.0,5.0,4.0,3.0,1.0,1.0,1.0,2019,nat,fap 225,,
M0Z60,39500,0.4852517040150842,4.0,5.0,3.0,1.0,1.0,1.0,3.0,2019,nat,fap 225,,
M1Z80,74400,0.7151671347222772,5.0,4.0,5.0,4.0,1.0,1.0,3.0,2019,nat,fap 225,,
M1Z81,90800,0.7859871817062489,5.0,5.0,5.0,3.0,1.0,2.0,4.0,2019,nat,fap 225,,
M2Z90,332900,2.408620511689346,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2019,nat,fap 225,,
M2Z91,22500,1.637577238146752,5.0,2.0,5.0,5.0,1.0,2.0,5.0,2019,nat,fap 225,,
M2Z92,21300,1.796093219183671,5.0,5.0,5.0,5.0,1.0,1.0,5.0,2019,nat,fap 225,,
N0Z90,255700,1.182151894118564,5.0,3.0,4.0,5.0,1.0,1.0,1.0,2019,nat,fap 225,,
N0Z91,90600,-0.2266005628043068,3.0,1.0,4.0,4.0,1.0,1.0,1.0,2019,nat,fap 225,,
Q0Z60,257500,-0.4941484592242207,2.0,2.0,4.0,5.0,2.0,2.0,3.0,2019,nat,fap 225,,
Q1Z80,82600,0.1122537738514321,3.0,2.0,4.0,5.0,1.0,1.0,5.0,2019,nat,fap 225,,
Q1Z81,105400,0.7617991602066007,5.0,1.0,4.0,5.0,1.0,2.0,4.0,2019,nat,fap 225,,
Q2Z90,163600,0.03516310606383538,3.0,1.0,4.0,5.0,1.0,1.0,5.0,2019,nat,fap 225,,
Q2Z91,75400,0.4416425691572175,4.0,1.0,3.0,5.0,1.0,1.0,5.0,2019,nat,fap 225,,
R0Z60,100200,-0.5141952551675512,2.0,5.0,1.0,1.0,3.0,5.0,4.0,2019,nat,fap 225,,
R0Z61,215400,-0.8950816316537811,1.0,3.0,1.0,2.0,5.0,5.0,2.0,2019,nat,fap 225,,
R1Z60,226600,-0.03092590418843244,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2019,nat,fap 225,,
R1Z61,151600,-0.1677694265675153,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2019,nat,fap 225,,
R1Z62,362400,-0.2459454360111622,3.0,2.0,3.0,1.0,5.0,3.0,1.0,2019,nat,fap 225,,
R1Z63,60000,0.1503477526683942,4.0,1.0,3.0,5.0,2.0,1.0,4.0,2019,nat,fap 225,,
R1Z67,57400,1.116692841842542,5.0,5.0,1.0,2.0,2.0,2.0,1.0,2019,nat,fap 225,,
R2Z80,402500,0.6867765372807642,5.0,3.0,3.0,4.0,1.0,2.0,2.0,2019,nat,fap 225,,
R2Z83,91900,1.285239772519188,5.0,5.0,3.0,3.0,1.0,2.0,4.0,2019,nat,fap 225,,
R3Z80,206600,0.4623365601978998,4.0,1.0,3.0,5.0,2.0,3.0,5.0,2019,nat,fap 225,,
R3Z82,87100,0.4866682882129029,4.0,1.0,3.0,5.0,1.0,1.0,1.0,2019,nat,fap 225,,
R4Z90,282600,0.0650464400139525,3.0,4.0,4.0,3.0,1.0,1.0,1.0,2019,nat,fap 225,,
R4Z91,169000,1.414064801790724,5.0,4.0,1.0,5.0,1.0,1.0,1.0,2019,nat,fap 225,,
R4Z92,63100,0.149665817155946,4.0,5.0,4.0,1.0,1.0,2.0,4.0,2019,nat,fap 225,,
R4Z93,40500,1.077443774732207,5.0,5.0,3.0,1.0,1.0,1.0,1.0,2019,nat,fap 225,,
S0Z20,32700,0.6900003224263507,5.0,5.0,3.0,2.0,2.0,5.0,4.0,2019,nat,fap 225,,
S0Z40,84300,1.195389328330403,5.0,2.0,5.0,4.0,2.0,5.0,3.0,2019,nat,fap 225,,
S0Z41,9200,0.9609502835180047,5.0,3.0,5.0,4.0,2.0,5.0,5.0,2019,nat,fap 225,,
S0Z42,72000,1.089864802453263,5.0,5.0,5.0,2.0,2.0,5.0,1.0,2019,nat,fap 225,,
S1Z20,113400,0.1433281197154027,4.0,5.0,1.0,1.0,4.0,4.0,1.0,2019,nat,fap 225,,
S1Z40,228800,0.824015157782899,5.0,5.0,5.0,2.0,4.0,5.0,1.0,2019,nat,fap 225,,
S1Z80,32900,1.114886865155129,5.0,5.0,5.0,3.0,2.0,5.0,1.0,2019,nat,fap 225,,
S2Z60,92600,0.4720104256484942,4.0,5.0,1.0,1.0,5.0,4.0,1.0,2019,nat,fap 225,,
S2Z61,243400,0.376587564865305,4.0,5.0,1.0,2.0,5.0,5.0,1.0,2019,nat,fap 225,,
S2Z80,39700,0.669383877294323,5.0,2.0,5.0,4.0,2.0,5.0,3.0,2019,nat,fap 225,,
S2Z81,18100,0.1971868045709657,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2019,nat,fap 225,,
S3Z90,53200,0.2872601474438148,4.0,4.0,1.0,1.0,1.0,3.0,3.0,2019,nat,fap 225,,
T0Z60,113300,0.8717844140030604,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,nat,fap 225,,
T1Z60,189800,0.6898120925296203,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,nat,fap 225,,
T2A60,569500,1.356961370718538,5.0,3.0,1.0,4.0,3.0,3.0,3.0,2019,nat,fap 225,,
T2B60,447200,0.7750954477339254,5.0,2.0,1.0,2.0,4.0,2.0,5.0,2019,nat,fap 225,,
T3Z60,52300,-0.5385191355512833,2.0,1.0,1.0,2.0,3.0,5.0,4.0,2019,nat,fap 225,,
T3Z61,180100,0.1189901439732275,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2019,nat,fap 225,,
T4Z60,941700,-0.1201182207724093,3.0,2.0,1.0,3.0,5.0,3.0,4.0,2019,nat,fap 225,,
T4Z61,320300,-0.4847260935143932,2.0,1.0,1.0,4.0,5.0,5.0,2.0,2019,nat,fap 225,,
T4Z62,52000,-0.3467139805200309,2.0,5.0,1.0,1.0,3.0,4.0,3.0,2019,nat,fap 225,,
T6Z61,28800,-0.2873403234357859,2.0,5.0,1.0,1.0,4.0,2.0,3.0,2019,nat,fap 225,,
U0Z80,43200,-0.637221697144745,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2019,nat,fap 225,,
U0Z81,4900,-0.2131007218522564,3.0,3.0,3.0,1.0,3.0,2.0,5.0,2019,nat,fap 225,,
U0Z90,49200,-0.414902139416835,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2019,nat,fap 225,,
U0Z91,7800,-0.8808747140885714,1.0,5.0,3.0,1.0,2.0,2.0,4.0,2019,nat,fap 225,,
U0Z92,43700,-1.032206924090825,1.0,1.0,5.0,3.0,2.0,2.0,2.0,2019,nat,fap 225,,
U1Z80,102200,-1.485268267714545,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2019,nat,fap 225,,
U1Z81,4300,0.002080648545493335,3.0,3.0,3.0,1.0,5.0,3.0,5.0,2019,nat,fap 225,,
U1Z82,62500,-0.4229179305631525,2.0,3.0,4.0,1.0,2.0,2.0,1.0,2019,nat,fap 225,,
U1Z91,88700,-1.660017055693234,1.0,5.0,4.0,1.0,5.0,3.0,5.0,2019,nat,fap 225,,
U1Z92,2900,-0.743636911262186,1.0,1.0,3.0,1.0,2.0,2.0,5.0,2019,nat,fap 225,,
U1Z93,7300,-1.203903783091057,1.0,1.0,3.0,1.0,5.0,1.0,5.0,2019,nat,fap 225,,
V0Z60,662100,0.4012448575124522,4.0,2.0,5.0,4.0,3.0,5.0,1.0,2019,nat,fap 225,,
V1Z80,520400,0.483832557638273,4.0,2.0,5.0,5.0,3.0,4.0,1.0,2019,nat,fap 225,,
V1Z81,16100,-0.1432119087388317,3.0,1.0,5.0,5.0,4.0,3.0,5.0,2019,nat,fap 225,,
V3Z70,159500,0.5451393006297675,5.0,1.0,5.0,5.0,3.0,4.0,2.0,2019,nat,fap 225,,
V3Z71,41800,0.929837240315456,5.0,2.0,5.0,4.0,1.0,3.0,3.0,2019,nat,fap 225,,
V3Z80,47300,1.169536416760333,5.0,5.0,5.0,4.0,3.0,1.0,3.0,2019,nat,fap 225,,
V3Z90,31800,-0.4986133937318915,2.0,2.0,5.0,3.0,3.0,1.0,4.0,2019,nat,fap 225,,
V4Z80,10300,-0.4801905802055919,2.0,5.0,5.0,1.0,2.0,1.0,2.0,2019,nat,fap 225,,
V4Z83,236700,0.1468405409584868,4.0,2.0,5.0,4.0,2.0,2.0,1.0,2019,nat,fap 225,,
V4Z85,94100,0.1454167683169298,4.0,3.0,5.0,4.0,2.0,1.0,2.0,2019,nat,fap 225,,
V5Z81,190500,-0.2944962930051309,2.0,5.0,1.0,2.0,5.0,2.0,2.0,2019,nat,fap 225,,
V5Z82,82900,-0.02144658543931496,3.0,4.0,4.0,2.0,5.0,3.0,1.0,2019,nat,fap 225,,
V5Z84,132200,-0.7311209203034614,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2019,nat,fap 225,,
W1Z80,122400,0.2937507391954149,4.0,4.0,1.0,3.0,3.0,1.0,2.0,2019,nat,fap 225,,
A0Z40,600,0.1122125735439438,3.0,5.0,3.0,1.0,4.0,4.0,5.0,2019,reg,fap 225,1.0,
A0Z40,1200,-0.3494320259813122,2.0,3.0,3.0,1.0,4.0,4.0,5.0,2019,reg,fap 225,2.0,
A0Z40,100,0.1527896795599538,,,,,,,,2019,reg,fap 225,3.0,
A0Z40,1000,0.116879341565664,3.0,5.0,3.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,4.0,
A0Z40,1800,0.1844238420175132,4.0,5.0,3.0,4.0,5.0,4.0,5.0,2019,reg,fap 225,11.0,
A0Z40,4100,0.2462961377234934,4.0,5.0,3.0,3.0,5.0,4.0,5.0,2019,reg,fap 225,24.0,
A0Z40,3000,0.05066430441977921,3.0,5.0,3.0,4.0,3.0,4.0,5.0,2019,reg,fap 225,27.0,
A0Z40,4700,0.1919706040128111,4.0,5.0,3.0,4.0,3.0,4.0,5.0,2019,reg,fap 225,28.0,
A0Z40,7600,0.1587589838106102,4.0,5.0,3.0,4.0,5.0,4.0,5.0,2019,reg,fap 225,32.0,
A0Z40,5900,0.1642528703178933,4.0,5.0,3.0,4.0,5.0,4.0,5.0,2019,reg,fap 225,44.0,
A0Z40,3400,-0.2980515586784343,2.0,5.0,3.0,3.0,5.0,4.0,5.0,2019,reg,fap 225,52.0,
A0Z40,3500,0.666216835634106,5.0,5.0,3.0,3.0,4.0,4.0,5.0,2019,reg,fap 225,53.0,
A0Z40,10200,0.248128080902795,4.0,5.0,3.0,3.0,5.0,4.0,5.0,2019,reg,fap 225,75.0,
A0Z40,6900,-0.3276112293547113,2.0,5.0,3.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,76.0,
A0Z40,4500,-0.2817014212104218,2.0,5.0,3.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,84.0,
A0Z40,4000,-0.286396771116814,2.0,5.0,3.0,1.0,5.0,4.0,5.0,2019,reg,fap 225,93.0,
A0Z40,300,1.398140019939055,5.0,5.0,3.0,2.0,5.0,4.0,5.0,2019,reg,fap 225,94.0,
A0Z41,100,-1.822935731120702,1.0,4.0,4.0,1.0,2.0,5.0,5.0,2019,reg,fap 225,1.0,
A0Z41,100,1.502598983867192,5.0,4.0,4.0,1.0,3.0,5.0,5.0,2019,reg,fap 225,2.0,
A0Z41,100,2.104668226345405,5.0,5.0,4.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,3.0,
A0Z41,200,-1.11162481523805,1.0,3.0,4.0,1.0,3.0,5.0,5.0,2019,reg,fap 225,4.0,
A0Z41,1300,0.4933231778849408,4.0,3.0,4.0,1.0,4.0,5.0,5.0,2019,reg,fap 225,11.0,
A0Z41,1500,0.4801610225299714,4.0,3.0,4.0,2.0,5.0,5.0,5.0,2019,reg,fap 225,24.0,
A0Z41,2100,-0.2785903950864249,2.0,3.0,4.0,3.0,5.0,5.0,5.0,2019,reg,fap 225,27.0,
A0Z41,5000,0.5903653535998215,5.0,2.0,4.0,4.0,3.0,5.0,5.0,2019,reg,fap 225,28.0,
A0Z41,2100,1.38681125931362,5.0,3.0,4.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,32.0,
A0Z41,2600,0.9129977154271842,5.0,3.0,4.0,3.0,5.0,5.0,5.0,2019,reg,fap 225,44.0,
A0Z41,5900,0.03787053653916328,3.0,5.0,4.0,4.0,4.0,5.0,5.0,2019,reg,fap 225,52.0,
A0Z41,6100,1.084235009465884,5.0,4.0,4.0,4.0,2.0,5.0,5.0,2019,reg,fap 225,53.0,
A0Z41,5000,-0.1075940348569326,3.0,5.0,4.0,3.0,4.0,5.0,5.0,2019,reg,fap 225,75.0,
A0Z41,2800,-0.5003837646740981,2.0,5.0,4.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,76.0,
A0Z41,4200,0.1075459583975519,3.0,4.0,4.0,2.0,4.0,5.0,5.0,2019,reg,fap 225,84.0,
A0Z41,900,-0.2421107345822695,3.0,5.0,4.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,93.0,
A0Z41,200,0.06924985665645497,3.0,5.0,4.0,1.0,5.0,5.0,5.0,2019,reg,fap 225,94.0,
A0Z42,0,0.1408426598540765,,,,,,,,2019,reg,fap 225,1.0,
A0Z42,100,-0.1599294638750891,,,,,,,,2019,reg,fap 225,2.0,
A0Z42,100,1.313642281430782,5.0,5.0,5.0,1.0,1.0,5.0,5.0,2019,reg,fap 225,3.0,
A0Z42,400,1.341366086540524,5.0,3.0,5.0,1.0,3.0,5.0,5.0,2019,reg,fap 225,4.0,
A0Z42,1300,1.591404266062111,5.0,4.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,11.0,
A0Z42,1000,0.7765153341122802,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2019,reg,fap 225,24.0,
A0Z42,1600,1.163416855632626,5.0,2.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,27.0,
A0Z42,900,0.6315368542185076,5.0,3.0,5.0,3.0,2.0,5.0,5.0,2019,reg,fap 225,28.0,
A0Z42,1100,0.5503138106130856,5.0,4.0,5.0,2.0,4.0,5.0,5.0,2019,reg,fap 225,32.0,
A0Z42,2800,0.6815755530331058,5.0,3.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,44.0,
A0Z42,700,-0.1341926350179914,3.0,3.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,52.0,
A0Z42,800,-0.1387275439777227,3.0,5.0,5.0,3.0,4.0,5.0,5.0,2019,reg,fap 225,53.0,
A0Z42,2600,0.9722939829966247,5.0,4.0,5.0,3.0,3.0,5.0,5.0,2019,reg,fap 225,75.0,
A0Z42,1700,0.4507476052571604,4.0,5.0,5.0,2.0,4.0,5.0,5.0,2019,reg,fap 225,76.0,
