"Fap","diplome","Annee","Pourcentage"
"J4Z40","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0219445972910032
"J4Z40","Bac + 2","2003-2005",0.0492930151901689
"J4Z40","Bac, brevet professionnel ou équivalent","2003-2005",0.151629344316053
"J4Z40","CAP, BEP ou autre diplôme équivalent","2003-2005",0.414186383872743
"J4Z40","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.359921686981364
"J4Z40","En cours d'études initiales","2003-2005",0.00302497234866801
"J4Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0
"J4Z60","Bac + 2","2003-2005",0.0559880385192615
"J4Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.194439558218653
"J4Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.270475053426201
"J4Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.479097349835885
"J4Z60","En cours d'études initiales","2003-2005",0
"J4Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0480317398260484
"J4Z80","Bac + 2","2003-2005",0.20437857242934
"J4Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.187114798467374
"J4Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.327775955353495
"J4Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.223839267212052
"J4Z80","En cours d'études initiales","2003-2005",0.00885966671169127
"J5Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.275736016175157
"J5Z60","Bac + 2","2003-2005",0.332120310107089
"J5Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.283544888670919
"J5Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.021847473539973
"J5Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0484908447114571
"J5Z60","En cours d'études initiales","2003-2005",0.0382604667954049
"J5Z61","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0397757901613413
"J5Z61","Bac + 2","2003-2005",0.188774507902998
"J5Z61","Bac, brevet professionnel ou équivalent","2003-2005",0.27230219705528
"J5Z61","CAP, BEP ou autre diplôme équivalent","2003-2005",0.255744700616754
"J5Z61","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.23328728169328
"J5Z61","En cours d'études initiales","2003-2005",0.0101155225703463
"J5Z62","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.109648894695186
"J5Z62","Bac + 2","2003-2005",0.285815104690999
"J5Z62","Bac, brevet professionnel ou équivalent","2003-2005",0.231124800651715
"J5Z62","CAP, BEP ou autre diplôme équivalent","2003-2005",0.153387079913881
"J5Z62","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.187448666368342
"J5Z62","En cours d'études initiales","2003-2005",0.0325754536798779
"J5Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.123814495604761
"J5Z80","Bac + 2","2003-2005",0.283906206315428
"J5Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.220030450327274
"J5Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.19464654410657
"J5Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.171610372220069
"J5Z80","En cours d'études initiales","2003-2005",0.00599193142589751
"J6Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.188635478840334
"J6Z90","Bac + 2","2003-2005",0.273785706133463
"J6Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.222547424349529
"J6Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.15083313747524
"J6Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.149051242341798
"J6Z90","En cours d'études initiales","2003-2005",0.0151470108596358
"J6Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.603681839273914
"J6Z91","Bac + 2","2003-2005",0.121105722451313
"J6Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.136349870590161
"J6Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0135381947772887
"J6Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.117537726509633
"J6Z91","En cours d'études initiales","2003-2005",0.00778664639768988
"J6Z92","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.304944819901463
"J6Z92","Bac + 2","2003-2005",0.197646423369602
"J6Z92","Bac, brevet professionnel ou équivalent","2003-2005",0.208080803221848
"J6Z92","CAP, BEP ou autre diplôme équivalent","2003-2005",0.138892219879267
"J6Z92","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.145383127077264
"J6Z92","En cours d'études initiales","2003-2005",0.00505260655055579
"K0Z20","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.000741257952822566
"K0Z20","Bac + 2","2003-2005",0.00169350327046899
"K0Z20","Bac, brevet professionnel ou équivalent","2003-2005",0.0377502549155935
"K0Z20","CAP, BEP ou autre diplôme équivalent","2003-2005",0.193360524329975
"K0Z20","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.732078024446183
"K0Z20","En cours d'études initiales","2003-2005",0.034376435084957
"K0Z40","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0864634394422077
"K0Z40","Bac + 2","2003-2005",0.0772323616301491
"K0Z40","Bac, brevet professionnel ou équivalent","2003-2005",0.131773643262571
"K0Z40","CAP, BEP ou autre diplôme équivalent","2003-2005",0.361835823891459
"K0Z40","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.334878492254293
"K0Z40","En cours d'études initiales","2003-2005",0.00781623951932076
"L0Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0414689683885402
"L0Z60","Bac + 2","2003-2005",0.171782441855496
"L0Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.30328135106829
"L0Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.293482888590841
"L0Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.177195723672363
"L0Z60","En cours d'études initiales","2003-2005",0.0127886264244701
"L1Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0678181976557857
"L1Z60","Bac + 2","2003-2005",0.245813143204281
"L1Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.28559227537322
"L1Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.256802701818789
"L1Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.111616163765336
"L1Z60","En cours d'études initiales","2003-2005",0.0323575181825877
"L2Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0770844133273418
"L2Z60","Bac + 2","2003-2005",0.159363086186453
"L2Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.206456798801514
"L2Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.250755857522433
"L2Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.237862748000366
"L2Z60","En cours d'études initiales","2003-2005",0.0684770961618921
"L2Z61","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0961442091814946
"L2Z61","Bac + 2","2003-2005",0.13652766022458
"L2Z61","Bac, brevet professionnel ou équivalent","2003-2005",0.219356460117264
"L2Z61","CAP, BEP ou autre diplôme équivalent","2003-2005",0.28239615884054
"L2Z61","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.228416432325252
"L2Z61","En cours d'études initiales","2003-2005",0.0371590793108694
"L3Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0718122099422193
"L3Z80","Bac + 2","2003-2005",0.299294396659384
"L3Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.265445591555518
"L3Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.213330136323267
"L3Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.128621398169267
"L3Z80","En cours d'études initiales","2003-2005",0.021496267350344
"L4Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.175324550263611
"L4Z80","Bac + 2","2003-2005",0.219132939403161
"L4Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.231978347740763
"L4Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.177035678520244
"L4Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.16839149980347
"L4Z80","En cours d'études initiales","2003-2005",0.0281369842687514
"L4Z81","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.196719901254262
"L4Z81","Bac + 2","2003-2005",0.284783482830733
"L4Z81","Bac, brevet professionnel ou équivalent","2003-2005",0.251766530270546
"L4Z81","CAP, BEP ou autre diplôme équivalent","2003-2005",0.171643477128793
"L4Z81","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0681698255305194
"L4Z81","En cours d'études initiales","2003-2005",0.0269167829851469
"L5Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.457590282354132
"L5Z90","Bac + 2","2003-2005",0.209098527581346
"L5Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.157036800751785
"L5Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.101768445452423
"L5Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0703849728128215
"L5Z90","En cours d'études initiales","2003-2005",0.00412097104749222
"L5Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.770474157048565
"L5Z91","Bac + 2","2003-2005",0.104765636630524
"L5Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.0381552528603616
"L5Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0559194617205597
"L5Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0206702729887606
"L5Z91","En cours d'études initiales","2003-2005",0.0100152187512293
"L5Z92","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.539185920346884
"L5Z92","Bac + 2","2003-2005",0.150152523549943
"L5Z92","Bac, brevet professionnel ou équivalent","2003-2005",0.125846454413872
"L5Z92","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0909645201085332
"L5Z92","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0920640267508359
"L5Z92","En cours d'études initiales","2003-2005",0.00178655482993154
"L6Z00","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.245721801152265
"L6Z00","Bac + 2","2003-2005",0.141744632846599
"L6Z00","Bac, brevet professionnel ou équivalent","2003-2005",0.206117252933791
"L6Z00","CAP, BEP ou autre diplôme équivalent","2003-2005",0.209136655380707
"L6Z00","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.197069873632362
"L6Z00","En cours d'études initiales","2003-2005",0.000209784054275731
"L6Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.641529129033135
"L6Z90","Bac + 2","2003-2005",0.0712240760132115
"L6Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.170953930213571
"L6Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0416349134816677
"L6Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0746579512584148
"L6Z90","En cours d'études initiales","2003-2005",0
"M0Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0532106990802431
"M0Z60","Bac + 2","2003-2005",0.142476908576814
"M0Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.2702169066268
"M0Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.307623647177354
"M0Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.179261204459033
"M0Z60","En cours d'études initiales","2003-2005",0.0472106340797556
"M1Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.149417389453148
"M1Z80","Bac + 2","2003-2005",0.464788245171607
"M1Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.185434078828261
"M1Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0807844134249032
"M1Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0781071427175192
"M1Z80","En cours d'études initiales","2003-2005",0.0414687304045618
"M1Z81","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0568714455636918
"M1Z81","Bac + 2","2003-2005",0.271210111325874
"M1Z81","Bac, brevet professionnel ou équivalent","2003-2005",0.27695656618221
"M1Z81","CAP, BEP ou autre diplôme équivalent","2003-2005",0.224884655057057
"M1Z81","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.142586328662231
"M1Z81","En cours d'études initiales","2003-2005",0.0274908932089358
"M2Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.640565302935427
"M2Z90","Bac + 2","2003-2005",0.202367084872752
"M2Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.0855500757638384
"M2Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0251845188299084
"M2Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0393637620208699
"M2Z90","En cours d'études initiales","2003-2005",0.00696925557720431
"M2Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.347147152566605
"M2Z91","Bac + 2","2003-2005",0.472470115008216
"M2Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.0742705836233353
"M2Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0129545912551245
"M2Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0931575575467186
"M2Z91","En cours d'études initiales","2003-2005",0
"M2Z92","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.671191332064626
"M2Z92","Bac + 2","2003-2005",0.135163855148055
"M2Z92","Bac, brevet professionnel ou équivalent","2003-2005",0.0845521149041812
"M2Z92","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0476832381802661
"M2Z92","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0511007212837441
"M2Z92","En cours d'études initiales","2003-2005",0.0103087384191277
"N0Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.672468584447729
"N0Z90","Bac + 2","2003-2005",0.11137632928731
"N0Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.0988534955804891
"N0Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0610236700070521
"N0Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0426271150843616
"N0Z90","En cours d'études initiales","2003-2005",0.0136508055930585
"N0Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.765582178296865
"N0Z91","Bac + 2","2003-2005",0.0262236081434556
"N0Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.0563930742388206
"N0Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.00406296784743159
"N0Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0172524310010706
"N0Z91","En cours d'études initiales","2003-2005",0.130485740472357
"P0Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0819017111940058
"P0Z60","Bac + 2","2003-2005",0.0706666096919302
"P0Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.341863717485494
"P0Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.248392793680587
"P0Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.254858019484305
"P0Z60","En cours d'études initiales","2003-2005",0.00231714846367799
"P0Z61","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0677433717956462
"P0Z61","Bac + 2","2003-2005",0.110043698647698
"P0Z61","Bac, brevet professionnel ou équivalent","2003-2005",0.271337611878602
"P0Z61","CAP, BEP ou autre diplôme équivalent","2003-2005",0.321609117200562
"P0Z61","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.219311477874531
"P0Z61","En cours d'études initiales","2003-2005",0.00995472260296041
"P0Z62","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0113797115953245
"P0Z62","Bac + 2","2003-2005",0.0540888399392385
"P0Z62","Bac, brevet professionnel ou équivalent","2003-2005",0.265720185863597
"P0Z62","CAP, BEP ou autre diplôme équivalent","2003-2005",0.291510925752308
"P0Z62","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.364601973139734
"P0Z62","En cours d'études initiales","2003-2005",0.0126983637097973
"P1Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.135142622104861
"P1Z80","Bac + 2","2003-2005",0.108163067017599
"P1Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.42835751931892
"P1Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.064842479817423
"P1Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.263494311741197
"P1Z80","En cours d'études initiales","2003-2005",0
"P1Z81","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.174629961287197
"P1Z81","Bac + 2","2003-2005",0.188748434356268
"P1Z81","Bac, brevet professionnel ou équivalent","2003-2005",0.335549205754029
"P1Z81","CAP, BEP ou autre diplôme équivalent","2003-2005",0.152038302095951
"P1Z81","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.144201138792872
"P1Z81","En cours d'études initiales","2003-2005",0.00483295771368415
"P1Z82","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0534284035723192
"P1Z82","Bac + 2","2003-2005",0.0844090020865297
"P1Z82","Bac, brevet professionnel ou équivalent","2003-2005",0.379474204378472
"P1Z82","CAP, BEP ou autre diplôme équivalent","2003-2005",0.159387235115689
"P1Z82","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.314690873792426
"P1Z82","En cours d'études initiales","2003-2005",0.00861028105456395
"P2Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.608201949353012
"P2Z90","Bac + 2","2003-2005",0.164895912659441
"P2Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.12171304041952
"P2Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0368706078372868
"P2Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0571050858391768
"P2Z90","En cours d'études initiales","2003-2005",0.0112134038915632
"P2Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.273960111974539
"P2Z91","Bac + 2","2003-2005",0.137471977326318
"P2Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.331569502038541
"P2Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.082016993646258
"P2Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.171400901371804
"P2Z91","En cours d'études initiales","2003-2005",0.00358051364254103
"P2Z92","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.378701541580885
"P2Z92","Bac + 2","2003-2005",0.144439077867222
"P2Z92","Bac, brevet professionnel ou équivalent","2003-2005",0.270629105030782
"P2Z92","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0494913718749444
"P2Z92","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.119562514811122
"P2Z92","En cours d'études initiales","2003-2005",0.037176388835045
"P3Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.935777859496751
"P3Z90","Bac + 2","2003-2005",0.0188866624179097
"P3Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.0199038545022691
"P3Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.00257779060455332
"P3Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0117426386642685
"P3Z90","En cours d'études initiales","2003-2005",0.0111111943142484
"P3Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.9708813760834
"P3Z91","Bac + 2","2003-2005",0
"P3Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.0206840975482414
"P3Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.00843452636835825
"P3Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0
"P3Z91","En cours d'études initiales","2003-2005",0
"P4Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0304775918941838
"P4Z60","Bac + 2","2003-2005",0.102031723045953
"P4Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.312489862521442
"P4Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.305206396406183
"P4Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.246055938139766
"P4Z60","En cours d'études initiales","2003-2005",0.00373848799247267
"P4Z61","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0
"P4Z61","Bac + 2","2003-2005",0.0227680702859013
"P4Z61","Bac, brevet professionnel ou équivalent","2003-2005",0.195409170608851
"P4Z61","CAP, BEP ou autre diplôme équivalent","2003-2005",0.411922145938316
"P4Z61","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.369900613166931
"P4Z61","En cours d'études initiales","2003-2005",0
"P4Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0418408571594207
"P4Z80","Bac + 2","2003-2005",0.134776543951242
"P4Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.329158367323723
"P4Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.214249930816021
"P4Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.278804872739762
"P4Z80","En cours d'études initiales","2003-2005",0.00116942800983123
"Q0Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.106870812418534
"Q0Z60","Bac + 2","2003-2005",0.244091293131108
"Q0Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.25829762013621
"Q0Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.193347024331597
"Q0Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.170529152303383
"Q0Z60","En cours d'études initiales","2003-2005",0.0268640976791675
"Q1Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.121899689416188
"Q1Z80","Bac + 2","2003-2005",0.378422933425324
"Q1Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.24146183917014
"Q1Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.147935711581894
"Q1Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0947839746624731
"Q1Z80","En cours d'études initiales","2003-2005",0.0154958517439808
"Q1Z81","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.146485694589711
"Q1Z81","Bac + 2","2003-2005",0.207085168555251
"Q1Z81","Bac, brevet professionnel ou équivalent","2003-2005",0.283139215147629
"Q1Z81","CAP, BEP ou autre diplôme équivalent","2003-2005",0.167712641503914
"Q1Z81","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.181245307318676
"Q1Z81","En cours d'études initiales","2003-2005",0.0143319728848173
"Q2Z90","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.450231070351903
"Q2Z90","Bac + 2","2003-2005",0.16963688944701
"Q2Z90","Bac, brevet professionnel ou équivalent","2003-2005",0.215494353113457
"Q2Z90","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0757256279885958
"Q2Z90","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.0847124607826695
"Q2Z90","En cours d'études initiales","2003-2005",0.00419959831636472
"Q2Z91","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.378907287751353
"Q2Z91","Bac + 2","2003-2005",0.135241009174291
"Q2Z91","Bac, brevet professionnel ou équivalent","2003-2005",0.240116560519974
"Q2Z91","CAP, BEP ou autre diplôme équivalent","2003-2005",0.0938570476972339
"Q2Z91","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.150074780020474
"Q2Z91","En cours d'études initiales","2003-2005",0.00180331483667403
"R0Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0176140768256146
"R0Z60","Bac + 2","2003-2005",0.0587638837971494
"R0Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.224150456584601
"R0Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.32965232855496
"R0Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.341898126153797
"R0Z60","En cours d'études initiales","2003-2005",0.027921128083878
"R0Z61","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0270930814657845
"R0Z61","Bac + 2","2003-2005",0.0461440017075766
"R0Z61","Bac, brevet professionnel ou équivalent","2003-2005",0.220947569348819
"R0Z61","CAP, BEP ou autre diplôme équivalent","2003-2005",0.318260578179287
"R0Z61","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.289666855241731
"R0Z61","En cours d'études initiales","2003-2005",0.0978879140568013
"R1Z60","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0327783836283181
"R1Z60","Bac + 2","2003-2005",0.0720169381417008
"R1Z60","Bac, brevet professionnel ou équivalent","2003-2005",0.134212295560225
"R1Z60","CAP, BEP ou autre diplôme équivalent","2003-2005",0.34952385953252
"R1Z60","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.357356946199974
"R1Z60","En cours d'études initiales","2003-2005",0.0541115769372616
"R1Z61","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.048280711804754
"R1Z61","Bac + 2","2003-2005",0.160683923357987
"R1Z61","Bac, brevet professionnel ou équivalent","2003-2005",0.236289177983538
"R1Z61","CAP, BEP ou autre diplôme équivalent","2003-2005",0.275948034990775
"R1Z61","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.220721681334446
"R1Z61","En cours d'études initiales","2003-2005",0.0580764705284996
"R1Z62","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0634567681911136
"R1Z62","Bac + 2","2003-2005",0.0826974357234178
"R1Z62","Bac, brevet professionnel ou équivalent","2003-2005",0.216907118953969
"R1Z62","CAP, BEP ou autre diplôme équivalent","2003-2005",0.28323657954068
"R1Z62","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.243329238022713
"R1Z62","En cours d'études initiales","2003-2005",0.110372859568106
"R1Z63","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.114251544031271
"R1Z63","Bac + 2","2003-2005",0.234807610061836
"R1Z63","Bac, brevet professionnel ou équivalent","2003-2005",0.19947371271587
"R1Z63","CAP, BEP ou autre diplôme équivalent","2003-2005",0.260619358706431
"R1Z63","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.180319460863686
"R1Z63","En cours d'études initiales","2003-2005",0.0105283136209051
"R1Z66","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.023558765524909
"R1Z66","Bac + 2","2003-2005",0.104729460131731
"R1Z66","Bac, brevet professionnel ou équivalent","2003-2005",0.172034195548662
"R1Z66","CAP, BEP ou autre diplôme équivalent","2003-2005",0.298725458519625
"R1Z66","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.331695527612217
"R1Z66","En cours d'études initiales","2003-2005",0.0692565926628566
"R1Z67","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0915841706249969
"R1Z67","Bac + 2","2003-2005",0.180968172777759
"R1Z67","Bac, brevet professionnel ou équivalent","2003-2005",0.292116825684946
"R1Z67","CAP, BEP ou autre diplôme équivalent","2003-2005",0.253684713583499
"R1Z67","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.127329441043761
"R1Z67","En cours d'études initiales","2003-2005",0.0543166762850392
"R2Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.104223868454323
"R2Z80","Bac + 2","2003-2005",0.281615524319035
"R2Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.210248622222495
"R2Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.218691349528968
"R2Z80","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.169156217515117
"R2Z80","En cours d'études initiales","2003-2005",0.0160644179600619
"R2Z83","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.0744759352609305
"R2Z83","Bac + 2","2003-2005",0.181704773387067
"R2Z83","Bac, brevet professionnel ou équivalent","2003-2005",0.223016537208093
"R2Z83","CAP, BEP ou autre diplôme équivalent","2003-2005",0.220440087644294
"R2Z83","Aucun diplôme, CEP ou brevet des collèges","2003-2005",0.241227509695739
"R2Z83","En cours d'études initiales","2003-2005",0.059135156803876
"R3Z80","Diplôme supérieur (bac + 3 ou plus)","2003-2005",0.072603613648275
"R3Z80","Bac + 2","2003-2005",0.11223326547902
"R3Z80","Bac, brevet professionnel ou équivalent","2003-2005",0.21379746292541
"R3Z80","CAP, BEP ou autre diplôme équivalent","2003-2005",0.269757333223287
