"Fap","diplome","Annee","Pourcentage"
"H0Z","Bac + 2","2017-2019",0.171007174060394
"H0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0734158182528076
"H0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.068305727056952
"H0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0177394525447514
"H0Z","En cours d'études initiales","2017-2019",0.0235931214226067
"J0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0282886453729368
"J0Z","Bac + 2","2017-2019",0.0448003938774672
"J0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.208699843630496
"J0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.304703509583153
"J0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.375240220077491
"J0Z","En cours d'études initiales","2017-2019",0.0382673874584561
"J1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0507289549249562
"J1Z","Bac + 2","2017-2019",0.0866123902537036
"J1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.221544035205472
"J1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.351131982331162
"J1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.27259450920629
"J1Z","En cours d'études initiales","2017-2019",0.0173881280784157
"J3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0313826801931455
"J3Z","Bac + 2","2017-2019",0.0480048999816639
"J3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.194669105327635
"J3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.427621114237427
"J3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.291150360621382
"J3Z","En cours d'études initiales","2017-2019",0.0071718396387469
"J4Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.113870205167703
"J4Z","Bac + 2","2017-2019",0.206067907981004
"J4Z","Bac, brevet professionnel ou équivalent","2017-2019",0.311911274544891
"J4Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.235914884515906
"J4Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.119547836738499
"J4Z","En cours d'études initiales","2017-2019",0.0126878910519974
"J5Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.188281206022197
"J5Z","Bac + 2","2017-2019",0.243891554534009
"J5Z","Bac, brevet professionnel ou équivalent","2017-2019",0.259136821442525
"J5Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.161750646099244
"J5Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.123713361003529
"J5Z","En cours d'études initiales","2017-2019",0.0232264108984973
"J6Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.47025869038246
"J6Z","Bac + 2","2017-2019",0.227370319899839
"J6Z","Bac, brevet professionnel ou équivalent","2017-2019",0.150315610935441
"J6Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.104985337971473
"J6Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0395341502111297
"J6Z","En cours d'études initiales","2017-2019",0.00753589059965716
"K0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0780174014964114
"K0Z","Bac + 2","2017-2019",0.075590990462324
"K0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.187885052333232
"K0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.321655148067289
"K0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.326993524198185
"K0Z","En cours d'études initiales","2017-2019",0.00985788344255792
"L0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0878589650935934
"L0Z","Bac + 2","2017-2019",0.225150805684706
"L0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.365319795409728
"L0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.209709779839608
"L0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0994477011838815
"L0Z","En cours d'études initiales","2017-2019",0.0125129527884838
"L1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.177129706000895
"L1Z","Bac + 2","2017-2019",0.367413218662406
"L1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.2657820692094
"L1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.120371672553237
"L1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0352015926893061
"L1Z","En cours d'études initiales","2017-2019",0.0341017408847551
"L2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.185275913475231
"L2Z","Bac + 2","2017-2019",0.210813264619924
"L2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.264859301476656
"L2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.182155060726154
"L2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.105278571830215
"L2Z","En cours d'études initiales","2017-2019",0.0516178878718211
"L3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.176000186618967
"L3Z","Bac + 2","2017-2019",0.344419855234285
"L3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.268796467811921
"L3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.146695597481609
"L3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0507716935590789
"L3Z","En cours d'études initiales","2017-2019",0.0133161992941386
"L4Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.33498897240185
"L4Z","Bac + 2","2017-2019",0.310428623030495
"L4Z","Bac, brevet professionnel ou équivalent","2017-2019",0.173158555116086
"L4Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0949467779303746
"L4Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0372279963377349
"L4Z","En cours d'études initiales","2017-2019",0.0492490751834592
"L5Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.656953256835484
"L5Z","Bac + 2","2017-2019",0.179215874300373
"L5Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0845917386625803
"L5Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.047246188505507
"L5Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0229483914142885
"L5Z","En cours d'études initiales","2017-2019",0.00904455028176744
"L6Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.414156523888505
"L6Z","Bac + 2","2017-2019",0.179418431501864
"L6Z","Bac, brevet professionnel ou équivalent","2017-2019",0.15779286366214
"L6Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.165055634211417
"L6Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0806700713808779
"L6Z","En cours d'études initiales","2017-2019",0.00290647535519547
"M0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.248118050936997
"M0Z","Bac + 2","2017-2019",0.23779397405416
"M0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.170854028610708
"M0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0830896451306049
"M0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0725054917129222
"M0Z","En cours d'études initiales","2017-2019",0.187638809554607
"M1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.26891673405005
"M1Z","Bac + 2","2017-2019",0.355895829394774
"M1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.178056549246724
"M1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0959686540825057
"M1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.049383121314383
"M1Z","En cours d'études initiales","2017-2019",0.0517791119115636
"M2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.762721611727241
"M2Z","Bac + 2","2017-2019",0.159638618126931
"M2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0448867824079177
"M2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00708500108877737
"M2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.010588563477028
"M2Z","En cours d'études initiales","2017-2019",0.0150794231721047
"N0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.812099208654186
"N0Z","Bac + 2","2017-2019",0.0932140622357259
"N0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0269858011909666
"N0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0107759583645234
"N0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00534572082204318
"N0Z","En cours d'études initiales","2017-2019",0.0515792487325552
"P0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.10774039494721
"P0Z","Bac + 2","2017-2019",0.178687975303565
"P0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.331984421083214
"P0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.245659892339882
"P0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.12720768116505
"P0Z","En cours d'études initiales","2017-2019",0.00871963516107931
"P1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.303914214663526
"P1Z","Bac + 2","2017-2019",0.224906224432746
"P1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.289181613612468
"P1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.101413883631984
"P1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.065479855430978
"P1Z","En cours d'études initiales","2017-2019",0.0151042082282979
"P2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.669937174356773
"P2Z","Bac + 2","2017-2019",0.142999010175089
"P2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.114867201984629
"P2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0351449867435354
"P2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.023085251204646
"P2Z","En cours d'études initiales","2017-2019",0.0139663755353275
"P3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.918701884341585
"P3Z","Bac + 2","2017-2019",0.0448128412565872
"P3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0108814256669405
"P3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00392931415882733
"P3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00521801587610956
"P3Z","En cours d'études initiales","2017-2019",0.01645651869995
"P4Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0833729556730134
"P4Z","Bac + 2","2017-2019",0.17660571814766
"P4Z","Bac, brevet professionnel ou équivalent","2017-2019",0.45335079743167
"P4Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.158313647414019
"P4Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.116646754205208
"P4Z","En cours d'études initiales","2017-2019",0.0117101271284299
"Q0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.276760716419253
"Q0Z","Bac + 2","2017-2019",0.358729537377743
"Q0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.200563916716212
"Q0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0869495782302689
"Q0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0416177190042415
"Q0Z","En cours d'études initiales","2017-2019",0.0353785322522811
"Q1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.316198735525615
"Q1Z","Bac + 2","2017-2019",0.353048340904159
"Q1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.201873398335435
"Q1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0809564100655819
"Q1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0309265287658508
"Q1Z","En cours d'études initiales","2017-2019",0.0169965864033585
"Q2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.634199024818346
"Q2Z","Bac + 2","2017-2019",0.193987883744404
"Q2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.113390670523281
"Q2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0354410902977222
"Q2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0188415577910282
"Q2Z","En cours d'études initiales","2017-2019",0.00413977282521877
"R0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0532859363706326
"R0Z","Bac + 2","2017-2019",0.0793521034662879
"R0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.282986641640609
"R0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.288665797975721
"R0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.201898663403948
"R0Z","En cours d'études initiales","2017-2019",0.093810857142801
"R1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.101124238397569
"R1Z","Bac + 2","2017-2019",0.141439084677152
"R1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.311833990000638
"R1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.245208772044233
"R1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.140945989146907
"R1Z","En cours d'études initiales","2017-2019",0.0594479257334998
"R2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.219365337071956
"R2Z","Bac + 2","2017-2019",0.285939756810435
"R2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.224561778622698
"R2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.152865457135136
"R2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0771124126495354
"R2Z","En cours d'études initiales","2017-2019",0.0401552577102396
"R3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.194912375999135
"R3Z","Bac + 2","2017-2019",0.178705132798953
"R3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.227518777496048
"R3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.206918797185739
"R3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.173637120482135
"R3Z","En cours d'études initiales","2017-2019",0.0183077960379895
"R4Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.53242122208557
"R4Z","Bac + 2","2017-2019",0.226223078348159
"R4Z","Bac, brevet professionnel ou équivalent","2017-2019",0.128282447064402
"R4Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0684601310942621
"R4Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0387361567920739
"R4Z","En cours d'études initiales","2017-2019",0.00587696461553352
"S0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0309546752926663
"S0Z","Bac + 2","2017-2019",0.0345601785662551
"S0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.168110715444881
"S0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.517203587280513
"S0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.128333578962705
"S0Z","En cours d'études initiales","2017-2019",0.120837264452979
"S1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0386542100962704
"S1Z","Bac + 2","2017-2019",0.0381615311010026
"S1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.194411577250222
"S1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.422158826508391
"S1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.245382869630006
"S1Z","En cours d'études initiales","2017-2019",0.061230985414108
"S2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0991639188016346
"S2Z","Bac + 2","2017-2019",0.0881264515373961
"S2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.254365517978157
"S2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.243050512385781
"S2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.226978158293187
"S2Z","En cours d'études initiales","2017-2019",0.0883154410038445
"S3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.146961353356037
"S3Z","Bac + 2","2017-2019",0.15331403308482
"S3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.213294172516126
"S3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.286884578562974
"S3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.198028924741102
"S3Z","En cours d'études initiales","2017-2019",0.00151693773894017
"T0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0173966653375808
"T0Z","Bac + 2","2017-2019",0.0782113154698531
"T0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.550665523864869
"T0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.249990942067407
"T0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0306391860479913
"T0Z","En cours d'études initiales","2017-2019",0.0730963672122989
"T1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0262963597765247
"T1Z","Bac + 2","2017-2019",0.0305757076456241
"T1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.116534193984212
"T1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.240719633509374
"T1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.580655398391769
"T1Z","En cours d'études initiales","2017-2019",0.00521870669249609
"T2A","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0283914735320329
"T2A","Bac + 2","2017-2019",0.0341884087979661
"T2A","Bac, brevet professionnel ou équivalent","2017-2019",0.150365987726416
"T2A","CAP, BEP ou autre diplôme équivalent","2017-2019",0.414399516399301
"T2A","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.362146792998048
"T2A","En cours d'études initiales","2017-2019",0.0105078205462365
"T2B","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0510553169103779
"T2B","Bac + 2","2017-2019",0.073197727766536
"T2B","Bac, brevet professionnel ou équivalent","2017-2019",0.222154572613217
"T2B","CAP, BEP ou autre diplôme équivalent","2017-2019",0.377389041450848
"T2B","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.245885669289584
"T2B","En cours d'études initiales","2017-2019",0.0303176719694377
"T2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0381521771724777
"T2Z","Bac + 2","2017-2019",0.0509886488905044
"T2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.181283353736163
"T2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.398460114291038
"T2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.312076317198535
"T2Z","En cours d'études initiales","2017-2019",0.0190393887112818
"T3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0569384456095237
"T3Z","Bac + 2","2017-2019",0.0457373470491873
"T3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.207448092439195
"T3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.285469051615268
"T3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.394974646499682
"T3Z","En cours d'études initiales","2017-2019",0.00943241678714486
"T4Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0278295825461799
"T4Z","Bac + 2","2017-2019",0.030076511309258
"T4Z","Bac, brevet professionnel ou équivalent","2017-2019",0.146814330694037
"T4Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.373252813162658
"T4Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.409712553522802
"T4Z","En cours d'études initiales","2017-2019",0.0123142087650651
"T6Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.379029280901375
"T6Z","Bac + 2","2017-2019",0.166248709018903
"T6Z","Bac, brevet professionnel ou équivalent","2017-2019",0.209197746885533
"T6Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.12354764626554
"T6Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.112784015841405
"T6Z","En cours d'études initiales","2017-2019",0.00919260108724374
"U0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.703775887523567
"U0Z","Bac + 2","2017-2019",0.137292661331981
"U0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0668290582026206
"U0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0233673616345977
"U0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0223716301476887
"U0Z","En cours d'études initiales","2017-2019",0.0463634011595446
"U1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.413471733806056
"U1Z","Bac + 2","2017-2019",0.217588913953567
"U1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.188017803524704
"U1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0761534374818113
"U1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0822599696558511
"U1Z","En cours d'études initiales","2017-2019",0.022508141578011
"V0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0456686568910585
"V0Z","Bac + 2","2017-2019",0.0681091764123531
"V0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.233372368031195
"V0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.596605003362466
"V0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0416223761163279
"V0Z","En cours d'études initiales","2017-2019",0.0146224191865997
"V1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.365691500148449
"V1Z","Bac + 2","2017-2019",0.598876417519649
"V1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0150594811183699
"V1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00857003427615899
"V1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00390283021116758
"V1Z","En cours d'études initiales","2017-2019",0.00789973672620492
"V2Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.84847523197007
"V2Z","Bac + 2","2017-2019",0.0088915995439922
"V2Z","Bac, brevet professionnel ou équivalent","2017-2019",0.00714640871642966
"V2Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.000947670436507153
"V2Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00175546941684527
"V2Z","En cours d'études initiales","2017-2019",0.132783619916156
"V3Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.255553265405477
"V3Z","Bac + 2","2017-2019",0.460962201491713
"V3Z","Bac, brevet professionnel ou équivalent","2017-2019",0.202838350211549
"V3Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0406048479371916
"V3Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0104393812568536
"V3Z","En cours d'études initiales","2017-2019",0.0296019536972164
"V4Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.272129943419841
"V4Z","Bac + 2","2017-2019",0.487510315018667
"V4Z","Bac, brevet professionnel ou équivalent","2017-2019",0.149349118983907
"V4Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.045582840838483
"V4Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.019709140953673
"V4Z","En cours d'études initiales","2017-2019",0.025718640785428
"V5Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.26995142924725
"V5Z","Bac + 2","2017-2019",0.137529281239172
"V5Z","Bac, brevet professionnel ou équivalent","2017-2019",0.313580698772617
"V5Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.14333422018016
"V5Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0808089480805654
"V5Z","En cours d'études initiales","2017-2019",0.0547954224802364
"W0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.877539174375377
"W0Z","Bac + 2","2017-2019",0.0814129798357623
"W0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.0183262350109023
"W0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00330241564822007
"W0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00270560772100663
"W0Z","En cours d'études initiales","2017-2019",0.0167135874087319
"W1Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.400694481571817
"W1Z","Bac + 2","2017-2019",0.188172983376665
"W1Z","Bac, brevet professionnel ou équivalent","2017-2019",0.226248340787808
"W1Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0911495070035497
"W1Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0625907639328851
"W1Z","En cours d'études initiales","2017-2019",0.0311439233272752
"X0Z","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.388865245084597
"X0Z","Bac + 2","2017-2019",0.138203211911687
"X0Z","Bac, brevet professionnel ou équivalent","2017-2019",0.185885167750596
"X0Z","CAP, BEP ou autre diplôme équivalent","2017-2019",0.184085098535588
"X0Z","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.100970566856549
"X0Z","En cours d'études initiales","2017-2019",0.00199070986098321
"ZZZ","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.114482650422277
"ZZZ","Bac + 2","2017-2019",0.0714892255037635
"ZZZ","Bac, brevet professionnel ou équivalent","2017-2019",0.0986483352699655
"ZZZ","CAP, BEP ou autre diplôme équivalent","2017-2019",0.118749500194489
"ZZZ","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.571202757715925
"ZZZ","En cours d'études initiales","2017-2019",0.0254275308935803
"A","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.0080087434049503
"A","Bac + 2","1982-1984",0.00778778915293047
"A","Bac, brevet professionnel ou équivalent","1982-1984",0.0390055072221006
"A","CAP, BEP ou autre diplôme équivalent","1982-1984",0.156870259656803
"A","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.779034711117036
"A","En cours d'études initiales","1982-1984",0.00929298944617963
"B","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.0251008657868477
"B","Bac + 2","1982-1984",0.0168399095055004
"B","Bac, brevet professionnel ou équivalent","1982-1984",0.0470502561440572
"B","CAP, BEP ou autre diplôme équivalent","1982-1984",0.313249313409257
"B","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.567581183896394
"B","En cours d'études initiales","1982-1984",0.0301784712579437
"C","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.0145135919091432
"C","Bac + 2","1982-1984",0.0888583912671731
"C","Bac, brevet professionnel ou équivalent","1982-1984",0.138283185341301
"C","CAP, BEP ou autre diplôme équivalent","1982-1984",0.341046162787574
"C","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.400631945102804
"C","En cours d'études initiales","1982-1984",0.0166667235920048
"D","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.00477431191250946
"D","Bac + 2","1982-1984",0.0258888387176942
"D","Bac, brevet professionnel ou équivalent","1982-1984",0.0672761290525267
"D","CAP, BEP ou autre diplôme équivalent","1982-1984",0.391795101056094
"D","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.471577252239458
"D","En cours d'études initiales","1982-1984",0.038688367021717
"E","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.0114522520311568
"E","Bac + 2","1982-1984",0.0380955358861495
"E","Bac, brevet professionnel ou équivalent","1982-1984",0.0668526114838816
"E","CAP, BEP ou autre diplôme équivalent","1982-1984",0.227214782141282
"E","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.651080237386354
"E","En cours d'études initiales","1982-1984",0.00530458107117579
"F","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.00175803869664369
"F","Bac + 2","1982-1984",0.00322942718565796
"F","Bac, brevet professionnel ou équivalent","1982-1984",0.0255873480356227
"F","CAP, BEP ou autre diplôme équivalent","1982-1984",0.268884035863859
"F","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.688647050656861
"F","En cours d'études initiales","1982-1984",0.0118940995613554
"G","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.0102726346318826
"G","Bac + 2","1982-1984",0.0401267671855723
"G","Bac, brevet professionnel ou équivalent","1982-1984",0.0956816576896897
"G","CAP, BEP ou autre diplôme équivalent","1982-1984",0.48961235950542
"G","Aucun diplôme, CEP ou brevet des collèges","1982-1984",0.356805252967504
"G","En cours d'études initiales","1982-1984",0.00750132801993179
"H","Diplôme supérieur (bac + 3 ou plus)","1982-1984",0.483993993520363
"H","Bac + 2","1982-1984",0.0933806515998943
"H","Bac, brevet professionnel ou équivalent","1982-1984",0.18174584045286
"H","CAP, BEP ou autre diplôme équivalent","1982-1984",0.102889943423405
