"Fap","Specialite","Label_spedipl","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"U0Z81",134,"Autres disciplines artistiques et spécialités artistiques plurivalentes",0.06609,3.70218915951511,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81",125,"Linguistique",0.062,3.47307804342468,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"A1Z41",214,"Aménagement paysager (parcs, jardins, espaces verts, terrains de sport)",21.48832,89.6641192388177,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41",221,"Agro-alimentaire, alimentation, cuisine",0.89051,3.71582305286591,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41",211,"Productions végétales, cultures spécialisées et protection des cultures",0.82558,3.4448902269318,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41",312,"Commerce, vente",0.76094,3.17516748138458,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"U0Z92",321,"Journalisme et communication",4.67209,75.3068550161426,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92",320,"Spécialité plurivalentes de la communication",0.44079,7.10485213738723,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92",322,"Techniques de l'imprimerie et de l'édition",0.43706,7.0447303141325,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92",114,"Mathématiques",0.39642,6.38967645432756,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92",312,"Commerce, vente",0.25771,4.15388607801008,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"L5Z91",128,"Droit, sciences politiques",4.02756,72.0914164611204,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91",313,"Finances, banque, assurances",0.62777,11.236785674651,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91",343,"Nettoyage, assainissement, protection environnement",0.38898,6.96255777072138,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91",315,"Ressources humaines, gestion du personnel, gestion de l’emploi",0.30265,5.41729165846272,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91",345,"Application des droits et statuts des personnes",0.23978,4.29194843504441,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"P3Z91",128,"Droit, sciences politiques",0.907,83.7271988774832,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91",345,"Application des droits et statuts des personnes",0.17628,16.2728011225168,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91",120,"Spécialités pluridisciplinaires sciences humaines et droit",0,0,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91",0,"Non déclaré",NA,NA,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"G",252,"Moteurs et mécanique auto",33.32678,31.9857210698487,"Maintenance","G","Maintenance",NA,NA
"G",255,"Électricité, électronique",25.01117,24.0047285471494,"Maintenance","G","Maintenance",NA,NA
"G",250,"Spécialités pluritechnologiques mécanique-électricité",9.58292,9.19730637507357,"Maintenance","G","Maintenance",NA,NA
"G",251,"Mécanique générale et de précision, usinage",9.39101,9.01311877187534,"Maintenance","G","Maintenance",NA,NA
"G",254,"Structures métalliques",9.35844,8.9818593782212,"Maintenance","G","Maintenance",NA,NA
"G",201,"Technologies de commandes des transformations industrielles",6.19864,5.94920871600577,"Maintenance","G","Maintenance",NA,NA
"G",312,"Commerce, vente",5.72548,5.49508852253344,"Maintenance","G","Maintenance",NA,NA
"G",253,"Mécanique aéronautique et spatiale",5.59824,5.37296861929264,"Maintenance","G","Maintenance",NA,NA
"G0A42",330,"Spécialités plurivalentes sanitaires et sociales",0.45751,52.389240687515,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42",252,"Moteurs et mécanique auto",0.12085,13.8384729013272,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42",227,"Énergie, génie climatique",0.08458,9.68521338845057,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42",233,"Bâtiment : finitions",0.05862,6.71254680575754,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42",323,"Techniques de l'image et du son, métiers connexes du spectacle",0.05528,6.33008508055743,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42",255,"Électricité, électronique",0.04885,5.59378900479795,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42",230,"Spécialités pluritechnologiques, génie civil, construction, bois",0.0476,5.45065213159432,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"A1Z00",210,"Spécialités plurivalentes de l'agronomie et de l'agriculture",0.412,51.8291148794847,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00",110,"Spécialités pluri-scientifiques",0.13813,17.3765913551049,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00",330,"Spécialités plurivalentes sanitaires et sociales",0.13571,17.0721582045992,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00",211,"Productions végétales, cultures spécialisées et protection des cultures",0.10908,13.7221355608112,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",211,"Productions végétales, cultures spécialisées et protection des cultures",1.81078,39.8597365547846,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",312,"Commerce, vente",0.7383,16.2518050223647,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",324,"Secrétariat, bureautique",0.47868,10.5369281160849,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",130,"Spécialités littéraires et artistiques plurivalentes",0.30769,6.7730162363963,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",233,"Bâtiment : finitions",0.2788,6.13707603986898,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",214,"Aménagement paysager (parcs, jardins, espaces verts, terrains de sport)",0.27062,5.95701405275948,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",221,"Agro-alimentaire, alimentation, cuisine",0.24655,5.42717395132603,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",252,"Moteurs et mécanique auto",0.21042,4.63186348747931,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40",310,"Spécialités plurivalentes des échanges et de la gestion",0.20104,4.42538653893565,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z",214,"Aménagement paysager (parcs, jardins, espaces verts, terrains de sport)",21.98802,61.9783617128089,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z",211,"Productions végétales, cultures spécialisées et protection des cultures",6.89667,19.4398726158098,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z",312,"Commerce, vente",2.97801,8.3942156212502,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z",210,"Spécialités plurivalentes de l'agronomie et de l'agriculture",1.93772,5.46191567308671,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z",221,"Agro-alimentaire, alimentation, cuisine",1.67651,4.72563437704446,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A3Z41",311,"Transport, manutention, magasinage",0.14985,45.6915477497256,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41",334,"Accueil, hôtellerie, tourisme",0.10954,33.4004146847176,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41",210,"Spécialités plurivalentes de l'agronomie et de l'agriculture",0.03616,11.0257348457129,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41",130,"Spécialités littéraires et artistiques plurivalentes",0.03241,9.88230271984388,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",213,"Forêts, espaces naturels, faunes sauvage, pêche",1.52195,38.5527305703813,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",212,"Production animales, élevage spécialisé, aquaculture, soins aux animaux",0.54406,13.7816607602889,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",313,"Finances, banque, assurances",0.43359,10.9833295758807,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",210,"Spécialités plurivalentes de l'agronomie et de l'agriculture",0.36847,9.33376565147896,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",312,"Commerce, vente",0.36478,9.24029373991504,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",310,"Spécialités plurivalentes des échanges et de la gestion",0.29717,7.52765527356366,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",311,"Transport, manutention, magasinage",0.23554,5.96649703245679,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z",232,"Bâtiment : construction et couverture",0.18215,4.61406739603466,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00",213,"Forêts, espaces naturels, faunes sauvage, pêche",0.23165,69.7090066504168,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00",312,"Commerce, vente",0.10066,30.2909933495832,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00",117,"Sciences de la terre",0,0,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00",210,"Spécialités plurivalentes de l'agronomie et de l'agriculture",0,0,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"F",234,"Travail du bois et de l’ameublement",10.46051,44.8310325334856,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",242,"Habillement",3.57682,15.3293227372682,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",255,"Électricité, électronique",2.08204,8.92308338465508,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",334,"Accueil, hôtellerie, tourisme",1.49295,6.39839644729246,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",252,"Moteurs et mécanique auto",1.28553,5.50944812946708,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",254,"Structures métalliques",1.21413,5.20344624974125,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",240,"Spécialités pluritechnologiques matériaux souples",1.10101,4.71864327166581,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",330,"Spécialités plurivalentes sanitaires et sociales",1.08464,4.64848569784072,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F",322,"Techniques de l'imprimerie et de l'édition",1.03556,4.4381415485838,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"B2Z40",232,"Bâtiment : construction et couverture",13.02045,60.614672992348,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40",233,"Bâtiment : finitions",6.23893,29.0443649622056,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40",255,"Électricité, électronique",1.13909,5.30285572763259,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40",231,"Mines et carrières, génie civil, topographie",1.08222,5.03810631781381,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S2Z80",334,"Accueil, hôtellerie, tourisme",4.37121,37.2351562719612,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80",200,"Technologies industrielles fondamentales",1.98987,16.9502541426487,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80",310,"Spécialités plurivalentes des échanges et de la gestion",1.81577,15.4672229666246,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80",221,"Agro-alimentaire, alimentation, cuisine",1.52107,12.9568881729754,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80",120,"Spécialités pluridisciplinaires sciences humaines et droit",0.79949,6.81027337690714,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80",312,"Commerce, vente",0.77632,6.61290501189577,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80",110,"Spécialités pluri-scientifiques",0.46574,3.96730005698724,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",334,"Accueil, hôtellerie, tourisme",1.21375,28.9740731280541,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",310,"Spécialités plurivalentes des échanges et de la gestion",0.47638,11.3719208706426,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",343,"Nettoyage, assainissement, protection environnement",0.37497,8.95110871334825,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",324,"Secrétariat, bureautique",0.36471,8.70618678519678,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",312,"Commerce, vente",0.31022,7.40542695430272,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",336,"Coiffure, esthétique et autres spécialités des services aux personnes",0.27648,6.60000143229198,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",311,"Transport, manutention, magasinage",0.24148,5.76449777875386,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",254,"Structures métalliques",0.23544,5.62031371968614,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",128,"Droit, sciences politiques",0.20368,4.86215383293269,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",221,"Agro-alimentaire, alimentation, cuisine",0.18235,4.3529740349336,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",201,"Technologies de commandes des transformations industrielles",0.17298,4.12929777111497,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81",121,"Géographie",0.13665,3.2620449787424,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"R3Z80",312,"Commerce, vente",19.83028,68.1266333584925,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80",310,"Spécialités plurivalentes des échanges et de la gestion",4.19599,14.4152615245928,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80",314,"Comptabilité, gestion",2.03437,6.98904801674593,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80",324,"Secrétariat, bureautique",1.66484,5.71953317252972,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80",335,"Animation culturelle, sportive et de loisirs",1.38249,4.74952392763906,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z",312,"Commerce, vente",25.07585,63.0302245760528,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z",310,"Spécialités plurivalentes des échanges et de la gestion",6.01324,15.114776473368,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z",314,"Comptabilité, gestion",2.61709,6.5782723391527,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z",221,"Agro-alimentaire, alimentation, cuisine",2.17079,5.45646034760336,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z",324,"Secrétariat, bureautique",2.02778,5.09699287524963,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z",255,"Électricité, électronique",1.8791,4.7232733885735,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"B4Z42",234,"Travail du bois et de l’ameublement",5.59991,69.2210039679106,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42",252,"Moteurs et mécanique auto",0.53344,6.59390103709564,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42",227,"Énergie, génie climatique",0.48102,5.945932582603,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42",254,"Structures métalliques",0.42905,5.30352661961211,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42",312,"Commerce, vente",0.4139,5.11625607238656,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42",232,"Bâtiment : construction et couverture",0.3273,4.04578548560551,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42",255,"Électricité, électronique",0.30528,3.77359423478659,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"D4Z40",252,"Moteurs et mécanique auto",2.01527,20.4323783954773,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40",253,"Mécanique aéronautique et spatiale",2.01387,20.4181841040158,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40",251,"Mécanique générale et de précision, usinage",1.66987,16.9304439163267,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40",254,"Structures métalliques",1.44318,14.6320839653173,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40",250,"Spécialités pluritechnologiques mécanique-électricité",1.43014,14.4998742791328,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40",312,"Commerce, vente",1.29079,13.0870353397302,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"G0B41",252,"Moteurs et mécanique auto",19.14353,80.7660048788185,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41",250,"Spécialités pluritechnologiques mécanique-électricité",2.00735,8.46895216783406,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41",251,"Mécanique générale et de précision, usinage",1.62845,6.87038391795619,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41",312,"Commerce, vente",0.92313,3.89465903539126,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"D",254,"Structures métalliques",21.90834,27.0602855218479,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",252,"Moteurs et mécanique auto",12.83543,15.8537981698154,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",251,"Mécanique générale et de précision, usinage",11.02621,13.6191236225043,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",312,"Commerce, vente",7.80905,9.64541917162079,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",200,"Technologies industrielles fondamentales",6.62496,8.18287963263404,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",250,"Spécialités pluritechnologiques mécanique-électricité",6.47531,7.9980380732852,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",255,"Électricité, électronique",6.12127,7.56074234544114,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",234,"Travail du bois et de l’ameublement",4.36383,5.39002433633975,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D",253,"Mécanique aéronautique et spatiale",3.79683,4.68968912651154,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"V2Z90",331,"Santé",5.58182,77.2892236073437,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90",124,"Psychologie",0.86668,12.0005704798816,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90",110,"Spécialités pluri-scientifiques",0.59089,8.18181692303645,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90",330,"Spécialités plurivalentes sanitaires et sociales",0.1826,2.52838898973829,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z",331,"Santé",15.22363,82.6257544179584,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z",212,"Production animales, élevage spécialisé, aquaculture, soins aux animaux",1.7025,9.24026312361599,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z",124,"Psychologie",0.86668,4.70387738265816,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z",110,"Spécialités pluri-scientifiques",0.63199,3.43010507576744,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"ZZZ",312,"Commerce, vente",0.61403,15.2391234209416,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ",310,"Spécialités plurivalentes des échanges et de la gestion",0.61253,15.201896110987,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ",232,"Bâtiment : construction et couverture",0.56505,14.0235276598913,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ",200,"Technologies industrielles fondamentales",0.49411,12.2629240811059,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ",221,"Agro-alimentaire, alimentation, cuisine",0.30756,7.63308763308763,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ",330,"Spécialités plurivalentes sanitaires et sociales",0.30631,7.60206487479215,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ",110,"Spécialités pluri-scientifiques",0.2405,5.96877869605142,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
