"Fap3","rep_sousempl","annee","effectif","pourcentage","part"
"A2Z",1,"2016-2018",1.45,0.0214243498817967,2.14243498817967
"A3Z",1,"2016-2018",1.54,0.0627035830618893,6.27035830618892
"B0Z",1,"2016-2018",9.11,0.0519265845873233,5.19265845873233
"B1Z",1,"2016-2018",2.39,0.0271868956887726,2.71868956887726
"B2Z",1,"2016-2018",11.27,0.0329031881349994,3.29031881349994
"B3Z",1,"2016-2018",7.76,0.0648233230306574,6.48233230306574
"B4Z",1,"2016-2018",19.94,0.0390337483360739,3.90337483360739
"B5Z",1,"2016-2018",1.06,0.0146672201466722,1.46672201466722
"B6Z",1,"2016-2018",5.98,0.0207020702070207,2.07020702070207
"B7Z",1,"2016-2018",2.03,0.0117769913558044,1.17769913558044
"C0Z",1,"2016-2018",0.35,0.0137147335423197,1.37147335423197
"C1Z",1,"2016-2018",0.56,0.0126211404101871,1.26211404101871
"C2Z",1,"2016-2018",0.42,0.00356294536817102,0.356294536817102
"D0Z",1,"2016-2018",0.75,0.0162725103059232,1.62725103059232
"D1Z",1,"2016-2018",1.43,0.0132077214371479,1.32077214371479
"D2Z",1,"2016-2018",2.69,0.0194729984074128,1.94729984074128
"D3Z",1,"2016-2018",2.94,0.0174667300380228,1.74667300380228
"D4Z",1,"2016-2018",1.23,0.00960787376972348,0.960787376972348
"D6Z",1,"2016-2018",1.66,0.00617950340617206,0.617950340617206
"E0Z",1,"2016-2018",7.2,0.0375763269140442,3.75763269140442
"E1Z",1,"2016-2018",7.29,0.0241999734431018,2.41999734431018
"E2Z",1,"2016-2018",1.4,0.0065454205432699,0.65454205432699
"ENS",1,"2016-2018",1591,0.0606256906603666,6.06256906603666
"F0Z",1,"2016-2018",0.66,0.0390763765541741,3.90763765541741
"F1Z",1,"2016-2018",3.23,0.0485203545140454,4.85203545140454
"F2Z",1,"2016-2018",0.07,0.00284668564457096,0.284668564457096
"F3Z",1,"2016-2018",1.27,0.0168950379140615,1.68950379140615
"F4Z",1,"2016-2018",1.21,0.0226168224299065,2.26168224299065
"F5Z",1,"2016-2018",0.48,0.0179171332586786,1.79171332586786
"G0A",1,"2016-2018",5.58,0.0279531109107304,2.79531109107304
"G0B",1,"2016-2018",4.56,0.0247583885329569,2.47583885329569
"G1Z",1,"2016-2018",4.75,0.00967709076092493,0.967709076092493
"H0Z",1,"2016-2018",1.17,0.00388239978762941,0.388239978762941
"J0Z",1,"2016-2018",21.38,0.0560287219266752,5.60287219266752
"J1Z",1,"2016-2018",9.22,0.0185849627091312,1.85849627091312
"J3Z",1,"2016-2018",45.8,0.0544033449742237,5.44033449742237
"J4Z",1,"2016-2018",1.66,0.0155299840957994,1.55299840957994
"J5Z",1,"2016-2018",7.48,0.0411486412146551,4.11486412146551
"J6Z",1,"2016-2018",0.34,0.00387596899224806,0.387596899224806
"K0Z",1,"2016-2018",6.17,0.0627798127798128,6.27798127798128
"L0Z",1,"2016-2018",32.53,0.0834937501604168,8.34937501604168
"L1Z",1,"2016-2018",11.61,0.0414007060585529,4.14007060585529
"L2Z",1,"2016-2018",26.86,0.0758928571428571,7.58928571428571
"L3Z",1,"2016-2018",3.8,0.0271816881258941,2.71816881258941
"L4Z",1,"2016-2018",10,0.0229694965086365,2.29694965086365
"L5Z",1,"2016-2018",9.66,0.014104042866946,1.4104042866946
"L6Z",1,"2016-2018",2.64,0.0145230498404665,1.45230498404665
"M0Z",1,"2016-2018",1.36,0.032037691401649,3.2037691401649
"M1Z",1,"2016-2018",1.99,0.0118353752825027,1.18353752825027
"M2Z",1,"2016-2018",1.08,0.00270778488153441,0.270778488153441
"N0Z",1,"2016-2018",4.38,0.0111877394636015,1.11877394636015
"P0Z",1,"2016-2018",30.61,0.0458123802681992,4.58123802681992
"P1Z",1,"2016-2018",7.6,0.0182630845388571,1.82630845388571
"P2Z",1,"2016-2018",6,0.0131256562828141,1.31256562828141
"P3Z",1,"2016-2018",0.82,0.00815271425730762,0.815271425730762
"P4Z",1,"2016-2018",1.91,0.00539624240711965,0.539624240711965
"Q0Z",1,"2016-2018",3.32,0.0138356392732122,1.38356392732122
"Q1Z",1,"2016-2018",2.68,0.0149486836233824,1.49486836233824
"Q2Z",1,"2016-2018",1.73,0.00656098300970874,0.656098300970874
"R0Z",1,"2016-2018",46.19,0.151229414268408,15.1229414268408
"R1Z",1,"2016-2018",89.8,0.105422570761085,10.5422570761085
"R2Z",1,"2016-2018",15.46,0.0288352140259256,2.88352140259256
"R3Z",1,"2016-2018",22.82,0.0402710620124943,4.02710620124943
"R4Z",1,"2016-2018",4.35,0.00698279183254141,0.698279183254142
"S0Z",1,"2016-2018",5.23,0.0212118754055808,2.12118754055808
"S1Z",1,"2016-2018",34.37,0.0925741374202063,9.25741374202063
"S2Z",1,"2016-2018",67.85,0.164636513636805,16.4636513636805
"S3Z",1,"2016-2018",4.22,0.0211338141025641,2.11338141025641
"T0Z",1,"2016-2018",24.81,0.111570805414399,11.1570805414399
"T1Z",1,"2016-2018",48.9,0.279764288574861,27.9764288574861
"T2A",1,"2016-2018",153.02,0.271977533681703,27.1977533681703
"T2B",1,"2016-2018",58.51,0.138181045273127,13.8181045273127
"T2Z",1,"2016-2018",211.53,0.214524765729585,21.4524765729585
"T3Z",1,"2016-2018",14.41,0.064986019662668,6.4986019662668
"T4Z",1,"2016-2018",237.11,0.184304824680725,18.4304824680725
"T6Z",1,"2016-2018",18.61,0.0968111116891224,9.68111116891224
"U0Z",1,"2016-2018",11.23,0.0608540153896174,6.08540153896174
"U1Z",1,"2016-2018",57.23,0.135340301754718,13.5340301754718
"V0Z",1,"2016-2018",45.26,0.0663218205530238,6.63218205530238
"V1Z",1,"2016-2018",15.99,0.0253030350982688,2.53030350982688
"V2Z",1,"2016-2018",8.95,0.0237873754152824,2.37873754152824
"V3Z",1,"2016-2018",28.56,0.0674412014735052,6.74412014735052
"V4Z",1,"2016-2018",15.59,0.0454095304672026,4.54095304672026
"V5Z",1,"2016-2018",93.45,0.216871663959155,21.6871663959155
"W0Z",1,"2016-2018",25.89,0.0241513446953796,2.41513446953796
"W1Z",1,"2016-2018",30.46,0.192894686846938,19.2894686846938
"X0Z",1,"2016-2018",1.59,0.0373239436619718,3.73239436619718
"ZZZ",1,"2016-2018",6.01,0.0629715004191115,6.29715004191115
"A0Z",1,"2017-2019",15.05,0.0336320364700887,3.36320364700887
"A1Z",1,"2017-2019",21.59,0.067325682923787,6.7325682923787
"A2Z",1,"2017-2019",1.26,0.0192542787286064,1.92542787286064
"A3Z",1,"2017-2019",1.63,0.0672719768881552,6.72719768881552
"B0Z",1,"2017-2019",8.53,0.047425775603247,4.7425775603247
"B1Z",1,"2017-2019",2.15,0.0235049743085165,2.35049743085165
"B2Z",1,"2017-2019",9.53,0.0272410244683284,2.72410244683284
"B3Z",1,"2017-2019",6.86,0.0575165590676616,5.75165590676616
"B4Z",1,"2017-2019",18.1,0.0354228232577255,3.54228232577255
"B5Z",1,"2017-2019",1.04,0.0142916036828363,1.42916036828363
"B6Z",1,"2017-2019",6.05,0.0200743247727122,2.00743247727122
"B7Z",1,"2017-2019",2.16,0.0113851992409867,1.13851992409867
"C0Z",1,"2017-2019",0.37,0.0129461161651505,1.29461161651505
"C1Z",1,"2017-2019",0.24,0.00498235416234171,0.498235416234171
"C2Z",1,"2017-2019",0.22,0.00177519567497781,0.177519567497781
"D0Z",1,"2017-2019",0.39,0.00903823870220162,0.903823870220162
"D1Z",1,"2017-2019",1.18,0.0113211167610093,1.13211167610093
"D2Z",1,"2017-2019",2.12,0.0145135893749572,1.45135893749572
"D3Z",1,"2017-2019",2.62,0.0161598717078887,1.61598717078887
"D4Z",1,"2017-2019",1.56,0.0127931769722815,1.27931769722815
"D6Z",1,"2017-2019",1.5,0.00560517170509323,0.560517170509323
"E0Z",1,"2017-2019",6.43,0.0337072761585238,3.37072761585238
"E1Z",1,"2017-2019",7.97,0.0262628925429202,2.62628925429202
"E2Z",1,"2017-2019",1.39,0.00629414961057779,0.629414961057779
"ENS",1,"2017-2019",1503.4,0.0568642580488986,5.68642580488986
"F0Z",1,"2017-2019",0.74,0.0423825887743414,4.23825887743414
"F1Z",1,"2017-2019",3.93,0.0568411917847845,5.68411917847845
"F2Z",1,"2017-2019",0.52,0.0196004523181304,1.96004523181304
"F3Z",1,"2017-2019",0.95,0.0120604290973721,1.20604290973721
"F4Z",1,"2017-2019",0.95,0.0190993164455167,1.90993164455167
"F5Z",1,"2017-2019",0.27,0.00984323733138899,0.984323733138899
"G0A",1,"2017-2019",5.33,0.0261261702857703,2.61261702857703
"G0B",1,"2017-2019",3.54,0.0197005954699761,1.97005954699761
"G1Z",1,"2017-2019",4.21,0.00859341511706232,0.859341511706232
"H0Z",1,"2017-2019",1.08,0.00343773873185638,0.343773873185638
"J0Z",1,"2017-2019",20.68,0.055054175651572,5.5054175651572
"J1Z",1,"2017-2019",9.42,0.018983897946434,1.8983897946434
"J3Z",1,"2017-2019",42.5,0.0510805028725271,5.10805028725271
"J4Z",1,"2017-2019",1.65,0.0157262676324819,1.57262676324819
"J5Z",1,"2017-2019",7.09,0.0395162189276558,3.95162189276558
"J6Z",1,"2017-2019",0.27,0.00279329608938547,0.279329608938547
"K0Z",1,"2017-2019",7.65,0.0742718446601942,7.42718446601942
"L0Z",1,"2017-2019",28,0.0734985300293994,7.34985300293994
"L1Z",1,"2017-2019",9.93,0.0349475610614486,3.49475610614486
"L2Z",1,"2017-2019",25.66,0.0733163804680134,7.33163804680134
"L3Z",1,"2017-2019",3.82,0.0279341864716636,2.79341864716636
"L4Z",1,"2017-2019",9.84,0.0217497016047036,2.17497016047036
"L5Z",1,"2017-2019",9.25,0.0135012844465203,1.35012844465203
"L6Z",1,"2017-2019",2.34,0.0127959752829879,1.27959752829879
"M0Z",1,"2017-2019",1.51,0.0345695970695971,3.45695970695971
"M1Z",1,"2017-2019",1.48,0.00842009444159982,0.842009444159982
"M2Z",1,"2017-2019",1.19,0.00272973344955728,0.272973344955728
"N0Z",1,"2017-2019",5.15,0.0131340695213078,1.31340695213078
"P0Z",1,"2017-2019",25.65,0.0392129884424876,3.92129884424876
"P1Z",1,"2017-2019",6.66,0.0166862926865933,1.66862926865933
"P2Z",1,"2017-2019",4.24,0.00911553510770951,0.911553510770951
"P3Z",1,"2017-2019",0.79,0.0077178585384916,0.77178585384916
"P4Z",1,"2017-2019",1.54,0.00438371762026758,0.438371762026758
"Q0Z",1,"2017-2019",2.62,0.0112901835732138,1.12901835732138
"Q1Z",1,"2017-2019",2.79,0.015635507733692,1.5635507733692
"Q2Z",1,"2017-2019",1,0.00351666901111267,0.351666901111267
"R0Z",1,"2017-2019",39.52,0.129484617148848,12.9484617148848
"R1Z",1,"2017-2019",85.95,0.0993102013934625,9.93102013934625
"R2Z",1,"2017-2019",17.06,0.0314998430547093,3.14998430547093
"R3Z",1,"2017-2019",20.42,0.0362018225011524,3.62018225011524
"R4Z",1,"2017-2019",3.27,0.00517560659058894,0.517560659058894
"S0Z",1,"2017-2019",5.65,0.0237235471951629,2.37235471951629
"S1Z",1,"2017-2019",31.09,0.0834787745348119,8.34787745348119
"S2Z",1,"2017-2019",61.15,0.147502231227537,14.7502231227537
"S3Z",1,"2017-2019",4.11,0.0204152592886946,2.04152592886946
"T0Z",1,"2017-2019",24,0.106039853311536,10.6039853311536
"T1Z",1,"2017-2019",43.72,0.261733716475096,26.1733716475096
"T2A",1,"2017-2019",148.7,0.266669057781285,26.6669057781285
"T2B",1,"2017-2019",52.18,0.123702053008392,12.3702053008392
"T2Z",1,"2017-2019",200.88,0.205098884044802,20.5098884044802
"T3Z",1,"2017-2019",12.92,0.0595035232349284,5.95035232349284
"T4Z",1,"2017-2019",214.99,0.168027886110872,16.8027886110872
"T6Z",1,"2017-2019",18.61,0.0937012235033483,9.37012235033483
"U0Z",1,"2017-2019",10.77,0.0527941176470588,5.27941176470588
"U1Z",1,"2017-2019",57.75,0.134236768090003,13.4236768090003
"V0Z",1,"2017-2019",61.01,0.0839259921590206,8.39259921590206
"V1Z",1,"2017-2019",16.93,0.0263084286424664,2.63084286424664
"V2Z",1,"2017-2019",8.81,0.0227525115570362,2.27525115570362
"V3Z",1,"2017-2019",28.74,0.0666558434028341,6.66558434028341
"V4Z",1,"2017-2019",16.13,0.0448703683097808,4.48703683097808
"V5Z",1,"2017-2019",87.48,0.208236134253749,20.8236134253749
"W0Z",1,"2017-2019",25.09,0.023621009423926,2.3621009423926
"W1Z",1,"2017-2019",25.72,0.162342990595216,16.2342990595216
"X0Z",1,"2017-2019",1.1,0.0263473053892216,2.63473053892216
"ZZZ",1,"2017-2019",6.32,0.060242112286722,6.0242112286722
