"Fap3","Annee","Part"
"A0Z","1990-1992",35.6290201652408
"A1Z","1990-1992",28.0123925293459
"A2Z","1990-1992",12.2837192883085
"A3Z","1990-1992",13.8907146016344
"B0Z","1990-1992",0.521683879416125
"B1Z","1990-1992",0.224336664851602
"B2Z","1990-1992",0.704159004623869
"B3Z","1990-1992",1.7026484554756
"B4Z","1990-1992",0.890089013560386
"B5Z","1990-1992",0.744669819620945
"B6Z","1990-1992",4.65975539862388
"B7Z","1990-1992",8.97952812515667
"C0Z","1990-1992",53.6784259780921
"C1Z","1990-1992",33.9049798078918
"C2Z","1990-1992",8.18588005612272
"D0Z","1990-1992",18.540040138479
"D1Z","1990-1992",4.67825911839298
"D2Z","1990-1992",1.90390475237398
"D3Z","1990-1992",23.2086152290852
"D4Z","1990-1992",12.0882516199375
"D6Z","1990-1992",5.34654794762767
"E0Z","1990-1992",36.8207251991464
"E1Z","1990-1992",23.0513921510615
"E2Z","1990-1992",13.3283382465871
"F0Z","1990-1992",77.6839375067878
"F1Z","1990-1992",68.55124288007
"F2Z","1990-1992",22.3831492133799
"F3Z","1990-1992",7.89964934882205
"F4Z","1990-1992",28.5563152354526
"F5Z","1990-1992",19.8795927473471
"G0A","1990-1992",3.63995704595684
"G0B","1990-1992",1.55857646174668
"G1Z","1990-1992",5.91075055383399
"H0Z","1990-1992",6.29078810867235
"J0Z","1990-1992",33.3628816404194
"J1Z","1990-1992",10.607358671789
"J3Z","1990-1992",5.88150179995875
"J4Z","1990-1992",11.173344456792
"J5Z","1990-1992",54.9186850524714
"J6Z","1990-1992",6.52440847989312
"K0Z","1990-1992",39.741604574419
"L0Z","1990-1992",98.0584246741338
"L1Z","1990-1992",85.7790426375787
"L2Z","1990-1992",81.3823851029341
"L3Z","1990-1992",98.9409607203883
"L4Z","1990-1992",57.5529229957827
"L5Z","1990-1992",33.1500180649036
"L6Z","1990-1992",14.1600836765379
"M0Z","1990-1992",80.3842051316239
"M1Z","1990-1992",21.4043695812802
"M2Z","1990-1992",16.8194349601422
"N0Z","1990-1992",15.9043523219278
"P0Z","1990-1992",76.9260250077809
"P1Z","1990-1992",60.7657697826522
"P2Z","1990-1992",27.1726916075667
"P3Z","1990-1992",33.0714424192317
"P4Z","1990-1992",5.05966176349724
"Q0Z","1990-1992",73.2949232978673
"Q1Z","1990-1992",47.0749779118613
"Q2Z","1990-1992",26.1614525293164
"R0Z","1990-1992",82.3064512568964
"R1Z","1990-1992",82.6075918321304
"R2Z","1990-1992",28.0745408312707
"R3Z","1990-1992",47.4802139669041
"R4Z","1990-1992",14.3704554277004
"S0Z","1990-1992",7.79553160117979
"S1Z","1990-1992",36.3323270179866
"S2Z","1990-1992",53.5883652472631
"S3Z","1990-1992",49.2937981026712
"T0Z","1990-1992",84.2441666536998
"T1Z","1990-1992",98.2183331132814
"T2A","1990-1992",NA
"T2B","1990-1992",NA
"T3Z","1990-1992",30.4192993907684
"T4Z","1990-1992",77.4341396719338
"T6Z","1990-1992",41.6175715156636
"U0Z","1990-1992",54.1752924721324
"U1Z","1990-1992",37.5996546431136
"V0Z","1990-1992",94.1721362086659
"V1Z","1990-1992",87.9485955646665
"V2Z","1990-1992",36.1590189136928
"V3Z","1990-1992",62.4736536247604
"V4Z","1990-1992",67.9854499185322
"V5Z","1990-1992",48.9460088353045
"W0Z","1990-1992",60.5934141587776
"W1Z","1990-1992",45.0222536806515
"X0Z","1990-1992",5.07342760941429
"ZZZ","1990-1992",68.4945147250901
"A0Z","1991-1993",36.4914676648559
"A1Z","1991-1993",28.2815915245824
"A2Z","1991-1993",13.2679102714603
"A3Z","1991-1993",15.1586243543113
"B0Z","1991-1993",0.939749183017345
"B1Z","1991-1993",0.829189703073765
"B2Z","1991-1993",0.72462790345913
"B3Z","1991-1993",2.43736641864507
"B4Z","1991-1993",0.969788464292733
"B5Z","1991-1993",0.869814373121869
"B6Z","1991-1993",4.86243363782717
"B7Z","1991-1993",8.44043143614919
"C0Z","1991-1993",54.154411721654
"C1Z","1991-1993",34.1588216108137
"C2Z","1991-1993",7.72120218588278
"D0Z","1991-1993",18.8056484698221
"D1Z","1991-1993",4.41613526214418
"D2Z","1991-1993",2.22189528262467
"D3Z","1991-1993",22.0284014902509
"D4Z","1991-1993",12.5546133623324
"D6Z","1991-1993",4.79220843842534
"E0Z","1991-1993",37.3353302157736
"E1Z","1991-1993",21.3920813275342
"E2Z","1991-1993",14.0318549593321
"F0Z","1991-1993",76.6611177404294
"F1Z","1991-1993",67.586684951272
"F2Z","1991-1993",22.0737782165777
"F3Z","1991-1993",8.4976238063088
"F4Z","1991-1993",27.2720533327049
"F5Z","1991-1993",19.7227998418945
"G0A","1991-1993",4.09790000396035
"G0B","1991-1993",1.90063182710133
"G1Z","1991-1993",5.69779034920859
"H0Z","1991-1993",6.19273879915927
"J0Z","1991-1993",33.4172302755673
"J1Z","1991-1993",11.0906197648966
"J3Z","1991-1993",6.98253337631202
"J4Z","1991-1993",10.0289437155927
"J5Z","1991-1993",56.9529437813853
"J6Z","1991-1993",7.27477064618789
"K0Z","1991-1993",41.3507588923169
"L0Z","1991-1993",98.1585254735523
"L1Z","1991-1993",86.1542608325247
"L2Z","1991-1993",81.2007250105976
"L3Z","1991-1993",98.8498202460113
"L4Z","1991-1993",56.9769490395814
"L5Z","1991-1993",33.5278286419756
"L6Z","1991-1993",14.6207337128375
"M0Z","1991-1993",77.8353113415001
"M1Z","1991-1993",19.735187131239
"M2Z","1991-1993",16.4191016299857
"N0Z","1991-1993",16.8038551081072
"P0Z","1991-1993",76.9255158327265
"P1Z","1991-1993",62.2176660065419
"P2Z","1991-1993",28.0482323804316
"P3Z","1991-1993",33.046699695826
"P4Z","1991-1993",5.39561036809792
"Q0Z","1991-1993",72.459060439792
"Q1Z","1991-1993",51.0439934994734
"Q2Z","1991-1993",26.4964412023387
"R0Z","1991-1993",83.8203982322289
"R1Z","1991-1993",81.5537668674934
"R2Z","1991-1993",28.8394699709417
"R3Z","1991-1993",47.3288865949664
"R4Z","1991-1993",15.3953999576012
"S0Z","1991-1993",8.50998725983241
"S1Z","1991-1993",35.7523226171177
"S2Z","1991-1993",54.5171074848619
"S3Z","1991-1993",47.6708590503466
"T0Z","1991-1993",85.8675178533346
"T1Z","1991-1993",98.2932987732
"T2A","1991-1993",NA
"T2B","1991-1993",NA
"T3Z","1991-1993",29.6721242450587
"T4Z","1991-1993",77.2593990635964
"T6Z","1991-1993",39.0270635663451
"U0Z","1991-1993",56.270009241141
"U1Z","1991-1993",36.4192266248986
"V0Z","1991-1993",94.1321453029917
"V1Z","1991-1993",88.2068780550458
"V2Z","1991-1993",37.3961653699853
"V3Z","1991-1993",63.5110030558376
"V4Z","1991-1993",67.6360919794776
"V5Z","1991-1993",49.059350794572
"W0Z","1991-1993",61.5684119501362
"W1Z","1991-1993",45.1460381351383
"X0Z","1991-1993",8.01007346038865
"ZZZ","1991-1993",65.3795585963927
"A0Z","1992-1994",36.305277761958
"A1Z","1992-1994",27.8499914740345
"A2Z","1992-1994",11.3559885363774
"A3Z","1992-1994",15.2306537610411
"B0Z","1992-1994",0.992057891809118
"B1Z","1992-1994",0.899155269623429
"B2Z","1992-1994",0.859631148838523
"B3Z","1992-1994",3.2910408097985
"B4Z","1992-1994",1.44605023912154
"B5Z","1992-1994",1.20829428253732
"B6Z","1992-1994",4.70664907901014
"B7Z","1992-1994",7.92335657449059
"C0Z","1992-1994",54.1258144867916
"C1Z","1992-1994",36.383299221632
"C2Z","1992-1994",7.66392127140247
"D0Z","1992-1994",20.4375416576357
"D1Z","1992-1994",3.64598939205285
"D2Z","1992-1994",2.4684446340943
"D3Z","1992-1994",20.0939873714518
"D4Z","1992-1994",13.7908399815582
"D6Z","1992-1994",4.61892019562282
"E0Z","1992-1994",37.675168663957
"E1Z","1992-1994",21.7853951750467
"E2Z","1992-1994",13.9447021923591
"F0Z","1992-1994",75.8011448037861
"F1Z","1992-1994",67.1843474503211
"F2Z","1992-1994",21.2488932123857
"F3Z","1992-1994",8.11198323560229
"F4Z","1992-1994",27.0003721494149
"F5Z","1992-1994",18.2206416460313
"G0A","1992-1994",4.12926922264819
"G0B","1992-1994",1.64437480161901
"G1Z","1992-1994",6.01325859893992
"H0Z","1992-1994",6.40196736960875
"J0Z","1992-1994",32.4857989755181
"J1Z","1992-1994",10.8538005978892
"J3Z","1992-1994",7.72467659042115
"J4Z","1992-1994",9.90133973908896
"J5Z","1992-1994",56.5175064553648
"J6Z","1992-1994",9.66018549658949
"K0Z","1992-1994",43.2747970516574
"L0Z","1992-1994",97.8876686669815
"L1Z","1992-1994",86.378438665592
"L2Z","1992-1994",80.6048962196795
"L3Z","1992-1994",98.7790005667377
"L4Z","1992-1994",57.3697602717409
"L5Z","1992-1994",33.0321046030745
"L6Z","1992-1994",14.1023528362689
"M0Z","1992-1994",73.9265211102561
"M1Z","1992-1994",18.6566306751039
"M2Z","1992-1994",16.9965331362509
"N0Z","1992-1994",17.6136818625025
"P0Z","1992-1994",77.4300544160242
"P1Z","1992-1994",62.3617831078136
"P2Z","1992-1994",28.6749783478813
"P3Z","1992-1994",28.6102401609873
"P4Z","1992-1994",5.32216682957815
"Q0Z","1992-1994",72.7132096813715
"Q1Z","1992-1994",52.7220481645928
"Q2Z","1992-1994",26.6204964740769
"R0Z","1992-1994",83.3155326811622
"R1Z","1992-1994",80.6027805218435
"R2Z","1992-1994",31.4913930627231
"R3Z","1992-1994",46.0584998333273
"R4Z","1992-1994",15.5020111843334
"S0Z","1992-1994",9.37122233253809
"S1Z","1992-1994",35.4978326945818
"S2Z","1992-1994",55.2203406212208
"S3Z","1992-1994",46.6494361136651
"T0Z","1992-1994",85.2388647846575
"T1Z","1992-1994",97.9622954286745
"T2A","1992-1994",100
"T2B","1992-1994",98.9815992154954
"T3Z","1992-1994",29.3478414344313
"T4Z","1992-1994",76.81756372574
"T6Z","1992-1994",39.0196950408301
"U0Z","1992-1994",56.8340547432499
"U1Z","1992-1994",36.8914862822382
"V0Z","1992-1994",94.2663094183392
"V1Z","1992-1994",87.9532954992597
"V2Z","1992-1994",38.5268136179536
"V3Z","1992-1994",65.8705425046974
"V4Z","1992-1994",67.912357678311
"V5Z","1992-1994",49.7881143841407
"W0Z","1992-1994",62.1629770582433
"W1Z","1992-1994",47.1494593106426
"X0Z","1992-1994",10.7522312149558
"ZZZ","1992-1994",65.0674531577629
"A0Z","1993-1995",35.7353216747093
"A1Z","1993-1995",28.0373712613598
"A2Z","1993-1995",10.9983352738458
"A3Z","1993-1995",14.9071013566927
"B0Z","1993-1995",1.07964258683283
"B1Z","1993-1995",1.11400710318583
"B2Z","1993-1995",0.69294752572204
"B3Z","1993-1995",4.99950474082447
"B4Z","1993-1995",1.81274442964305
"B5Z","1993-1995",1.16374645731436
"B6Z","1993-1995",5.46983543324621
"B7Z","1993-1995",7.83712946369778
"C0Z","1993-1995",52.5248436027753
"C1Z","1993-1995",36.1591780948682
"C2Z","1993-1995",7.79441282488026
"D0Z","1993-1995",22.7748742366772
"D1Z","1993-1995",3.41879071373256
"D2Z","1993-1995",2.48553406921221
"D3Z","1993-1995",19.3553939713005
"D4Z","1993-1995",13.605795477495
"D6Z","1993-1995",5.45045039735473
"E0Z","1993-1995",38.2760476969716
"E1Z","1993-1995",22.6330158479488
"E2Z","1993-1995",14.7490777816149
"F0Z","1993-1995",75.641119893909
"F1Z","1993-1995",66.9416858724084
"F2Z","1993-1995",19.0050983048734
"F3Z","1993-1995",6.69731966764832
"F4Z","1993-1995",26.858641304211
"F5Z","1993-1995",17.7267021005002
"G0A","1993-1995",4.96216371194403
"G0B","1993-1995",1.27755364247157
"G1Z","1993-1995",5.69972922963056
"H0Z","1993-1995",6.83557050482739
"J0Z","1993-1995",33.6553244469826
"J1Z","1993-1995",11.0575032463936
"J3Z","1993-1995",7.49719632299256
"J4Z","1993-1995",9.73333440585558
"J5Z","1993-1995",57.2066504881848
"J6Z","1993-1995",11.0751255756918
"K0Z","1993-1995",46.1709405441545
"L0Z","1993-1995",97.6382404174907
"L1Z","1993-1995",86.2027611495192
"L2Z","1993-1995",79.9648525077258
"L3Z","1993-1995",98.4419790915815
"L4Z","1993-1995",58.1777877567835
"L5Z","1993-1995",34.1716817044912
"L6Z","1993-1995",16.3988436199375
"M0Z","1993-1995",72.688018180858
"M1Z","1993-1995",17.6366930117543
"M2Z","1993-1995",17.164519407022
"N0Z","1993-1995",17.9626387980101
"P0Z","1993-1995",78.0179401285387
"P1Z","1993-1995",63.5438011603088
"P2Z","1993-1995",29.0879136381562
"P3Z","1993-1995",25.7660372321448
"P4Z","1993-1995",4.61594832882467
"Q0Z","1993-1995",72.88746227377
"Q1Z","1993-1995",52.0235601821804
"Q2Z","1993-1995",26.6821847612388
"R0Z","1993-1995",82.7163195567476
"R1Z","1993-1995",78.8882728820112
"R2Z","1993-1995",33.4275561742632
"R3Z","1993-1995",45.3283844463352
"R4Z","1993-1995",16.6798222148508
"S0Z","1993-1995",9.54104516863509
"S1Z","1993-1995",34.330412542949
"S2Z","1993-1995",56.7206990674303
"S3Z","1993-1995",47.2730667214512
"T0Z","1993-1995",84.0875183460046
"T1Z","1993-1995",97.5551787856579
"T2A","1993-1995",99.3135016234253
"T2B","1993-1995",98.8091656510505
"T3Z","1993-1995",29.2263625179862
"T4Z","1993-1995",76.0305482326207
"T6Z","1993-1995",38.6115843270869
"U0Z","1993-1995",57.7463466611019
"U1Z","1993-1995",37.1874997135343
"V0Z","1993-1995",93.8068918884752
"V1Z","1993-1995",88.1054233480479
"V2Z","1993-1995",38.9276462289364
"V3Z","1993-1995",67.0722110460454
"V4Z","1993-1995",69.7419101104421
"V5Z","1993-1995",51.2102512054032
"W0Z","1993-1995",62.5966614952752
"W1Z","1993-1995",47.3678845029861
"X0Z","1993-1995",12.7456752013698
"ZZZ","1993-1995",55.3569902723207
"A0Z","1994-1996",34.6025718386522
"A1Z","1994-1996",27.5043865403612
"A2Z","1994-1996",10.1955460111616
"A3Z","1994-1996",14.9774431372549
"B0Z","1994-1996",0.952440386592688
"B1Z","1994-1996",1.00923228433342
"B2Z","1994-1996",0.754032539597513
"B3Z","1994-1996",5.89426612026346
"B4Z","1994-1996",1.90346960972616
"B5Z","1994-1996",0.845690325655139
"B6Z","1994-1996",5.67924910326131
"B7Z","1994-1996",8.44235855950865
"C0Z","1994-1996",53.0470397175545
"C1Z","1994-1996",38.0121898820953
"C2Z","1994-1996",7.35188930777533
"D0Z","1994-1996",24.9321698801885
"D1Z","1994-1996",3.76878171868216
"D2Z","1994-1996",2.44008712919269
"D3Z","1994-1996",18.730275567445
"D4Z","1994-1996",13.5320047478453
"D6Z","1994-1996",5.587394897433
"E0Z","1994-1996",38.9332756394426
"E1Z","1994-1996",24.0958180547165
"E2Z","1994-1996",14.3109095101919
"F0Z","1994-1996",73.5778746356719
"F1Z","1994-1996",68.5223469879402
"F2Z","1994-1996",16.1985591049037
"F3Z","1994-1996",6.91865364531092
"F4Z","1994-1996",27.0801199749926
"F5Z","1994-1996",18.8039830819662
"G0A","1994-1996",5.86898950473808
"G0B","1994-1996",1.08555152412808
"G1Z","1994-1996",6.93172251854207
"H0Z","1994-1996",7.51280302280818
"J0Z","1994-1996",33.2271836191195
"J1Z","1994-1996",11.2093439994275
"J3Z","1994-1996",7.38871259250113
"J4Z","1994-1996",11.2120909829651
"J5Z","1994-1996",57.8411997214073
"J6Z","1994-1996",12.804827850266
"K0Z","1994-1996",46.0844561403783
"L0Z","1994-1996",97.383089269084
"L1Z","1994-1996",85.9768338995534
"L2Z","1994-1996",78.8890290160605
"L3Z","1994-1996",98.6795054498704
"L4Z","1994-1996",58.1685390142403
"L5Z","1994-1996",37.0854372566195
"L6Z","1994-1996",16.3276776294269
"M0Z","1994-1996",70.8646461417948
"M1Z","1994-1996",18.4326068556919
"M2Z","1994-1996",17.2180133665142
"N0Z","1994-1996",17.7099127762644
"P0Z","1994-1996",78.1520256231906
"P1Z","1994-1996",64.3184101060402
"P2Z","1994-1996",30.1624199289771
"P3Z","1994-1996",28.203927018694
"P4Z","1994-1996",4.06949474890426
"Q0Z","1994-1996",73.9573714562124
"Q1Z","1994-1996",52.1988801256093
"Q2Z","1994-1996",27.5297489025429
"R0Z","1994-1996",82.4178455668453
"R1Z","1994-1996",78.775949510407
"R2Z","1994-1996",34.3430000827679
"R3Z","1994-1996",45.3011075625072
"R4Z","1994-1996",17.2398036630032
"S0Z","1994-1996",9.66244050725449
"S1Z","1994-1996",34.1820393117894
"S2Z","1994-1996",56.3499934309088
"S3Z","1994-1996",47.4998241906544
"T0Z","1994-1996",84.1102747261225
"T1Z","1994-1996",97.6777303724874
"T2A","1994-1996",99.1533027704005
"T2B","1994-1996",98.8965056699469
"T3Z","1994-1996",28.8789946726205
"T4Z","1994-1996",75.9964103259491
"T6Z","1994-1996",37.8923660477896
"U0Z","1994-1996",57.6841703415548
"U1Z","1994-1996",37.6842984364451
"V0Z","1994-1996",93.9539513590515
"V1Z","1994-1996",87.6645437484441
"V2Z","1994-1996",38.3750199200835
"V3Z","1994-1996",67.6382194210219
"V4Z","1994-1996",72.3889634555092
"V5Z","1994-1996",52.0848942740254
"W0Z","1994-1996",62.7836659290241
"W1Z","1994-1996",46.1883793957394
"X0Z","1994-1996",11.830377835065
"ZZZ","1994-1996",58.3074110691226
"A0Z","1995-1997",34.1674680663701
"A1Z","1995-1997",26.889213148409
"A2Z","1995-1997",9.84237286283338
"A3Z","1995-1997",16.3209012214816
"B0Z","1995-1997",1.29493258257211
"B1Z","1995-1997",1.18496880532769
"B2Z","1995-1997",0.830115067970827
"B3Z","1995-1997",6.42433061215688
"B4Z","1995-1997",1.58459280132798
"B5Z","1995-1997",0.591299304855245
"B6Z","1995-1997",6.37287057186772
"B7Z","1995-1997",8.17213165352318
"C0Z","1995-1997",51.7814907758545
"C1Z","1995-1997",37.1284689702294
"C2Z","1995-1997",7.64153174167711
"D0Z","1995-1997",23.283828042756
"D1Z","1995-1997",4.38691644612016
"D2Z","1995-1997",2.36900181493284
"D3Z","1995-1997",17.7180881662137
"D4Z","1995-1997",13.1705194644276
"D6Z","1995-1997",5.37245279760095
"E0Z","1995-1997",39.0332125215818
"E1Z","1995-1997",24.8450496077528
"E2Z","1995-1997",15.1591486079148
"F0Z","1995-1997",72.5482465824009
"F1Z","1995-1997",67.9407966394721
"F2Z","1995-1997",14.7075723101678
"F3Z","1995-1997",7.25957267150552
"F4Z","1995-1997",25.3778966776808
"F5Z","1995-1997",19.1112559911796
"G0A","1995-1997",6.23809607789332
"G0B","1995-1997",1.53007598807377
"G1Z","1995-1997",7.00944166039153
"H0Z","1995-1997",8.41296301876424
"J0Z","1995-1997",32.961687550464
"J1Z","1995-1997",11.3802863852837
"J3Z","1995-1997",7.22402493370904
"J4Z","1995-1997",11.7795224647881
"J5Z","1995-1997",58.8320229910854
"J6Z","1995-1997",12.1517322778441
"K0Z","1995-1997",46.896310088694
"L0Z","1995-1997",97.5724690148063
"L1Z","1995-1997",85.4551546744704
"L2Z","1995-1997",77.933923982714
"L3Z","1995-1997",97.9473068814881
"L4Z","1995-1997",58.5176921145103
"L5Z","1995-1997",38.9233921016323
"L6Z","1995-1997",17.9377569478649
"M0Z","1995-1997",71.0094406727085
"M1Z","1995-1997",19.2993699255233
"M2Z","1995-1997",16.1780093731886
"N0Z","1995-1997",17.5566802738865
"P0Z","1995-1997",78.2523998676221
"P1Z","1995-1997",64.9450235090042
"P2Z","1995-1997",31.8014163426129
"P3Z","1995-1997",33.014928714703
"P4Z","1995-1997",4.15846796413586
"Q0Z","1995-1997",73.3070152988561
"Q1Z","1995-1997",52.0819091758215
"Q2Z","1995-1997",27.7533931154819
"R0Z","1995-1997",82.7679405414012
"R1Z","1995-1997",78.1132457925564
"R2Z","1995-1997",34.2410808160699
"R3Z","1995-1997",44.8257083634576
"R4Z","1995-1997",17.5670301188356
"S0Z","1995-1997",9.95360724839308
"S1Z","1995-1997",33.1392343135101
"S2Z","1995-1997",56.5822697127937
"S3Z","1995-1997",47.0123769013157
"T0Z","1995-1997",84.6433492649015
"T1Z","1995-1997",97.758606436983
"T2A","1995-1997",98.5801302139961
"T2B","1995-1997",98.7338411967342
"T3Z","1995-1997",28.0769571690185
"T4Z","1995-1997",76.0006520647325
"T6Z","1995-1997",36.4808023336196
"U0Z","1995-1997",57.4997542683467
"U1Z","1995-1997",36.8262203779265
"V0Z","1995-1997",93.1258637446648
"V1Z","1995-1997",88.3580110409777
"V2Z","1995-1997",37.9852305069741
"V3Z","1995-1997",68.3073543673255
"V4Z","1995-1997",73.2407016682465
"V5Z","1995-1997",53.1243764801732
"W0Z","1995-1997",62.7698474606768
"W1Z","1995-1997",46.406115315288
"X0Z","1995-1997",12.262618973641
"ZZZ","1995-1997",51.9854331955859
"A0Z","1996-1998",33.4280744581724
"A1Z","1996-1998",25.4835440961593
"A2Z","1996-1998",10.8847866142391
"A3Z","1996-1998",17.2131067457699
"B0Z","1996-1998",1.61512868974435
"B1Z","1996-1998",0.853976006986584
"B2Z","1996-1998",1.02289688459843
"B3Z","1996-1998",5.94692369489611
"B4Z","1996-1998",1.42204422370957
"B5Z","1996-1998",0.484289519979201
"B6Z","1996-1998",6.08152734751936
"B7Z","1996-1998",9.17575465507694
"C0Z","1996-1998",53.5772299819694
"C1Z","1996-1998",37.6192547459778
"C2Z","1996-1998",7.28720822472295
"D0Z","1996-1998",22.464666423718
"D1Z","1996-1998",4.35956435223571
"D2Z","1996-1998",2.43770154286616
"D3Z","1996-1998",17.0069194593829
"D4Z","1996-1998",13.3356307447367
"D6Z","1996-1998",5.33723628922222
"E0Z","1996-1998",39.0154667787139
"E1Z","1996-1998",24.8651224246619
"E2Z","1996-1998",15.6005504457997
"F0Z","1996-1998",70.8860750217894
"F1Z","1996-1998",68.1024308852422
"F2Z","1996-1998",12.9258278415549
"F3Z","1996-1998",6.74349671917857
"F4Z","1996-1998",25.3171753132409
"F5Z","1996-1998",19.0841713949252
"G0A","1996-1998",6.49792782006145
"G0B","1996-1998",1.69222491747253
"G1Z","1996-1998",7.33410597942809
"H0Z","1996-1998",8.66180897979317
"J0Z","1996-1998",32.4812011392339
"J1Z","1996-1998",12.0383167414602
"J3Z","1996-1998",7.33675096089971
"J4Z","1996-1998",13.2232956841405
"J5Z","1996-1998",58.7401958636034
"J6Z","1996-1998",12.2685284304488
"K0Z","1996-1998",45.249034351471
"L0Z","1996-1998",97.7727054812055
"L1Z","1996-1998",85.1743389186442
"L2Z","1996-1998",77.7878442481593
"L3Z","1996-1998",97.6060735488537
"L4Z","1996-1998",58.6432805729439
"L5Z","1996-1998",39.3472470934402
"L6Z","1996-1998",18.3001383847909
"M0Z","1996-1998",70.3746704943929
"M1Z","1996-1998",19.3732326693886
"M2Z","1996-1998",16.3550584262781
"N0Z","1996-1998",18.32904306499
"P0Z","1996-1998",78.0590819536963
"P1Z","1996-1998",64.2906396485837
"P2Z","1996-1998",32.8451412759819
"P3Z","1996-1998",38.1498464716534
"P4Z","1996-1998",4.73219165553908
"Q0Z","1996-1998",73.3919914772039
"Q1Z","1996-1998",54.3157612929317
"Q2Z","1996-1998",28.1778885889857
"R0Z","1996-1998",83.5270819206887
"R1Z","1996-1998",77.9545206677097
"R2Z","1996-1998",33.8925763832748
"R3Z","1996-1998",43.7224403265998
"R4Z","1996-1998",17.8784473592823
"S0Z","1996-1998",9.81273310589911
"S1Z","1996-1998",33.0886413438073
"S2Z","1996-1998",56.3943842704722
"S3Z","1996-1998",46.3568442114281
"T0Z","1996-1998",84.9280249612516
"T1Z","1996-1998",97.8717514977081
"T2A","1996-1998",98.5651880639315
"T2B","1996-1998",98.6094733823198
"T3Z","1996-1998",27.8539256042127
"T4Z","1996-1998",76.3066783681287
"T6Z","1996-1998",35.6017751955068
"U0Z","1996-1998",57.0077613722284
"U1Z","1996-1998",36.5725747886492
"V0Z","1996-1998",92.7425209819129
"V1Z","1996-1998",88.8253992573906
"V2Z","1996-1998",38.1000171106813
"V3Z","1996-1998",69.3424549867935
"V4Z","1996-1998",73.9512758540221
"V5Z","1996-1998",54.6264515998447
"W0Z","1996-1998",62.636184568347
"W1Z","1996-1998",45.9961417179872
"X0Z","1996-1998",11.9250386415423
"ZZZ","1996-1998",54.7470018079919
"A0Z","1997-1999",32.9385614879885
"A1Z","1997-1999",24.7310777830515
"A2Z","1997-1999",13.878034450642
"A3Z","1997-1999",17.9609971041113
"B0Z","1997-1999",1.66408290486644
"B1Z","1997-1999",0.679870577567278
"B2Z","1997-1999",1.2892838310734
"B3Z","1997-1999",5.75565763293178
"B4Z","1997-1999",1.3065409531935
"B5Z","1997-1999",0.476166202020801
"B6Z","1997-1999",6.026235070301
"B7Z","1997-1999",9.68629399365443
"C0Z","1997-1999",53.2933564764224
"C1Z","1997-1999",37.5855825692461
"C2Z","1997-1999",7.80094655908728
"D0Z","1997-1999",22.5456548935461
"D1Z","1997-1999",4.33261676867251
"D2Z","1997-1999",2.83241757676768
"D3Z","1997-1999",17.2356963017245
"D4Z","1997-1999",13.6353703851831
"D6Z","1997-1999",5.82143807814005
"E0Z","1997-1999",39.0181728957318
"E1Z","1997-1999",24.9159592500052
"E2Z","1997-1999",16.5401751873571
"F0Z","1997-1999",71.8184817406828
"F1Z","1997-1999",66.1713062820637
"F2Z","1997-1999",14.87999544883
"F3Z","1997-1999",5.14542487253457
"F4Z","1997-1999",24.0237918427567
"F5Z","1997-1999",18.5120504069972
"G0A","1997-1999",6.24754607405991
"G0B","1997-1999",1.79305976202107
"G1Z","1997-1999",7.11761145244038
"H0Z","1997-1999",9.28097601950299
"J0Z","1997-1999",32.1885408083185
"J1Z","1997-1999",12.7318317726817
"J3Z","1997-1999",7.50431784535778
"J4Z","1997-1999",14.2641576238066
"J5Z","1997-1999",56.7690600821233
"J6Z","1997-1999",10.7027035576599
"K0Z","1997-1999",44.7121213358462
"L0Z","1997-1999",97.7178831826473
"L1Z","1997-1999",84.8945395936884
"L2Z","1997-1999",78.2356717904793
"L3Z","1997-1999",97.0283348010009
"L4Z","1997-1999",60.175682593387
"L5Z","1997-1999",37.9221765254582
"L6Z","1997-1999",19.905344962963
"M0Z","1997-1999",68.923792174658
"M1Z","1997-1999",18.6076304065989
"M2Z","1997-1999",17.6547251305667
"N0Z","1997-1999",18.9949786491863
"P0Z","1997-1999",77.848868249252
"P1Z","1997-1999",63.9031982127582
"P2Z","1997-1999",33.2449363367143
"P3Z","1997-1999",42.3513709429148
"P4Z","1997-1999",5.92113058726425
"Q0Z","1997-1999",73.6334997005546
"Q1Z","1997-1999",54.5745575882892
"Q2Z","1997-1999",27.9989721829519
"R0Z","1997-1999",83.1993009059499
"R1Z","1997-1999",76.9146671251219
"R2Z","1997-1999",34.9013869562879
"R3Z","1997-1999",42.4108651070075
"R4Z","1997-1999",18.1606956279893
"S0Z","1997-1999",9.89558464233873
"S1Z","1997-1999",32.8580604903706
"S2Z","1997-1999",56.0827352908874
"S3Z","1997-1999",45.1540309137031
"T0Z","1997-1999",84.4803534215406
"T1Z","1997-1999",97.7736657940897
"T2A","1997-1999",98.3818301799379
"T2B","1997-1999",98.4983613710231
"T3Z","1997-1999",28.0536658650964
"T4Z","1997-1999",76.2515959370733
"T6Z","1997-1999",34.6074836943121
"U0Z","1997-1999",56.728515060874
"U1Z","1997-1999",36.7728295683215
"V0Z","1997-1999",92.3034157014825
"V1Z","1997-1999",89.1773011207795
"V2Z","1997-1999",39.953519721478
"V3Z","1997-1999",69.4319527198672
"V4Z","1997-1999",72.9672712439802
"V5Z","1997-1999",55.8020829886125
"W0Z","1997-1999",62.3910695112059
"W1Z","1997-1999",46.191716792665
"X0Z","1997-1999",13.4868689193531
