"Fap","stat_sl","annee","effectif","pourcentage","part"
"B6Z","int","1991-1993",1.60203,0.00640973063711449,0.640973063711449
"B7Z","int","1991-1993",0,0,0
"C0Z","int","1991-1993",2.88971,0.0563979778222458,5.63979778222458
"C1Z","int","1991-1993",1.95354,0.0259433987321129,2.59433987321129
"C2Z","int","1991-1993",1.54654,0.00914078597732718,0.914078597732718
"D0Z","int","1991-1993",2.18309,0.0429847387824893,4.29847387824893
"D1Z","int","1991-1993",2.29495,0.018688463128284,1.8688463128284
"D2Z","int","1991-1993",6.18134,0.0345260483896643,3.45260483896643
"D3Z","int","1991-1993",10.58432,0.0411689144419212,4.11689144419212
"D4Z","int","1991-1993",3.41205,0.0219867877580494,2.19867877580494
"D6Z","int","1991-1993",2.83259,0.012119186713532,1.2119186713532
"E0Z","int","1991-1993",13.55689,0.0549935966035043,5.49935966035043
"E1Z","int","1991-1993",3.99143,0.0133970266302586,1.33970266302586
"E2Z","int","1991-1993",0.85231,0.00425363929432238,0.425363929432238
"ENS","int","1991-1993",200.33034,0.0087923313757351,0.87923313757351
"F0Z","int","1991-1993",1.7189,0.0122696916630554,1.22696916630554
"F1Z","int","1991-1993",0.52981,0.0034886798164191,0.34886798164191
"F2Z","int","1991-1993",1.45648,0.0344014989953396,3.44014989953396
"F3Z","int","1991-1993",1.05739,0.0126532882466426,1.26532882466426
"F4Z","int","1991-1993",0.8776,0.00754750278365766,0.754750278365766
"F5Z","int","1991-1993",0.26615,0.0078860170532341,0.78860170532341
"G0A","int","1991-1993",4.01236,0.0144195353229309,1.44195353229309
"G0B","int","1991-1993",1.47922,0.00691357272267881,0.691357272267881
"G1Z","int","1991-1993",2.41616,0.0081426418190994,0.81426418190994
"H0Z","int","1991-1993",0.30186,0.0024893370674214,0.24893370674214
"J0Z","int","1991-1993",33.84119,0.083113945039791,8.3113945039791
"J1Z","int","1991-1993",5.43285,0.0146823418844054,1.46823418844053
"J3Z","int","1991-1993",5.12391,0.00728012434170657,0.728012434170657
"J4Z","int","1991-1993",0.08288,0.0022839713875264,0.22839713875264
"J5Z","int","1991-1993",0.21591,0.00147322997637824,0.147322997637824
"J6Z","int","1991-1993",0,0,0
"K0Z","int","1991-1993",0.6571,0.00423617879781875,0.423617879781875
"L0Z","int","1991-1993",14.40388,0.0239382132351502,2.39382132351502
"L1Z","int","1991-1993",4.65149,0.0126540969124454,1.26540969124454
"L2Z","int","1991-1993",2.40722,0.011119422585636,1.1119422585636
"L3Z","int","1991-1993",2.06662,0.0109465814537275,1.09465814537275
"L4Z","int","1991-1993",0.60924,0.00316427689074426,0.316427689074426
"L5Z","int","1991-1993",0.1261,0.000341769826180094,0.0341769826180094
"L6Z","int","1991-1993",NA,NA,NA
"M0Z","int","1991-1993",1.98463,0.0421339059234544,4.21339059234544
"M1Z","int","1991-1993",1.39338,0.00971381074277559,0.971381074277559
"M2Z","int","1991-1993",0.31643,0.00265273403547553,0.265273403547553
"N0Z","int","1991-1993",0.33688,0.0018844589695811,0.18844589695811
"P0Z","int","1991-1993",0.13655,0.000163343912946917,0.0163343912946917
"P1Z","int","1991-1993",0,0,0
"P2Z","int","1991-1993",0,0,0
"P3Z","int","1991-1993",0,0,0
"P4Z","int","1991-1993",0,0,0
"Q0Z","int","1991-1993",0.9263,0.00264541674195523,0.264541674195523
"Q1Z","int","1991-1993",0.42374,0.00262146743899755,0.262146743899755
"Q2Z","int","1991-1993",0.14622,0.00083878815247014,0.083878815247014
"R0Z","int","1991-1993",1.28224,0.00504695108247072,0.504695108247072
"R1Z","int","1991-1993",0.77846,0.00115980834839721,0.115980834839721
"R2Z","int","1991-1993",1.05269,0.00248884077551947,0.248884077551947
"R3Z","int","1991-1993",1.25298,0.00214324831452125,0.214324831452125
"R4Z","int","1991-1993",0,0,0
"S0Z","int","1991-1993",0.63616,0.00240555167566738,0.240555167566738
"S1Z","int","1991-1993",1.80856,0.0063718229404369,0.63718229404369
"S2Z","int","1991-1993",1.40451,0.00492555745375497,0.492555745375497
"S3Z","int","1991-1993",0,0,0
"T0Z","int","1991-1993",0.14427,0.000849463443160845,0.0849463443160845
"T1Z","int","1991-1993",0.30918,0.00153536211886527,0.153536211886527
"T2A","int","1991-1993",0,NA,NA
"T2B","int","1991-1993",0,NA,NA
"T2Z","int","1991-1993",0.12996,0.000312214521069507,0.0312214521069507
"T3Z","int","1991-1993",0.65801,0.00460991757550604,0.460991757550604
"T4Z","int","1991-1993",4.25929,0.00368830466179839,0.368830466179839
"T6Z","int","1991-1993",0,0,0
"U0Z","int","1991-1993",0.47339,0.00424642181619727,0.424642181619727
"U1Z","int","1991-1993",0.68865,0.00305995267770854,0.305995267770854
"V0Z","int","1991-1993",0.44609,0.00125415340442105,0.125415340442105
"V1Z","int","1991-1993",1.93129,0.00478587752169014,0.478587752169014
"V2Z","int","1991-1993",0.09147,0.000296867420704073,0.0296867420704073
"V3Z","int","1991-1993",0.36292,0.00141320223402149,0.141320223402149
"V4Z","int","1991-1993",0.02509,0.000198156755182739,0.0198156755182739
"V5Z","int","1991-1993",0.45001,0.00191477638823416,0.191477638823416
"W0Z","int","1991-1993",0.09064,9.32127041922804e-05,0.00932127041922804
"W1Z","int","1991-1993",0.21527,0.0030611567267593,0.30611567267593
"X0Z","int","1991-1993",0,0,0
"ZZZ","int","1991-1993",0.31164,0.0110499823421537,1.10499823421537
"SAL","int","1991-1993",400.66069,0.0103065511223657,1.03065511223657
"A0Z","int","1992-1994",0.28364,0.000302899675983633,0.0302899675983633
"A1Z","int","1992-1994",1.29886,0.00381994997002531,0.381994997002531
"A2Z","int","1992-1994",0.12174,0.00479977101141749,0.479977101141749
"A3Z","int","1992-1994",0,0,0
"B0Z","int","1992-1994",9.88075,0.0444795782431603,4.44795782431603
"B1Z","int","1992-1994",3.43261,0.0314299179240749,3.14299179240749
"B2Z","int","1992-1994",8.10002,0.0227952252282296,2.27952252282296
"B3Z","int","1992-1994",4.68042,0.0358854959777732,3.58854959777732
"B4Z","int","1992-1994",9.45491,0.0181915457358284,1.81915457358284
"B5Z","int","1992-1994",1.74364,0.0265373899075916,2.65373899075916
"B6Z","int","1992-1994",1.55869,0.00628293579243436,0.628293579243436
"B7Z","int","1992-1994",0,0,0
"C0Z","int","1992-1994",2.4477,0.0546178369176591,5.46178369176591
"C1Z","int","1992-1994",1.37014,0.0183441356309805,1.83441356309805
"C2Z","int","1992-1994",1.64883,0.0100903296952792,1.00903296952792
"D0Z","int","1992-1994",2.27607,0.0463646430358211,4.63646430358211
"D1Z","int","1992-1994",2.2191,0.0181373406413415,1.81373406413415
"D2Z","int","1992-1994",6.67915,0.0393113794499979,3.93113794499979
"D3Z","int","1992-1994",10.38813,0.0427127222576672,4.27127222576672
"D4Z","int","1992-1994",3.17052,0.0208761789978997,2.08761789978997
"D6Z","int","1992-1994",1.90233,0.00829830575548638,0.829830575548638
"E0Z","int","1992-1994",14.01131,0.0600292877833184,6.00292877833184
"E1Z","int","1992-1994",4.22352,0.0143723827780093,1.43723827780093
"E2Z","int","1992-1994",0.35834,0.0017734898944384,0.17734898944384
"ENS","int","1992-1994",201.23715,0.00868710047313847,0.868710047313847
"F0Z","int","1992-1994",1.72371,0.0141699702610738,1.41699702610738
"F1Z","int","1992-1994",0.61136,0.00398713312176363,0.398713312176363
"F2Z","int","1992-1994",1.56461,0.0421849314532948,4.21849314532948
"F3Z","int","1992-1994",0.87034,0.0110335178887409,1.10335178887409
"F4Z","int","1992-1994",1.23273,0.0106391407284048,1.06391407284048
"F5Z","int","1992-1994",0.0869,0.00262902650990529,0.262902650990529
"G0A","int","1992-1994",2.613,0.00961029853272478,0.961029853272478
"G0B","int","1992-1994",0.98073,0.00471227802771899,0.471227802771899
"G1Z","int","1992-1994",3.08732,0.00972533271633591,0.97253327163359
"H0Z","int","1992-1994",0.21211,0.00168848404684674,0.168848404684674
"J0Z","int","1992-1994",35.6928,0.0923432352063138,9.23432352063138
"J1Z","int","1992-1994",5.4915,0.0150127040035518,1.50127040035518
"J3Z","int","1992-1994",6.57446,0.00946865507568727,0.946865507568727
"J4Z","int","1992-1994",0,0,0
"J5Z","int","1992-1994",0.33512,0.00232434036299716,0.232434036299716
"J6Z","int","1992-1994",0.17527,0.0035768343903433,0.35768343903433
"K0Z","int","1992-1994",0.70212,0.00458512045736792,0.458512045736792
"L0Z","int","1992-1994",12.69541,0.0209595059243733,2.09595059243733
"L1Z","int","1992-1994",4.21508,0.0118321140498705,1.18321140498705
"L2Z","int","1992-1994",2.89334,0.0122670046473044,1.22670046473044
"L3Z","int","1992-1994",2.3199,0.0125803714319553,1.25803714319553
"L4Z","int","1992-1994",0.52134,0.00265417779977346,0.265417779977346
"L5Z","int","1992-1994",0.1261,0.000342782104371143,0.0342782104371143
"L6Z","int","1992-1994",NA,NA,NA
"M0Z","int","1992-1994",1.64601,0.03575858021485,3.575858021485
"M1Z","int","1992-1994",1.18741,0.00842147533302988,0.842147533302988
"M2Z","int","1992-1994",0.16953,0.0013190094288206,0.13190094288206
"N0Z","int","1992-1994",0.24654,0.00131353501020475,0.131353501020475
"P0Z","int","1992-1994",0,0,0
"P1Z","int","1992-1994",0,0,0
"P2Z","int","1992-1994",0,0,0
"P3Z","int","1992-1994",0,0,0
"P4Z","int","1992-1994",0,0,0
"Q0Z","int","1992-1994",1.0303,0.00301588951968,0.301588951968
"Q1Z","int","1992-1994",0.2918,0.00177770488795129,0.177770488795129
"Q2Z","int","1992-1994",0,0,0
"R0Z","int","1992-1994",1.6357,0.00618163383942083,0.618163383942083
"R1Z","int","1992-1994",1.13812,0.00170525296183795,0.170525296183795
"R2Z","int","1992-1994",1.3993,0.0031726852231001,0.31726852231001
"R3Z","int","1992-1994",1.36691,0.00240070157790573,0.240070157790573
"R4Z","int","1992-1994",0.13705,0.000385005057317435,0.0385005057317435
"S0Z","int","1992-1994",0.72556,0.00281481336071901,0.281481336071901
"S1Z","int","1992-1994",1.483,0.0052764783950625,0.52764783950625
"S2Z","int","1992-1994",1.09726,0.00363442083973981,0.363442083973981
"S3Z","int","1992-1994",0,0,0
"T0Z","int","1992-1994",0,0,0
"T1Z","int","1992-1994",0.21506,0.00104511376995951,0.104511376995951
"T2A","int","1992-1994",0.48515,0.00224205278591291,0.224205278591291
"T2B","int","1992-1994",0.24274,0.000911360761034668,0.0911360761034668
"T2Z","int","1992-1994",0.19494,0.000456865029850554,0.0456865029850554
"T3Z","int","1992-1994",0.59244,0.00394578337526722,0.394578337526722
"T4Z","int","1992-1994",5.02538,0.0042846394858494,0.42846394858494
"T6Z","int","1992-1994",0,0,0
"U0Z","int","1992-1994",0.37823,0.00341971265480838,0.341971265480838
"U1Z","int","1992-1994",0.8793,0.00391344734477293,0.391344734477293
"V0Z","int","1992-1994",0.53718,0.00149292581944585,0.149292581944586
"V1Z","int","1992-1994",1.83233,0.00438348384491482,0.438348384491482
"V2Z","int","1992-1994",0,0,0
"V3Z","int","1992-1994",0.36292,0.00133693454450693,0.133693454450693
"V4Z","int","1992-1994",0.02509,0.000210257234516511,0.0210257234516511
"V5Z","int","1992-1994",0.43528,0.00188797713191603,0.188797713191603
"W0Z","int","1992-1994",0.20893,0.000214589208846572,0.0214589208846572
"W1Z","int","1992-1994",0.29207,0.00401548892327511,0.401548892327511
"X0Z","int","1992-1994",0,0,0
"ZZZ","int","1992-1994",0,0,0
"SAL","int","1992-1994",402.4743,0.0101009365006047,1.01009365006047
"A0Z","int","1993-1995",0.54563,0.000634586198055489,0.0634586198055489
"A1Z","int","1993-1995",1.41916,0.00439193681795518,0.439193681795518
"A2Z","int","1993-1995",0.19653,0.0065564855929461,0.65564855929461
"A3Z","int","1993-1995",0,0,0
"B0Z","int","1993-1995",11.59351,0.0564656181982635,5.64656181982635
"B1Z","int","1993-1995",3.81677,0.0356201769991781,3.56201769991781
"B2Z","int","1993-1995",8.62173,0.0241965997408508,2.41965997408508
"B3Z","int","1993-1995",5.56546,0.0416681110168343,4.16681110168343
"B4Z","int","1993-1995",9.66108,0.018521392059444,1.8521392059444
"B5Z","int","1993-1995",1.95676,0.0297790283358543,2.97790283358543
"B6Z","int","1993-1995",1.85313,0.00732080726918991,0.732080726918992
"B7Z","int","1993-1995",0,0,0
"C0Z","int","1993-1995",2.77079,0.0680235417099876,6.80235417099876
"C1Z","int","1993-1995",1.78171,0.0231567592156353,2.31567592156353
"C2Z","int","1993-1995",1.50632,0.00939616924831769,0.939616924831769
"D0Z","int","1993-1995",3.69981,0.0796236149083722,7.96236149083722
"D1Z","int","1993-1995",2.27709,0.0181982742292412,1.81982742292412
"D2Z","int","1993-1995",7.03531,0.043704893458874,4.3704893458874
"D3Z","int","1993-1995",13.05393,0.0552085372632346,5.52085372632346
"D4Z","int","1993-1995",4.74976,0.0309432654898902,3.09432654898902
"D6Z","int","1993-1995",1.54341,0.00673798505952954,0.673798505952954
"E0Z","int","1993-1995",19.07966,0.0824713739699107,8.24713739699107
"E1Z","int","1993-1995",4.6933,0.0158642413314375,1.58642413314375
"E2Z","int","1993-1995",0.99762,0.00473104931678587,0.473104931678587
"ENS","int","1993-1995",229.92646,0.00991453381586239,0.991453381586239
"F0Z","int","1993-1995",1.64481,0.0166101502872171,1.66101502872171
"F1Z","int","1993-1995",1.10161,0.00715617694721146,0.715617694721146
"F2Z","int","1993-1995",1.53039,0.0411236636199916,4.11236636199916
"F3Z","int","1993-1995",0.61901,0.00768012200650678,0.768012200650678
"F4Z","int","1993-1995",1.32872,0.0119463736643922,1.19463736643922
"F5Z","int","1993-1995",0,0,0
"G0A","int","1993-1995",3.69313,0.0135925026497638,1.35925026497638
"G0B","int","1993-1995",0.72697,0.00365622447106909,0.365622447106909
"G1Z","int","1993-1995",2.99033,0.00890427852201358,0.890427852201358
"H0Z","int","1993-1995",0.3812,0.00282211349501063,0.282211349501063
"J0Z","int","1993-1995",43.02293,0.115809367828357,11.5809367828357
"J1Z","int","1993-1995",8.22238,0.0219438771912772,2.19438771912772
"J3Z","int","1993-1995",7.85187,0.0113608007859281,1.13608007859281
"J4Z","int","1993-1995",0,0,0
"J5Z","int","1993-1995",0.51467,0.00362361314087284,0.362361314087284
"J6Z","int","1993-1995",0.17527,0.0035349764408856,0.35349764408856
"K0Z","int","1993-1995",0.78703,0.0056898207275955,0.56898207275955
"L0Z","int","1993-1995",10.96579,0.0179595935472562,1.79595935472562
"L1Z","int","1993-1995",3.39308,0.00971101746625408,0.971101746625408
"L2Z","int","1993-1995",3.31526,0.0132229257100164,1.32229257100164
"L3Z","int","1993-1995",2.40366,0.0132980343400053,1.32980343400053
"L4Z","int","1993-1995",0.49679,0.00255950188864953,0.255950188864953
"L5Z","int","1993-1995",0.23245,0.000631423998974292,0.0631423998974292
"L6Z","int","1993-1995",NA,NA,NA
"M0Z","int","1993-1995",1.45664,0.0337379803349525,3.37379803349525
"M1Z","int","1993-1995",0.8479,0.00614779044612048,0.614779044612048
"M2Z","int","1993-1995",0.06705,0.000516210749794382,0.0516210749794382
"N0Z","int","1993-1995",0.42652,0.00219129887067345,0.219129887067345
"P0Z","int","1993-1995",0.29833,0.000349382493115849,0.0349382493115849
"P1Z","int","1993-1995",0,0,0
"P2Z","int","1993-1995",0.1492,0.000478363049340007,0.0478363049340007
"P3Z","int","1993-1995",0,0,0
"P4Z","int","1993-1995",0,0,0
"Q0Z","int","1993-1995",1.01098,0.0030481280294575,0.30481280294575
"Q1Z","int","1993-1995",0.7992,0.00480770937132162,0.480770937132162
"Q2Z","int","1993-1995",0,0,0
"R0Z","int","1993-1995",1.82949,0.00664179426066696,0.664179426066696
"R1Z","int","1993-1995",1.34756,0.00197237345233576,0.197237345233576
"R2Z","int","1993-1995",1.06493,0.00231391776569232,0.231391776569232
"R3Z","int","1993-1995",1.51389,0.0026828169569187,0.26828169569187
"R4Z","int","1993-1995",0.13705,0.000382931241559202,0.0382931241559202
"S0Z","int","1993-1995",0.63697,0.00258908634481222,0.258908634481222
"S1Z","int","1993-1995",1.48177,0.00527169638000244,0.527169638000244
"S2Z","int","1993-1995",1.57533,0.00507278942267713,0.507278942267713
"S3Z","int","1993-1995",0,0,0
"T0Z","int","1993-1995",0,0,0
"T1Z","int","1993-1995",0.46505,0.00216044428824847,0.216044428824847
"T2A","int","1993-1995",0.24257,0.00108091700012802,0.108091700012802
"T2B","int","1993-1995",0.12137,0.00043667236160055,0.043667236160055
"T2Z","int","1993-1995",0.38988,0.000866213590835252,0.0866213590835252
"T3Z","int","1993-1995",0.32039,0.00207763786212432,0.207763786212432
"T4Z","int","1993-1995",6.04624,0.0050841237300128,0.50841237300128
"T6Z","int","1993-1995",0,0,0
"U0Z","int","1993-1995",0.2607,0.00223693510202509,0.223693510202509
"U1Z","int","1993-1995",0.67039,0.00292638116534828,0.292638116534828
"V0Z","int","1993-1995",0.63146,0.00170571672800928,0.170571672800928
"V1Z","int","1993-1995",1.33911,0.00314199461836254,0.314199461836254
"V2Z","int","1993-1995",0,0,0
"V3Z","int","1993-1995",0,0,0
"V4Z","int","1993-1995",0.02509,0.000199144290714153,0.0199144290714153
"V5Z","int","1993-1995",0.43528,0.00192014028563984,0.192014028563984
"W0Z","int","1993-1995",0.22911,0.000233432442867,0.0233432442867
"W1Z","int","1993-1995",0.29114,0.00390014534786365,0.390014534786365
"X0Z","int","1993-1995",0,0,0
"ZZZ","int","1993-1995",0,0,0
"SAL","int","1993-1995",459.85292,0.0114646551861367,1.14646551861367
"A0Z","int","1994-1996",1.05566,0.00129849144313131,0.129849144313131
"A1Z","int","1994-1996",1.13682,0.0034979704405159,0.34979704405159
"A2Z","int","1994-1996",0.28163,0.0086821306811263,0.86821306811263
"A3Z","int","1994-1996",0,0,0
"B0Z","int","1994-1996",11.50588,0.0575348629352357,5.75348629352357
"B1Z","int","1994-1996",4.87596,0.0454039992721892,4.54039992721892
"B2Z","int","1994-1996",9.38129,0.0265183557827365,2.65183557827365
"B3Z","int","1994-1996",6.42474,0.0449856257232126,4.49856257232126
"B4Z","int","1994-1996",12.41616,0.0233666782852414,2.33666782852414
"B5Z","int","1994-1996",2.1623,0.0324036679099837,3.24036679099837
"B6Z","int","1994-1996",2.60261,0.0102600842115272,1.02600842115272
"B7Z","int","1994-1996",0,0,0
"C0Z","int","1994-1996",3.1465,0.0846717606963186,8.46717606963186
"C1Z","int","1994-1996",1.91457,0.0235508108772353,2.35508108772353
"C2Z","int","1994-1996",1.9348,0.0123883778217047,1.23883778217047
"D0Z","int","1994-1996",5.18454,0.109733331752977,10.9733331752977
"D1Z","int","1994-1996",3.26782,0.0251438851135077,2.51438851135077
"D2Z","int","1994-1996",8.70521,0.0558624439913097,5.58624439913097
"D3Z","int","1994-1996",16.25364,0.0705668071984774,7.05668071984774
"D4Z","int","1994-1996",5.14023,0.0325417577853147,3.25417577853147
"D6Z","int","1994-1996",1.13903,0.00501665649047743,0.501665649047743
"E0Z","int","1994-1996",22.5608,0.100786211791497,10.0786211791497
"E1Z","int","1994-1996",5.71747,0.0192193252329265,1.92193252329265
"E2Z","int","1994-1996",1.20939,0.00564558819822368,0.564558819822368
"ENS","int","1994-1996",264.5294,0.0115872590835748,1.15872590835748
"F0Z","int","1994-1996",2.06061,0.0266715731285011,2.66715731285011
"F1Z","int","1994-1996",1.04629,0.00678398013557975,0.678398013557975
"F2Z","int","1994-1996",1.29762,0.035776171881785,3.5776171881785
"F3Z","int","1994-1996",0.44131,0.00527281636211157,0.527281636211157
"F4Z","int","1994-1996",1.61786,0.0145827866944082,1.45827866944082
"F5Z","int","1994-1996",0,0,0
"G0A","int","1994-1996",4.55398,0.0161277978833111,1.61277978833111
"G0B","int","1994-1996",1.07975,0.00550934514538293,0.550934514538293
"G1Z","int","1994-1996",2.97849,0.00847295839918496,0.847295839918496
"H0Z","int","1994-1996",0.2696,0.00187172504525708,0.187172504525708
"J0Z","int","1994-1996",50.27183,0.136697220614594,13.6697220614594
"J1Z","int","1994-1996",10.85801,0.0280696018977701,2.80696018977701
"J3Z","int","1994-1996",7.71884,0.0108966475110484,1.08966475110484
"J4Z","int","1994-1996",0,0,0
"J5Z","int","1994-1996",1.10382,0.00782643469037291,0.782643469037291
"J6Z","int","1994-1996",0.17527,0.00359830462716887,0.359830462716887
"K0Z","int","1994-1996",0.85632,0.00669283870479127,0.669283870479127
"L0Z","int","1994-1996",11.36055,0.0182495989579726,1.82495989579726
"L1Z","int","1994-1996",3.74504,0.0106476584442791,1.06476584442791
"L2Z","int","1994-1996",3.6188,0.013655984070484,1.3655984070484
"L3Z","int","1994-1996",2.23484,0.0133413534437842,1.33413534437842
"L4Z","int","1994-1996",0.70415,0.00363648457630113,0.363648457630113
"L5Z","int","1994-1996",0.3347,0.000901455361570729,0.0901455361570729
"L6Z","int","1994-1996",NA,NA,NA
"M0Z","int","1994-1996",1.45661,0.0381611712878848,3.81611712878848
"M1Z","int","1994-1996",0.69388,0.00528897186710281,0.528897186710281
"M2Z","int","1994-1996",0.18051,0.00138197471945553,0.138197471945553
"N0Z","int","1994-1996",0.55421,0.00272577541550357,0.272577541550357
"P0Z","int","1994-1996",0.44517,0.000513516285723105,0.0513516285723105
"P1Z","int","1994-1996",0,0,0
"P2Z","int","1994-1996",0.1492,0.000467033360894145,0.0467033360894145
"P3Z","int","1994-1996",0,0,0
"P4Z","int","1994-1996",0.24999,0.000373691815183589,0.0373691815183589
"Q0Z","int","1994-1996",1.18895,0.0037075471121515,0.37075471121515
"Q1Z","int","1994-1996",0.86248,0.00521927894458347,0.521927894458347
"Q2Z","int","1994-1996",0.16448,0.00092718873871553,0.092718873871553
"R0Z","int","1994-1996",2.42763,0.00871958079865431,0.871958079865431
"R1Z","int","1994-1996",1.85553,0.00266302352376913,0.266302352376913
"R2Z","int","1994-1996",1.63117,0.00342835226748836,0.342835226748836
"R3Z","int","1994-1996",1.48184,0.002634309960173,0.2634309960173
"R4Z","int","1994-1996",0.13705,0.000377408038149578,0.0377408038149578
"S0Z","int","1994-1996",0.97262,0.00400715587680626,0.400715587680626
"S1Z","int","1994-1996",0.97432,0.00347706103977943,0.347706103977943
"S2Z","int","1994-1996",1.6356,0.00527980616177525,0.527980616177525
"S3Z","int","1994-1996",0,0,0
"T0Z","int","1994-1996",0,0,0
"T1Z","int","1994-1996",0.51953,0.00229736051393873,0.229736051393873
"T2A","int","1994-1996",0.16172,0.000704433943854367,0.0704433943854367
"T2B","int","1994-1996",0.08091,0.000284881075090687,0.0284881075090687
"T2Z","int","1994-1996",0.24263,0.00047242179596803,0.047242179596803
"T3Z","int","1994-1996",0.54291,0.00340357265105152,0.340357265105152
"T4Z","int","1994-1996",6.46214,0.00541509712627725,0.541509712627725
"T6Z","int","1994-1996",0,0,0
"U0Z","int","1994-1996",0.15387,0.00126705515778406,0.126705515778406
"U1Z","int","1994-1996",0.6205,0.00273172513306869,0.273172513306869
"V0Z","int","1994-1996",0.32958,0.000864050066770008,0.0864050066770008
"V1Z","int","1994-1996",1.04278,0.00243431825198964,0.243431825198964
"V2Z","int","1994-1996",0,0,0
"V3Z","int","1994-1996",0.12723,0.000444675723819573,0.0444675723819573
"V4Z","int","1994-1996",0,0,0
"V5Z","int","1994-1996",0.28243,0.0012297251338131,0.12297251338131
"W0Z","int","1994-1996",0.26576,0.000271925845118074,0.0271925845118074
"W1Z","int","1994-1996",0.19174,0.00239126175536372,0.239126175536372
"X0Z","int","1994-1996",0,0,0
"ZZZ","int","1994-1996",0.34233,0.0196544044571341,1.96544044571341
"SAL","int","1994-1996",529.30144,0.0132287123961193,1.32287123961193
"A0Z","int","1995-1997",1.3405,0.00172396799327708,0.172396799327708
"A1Z","int","1995-1997",1.18919,0.00367539567085931,0.367539567085931
"A2Z","int","1995-1997",0.15989,0.00546039395842533,0.546039395842533
"A3Z","int","1995-1997",0.0776,0.00261293889628922,0.261293889628922
"B0Z","int","1995-1997",12.42167,0.0609512783596948,6.09512783596948
"B1Z","int","1995-1997",5.96625,0.0546577770424419,5.46577770424419
"B2Z","int","1995-1997",11.39182,0.0327082856892242,3.27082856892242
"B3Z","int","1995-1997",5.98152,0.0404334882664525,4.04334882664525
"B4Z","int","1995-1997",14.29402,0.026716223378715,2.6716223378715
"B5Z","int","1995-1997",2.39274,0.0335505169626598,3.35505169626598
"B6Z","int","1995-1997",2.91553,0.0117496497205724,1.17496497205724
"B7Z","int","1995-1997",0.14401,0.00157618980385461,0.157618980385461
"C0Z","int","1995-1997",4.6503,0.116511962125282,11.6511962125282
"C1Z","int","1995-1997",2.43216,0.0300395317451388,3.00395317451388
"C2Z","int","1995-1997",3.317,0.0208546574353738,2.08546574353738
"D0Z","int","1995-1997",6.17269,0.128497908291227,12.8497908291227
"D1Z","int","1995-1997",3.48319,0.0268752052372852,2.68752052372852
"D2Z","int","1995-1997",10.18119,0.0647834243557077,6.47834243557077
"D3Z","int","1995-1997",18.2457,0.078761860122749,7.8761860122749
"D4Z","int","1995-1997",6.70221,0.0405692494845318,4.05692494845318
"D6Z","int","1995-1997",2.01998,0.00881457382902682,0.881457382902682
"E0Z","int","1995-1997",25.38074,0.11974895161387,11.974895161387
"E1Z","int","1995-1997",7.22247,0.0240009977278629,2.40009977278629
"E2Z","int","1995-1997",2.40297,0.0110388967249854,1.10388967249854
"ENS","int","1995-1997",305.85116,0.0133361454783328,1.33361454783328
"F0Z","int","1995-1997",1.95587,0.0277170344826511,2.77170344826511
"F1Z","int","1995-1997",1.2152,0.00804666323045718,0.804666323045718
"F2Z","int","1995-1997",1.38773,0.0399884506560909,3.99884506560909
"F3Z","int","1995-1997",0.63275,0.00778393685754073,0.778393685754073
"F4Z","int","1995-1997",1.76298,0.0167408809829506,1.67408809829506
"F5Z","int","1995-1997",0,0,0
"G0A","int","1995-1997",6.25308,0.0215807852364883,2.15807852364883
"G0B","int","1995-1997",1.06018,0.00550062408512524,0.550062408512524
"G1Z","int","1995-1997",3.35628,0.00943738610037926,0.943738610037926
"H0Z","int","1995-1997",0.34195,0.00221588665339619,0.221588665339619
"J0Z","int","1995-1997",58.76779,0.158830246513434,15.8830246513434
"J1Z","int","1995-1997",14.57728,0.0364601676505204,3.64601676505204
"J3Z","int","1995-1997",6.31747,0.00879143845231874,0.879143845231874
"J4Z","int","1995-1997",0.1104,0.00241303036396541,0.241303036396541
"J5Z","int","1995-1997",1.28208,0.00893051372395694,0.893051372395694
"J6Z","int","1995-1997",0,0,0
"K0Z","int","1995-1997",1.45892,0.0121705674681829,1.21705674681829
"L0Z","int","1995-1997",11.29426,0.0183106423481297,1.83106423481297
"L1Z","int","1995-1997",3.51609,0.00982274176379576,0.982274176379576
"L2Z","int","1995-1997",4.63529,0.0175593546713939,1.75593546713939
"L3Z","int","1995-1997",1.7439,0.0106029741588757,1.06029741588757
"L4Z","int","1995-1997",0.81612,0.00408607697758075,0.408607697758075
"L5Z","int","1995-1997",0.71038,0.00185932068444924,0.185932068444924
"L6Z","int","1995-1997",NA,NA,NA
"M0Z","int","1995-1997",1.39399,0.0435465379629196,4.35465379629196
"M1Z","int","1995-1997",0.83488,0.00639387080456795,0.639387080456795
"M2Z","int","1995-1997",0.2285,0.00169933492418847,0.169933492418847
"N0Z","int","1995-1997",0.42182,0.00201438810442269,0.201438810442269
"P0Z","int","1995-1997",0.44517,0.000512708087910486,0.0512708087910486
"P1Z","int","1995-1997",0.18182,0.000458546184140163,0.0458546184140163
"P2Z","int","1995-1997",0.1492,0.000467541158741849,0.0467541158741849
"P3Z","int","1995-1997",0,0,0
"P4Z","int","1995-1997",0.24999,0.000387321733657595,0.0387321733657595
"Q0Z","int","1995-1997",0.97582,0.00308666431138573,0.308666431138573
"Q1Z","int","1995-1997",0.71653,0.00436401220166922,0.436401220166922
"Q2Z","int","1995-1997",0.16448,0.000908217418459353,0.0908217418459353
