"Fap","annee","effectif","age","pourcentage"
"E1Z46","2007-2009",5.27922,"35-39 ans",0.121335856940437
"E1Z46","2007-2009",6.78582,"40-44 ans",0.155963056046832
"E1Z46","2007-2009",7.31201,"45-49 ans",0.168056834022269
"E1Z46","2007-2009",4.25727,"50-54 ans",0.0978476941057226
"E1Z46","2007-2009",2.38432,"55-59 ans",0.0548004270366118
"E1Z46","2007-2009",0.52906,"60 ans ou plus",0.012159741111927
"E1Z47","2007-2009",1.67443,"15-24 ans",0.0748931682230367
"E1Z47","2007-2009",3.77432,"25-29 ans",0.168816124106455
"E1Z47","2007-2009",1.76193,"30-34 ans",0.0788068297194956
"E1Z47","2007-2009",2.89148,"35-39 ans",0.129328845071783
"E1Z47","2007-2009",3.97345,"40-44 ans",0.177722723121196
"E1Z47","2007-2009",3.66649,"45-49 ans",0.163993151316019
"E1Z47","2007-2009",3.12873,"50-54 ans",0.139940458672182
"E1Z47","2007-2009",1.44785,"55-59 ans",0.0647587976874062
"E1Z47","2007-2009",0.0389,"60 ans ou plus",0.00173990208242574
"E2Z70","2007-2009",14.29579,"15-24 ans",0.102010119815129
"E2Z70","2007-2009",19.61481,"25-29 ans",0.139964921018775
"E2Z70","2007-2009",19.47619,"30-34 ans",0.138975773667787
"E2Z70","2007-2009",21.70427,"35-39 ans",0.154874629747633
"E2Z70","2007-2009",19.94857,"40-44 ans",0.142346524105383
"E2Z70","2007-2009",18.99877,"45-49 ans",0.135569059425193
"E2Z70","2007-2009",18.26886,"50-54 ans",0.130360658451601
"E2Z70","2007-2009",7.78257,"55-59 ans",0.0555338948158603
"E2Z70","2007-2009",0.05107,"60 ans ou plus",0.000364418952639808
"E2Z80","2007-2009",1.69818,"15-24 ans",0.0250535022942622
"E2Z80","2007-2009",3.81884,"25-29 ans",0.0563399149097388
"E2Z80","2007-2009",8.14425,"30-34 ans",0.120153332426506
"E2Z80","2007-2009",10.91678,"35-39 ans",0.16105688017522
"E2Z80","2007-2009",11.69843,"40-44 ans",0.172588678964695
"E2Z80","2007-2009",12.66385,"45-49 ans",0.186831663916188
"E2Z80","2007-2009",12.70556,"50-54 ans",0.187447017754234
"E2Z80","2007-2009",5.90231,"55-59 ans",0.0870776579199181
"E2Z80","2007-2009",0.23394,"60 ans ou plus",0.00345135163923712
"ENSEM","2007-2009",2323.084,"15-24 ans",0.0902868781718014
"ENSEM","2007-2009",2979.17517,"25-29 ans",0.115785923206499
"ENSEM","2007-2009",3167.82589,"30-34 ans",0.12311785118399
"ENSEM","2007-2009",3632.29679,"35-39 ans",0.141169556401127
"ENSEM","2007-2009",3687.69769,"40-44 ans",0.143322717590696
"ENSEM","2007-2009",3614.11982,"45-49 ans",0.140463106752331
"ENSEM","2007-2009",3313.03628,"50-54 ans",0.128761466649987
"ENSEM","2007-2009",2328.96363,"55-59 ans",0.0905153905447958
"ENSEM","2007-2009",683.8298,"60 ans ou plus",0.0265771094987729
"F0Z20","2007-2009",4.52813,"15-24 ans",0.141541880721255
"F0Z20","2007-2009",1.45328,"25-29 ans",0.0454271375633177
"F0Z20","2007-2009",2.68793,"30-34 ans",0.0840202616636633
"F0Z20","2007-2009",4.95037,"35-39 ans",0.154740407202549
"F0Z20","2007-2009",5.35775,"40-44 ans",0.167474434575488
"F0Z20","2007-2009",6.26793,"45-49 ans",0.195925161254023
"F0Z20","2007-2009",4.80096,"50-54 ans",0.150070096854003
"F0Z20","2007-2009",1.86066,"55-59 ans",0.0581611649362564
"F0Z20","2007-2009",0.08444,"60 ans ou plus",0.00263945522944412
"F1Z40","2007-2009",1.89668,"15-24 ans",0.0443218604394657
"F1Z40","2007-2009",3.05474,"25-29 ans",0.071383554399716
"F1Z40","2007-2009",3.95236,"30-34 ans",0.0923592531826806
"F1Z40","2007-2009",7.79536,"35-39 ans",0.182162967920468
"F1Z40","2007-2009",6.6964,"40-44 ans",0.156482330307083
"F1Z40","2007-2009",7.12803,"45-49 ans",0.166568715264739
"F1Z40","2007-2009",6.29103,"50-54 ans",0.147009592382738
"F1Z40","2007-2009",5.10498,"55-59 ans",0.119293824528262
"F1Z40","2007-2009",0.87375,"60 ans ou plus",0.0204179015748482
"F1Z41","2007-2009",2.00481,"15-24 ans",0.0630124370994559
"F1Z41","2007-2009",2.97186,"25-29 ans",0.0934074258001452
"F1Z41","2007-2009",1.84407,"30-34 ans",0.0579602779724731
"F1Z41","2007-2009",4.79511,"35-39 ans",0.150713318099956
"F1Z41","2007-2009",4.22007,"40-44 ans",0.132639449838289
"F1Z41","2007-2009",6.49886,"45-49 ans",0.204263250366953
"F1Z41","2007-2009",5.93262,"50-54 ans",0.186465971630715
"F1Z41","2007-2009",2.95698,"55-59 ans",0.0929397380571472
"F1Z41","2007-2009",0.59172,"60 ans ou plus",0.0185981311348657
"F2Z20","2007-2009",7.69476,"15-24 ans",0.24054874960767
"F2Z20","2007-2009",2.93296,"25-29 ans",0.0916883516379083
"F2Z20","2007-2009",3.20996,"30-34 ans",0.100347751494606
"F2Z20","2007-2009",4.39438,"35-39 ans",0.137374344917964
"F2Z20","2007-2009",4.64234,"40-44 ans",0.145125914551418
"F2Z20","2007-2009",4.92638,"45-49 ans",0.154005394462236
"F2Z20","2007-2009",3.5116,"50-54 ans",0.109777431540723
"F2Z20","2007-2009",0.53886,"55-59 ans",0.0168455025515531
"F2Z20","2007-2009",0.13712,"60 ans ou plus",0.00428655923592207
"F3Z40","2007-2009",0,"15-24 ans",0
"F3Z40","2007-2009",1.16631,"25-29 ans",0.0469000133102729
"F3Z40","2007-2009",0.80493,"30-34 ans",0.0323680905709785
"F3Z40","2007-2009",5.73291,"35-39 ans",0.230533524797521
"F3Z40","2007-2009",4.68504,"40-44 ans",0.188396256877812
"F3Z40","2007-2009",3.80575,"45-49 ans",0.153037979315595
"F3Z40","2007-2009",4.00862,"50-54 ans",0.161195849607588
"F3Z40","2007-2009",3.67568,"55-59 ans",0.14780756481922
"F3Z40","2007-2009",0.98877,"60 ans ou plus",0.0397607207010131
"F3Z41","2007-2009",8.4831,"15-24 ans",0.148476380404499
"F3Z41","2007-2009",6.00714,"25-29 ans",0.105140621209591
"F3Z41","2007-2009",7.65361,"30-34 ans",0.133958141460985
"F3Z41","2007-2009",7.33641,"35-39 ans",0.128406313961096
"F3Z41","2007-2009",9.22907,"40-44 ans",0.161532801464058
"F3Z41","2007-2009",7.46955,"45-49 ans",0.130736611291913
"F3Z41","2007-2009",7.51331,"50-54 ans",0.131502525451419
"F3Z41","2007-2009",3.34594,"55-59 ans",0.0585626787672703
"F3Z41","2007-2009",0.09621,"60 ans ou plus",0.00168392598916869
"F4Z20","2007-2009",0.92677,"15-24 ans",0.0996020303652013
"F4Z20","2007-2009",0.55074,"25-29 ans",0.0591892510583327
"F4Z20","2007-2009",3.08361,"30-34 ans",0.331402415760586
"F4Z20","2007-2009",0.21577,"35-39 ans",0.0231892811505546
"F4Z20","2007-2009",1.55155,"40-44 ans",0.166748524675085
"F4Z20","2007-2009",0.85049,"45-49 ans",0.0914040493383473
"F4Z20","2007-2009",1.45476,"50-54 ans",0.156346288393108
"F4Z20","2007-2009",0.47482,"55-59 ans",0.051029960031081
"F4Z20","2007-2009",0.19622,"60 ans ou plus",0.0210881992277046
"F4Z41","2007-2009",3.19712,"15-24 ans",0.0437628446725082
"F4Z41","2007-2009",8.43645,"25-29 ans",0.115479885314715
"F4Z41","2007-2009",10.59573,"30-34 ans",0.145036559835676
"F4Z41","2007-2009",11.1148,"35-39 ans",0.152141698142702
"F4Z41","2007-2009",13.33894,"40-44 ans",0.182586189857092
"F4Z41","2007-2009",11.14695,"45-49 ans",0.152581774041079
"F4Z41","2007-2009",9.40758,"50-54 ans",0.12877291508739
"F4Z41","2007-2009",4.29175,"55-59 ans",0.0587463681761202
"F4Z41","2007-2009",1.52626,"60 ans ou plus",0.0208917648727175
"F5Z70","2007-2009",0.84653,"15-24 ans",0.0198771581156042
"F5Z70","2007-2009",3.30627,"25-29 ans",0.0776336946864005
"F5Z70","2007-2009",4.20518,"30-34 ans",0.0987407744138736
"F5Z70","2007-2009",6.99549,"35-39 ans",0.16425934205064
"F5Z70","2007-2009",6.74371,"40-44 ans",0.158347359167166
"F5Z70","2007-2009",7.8011,"45-49 ans",0.183175667933375
"F5Z70","2007-2009",8.2275,"50-54 ans",0.19318785913805
"F5Z70","2007-2009",4.10692,"55-59 ans",0.0964335560560608
"F5Z70","2007-2009",0.35538,"60 ans ou plus",0.00834458843883077
"G0A40","2007-2009",10.98269,"15-24 ans",0.0973492046355236
"G0A40","2007-2009",14.81932,"25-29 ans",0.131356618027032
"G0A40","2007-2009",9.6197,"30-34 ans",0.0852678299972362
"G0A40","2007-2009",16.0859,"35-39 ans",0.142583426359714
"G0A40","2007-2009",16.59051,"40-44 ans",0.147056226935086
"G0A40","2007-2009",19.13941,"45-49 ans",0.169649361012028
"G0A40","2007-2009",16.37754,"50-54 ans",0.145168487218202
"G0A40","2007-2009",8.45652,"55-59 ans",0.0749575464648823
"G0A40","2007-2009",0.74587,"60 ans ou plus",0.0066112993502956
"G0A41","2007-2009",6.09803,"15-24 ans",0.133346322399557
"G0A41","2007-2009",6.39561,"25-29 ans",0.139853538438124
"G0A41","2007-2009",5.37402,"30-34 ans",0.117514312573351
"G0A41","2007-2009",5.20102,"35-39 ans",0.113731301703426
"G0A41","2007-2009",6.74945,"40-44 ans",0.147590998358436
"G0A41","2007-2009",4.87751,"45-49 ans",0.106657071376668
"G0A41","2007-2009",7.43727,"50-54 ans",0.162631637298038
"G0A41","2007-2009",3.59786,"55-59 ans",0.0786748178524
"G0A41","2007-2009",0,"60 ans ou plus",0
"G0A42","2007-2009",0.62113,"15-24 ans",0.0424926542772801
"G0A42","2007-2009",0.73821,"25-29 ans",0.050502314030929
"G0A42","2007-2009",1.39265,"30-34 ans",0.0952737671328934
"G0A42","2007-2009",2.12104,"35-39 ans",0.145104276766993
"G0A42","2007-2009",2.72793,"40-44 ans",0.186622746257016
"G0A42","2007-2009",1.73787,"45-49 ans",0.118890907038553
"G0A42","2007-2009",2.51367,"50-54 ans",0.171964822625168
"G0A42","2007-2009",2.10763,"55-59 ans",0.144186873817758
"G0A42","2007-2009",0.65722,"60 ans ou plus",0.0449616380534091
"G0A43","2007-2009",1.90133,"15-24 ans",0.0257630277861788
"G0A43","2007-2009",5.03869,"25-29 ans",0.0682742661589209
"G0A43","2007-2009",5.35331,"30-34 ans",0.0725373681991178
"G0A43","2007-2009",10.41542,"35-39 ans",0.14112897543547
"G0A43","2007-2009",14.40937,"40-44 ans",0.195247011140271
"G0A43","2007-2009",12.79142,"45-49 ans",0.173323783291003
"G0A43","2007-2009",13.84181,"50-54 ans",0.187556571263803
"G0A43","2007-2009",8.50093,"55-59 ans",0.115187629605782
"G0A43","2007-2009",1.54844,"60 ans ou plus",0.0209813671194536
"G0B40","2007-2009",4.53459,"15-24 ans",0.10068963648976
"G0B40","2007-2009",5.32061,"25-29 ans",0.118143048611623
"G0B40","2007-2009",8.22969,"30-34 ans",0.182738570526422
"G0B40","2007-2009",7.75837,"35-39 ans",0.172273007053131
"G0B40","2007-2009",6.23155,"40-44 ans",0.138370283590746
"G0B40","2007-2009",5.04913,"45-49 ans",0.112114891156541
"G0B40","2007-2009",4.13225,"50-54 ans",0.0917557597014965
"G0B40","2007-2009",2.96556,"55-59 ans",0.0658496486757505
"G0B40","2007-2009",0.81357,"60 ans ou plus",0.01806515419453
"G0B41","2007-2009",21.17821,"15-24 ans",0.131073224570496
"G0B41","2007-2009",18.21889,"25-29 ans",0.11275781382823
"G0B41","2007-2009",16.89081,"30-34 ans",0.104538246259131
"G0B41","2007-2009",16.94804,"35-39 ans",0.104892446195866
"G0B41","2007-2009",24.24015,"40-44 ans",0.150023756709019
"G0B41","2007-2009",23.13527,"45-49 ans",0.143185587460369
"G0B41","2007-2009",21.60619,"50-54 ans",0.133722018715595
"G0B41","2007-2009",14.89127,"55-59 ans",0.0921629720760108
"G0B41","2007-2009",4.46658,"60 ans ou plus",0.0276439341852823
"G1Z70","2007-2009",20.1059,"15-24 ans",0.0792208999847909
"G1Z70","2007-2009",36.17507,"25-29 ans",0.142536350146614
"G1Z70","2007-2009",30.68309,"30-34 ans",0.120896950850961
"G1Z70","2007-2009",32.5246,"35-39 ans",0.128152834921358
"G1Z70","2007-2009",41.75012,"40-44 ans",0.164503060339155
"G1Z70","2007-2009",34.43632,"45-49 ans",0.135685359151506
"G1Z70","2007-2009",38.1963,"50-54 ans",0.150500363678774
"G1Z70","2007-2009",18.49574,"55-59 ans",0.0728765769592357
"G1Z70","2007-2009",1.42826,"60 ans ou plus",0.0056276039676054
"G1Z71","2007-2009",11.40663,"15-24 ans",0.0898915922825797
"G1Z71","2007-2009",21.18952,"25-29 ans",0.166987067390068
"G1Z71","2007-2009",19.21421,"30-34 ans",0.151420352141857
"G1Z71","2007-2009",15.14635,"35-39 ans",0.119362994922186
"G1Z71","2007-2009",15.76979,"40-44 ans",0.12427610372756
"G1Z71","2007-2009",16.63276,"45-49 ans",0.131076863232524
"G1Z71","2007-2009",11.53056,"50-54 ans",0.0908682405153689
"G1Z71","2007-2009",12.54445,"55-59 ans",0.098858346839444
"G1Z71","2007-2009",3.45891,"60 ans ou plus",0.0272584389484131
"G1Z80","2007-2009",0.0634,"15-24 ans",0.00320477825360816
"G1Z80","2007-2009",1.43699,"25-29 ans",0.0726377650260628
"G1Z80","2007-2009",1.12397,"30-34 ans",0.0568150569985482
"G1Z80","2007-2009",5.29659,"35-39 ans",0.267734959783571
"G1Z80","2007-2009",2.11639,"40-44 ans",0.106980451863624
"G1Z80","2007-2009",4.31463,"45-49 ans",0.218098302781788
"G1Z80","2007-2009",3.53922,"50-54 ans",0.178902449380679
"G1Z80","2007-2009",1.48113,"55-59 ans",0.0748689781508935
"G1Z80","2007-2009",0.41064,"60 ans ou plus",0.0207572577612248
"H0Z90","2007-2009",3.16813,"15-24 ans",0.0278878693098493
"H0Z90","2007-2009",11.12902,"25-29 ans",0.0979646211824323
"H0Z90","2007-2009",14.41547,"30-34 ans",0.126894017417232
"H0Z90","2007-2009",18.2861,"35-39 ans",0.160965732778275
"H0Z90","2007-2009",18.37595,"40-44 ans",0.16175664888888
"H0Z90","2007-2009",17.16576,"45-49 ans",0.151103796714225
"H0Z90","2007-2009",15.18731,"50-54 ans",0.133688237682219
"H0Z90","2007-2009",14.52244,"55-59 ans",0.127835634516301
"H0Z90","2007-2009",1.35226,"60 ans ou plus",0.0119034415105873
"H0Z91","2007-2009",1.23731,"15-24 ans",0.0321862851063221
"H0Z91","2007-2009",5.87634,"25-29 ans",0.152861897682622
"H0Z91","2007-2009",4.11682,"30-34 ans",0.107091304726713
"H0Z91","2007-2009",4.08809,"35-39 ans",0.106343947984179
"H0Z91","2007-2009",6.77766,"40-44 ans",0.176308036881392
"H0Z91","2007-2009",5.4308,"45-49 ans",0.141272015222874
"H0Z91","2007-2009",5.86183,"50-54 ans",0.152484447409939
"H0Z91","2007-2009",4.5921,"55-59 ans",0.119454817173337
"H0Z91","2007-2009",0.4612,"60 ans ou plus",0.0119972478126223
"H0Z92","2007-2009",1.04583,"15-24 ans",0.014057795804074
"H0Z92","2007-2009",15.7896,"25-29 ans",0.212240012839569
"H0Z92","2007-2009",17.60284,"30-34 ans",0.236613149643619
"H0Z92","2007-2009",10.90642,"35-39 ans",0.146601479507634
"H0Z92","2007-2009",7.65184,"40-44 ans",0.102854196423363
"H0Z92","2007-2009",6.44542,"45-49 ans",0.0866377883895992
"H0Z92","2007-2009",7.68216,"50-54 ans",0.103261750584918
"H0Z92","2007-2009",6.05747,"55-59 ans",0.0814230576186417
"H0Z92","2007-2009",1.21344,"60 ans ou plus",0.0163107691885828
"J0Z20","2007-2009",79.30114,"15-24 ans",0.225965643742786
"J0Z20","2007-2009",50.49377,"25-29 ans",0.143880116263779
"J0Z20","2007-2009",39.51738,"30-34 ans",0.11260330192893
"J0Z20","2007-2009",46.27322,"35-39 ans",0.131853816292573
"J0Z20","2007-2009",51.96195,"40-44 ans",0.148063640470748
"J0Z20","2007-2009",32.71314,"45-49 ans",0.0932148735686258
"J0Z20","2007-2009",32.44994,"50-54 ans",0.0924648949752147
"J0Z20","2007-2009",14.20515,"55-59 ans",0.0404770456542345
"J0Z20","2007-2009",4.02766,"60 ans ou plus",0.0114766671031094
"J1Z40","2007-2009",28.0804,"15-24 ans",0.0733243420030473
"J1Z40","2007-2009",47.91701,"25-29 ans",0.125122264248495
"J1Z40","2007-2009",57.85835,"30-34 ans",0.151081375020727
"J1Z40","2007-2009",67.72586,"35-39 ans",0.176847698789565
"J1Z40","2007-2009",61.18488,"40-44 ans",0.159767705108738
"J1Z40","2007-2009",48.11344,"45-49 ans",0.125635187871366
"J1Z40","2007-2009",43.11292,"50-54 ans",0.112577687313216
"J1Z40","2007-2009",26.41082,"55-59 ans",0.0689646870507871
"J1Z40","2007-2009",2.55782,"60 ans ou plus",0.00667905259405972
"J1Z80","2007-2009",1.76914,"15-24 ans",0.023062706695699
"J1Z80","2007-2009",4.27332,"25-29 ans",0.0557074769531322
"J1Z80","2007-2009",9.67364,"30-34 ans",0.126106651819404
"J1Z80","2007-2009",15.58367,"35-39 ans",0.203150463192604
"J1Z80","2007-2009",13.59995,"40-44 ans",0.177290467643132
"J1Z80","2007-2009",13.06048,"45-49 ans",0.170257876451294
"J1Z80","2007-2009",10.86767,"50-54 ans",0.141672160301416
"J1Z80","2007-2009",7.22406,"55-59 ans",0.094173653262111
"J1Z80","2007-2009",0.65806,"60 ans ou plus",0.00857854368120762
"J3Z40","2007-2009",3.61172,"15-24 ans",0.0348449885606573
"J3Z40","2007-2009",11.11212,"25-29 ans",0.107207007820277
"J3Z40","2007-2009",11.16715,"30-34 ans",0.107737923760741
"J3Z40","2007-2009",14.29571,"35-39 ans",0.13792150316649
"J3Z40","2007-2009",18.26039,"40-44 ans",0.176171763221717
"J3Z40","2007-2009",15.14292,"45-49 ans",0.146095177415455
"J3Z40","2007-2009",14.47817,"50-54 ans",0.139681832486807
"J3Z40","2007-2009",10.66032,"55-59 ans",0.102848152252374
"J3Z40","2007-2009",4.92256,"60 ans ou plus",0.047491651315481
"J3Z41","2007-2009",2.45734,"15-24 ans",0.0241343929782857
"J3Z41","2007-2009",8.12407,"25-29 ans",0.0797893242136218
"J3Z41","2007-2009",11.2539,"30-34 ans",0.110528475969271
"J3Z41","2007-2009",15.69664,"35-39 ans",0.154162174627312
"J3Z41","2007-2009",17.57843,"40-44 ans",0.172643890369785
"J3Z41","2007-2009",17.48412,"45-49 ans",0.171717638975276
"J3Z41","2007-2009",11.55406,"50-54 ans",0.113476451990645
"J3Z41","2007-2009",12.59186,"55-59 ans",0.123669047656228
"J3Z41","2007-2009",5.07859,"60 ans ou plus",0.0498786032195756
"J3Z42","2007-2009",17.85972,"15-24 ans",0.0836782381678358
"J3Z42","2007-2009",27.73664,"25-29 ans",0.129954622351051
"J3Z42","2007-2009",24.00135,"30-34 ans",0.112453648861773
"J3Z42","2007-2009",32.13799,"35-39 ans",0.150576290191309
"J3Z42","2007-2009",35.42576,"40-44 ans",0.165980495917998
"J3Z42","2007-2009",27.61355,"45-49 ans",0.129377908139626
"J3Z42","2007-2009",24.79483,"50-54 ans",0.116171344795495
"J3Z42","2007-2009",16.76346,"55-59 ans",0.0785419255395375
"J3Z42","2007-2009",7.09997,"60 ans ou plus",0.033265526035374
"J3Z43","2007-2009",16.37764,"15-24 ans",0.0501536582872673
"J3Z43","2007-2009",28.31369,"25-29 ans",0.0867057239694863
"J3Z43","2007-2009",40.64074,"30-34 ans",0.124455158771452
"J3Z43","2007-2009",48.54359,"35-39 ans",0.148656254802109
"J3Z43","2007-2009",55.64963,"40-44 ans",0.170417259558328
"J3Z43","2007-2009",60.22939,"45-49 ans",0.184441973624439
"J3Z43","2007-2009",46.79949,"50-54 ans",0.143315253570013
"J3Z43","2007-2009",23.67367,"55-59 ans",0.0724964741919795
"J3Z43","2007-2009",6.32142,"60 ans ou plus",0.0193582432249272
"J3Z44","2007-2009",1.28471,"15-24 ans",0.0432455122232336
"J3Z44","2007-2009",5.86932,"25-29 ans",0.197571241604774
"J3Z44","2007-2009",9.12088,"30-34 ans",0.307024252575793
"J3Z44","2007-2009",4.80844,"35-39 ans",0.161860225883417
"J3Z44","2007-2009",3.51791,"40-44 ans",0.118418802613224
"J3Z44","2007-2009",3.3907,"45-49 ans",0.114136698784409
"J3Z44","2007-2009",1.37109,"50-54 ans",0.0461532091710606
"J3Z44","2007-2009",0.34431,"55-59 ans",0.0115900571440882
"J3Z44","2007-2009",0,"60 ans ou plus",0
"J4Z40","2007-2009",1.81608,"15-24 ans",0.078703426828539
"J4Z40","2007-2009",3.16334,"25-29 ans",0.137089609611796
"J4Z40","2007-2009",2.32728,"30-34 ans",0.100857292184002
"J4Z40","2007-2009",4.03102,"35-39 ans",0.174692242420145
"J4Z40","2007-2009",2.93142,"40-44 ans",0.1270388966751
"J4Z40","2007-2009",3.45973,"45-49 ans",0.14993425779784
"J4Z40","2007-2009",4.0353,"50-54 ans",0.17487772470442
"J4Z40","2007-2009",1.26681,"55-59 ans",0.0548997225566393
"J4Z40","2007-2009",0.044,"60 ans ou plus",0.00190682722151872
"J4Z60","2007-2009",0.77002,"15-24 ans",0.11914631561194
"J4Z60","2007-2009",0.65903,"25-29 ans",0.101972671330273
"J4Z60","2007-2009",1.5295,"30-34 ans",0.236661761679517
"J4Z60","2007-2009",0.65894,"35-39 ans",0.101958745499249
"J4Z60","2007-2009",1.3776,"40-44 ans",0.213158053540178
"J4Z60","2007-2009",1.13949,"45-49 ans",0.176314946594438
"J4Z60","2007-2009",0.29214,"50-54 ans",0.0452032475037948
"J4Z60","2007-2009",0.03609,"55-59 ans",0.00558425824061051
"J4Z60","2007-2009",0,"60 ans ou plus",0
"J4Z80","2007-2009",2.28168,"15-24 ans",0.0365435170684722
"J4Z80","2007-2009",7.74824,"25-29 ans",0.12409625394035
"J4Z80","2007-2009",7.54569,"30-34 ans",0.120852201583219
"J4Z80","2007-2009",12.07279,"35-39 ans",0.193358493491235
"J4Z80","2007-2009",7.88341,"40-44 ans",0.126261144372903
"J4Z80","2007-2009",11.09976,"45-49 ans",0.177774389491929
"J4Z80","2007-2009",10.3285,"50-54 ans",0.165421845325249
"J4Z80","2007-2009",2.94654,"55-59 ans",0.0471919527641632
"J4Z80","2007-2009",0.53073,"60 ans ou plus",0.0085002019624795
"J5Z60","2007-2009",2.74689,"15-24 ans",0.124934789796872
"J5Z60","2007-2009",3.70765,"25-29 ans",0.168632334527546
"J5Z60","2007-2009",3.67879,"30-34 ans",0.16731971624522
"J5Z60","2007-2009",3.59847,"35-39 ans",0.163666580401963
"J5Z60","2007-2009",2.69498,"40-44 ans",0.122573805214906
"J5Z60","2007-2009",1.29833,"45-49 ans",0.0590509942651407
"J5Z60","2007-2009",2.55138,"50-54 ans",0.116042551391553
"J5Z60","2007-2009",1.26028,"55-59 ans",0.057320393931028
"J5Z60","2007-2009",0.44982,"60 ans ou plus",0.0204588342257713
"J5Z61","2007-2009",4.94502,"15-24 ans",0.0878574870266375
"J5Z61","2007-2009",5.52636,"25-29 ans",0.098186074475842
"J5Z61","2007-2009",13.10421,"30-34 ans",0.23282068830244
"J5Z61","2007-2009",7.2469,"35-39 ans",0.128754670907972
"J5Z61","2007-2009",10.27509,"40-44 ans",0.182556104196249
"J5Z61","2007-2009",6.65403,"45-49 ans",0.118221231542007
"J5Z61","2007-2009",5.35557,"50-54 ans",0.0951516721459669
"J5Z61","2007-2009",2.00576,"55-59 ans",0.0356360607598247
"J5Z61","2007-2009",1.17162,"60 ans ou plus",0.0208160106430609
"J5Z62","2007-2009",4.71838,"15-24 ans",0.119346153116523
"J5Z62","2007-2009",5.21387,"25-29 ans",0.131879019356144
"J5Z62","2007-2009",8.49741,"30-34 ans",0.214932496948925
"J5Z62","2007-2009",5.73129,"35-39 ans",0.144966580456681
"J5Z62","2007-2009",6.52122,"40-44 ans",0.164946977697118
"J5Z62","2007-2009",3.13996,"45-49 ans",0.0794217818276095
"J5Z62","2007-2009",4.2719,"50-54 ans",0.108052940097761
"J5Z62","2007-2009",1.39081,"55-59 ans",0.0351789858417488
"J5Z62","2007-2009",0.05041,"60 ans ou plus",0.0012750646574892
"J5Z80","2007-2009",3.58833,"15-24 ans",0.0511557528035778
"J5Z80","2007-2009",10.12021,"25-29 ans",0.144275181234807
"J5Z80","2007-2009",12.91161,"30-34 ans",0.184069784400042
"J5Z80","2007-2009",10.30525,"35-39 ans",0.146913138306418
"J5Z80","2007-2009",6.96586,"40-44 ans",0.0993063102402317
"J5Z80","2007-2009",10.1382,"45-49 ans",0.144531649283436
"J5Z80","2007-2009",10.00324,"50-54 ans",0.142607639953645
"J5Z80","2007-2009",5.39642,"55-59 ans",0.0769321460245528
"J5Z80","2007-2009",0.71607,"60 ans ou plus",0.0102083977532886
"J6Z90","2007-2009",0.14231,"15-24 ans",0.00413124894585077
"J6Z90","2007-2009",1.5579,"25-29 ans",0.0452257236507688
"J6Z90","2007-2009",2.85824,"30-34 ans",0.0829744992410126
"J6Z90","2007-2009",5.51508,"35-39 ans",0.160102371135427
"J6Z90","2007-2009",7.03351,"40-44 ans",0.204182283557943
"J6Z90","2007-2009",6.73165,"45-49 ans",0.195419309720584
"J6Z90","2007-2009",6.17636,"50-54 ans",0.179299281422211
"J6Z90","2007-2009",4.04615,"55-59 ans",0.117459440111405
"J6Z90","2007-2009",0.38601,"60 ans ou plus",0.0112058422147977
"J6Z91","2007-2009",0,"15-24 ans",0
"J6Z91","2007-2009",1.55298,"25-29 ans",0.145738843515007
"J6Z91","2007-2009",0.70437,"30-34 ans",0.0661013465766884
"J6Z91","2007-2009",1.85361,"35-39 ans",0.173951356571142
"J6Z91","2007-2009",2.83652,"40-44 ans",0.266192188184773
"J6Z91","2007-2009",1.2721,"45-49 ans",0.119379762028771
"J6Z91","2007-2009",1.25522,"50-54 ans",0.117795664565485
"J6Z91","2007-2009",1.18111,"55-59 ans",0.110840838558133
"J6Z91","2007-2009",0,"60 ans ou plus",0
"J6Z92","2007-2009",0.49205,"15-24 ans",0.0142546956772393
"J6Z92","2007-2009",1.9298,"25-29 ans",0.0559063341488392
"J6Z92","2007-2009",5.92082,"30-34 ans",0.171526241763463
"J6Z92","2007-2009",5.3015,"35-39 ans",0.153584532329812
"J6Z92","2007-2009",9.14046,"40-44 ans",0.264799259526427
"J6Z92","2007-2009",4.81285,"45-49 ans",0.139428334702167
"J6Z92","2007-2009",4.07704,"50-54 ans",0.118111908269346
"J6Z92","2007-2009",2.25772,"55-59 ans",0.0654061813320123
"J6Z92","2007-2009",0.58621,"60 ans ou plus",0.0169825122506949
"K0Z20","2007-2009",8.43141,"15-24 ans",0.161500597241579
"K0Z20","2007-2009",7.31045,"25-29 ans",0.140029015444001
"K0Z20","2007-2009",3.66321,"30-34 ans",0.0701674574977761
"K0Z20","2007-2009",9.13896,"35-39 ans",0.175053460591633
"K0Z20","2007-2009",6.96952,"40-44 ans",0.133498625080162
"K0Z20","2007-2009",8.04398,"45-49 ans",0.154079516261137
"K0Z20","2007-2009",5.28114,"50-54 ans",0.101158319203596
"K0Z20","2007-2009",2.60436,"55-59 ans",0.0498855701990626
"K0Z20","2007-2009",0.76365,"60 ans ou plus",0.0146274384810526
"K0Z40","2007-2009",1.80033,"15-24 ans",0.0269519234382315
"K0Z40","2007-2009",6.55722,"25-29 ans",0.0981651649462265
"K0Z40","2007-2009",7.0866,"30-34 ans",0.10609027269299
"K0Z40","2007-2009",8.73045,"35-39 ans",0.130699605062021
"K0Z40","2007-2009",9.0655,"40-44 ans",0.135715486565956
