Fap3;Type_mmo;Annee;Taux;;;
B2Z;Taux de rotation;2011;20.18;;;
B3Z;Taux de rotation;2011;44.82;;;
B4Z;Taux de rotation;2011;25.51;;;
B5Z;Taux de rotation;2011;17.29;;;
B6Z;Taux de rotation;2011;13.67;;;
B7Z;Taux de rotation;2011;13.55;;;
C0Z;Taux de rotation;2011;27.26;;;
C1Z;Taux de rotation;2011;21.67;;;
C2Z;Taux de rotation;2011;8.39;;;
D0Z;Taux de rotation;2011;13.23;;;
D1Z;Taux de rotation;2011;12.31;;;
D2Z;Taux de rotation;2011;13.88;;;
D3Z;Taux de rotation;2011;13.81;;;
D4Z;Taux de rotation;2011;9.02;;;
D6Z;Taux de rotation;2011;5.78;;;
E0Z;Taux de rotation;2011;86.41;;;
E1Z;Taux de rotation;2011;31.83;;;
E2Z;Taux de rotation;2011;11.09;;;
Ensemble;Taux de rotation;2011;54.27;;;
F0Z;Taux de rotation;2011;28.32;;;
F1Z;Taux de rotation;2011;14.97;;;
F2Z;Taux de rotation;2011;14.52;;;
F3Z;Taux de rotation;2011;8.49;;;
F4Z;Taux de rotation;2011;27.61;;;
F5Z;Taux de rotation;2011;11.66;;;
G0A;Taux de rotation;2011;34.54;;;
G0B;Taux de rotation;2011;19.52;;;
G1Z;Taux de rotation;2011;12.1;;;
H0Z;Taux de rotation;2011;9.86;;;
J0Z;Taux de rotation;2011;38.48;;;
J1Z;Taux de rotation;2011;20.48;;;
J3Z;Taux de rotation;2011;30.51;;;
J4Z;Taux de rotation;2011;15.47;;;
J5Z;Taux de rotation;2011;26.44;;;
J6Z;Taux de rotation;2011;7.46;;;
K0Z;Taux de rotation;2011;124.76;;;
L0Z;Taux de rotation;2011;24.54;;;
L1Z;Taux de rotation;2011;17.13;;;
L2Z;Taux de rotation;2011;125.35;;;
L3Z;Taux de rotation;2011;14.1;;;
L4Z;Taux de rotation;2011;10.6;;;
L5Z;Taux de rotation;2011;15.38;;;
L6Z;Taux de rotation;2011;142.45;;;
M0Z;Taux de rotation;2011;47.97;;;
M1Z;Taux de rotation;2011;16.39;;;
M2Z;Taux de rotation;2011;20.48;;;
N0Z;Taux de rotation;2011;11.28;;;
P0Z;Taux de rotation;2011;3.1;;;
P1Z;Taux de rotation;2011;10.92;;;
P2Z;Taux de rotation;2011;3.7;;;
P3Z;Taux de rotation;2011;9.97;;;
P4Z;Taux de rotation;2011;7.43;;;
Q0Z;Taux de rotation;2011;15.83;;;
Q1Z;Taux de rotation;2011;12.65;;;
Q2Z;Taux de rotation;2011;3.81;;;
R0Z;Taux de rotation;2011;160.58;;;
R1Z;Taux de rotation;2011;60.02;;;
R2Z;Taux de rotation;2011;13.39;;;
R3Z;Taux de rotation;2011;27.03;;;
R4Z;Taux de rotation;2011;14.62;;;
S0Z;Taux de rotation;2011;30.67;;;
S1Z;Taux de rotation;2011;92.09;;;
S2Z;Taux de rotation;2011;137.39;;;
S3Z;Taux de rotation;2011;11.27;;;
T0Z;Taux de rotation;2011;26.66;;;
T1Z;Taux de rotation;2011;89.97;;;
T2A;Taux de rotation;2011;64.21;;;
T2B;Taux de rotation;2011;28.43;;;
T3Z;Taux de rotation;2011;88.81;;;
T4Z;Taux de rotation;2011;184.71;;;
T6Z;Taux de rotation;2011;905.25;;;
U0Z;Taux de rotation;2011;46.97;;;
U1Z;Taux de rotation;2011;315.71;;;
V0Z;Taux de rotation;2011;187.34;;;
V1Z;Taux de rotation;2011;148.74;;;
V2Z;Taux de rotation;2011;68.12;;;
V3Z;Taux de rotation;2011;28.05;;;
V4Z;Taux de rotation;2011;63.99;;;
V5Z;Taux de rotation;2011;162.94;;;
W0Z;Taux de rotation;2011;38.77;;;
W1Z;Taux de rotation;2011;72.41;;;
X0Z;Taux de rotation;2011;1.49;;;
ZZZ;Taux de rotation;2011;3897.31;;;
A0Z;Taux de rotation;2012;293.8;;;
A1Z;Taux de rotation;2012;242.41;;;
A2Z;Taux de rotation;2012;17.32;;;
A3Z;Taux de rotation;2012;66.6;;;
B0Z;Taux de rotation;2012;21.94;;;
B1Z;Taux de rotation;2012;27.42;;;
B2Z;Taux de rotation;2012;16.62;;;
B3Z;Taux de rotation;2012;42.99;;;
B4Z;Taux de rotation;2012;22.43;;;
B5Z;Taux de rotation;2012;13.02;;;
B6Z;Taux de rotation;2012;10.95;;;
B7Z;Taux de rotation;2012;11.87;;;
C0Z;Taux de rotation;2012;30.63;;;
C1Z;Taux de rotation;2012;22.05;;;
C2Z;Taux de rotation;2012;6.91;;;
D0Z;Taux de rotation;2012;10.51;;;
D1Z;Taux de rotation;2012;10.54;;;
D2Z;Taux de rotation;2012;16.42;;;
D3Z;Taux de rotation;2012;12.36;;;
D4Z;Taux de rotation;2012;10.58;;;
D6Z;Taux de rotation;2012;5.44;;;
E0Z;Taux de rotation;2012;77.41;;;
E1Z;Taux de rotation;2012;33.24;;;
E2Z;Taux de rotation;2012;9.73;;;
Ensemble;Taux de rotation;2012;57.62;;;
F0Z;Taux de rotation;2012;26.52;;;
F1Z;Taux de rotation;2012;17.48;;;
F2Z;Taux de rotation;2012;14.13;;;
F3Z;Taux de rotation;2012;6.11;;;
F4Z;Taux de rotation;2012;28.89;;;
F5Z;Taux de rotation;2012;12.98;;;
G0A;Taux de rotation;2012;35.91;;;
G0B;Taux de rotation;2012;19.99;;;
G1Z;Taux de rotation;2012;11.84;;;
H0Z;Taux de rotation;2012;9.5;;;
J0Z;Taux de rotation;2012;40.06;;;
J1Z;Taux de rotation;2012;18.48;;;
J3Z;Taux de rotation;2012;32.26;;;
J4Z;Taux de rotation;2012;15.51;;;
J5Z;Taux de rotation;2012;22.3;;;
J6Z;Taux de rotation;2012;7.89;;;
K0Z;Taux de rotation;2012;116.76;;;
L0Z;Taux de rotation;2012;24.77;;;
L1Z;Taux de rotation;2012;18.03;;;
L2Z;Taux de rotation;2012;139.66;;;
L3Z;Taux de rotation;2012;13.46;;;
L4Z;Taux de rotation;2012;9.91;;;
L5Z;Taux de rotation;2012;13.53;;;
L6Z;Taux de rotation;2012;133.92;;;
M0Z;Taux de rotation;2012;41.61;;;
M1Z;Taux de rotation;2012;15.43;;;
M2Z;Taux de rotation;2012;16.71;;;
N0Z;Taux de rotation;2012;10.12;;;
P0Z;Taux de rotation;2012;3.33;;;
P1Z;Taux de rotation;2012;13.2;;;
P2Z;Taux de rotation;2012;3.48;;;
P3Z;Taux de rotation;2012;13.88;;;
P4Z;Taux de rotation;2012;10.35;;;
Q0Z;Taux de rotation;2012;15.56;;;
Q1Z;Taux de rotation;2012;12.08;;;
Q2Z;Taux de rotation;2012;3.39;;;
R0Z;Taux de rotation;2012;152.68;;;
R1Z;Taux de rotation;2012;63.67;;;
R2Z;Taux de rotation;2012;11.56;;;
R3Z;Taux de rotation;2012;23.45;;;
R4Z;Taux de rotation;2012;13.17;;;
S0Z;Taux de rotation;2012;37.47;;;
S1Z;Taux de rotation;2012;93.49;;;
S2Z;Taux de rotation;2012;128.4;;;
S3Z;Taux de rotation;2012;8.92;;;
T0Z;Taux de rotation;2012;24.79;;;
T1Z;Taux de rotation;2012;73.05;;;
T2A;Taux de rotation;2012;66.28;;;
T2B;Taux de rotation;2012;30.77;;;
T3Z;Taux de rotation;2012;91.31;;;
T4Z;Taux de rotation;2012;184.96;;;
T6Z;Taux de rotation;2012;695.16;;;
U0Z;Taux de rotation;2012;45.84;;;
U1Z;Taux de rotation;2012;379.37;;;
V0Z;Taux de rotation;2012;199.54;;;
V1Z;Taux de rotation;2012;160.52;;;
V2Z;Taux de rotation;2012;64.64;;;
V3Z;Taux de rotation;2012;28.34;;;
V4Z;Taux de rotation;2012;65.16;;;
V5Z;Taux de rotation;2012;197.62;;;
W0Z;Taux de rotation;2012;40.82;;;
W1Z;Taux de rotation;2012;77.53;;;
X0Z;Taux de rotation;2012;1.14;;;
ZZZ;Taux de rotation;2012;5815.53;;;
A0Z;Taux de rotation;2013;254.67;;;
A1Z;Taux de rotation;2013;136.27;;;
A2Z;Taux de rotation;2013;13.02;;;
A3Z;Taux de rotation;2013;74.72;;;
B0Z;Taux de rotation;2013;24.55;;;
B1Z;Taux de rotation;2013;33.4;;;
B2Z;Taux de rotation;2013;17.43;;;
B3Z;Taux de rotation;2013;48.84;;;
B4Z;Taux de rotation;2013;25.32;;;
B5Z;Taux de rotation;2013;12.6;;;
B6Z;Taux de rotation;2013;11.78;;;
B7Z;Taux de rotation;2013;13.98;;;
C0Z;Taux de rotation;2013;33.29;;;
C1Z;Taux de rotation;2013;27.47;;;
C2Z;Taux de rotation;2013;6.14;;;
D0Z;Taux de rotation;2013;8.37;;;
D1Z;Taux de rotation;2013;10.62;;;
D2Z;Taux de rotation;2013;13.02;;;
D3Z;Taux de rotation;2013;10.92;;;
D4Z;Taux de rotation;2013;9.82;;;
D6Z;Taux de rotation;2013;4.73;;;
E0Z;Taux de rotation;2013;86.51;;;
E1Z;Taux de rotation;2013;31.54;;;
E2Z;Taux de rotation;2013;7.57;;;
Ensemble;Taux de rotation;2013;62.1;;;
F0Z;Taux de rotation;2013;31.43;;;
F1Z;Taux de rotation;2013;12.98;;;
F2Z;Taux de rotation;2013;15.78;;;
F3Z;Taux de rotation;2013;4.55;;;
F4Z;Taux de rotation;2013;27.48;;;
F5Z;Taux de rotation;2013;11.39;;;
G0A;Taux de rotation;2013;40.94;;;
G0B;Taux de rotation;2013;22.74;;;
G1Z;Taux de rotation;2013;12.48;;;
H0Z;Taux de rotation;2013;8.82;;;
J0Z;Taux de rotation;2013;39.12;;;
J1Z;Taux de rotation;2013;18.85;;;
J3Z;Taux de rotation;2013;32.93;;;
J4Z;Taux de rotation;2013;15.86;;;
J5Z;Taux de rotation;2013;28.49;;;
J6Z;Taux de rotation;2013;6.82;;;
K0Z;Taux de rotation;2013;137.54;;;
L0Z;Taux de rotation;2013;30.8;;;
L1Z;Taux de rotation;2013;21.22;;;
L2Z;Taux de rotation;2013;165.98;;;
L3Z;Taux de rotation;2013;13.45;;;
L4Z;Taux de rotation;2013;9.75;;;
L5Z;Taux de rotation;2013;13.95;;;
L6Z;Taux de rotation;2013;143.37;;;
M0Z;Taux de rotation;2013;42.38;;;
M1Z;Taux de rotation;2013;15.38;;;
M2Z;Taux de rotation;2013;15.95;;;
N0Z;Taux de rotation;2013;9.08;;;
P0Z;Taux de rotation;2013;4.08;;;
P1Z;Taux de rotation;2013;2.43;;;
P2Z;Taux de rotation;2013;3.85;;;
P3Z;Taux de rotation;2013;8.39;;;
P4Z;Taux de rotation;2013;67.35;;;
Q0Z;Taux de rotation;2013;19.42;;;
Q1Z;Taux de rotation;2013;14.04;;;
Q2Z;Taux de rotation;2013;3.83;;;
R0Z;Taux de rotation;2013;174.25;;;
R1Z;Taux de rotation;2013;65.15;;;
R2Z;Taux de rotation;2013;11.35;;;
R3Z;Taux de rotation;2013;40.6;;;
R4Z;Taux de rotation;2013;13.64;;;
S0Z;Taux de rotation;2013;37.33;;;
S1Z;Taux de rotation;2013;103.53;;;
S2Z;Taux de rotation;2013;151.71;;;
S3Z;Taux de rotation;2013;11.51;;;
T0Z;Taux de rotation;2013;29.17;;;
T1Z;Taux de rotation;2013;39.82;;;
T2A;Taux de rotation;2013;60.61;;;
T2B;Taux de rotation;2013;6;;;
T3Z;Taux de rotation;2013;96.68;;;
T4Z;Taux de rotation;2013;204.17;;;
T6Z;Taux de rotation;2013;1037.87;;;
U0Z;Taux de rotation;2013;44.45;;;
U1Z;Taux de rotation;2013;574.59;;;
V0Z;Taux de rotation;2013;229.54;;;
V1Z;Taux de rotation;2013;180.67;;;
V2Z;Taux de rotation;2013;62;;;
V3Z;Taux de rotation;2013;27.02;;;
V4Z;Taux de rotation;2013;70;;;
V5Z;Taux de rotation;2013;197.13;;;
W0Z;Taux de rotation;2013;43.25;;;
W1Z;Taux de rotation;2013;121.41;;;
X0Z;Taux de rotation;2013;2.71;;;
ZZZ;Taux de rotation;2013;2153.27;;;
A0Z;Taux de rotation;2014;142.77;;;
A1Z;Taux de rotation;2014;139.97;;;
A2Z;Taux de rotation;2014;12.12;;;
A3Z;Taux de rotation;2014;53.11;;;
B0Z;Taux de rotation;2014;23.43;;;
B1Z;Taux de rotation;2014;27.28;;;
B2Z;Taux de rotation;2014;15.14;;;
B3Z;Taux de rotation;2014;47.9;;;
B4Z;Taux de rotation;2014;21.65;;;
B5Z;Taux de rotation;2014;13.34;;;
B6Z;Taux de rotation;2014;9.95;;;
B7Z;Taux de rotation;2014;11.12;;;
C0Z;Taux de rotation;2014;31.11;;;
C1Z;Taux de rotation;2014;23.24;;;
C2Z;Taux de rotation;2014;6.64;;;
D0Z;Taux de rotation;2014;10.69;;;
D1Z;Taux de rotation;2014;9.74;;;
D2Z;Taux de rotation;2014;14.02;;;
D3Z;Taux de rotation;2014;10.72;;;
D4Z;Taux de rotation;2014;9.34;;;
D6Z;Taux de rotation;2014;4.92;;;
E0Z;Taux de rotation;2014;83.35;;;
E1Z;Taux de rotation;2014;30.41;;;
E2Z;Taux de rotation;2014;7.18;;;
Ensemble;Taux de rotation;2014;62;;;
F0Z;Taux de rotation;2014;30.9;;;
F1Z;Taux de rotation;2014;13.5;;;
F2Z;Taux de rotation;2014;12.18;;;
F3Z;Taux de rotation;2014;4.62;;;
F4Z;Taux de rotation;2014;33.37;;;
F5Z;Taux de rotation;2014;8.89;;;
G0A;Taux de rotation;2014;44.1;;;
G0B;Taux de rotation;2014;23.17;;;
G1Z;Taux de rotation;2014;15.01;;;
H0Z;Taux de rotation;2014;8.28;;;
J0Z;Taux de rotation;2014;40.92;;;
J1Z;Taux de rotation;2014;18.01;;;
J3Z;Taux de rotation;2014;32.11;;;
J4Z;Taux de rotation;2014;18.43;;;
J5Z;Taux de rotation;2014;27.91;;;
J6Z;Taux de rotation;2014;16.31;;;
K0Z;Taux de rotation;2014;133.46;;;
L0Z;Taux de rotation;2014;22.28;;;
L1Z;Taux de rotation;2014;20.45;;;
L2Z;Taux de rotation;2014;151.83;;;
L3Z;Taux de rotation;2014;14.32;;;
L4Z;Taux de rotation;2014;9.87;;;
L5Z;Taux de rotation;2014;15.36;;;
L6Z;Taux de rotation;2014;108.2;;;
M0Z;Taux de rotation;2014;43.96;;;
M1Z;Taux de rotation;2014;13.78;;;
M2Z;Taux de rotation;2014;16.4;;;
N0Z;Taux de rotation;2014;9.4;;;
P0Z;Taux de rotation;2014;3.9;;;
P1Z;Taux de rotation;2014;0.83;;;
P2Z;Taux de rotation;2014;3.36;;;
P3Z;Taux de rotation;2014;12.36;;;
P4Z;Taux de rotation;2014;4.08;;;
Q0Z;Taux de rotation;2014;17.58;;;
Q1Z;Taux de rotation;2014;15.34;;;
Q2Z;Taux de rotation;2014;4.49;;;
R0Z;Taux de rotation;2014;185.8;;;
R1Z;Taux de rotation;2014;64.57;;;
R2Z;Taux de rotation;2014;11.65;;;
R3Z;Taux de rotation;2014;42.37;;;
R4Z;Taux de rotation;2014;13.97;;;
S0Z;Taux de rotation;2014;30.21;;;
S1Z;Taux de rotation;2014;101.39;;;
S2Z;Taux de rotation;2014;162.25;;;
S3Z;Taux de rotation;2014;13.02;;;
T0Z;Taux de rotation;2014;26.21;;;
T1Z;Taux de rotation;2014;66.04;;;
T2A;Taux de rotation;2014;52.74;;;
T2B;Taux de rotation;2014;3.85;;;
T3Z;Taux de rotation;2014;90.15;;;
T4Z;Taux de rotation;2014;197.86;;;
T6Z;Taux de rotation;2014;1179.34;;;
U0Z;Taux de rotation;2014;46.93;;;
U1Z;Taux de rotation;2014;633.77;;;
V0Z;Taux de rotation;2014;251.21;;;
V1Z;Taux de rotation;2014;188.94;;;
V2Z;Taux de rotation;2014;65.53;;;
V3Z;Taux de rotation;2014;30;;;
V4Z;Taux de rotation;2014;71.65;;;
V5Z;Taux de rotation;2014;173.54;;;
W0Z;Taux de rotation;2014;48.64;;;
W1Z;Taux de rotation;2014;109.36;;;
X0Z;Taux de rotation;2014;1.79;;;
ZZZ;Taux de rotation;2014;1061.51;;;
