"Fap","statut","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"B6Z70","Intérimaires","2003-2005",8.61248297429359,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","Apprentis","2017-2019",0,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","Contrats à durée déterminée","2017-2019",7.97369102698587,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","Contrats ou emplois à durée indéterminée","2017-2019",87.8914182431204,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","Intérimaires","2017-2019",4.13489072989369,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"S","Apprentis","1982-1984",8.21874519313221,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Contrats à durée déterminée","1982-1984",4.68006729215068,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Contrats ou emplois à durée indéterminée","1982-1984",51.0330488401855,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Intérimaires","1982-1984",0.295952689564223,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Non-salariés, chefs d'entreprise","1982-1984",35.7721859849674,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Apprentis","2017-2019",4.67738124826165,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Contrats à durée déterminée","2017-2019",11.737841805696,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Contrats ou emplois à durée indéterminée","2017-2019",65.3141375140786,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Intérimaires","2017-2019",1.82595165775252,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Non-salariés, chefs d'entreprise","2017-2019",16.4446877742112,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"E","Apprentis","1982-1984",0.100843502459618,"Industries de process","E","Industries de process",NA,NA
"E","Contrats à durée déterminée","1982-1984",3.5908174581944,"Industries de process","E","Industries de process",NA,NA
"E","Contrats ou emplois à durée indéterminée","1982-1984",95.2410220436938,"Industries de process","E","Industries de process",NA,NA
"E","Intérimaires","1982-1984",1.06731699565217,"Industries de process","E","Industries de process",NA,NA
"E","Non-salariés, chefs d'entreprise","1982-1984",NA,"Industries de process","E","Industries de process",NA,NA
"E","Apprentis","2017-2019",1.02175316531948,"Industries de process","E","Industries de process",NA,NA
"E","Contrats à durée déterminée","2017-2019",7.45275069344993,"Industries de process","E","Industries de process",NA,NA
"E","Contrats ou emplois à durée indéterminée","2017-2019",80.856004840392,"Industries de process","E","Industries de process",NA,NA
"E","Intérimaires","2017-2019",10.6694913008386,"Industries de process","E","Industries de process",NA,NA
"E","Non-salariés, chefs d'entreprise","2017-2019",NA,"Industries de process","E","Industries de process",NA,NA
"V1Z80","Apprentis","2003-2005",0.184327426604518,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Contrats à durée déterminée","2003-2005",4.60523025926551,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Contrats ou emplois à durée indéterminée","2003-2005",83.1917596542602,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Intérimaires","2003-2005",0.664060590539532,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Non-salariés, chefs d'entreprise","2003-2005",11.3546220693302,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Apprentis","2017-2019",0.0429900148506112,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Contrats à durée déterminée","2017-2019",7.9512843190163,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Contrats ou emplois à durée indéterminée","2017-2019",74.6980892136068,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Intérimaires","2017-2019",0.812989378518223,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Non-salariés, chefs d'entreprise","2017-2019",16.4946470740081,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Apprentis","1982-1984",0,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Contrats à durée déterminée","1982-1984",4.43931984720133,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Contrats ou emplois à durée indéterminée","1982-1984",87.6144349415765,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Intérimaires","1982-1984",0.300466443864801,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Non-salariés, chefs d'entreprise","1982-1984",7.64577876735735,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Apprentis","2017-2019",0.0413320365286441,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Contrats à durée déterminée","2017-2019",8.31068252885741,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Contrats ou emplois à durée indéterminée","2017-2019",74.111876738475,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Intérimaires","2017-2019",0.781635149629105,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Non-salariés, chefs d'entreprise","2017-2019",16.7544735465099,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"M","Apprentis","1982-1984",0,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Contrats à durée déterminée","1982-1984",4.20421940989313,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Contrats ou emplois à durée indéterminée","1982-1984",94.7998319281534,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Intérimaires","1982-1984",0.995948661953518,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Non-salariés, chefs d'entreprise","1982-1984",NA,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Apprentis","2017-2019",2.67073097363736,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Contrats à durée déterminée","2017-2019",3.95017259460662,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Contrats ou emplois à durée indéterminée","2017-2019",91.878687452488,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Intérimaires","2017-2019",1.50040897926803,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Non-salariés, chefs d'entreprise","2017-2019",NA,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M2Z","Apprentis","1982-1984",0,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Contrats à durée déterminée","1982-1984",1.38691961568483,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Contrats ou emplois à durée indéterminée","1982-1984",98.2297621801246,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Intérimaires","1982-1984",0.383318204190551,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Apprentis","2017-2019",0.654477559832174,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Contrats à durée déterminée","2017-2019",1.71785047986947,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Contrats ou emplois à durée indéterminée","2017-2019",97.4375459516109,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Intérimaires","2017-2019",0.190126008687464,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z92","Apprentis","2003-2005",0.691938047778044,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Contrats à durée déterminée","2003-2005",4.57581823046745,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Contrats ou emplois à durée indéterminée","2003-2005",93.3662283988192,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Intérimaires","2003-2005",1.3660153229353,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Apprentis","2017-2019",1.12955054511289,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Contrats à durée déterminée","2017-2019",6.18111201969855,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Contrats ou emplois à durée indéterminée","2017-2019",92.1340874142294,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Intérimaires","2017-2019",0.555250020959207,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"B7Z91","Apprentis","2003-2005",0.732938654409267,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Contrats à durée déterminée","2003-2005",1.64024874280542,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Contrats ou emplois à durée indéterminée","2003-2005",97.306031719024,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Intérimaires","2003-2005",0.320780883761344,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Apprentis","2017-2019",1.69808916927125,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Contrats à durée déterminée","2017-2019",1.86269901195583,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Contrats ou emplois à durée indéterminée","2017-2019",96.2898808881481,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Intérimaires","2017-2019",0.149330930624858,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"M2Z91","Apprentis","2003-2005",0,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Contrats à durée déterminée","2003-2005",0.326747255633859,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Contrats ou emplois à durée indéterminée","2003-2005",99.6732527443661,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Intérimaires","2003-2005",NA,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Apprentis","2017-2019",2.60658680069556,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Contrats à durée déterminée","2017-2019",2.4880380265301,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Contrats ou emplois à durée indéterminée","2017-2019",94.9053751727744,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Intérimaires","2017-2019",NA,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"N0Z90","Apprentis","2003-2005",0.58645669931053,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Contrats à durée déterminée","2003-2005",3.24076173241187,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Contrats ou emplois à durée indéterminée","2003-2005",84.061916492796,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Intérimaires","2003-2005",0.213932278871763,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Non-salariés, chefs d'entreprise","2003-2005",11.8969327966098,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Apprentis","2017-2019",1.76140734783666,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Contrats à durée déterminée","2017-2019",2.80447525630194,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Contrats ou emplois à durée indéterminée","2017-2019",77.2282902764546,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Intérimaires","2017-2019",0.447231283246712,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Non-salariés, chefs d'entreprise","2017-2019",17.7585958361601,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"M2Z90","Apprentis","2003-2005",0.228739435504966,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Contrats à durée déterminée","2003-2005",2.16140117756339,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Contrats ou emplois à durée indéterminée","2003-2005",97.5216419754059,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Intérimaires","2003-2005",0.0882174115257133,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Apprentis","2017-2019",0.579638172954653,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Contrats à durée déterminée","2017-2019",1.74676296144174,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Contrats ou emplois à durée indéterminée","2017-2019",97.4964826310048,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Intérimaires","2017-2019",0.177116234598803,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z90","Apprentis","2003-2005",0.0457839801214009,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Contrats à durée déterminée","2003-2005",2.45517063655533,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Contrats ou emplois à durée indéterminée","2003-2005",97.2810918181356,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Intérimaires","2003-2005",0.217953565187622,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Apprentis","2017-2019",0.794535719621876,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Contrats à durée déterminée","2017-2019",1.62562903673765,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Contrats ou emplois à durée indéterminée","2017-2019",97.5798352436405,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Intérimaires","2017-2019",0,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H","Apprentis","1982-1984",0,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Contrats à durée déterminée","1982-1984",1.97220314435504,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Contrats ou emplois à durée indéterminée","1982-1984",98.027796855645,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Intérimaires","1982-1984",0,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Non-salariés, chefs d'entreprise","1982-1984",NA,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Apprentis","2017-2019",1.09948910228974,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Contrats à durée déterminée","2017-2019",3.55701015817514,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Contrats ou emplois à durée indéterminée","2017-2019",95.149970005426,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Intérimaires","2017-2019",0.193530734109162,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"J6Z92","Apprentis","2003-2005",0,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Contrats à durée déterminée","2003-2005",1.96799043423883,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Contrats ou emplois à durée indéterminée","2003-2005",98.0320095657612,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Intérimaires","2003-2005",0,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Apprentis","2017-2019",0.82310185400519,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Contrats à durée déterminée","2017-2019",2.60666861787336,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Contrats ou emplois à durée indéterminée","2017-2019",96.2567704062741,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Intérimaires","2017-2019",0.313459121847307,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"M2Z92","Apprentis","2003-2005",0.833959855586621,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Contrats à durée déterminée","2003-2005",1.87682572500372,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Contrats ou emplois à durée indéterminée","2003-2005",97.2892144194097,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Intérimaires","2003-2005",0,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Apprentis","2017-2019",0.124467790895436,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Contrats à durée déterminée","2017-2019",0.767639699197319,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Contrats ou emplois à durée indéterminée","2017-2019",98.6087296369469,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Intérimaires","2017-2019",0.499162872960383,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"R4Z91","Apprentis","2003-2005",0.610235463045438,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Contrats à durée déterminée","2003-2005",1.0031569359274,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Contrats ou emplois à durée indéterminée","2003-2005",98.0013168583399,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Intérimaires","2003-2005",0.385290742687247,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
