"Fap","statut","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"L5Z","Contrats à durée déterminée","2017-2019",2.40278568701715,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Contrats ou emplois à durée indéterminée","2017-2019",87.1499348760346,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Intérimaires","2017-2019",0.255779875085469,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Non-salariés, chefs d'entreprise","2017-2019",9.96247864140468,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"J6Z90","Apprentis","2003-2005",0,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Contrats à durée déterminée","2003-2005",0.238954500753359,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Contrats ou emplois à durée indéterminée","2003-2005",99.7610454992466,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Intérimaires","2003-2005",0,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Non-salariés, chefs d'entreprise","2003-2005",NA,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Apprentis","2017-2019",0.405196398239027,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Contrats à durée déterminée","2017-2019",0.657130741294814,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Contrats ou emplois à durée indéterminée","2017-2019",98.9376728604662,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Intérimaires","2017-2019",0,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Non-salariés, chefs d'entreprise","2017-2019",NA,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Apprentis","1982-1984",0,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Contrats à durée déterminée","1982-1984",2.27919338535516,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Contrats ou emplois à durée indéterminée","1982-1984",97.3139308200812,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Intérimaires","1982-1984",0.406875794563651,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Apprentis","2017-2019",0.541688631862762,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Contrats à durée déterminée","2017-2019",1.94313365901133,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Contrats ou emplois à durée indéterminée","2017-2019",97.2454919969446,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Intérimaires","2017-2019",0.269685712181311,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"L6Z90","Apprentis","2003-2005",0,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Contrats à durée déterminée","2003-2005",0.710172855413915,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Contrats ou emplois à durée indéterminée","2003-2005",59.6414203786655,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Intérimaires","2003-2005",NA,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Non-salariés, chefs d'entreprise","2003-2005",39.6484067659206,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Apprentis","2017-2019",0,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Contrats à durée déterminée","2017-2019",0,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Contrats ou emplois à durée indéterminée","2017-2019",47.1527622189074,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Intérimaires","2017-2019",NA,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Non-salariés, chefs d'entreprise","2017-2019",52.8472377810926,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"B7Z","Apprentis","1982-1984",0,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Contrats à durée déterminée","1982-1984",1.75766963955034,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Contrats ou emplois à durée indéterminée","1982-1984",72.6104147341067,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Intérimaires","1982-1984",0.122919429912595,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Non-salariés, chefs d'entreprise","1982-1984",25.5089961964304,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Apprentis","2017-2019",1.25698802525688,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Contrats à durée déterminée","2017-2019",3.07391412378325,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Contrats ou emplois à durée indéterminée","2017-2019",77.1525373735683,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Intérimaires","2017-2019",0.236779295573953,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Non-salariés, chefs d'entreprise","2017-2019",18.2797811818176,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"A3Z90","Apprentis","2003-2005",NA,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Contrats à durée déterminée","2003-2005",6.51871349098813,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Contrats ou emplois à durée indéterminée","2003-2005",93.4812865090119,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Intérimaires","2003-2005",NA,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Non-salariés, chefs d'entreprise","2003-2005",NA,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Apprentis","2017-2019",NA,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Contrats à durée déterminée","2017-2019",36.4953311602519,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Contrats ou emplois à durée indéterminée","2017-2019",63.5046688397481,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Intérimaires","2017-2019",NA,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Non-salariés, chefs d'entreprise","2017-2019",NA,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"U0Z91","Apprentis","2003-2005",NA,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Contrats à durée déterminée","2003-2005",19.4852001401855,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Contrats ou emplois à durée indéterminée","2003-2005",77.1260593428633,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Intérimaires","2003-2005",3.38874051695122,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Apprentis","2017-2019",NA,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Contrats à durée déterminée","2017-2019",5.40730518892105,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Contrats ou emplois à durée indéterminée","2017-2019",94.5926948110789,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Intérimaires","2017-2019",0,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Non-salariés, chefs d'entreprise","2017-2019",NA,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"P4Z80","Apprentis","2003-2005",0,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Contrats à durée déterminée","2003-2005",3.4803369834035,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Contrats ou emplois à durée indéterminée","2003-2005",96.4469651476818,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Intérimaires","2003-2005",0.0726978689146811,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Non-salariés, chefs d'entreprise","2003-2005",NA,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Apprentis","2017-2019",0.397997151708938,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Contrats à durée déterminée","2017-2019",0.969453153322129,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Contrats ou emplois à durée indéterminée","2017-2019",98.4104764029983,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Intérimaires","2017-2019",0.222073291970592,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Non-salariés, chefs d'entreprise","2017-2019",NA,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"H0Z91","Apprentis","2003-2005",1.20676058801665,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Contrats à durée déterminée","2003-2005",6.06826182337636,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Contrats ou emplois à durée indéterminée","2003-2005",92.724977588607,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Intérimaires","2003-2005",0,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Apprentis","2017-2019",1.64483458599684,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Contrats à durée déterminée","2017-2019",3.17803259005787,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Contrats ou emplois à durée indéterminée","2017-2019",95.1771328239453,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Intérimaires","2017-2019",0,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Non-salariés, chefs d'entreprise","2017-2019",NA,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"R0Z61","Apprentis","2003-2005",0.214111846001184,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Contrats à durée déterminée","2003-2005",16.3895525068297,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Contrats ou emplois à durée indéterminée","2003-2005",82.17607403792,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Intérimaires","2003-2005",1.22026160924902,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Non-salariés, chefs d'entreprise","2003-2005",NA,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Apprentis","2017-2019",0.101303084079446,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Contrats à durée déterminée","2017-2019",13.7026176675673,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Contrats ou emplois à durée indéterminée","2017-2019",84.6116154750478,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Intérimaires","2017-2019",1.58446377330551,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","Non-salariés, chefs d'entreprise","2017-2019",NA,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Apprentis","1982-1984",0.178091205109722,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Contrats à durée déterminée","1982-1984",6.52249569931801,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Contrats ou emplois à durée indéterminée","1982-1984",92.8039595363975,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Intérimaires","1982-1984",0.495453559174795,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Apprentis","2017-2019",0.779646381112822,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Contrats à durée déterminée","2017-2019",12.4995470448551,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Contrats ou emplois à durée indéterminée","2017-2019",84.5892307874775,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Intérimaires","2017-2019",2.13157578655456,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"G0B40","Apprentis","2003-2005",2.31977502196521,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Contrats à durée déterminée","2003-2005",1.53436467112115,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Contrats ou emplois à durée indéterminée","2003-2005",80.7371490796096,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Intérimaires","2003-2005",1.11469062693291,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Non-salariés, chefs d'entreprise","2003-2005",14.2940206003711,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Apprentis","2017-2019",3.45506855132846,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Contrats à durée déterminée","2017-2019",1.82937079849075,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Contrats ou emplois à durée indéterminée","2017-2019",78.0286749626915,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Intérimaires","2017-2019",0.608930056606704,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","Non-salariés, chefs d'entreprise","2017-2019",16.0779556308826,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"S0Z41","Apprentis","2003-2005",0,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Contrats à durée déterminée","2003-2005",1.91525908181459,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Contrats ou emplois à durée indéterminée","2003-2005",60.2422180179935,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Intérimaires","2003-2005",0,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Non-salariés, chefs d'entreprise","2003-2005",37.8425229001919,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Apprentis","2017-2019",0,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Contrats à durée déterminée","2017-2019",6.11853395956358,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Contrats ou emplois à durée indéterminée","2017-2019",54.9107330891413,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Intérimaires","2017-2019",1.97319197459341,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","Non-salariés, chefs d'entreprise","2017-2019",36.9975409767017,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B2Z43","Apprentis","2003-2005",0.723268720424815,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Contrats à durée déterminée","2003-2005",2.96755812166811,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Contrats ou emplois à durée indéterminée","2003-2005",95.3975608041065,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Intérimaires","2003-2005",0.911612353800599,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Non-salariés, chefs d'entreprise","2003-2005",NA,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Apprentis","2017-2019",2.44295448807666,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Contrats à durée déterminée","2017-2019",5.16125229242701,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Contrats ou emplois à durée indéterminée","2017-2019",87.2147627451961,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Intérimaires","2017-2019",5.18103047430019,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","Non-salariés, chefs d'entreprise","2017-2019",NA,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Apprentis","2003-2005",0,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Contrats à durée déterminée","2003-2005",4.0535124958691,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Contrats ou emplois à durée indéterminée","2003-2005",90.4015904513107,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Intérimaires","2003-2005",5.54489705282015,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Non-salariés, chefs d'entreprise","2003-2005",NA,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Apprentis","2017-2019",5.08619231660643,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Contrats à durée déterminée","2017-2019",1.26281766190813,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Contrats ou emplois à durée indéterminée","2017-2019",88.2495630876393,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Intérimaires","2017-2019",5.40142693384614,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","Non-salariés, chefs d'entreprise","2017-2019",NA,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"D2Z40","Apprentis","2003-2005",0.290033661488572,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Contrats à durée déterminée","2003-2005",1.50356775494747,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Contrats ou emplois à durée indéterminée","2003-2005",74.4182754699764,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Intérimaires","2003-2005",5.11955864165442,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Non-salariés, chefs d'entreprise","2003-2005",18.6685644719331,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Apprentis","2017-2019",1.51273918056637,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Contrats à durée déterminée","2017-2019",3.40791430632798,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Contrats ou emplois à durée indéterminée","2017-2019",67.3121640294222,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Intérimaires","2017-2019",5.78555307327069,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","Non-salariés, chefs d'entreprise","2017-2019",21.9816294104128,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"S1Z80","Apprentis","2003-2005",0,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Contrats à durée déterminée","2003-2005",7.38081095359449,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Contrats ou emplois à durée indéterminée","2003-2005",92.6191890464055,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Intérimaires","2003-2005",0,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Non-salariés, chefs d'entreprise","2003-2005",NA,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Apprentis","2017-2019",0,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
