"fap","Non_immigres","Immigrés","lieu_naissance","effectif","pourcentage","pourcentage_immigres","pourcentage_emploi","id"
"G0B",158100,15500,"Total Amerique, Oceanie",500,0.00108318890814558,3.2258064516129,0.288018433179724,"Total Amerique, Oceanie"
"G1Z",475400,37700,"Total Amerique, Oceanie",1600,0.00346620450606586,4.24403183023873,0.311830052621321,"Total Amerique, Oceanie"
"H",318400,29500,"Total Amerique, Oceanie",1900,0.00411611785095321,6.44067796610169,0.546133946536361,"Total Amerique, Oceanie"
"H0Z",318400,29500,"Total Amerique, Oceanie",1900,0.00411611785095321,6.44067796610169,0.546133946536361,"Total Amerique, Oceanie"
"J",1703900,216300,"Total Amerique, Oceanie",8600,0.018630849220104,3.97595931576514,0.447870013540256,"Total Amerique, Oceanie"
"J0Z",316300,48700,"Total Amerique, Oceanie",1600,0.00346620450606586,3.28542094455852,0.438356164383562,"Total Amerique, Oceanie"
"J1Z",362100,42000,"Total Amerique, Oceanie",1400,0.00303292894280763,3.33333333333333,0.346448898787429,"Total Amerique, Oceanie"
"J3Z",698800,95200,"Total Amerique, Oceanie",3600,0.00779896013864818,3.78151260504202,0.453400503778338,"Total Amerique, Oceanie"
"J4Z",83900,6200,"Total Amerique, Oceanie",200,0.000433275563258232,3.2258064516129,0.221975582685905,"Total Amerique, Oceanie"
"J5Z",168000,18400,"Total Amerique, Oceanie",1300,0.00281629116117851,7.06521739130435,0.697424892703863,"Total Amerique, Oceanie"
"J6Z",74700,5600,"Total Amerique, Oceanie",400,0.000866551126516464,7.14285714285714,0.49813200498132,"Total Amerique, Oceanie"
"K",128400,18400,"Total Amerique, Oceanie",1000,0.00216637781629116,5.43478260869565,0.681198910081744,"Total Amerique, Oceanie"
"K0Z",128400,18400,"Total Amerique, Oceanie",1000,0.00216637781629116,5.43478260869565,0.681198910081744,"Total Amerique, Oceanie"
"L",2582800,224400,"Total Amerique, Oceanie",15100,0.0327123050259965,6.72905525846702,0.537902536335138,"Total Amerique, Oceanie"
"L0Z",335700,21300,"Total Amerique, Oceanie",1200,0.00259965337954939,5.63380281690141,0.336134453781513,"Total Amerique, Oceanie"
"L1Z",259900,18300,"Total Amerique, Oceanie",900,0.00194974003466205,4.91803278688525,0.323508267433501,"Total Amerique, Oceanie"
"L2Z",454300,48300,"Total Amerique, Oceanie",3300,0.00714904679376083,6.83229813664596,0.65658575407879,"Total Amerique, Oceanie"
"L3Z",135600,10700,"Total Amerique, Oceanie",700,0.00151646447140381,6.54205607476635,0.478468899521531,"Total Amerique, Oceanie"
"L4Z",490200,40700,"Total Amerique, Oceanie",2700,0.00584922010398614,6.63390663390663,0.508570352232059,"Total Amerique, Oceanie"
"L5Z",726400,67800,"Total Amerique, Oceanie",5400,0.0116984402079723,7.9646017699115,0.679929488793755,"Total Amerique, Oceanie"
"L6Z",180700,17400,"Total Amerique, Oceanie",1000,0.00216637781629116,5.74712643678161,0.504795557799091,"Total Amerique, Oceanie"
"M",474900,67900,"Total Amerique, Oceanie",3800,0.00823223570190641,5.59646539027982,0.700073691967576,"Total Amerique, Oceanie"
"M0Z",23500,2900,"Total Amerique, Oceanie",200,0.000433275563258232,6.89655172413793,0.757575757575758,"Total Amerique, Oceanie"
"M1Z",140700,14300,"Total Amerique, Oceanie",900,0.00194974003466205,6.29370629370629,0.580645161290323,"Total Amerique, Oceanie"
"M2Z",310700,50700,"Total Amerique, Oceanie",2800,0.00606585788561525,5.52268244575937,0.774764803541782,"Total Amerique, Oceanie"
"N",314100,48700,"Total Amerique, Oceanie",4700,0.0101819757365685,9.65092402464066,1.2954796030871,"Total Amerique, Oceanie"
"N0Z",314100,48700,"Total Amerique, Oceanie",4700,0.0101819757365685,9.65092402464066,1.2954796030871,"Total Amerique, Oceanie"
"P",2241000,112600,"Total Amerique, Oceanie",7500,0.0162478336221837,6.6607460035524,0.318660774983005,"Total Amerique, Oceanie"
"P0Z",769300,43100,"Total Amerique, Oceanie",2300,0.00498266897746967,5.33642691415313,0.283111767602166,"Total Amerique, Oceanie"
"P1Z",473600,20300,"Total Amerique, Oceanie",1100,0.00238301559792028,5.41871921182266,0.22271714922049,"Total Amerique, Oceanie"
"P2Z",502000,27600,"Total Amerique, Oceanie",2100,0.00454939341421144,7.60869565217391,0.396525679758308,"Total Amerique, Oceanie"
"P3Z",93300,5600,"Total Amerique, Oceanie",600,0.0012998266897747,10.7142857142857,0.606673407482305,"Total Amerique, Oceanie"
"P4Z",402800,16100,"Total Amerique, Oceanie",1400,0.00303292894280763,8.69565217391304,0.334208641680592,"Total Amerique, Oceanie"
"Q",693400,45000,"Total Amerique, Oceanie",2300,0.00498266897746967,5.11111111111111,0.31148429035753,"Total Amerique, Oceanie"
"Q0Z",234300,13900,"Total Amerique, Oceanie",700,0.00151646447140381,5.03597122302158,0.282030620467365,"Total Amerique, Oceanie"
"Q1Z",217600,12600,"Total Amerique, Oceanie",600,0.0012998266897747,4.76190476190476,0.260642919200695,"Total Amerique, Oceanie"
"Q2Z",241500,18500,"Total Amerique, Oceanie",1000,0.00216637781629116,5.40540540540541,0.384615384615385,"Total Amerique, Oceanie"
"R",2533400,237900,"Total Amerique, Oceanie",13100,0.0283795493934142,5.50651534258092,0.47270234186122,"Total Amerique, Oceanie"
"R0Z",293000,35300,"Total Amerique, Oceanie",1600,0.00346620450606586,4.53257790368272,0.487359122753579,"Total Amerique, Oceanie"
"R1Z",755000,73500,"Total Amerique, Oceanie",3900,0.00844887348353553,5.30612244897959,0.470730235365118,"Total Amerique, Oceanie"
"R2Z",577600,38900,"Total Amerique, Oceanie",2300,0.00498266897746967,5.91259640102828,0.373073803730738,"Total Amerique, Oceanie"
"R3Z",489900,58500,"Total Amerique, Oceanie",2900,0.00628249566724437,4.95726495726496,0.528811086797958,"Total Amerique, Oceanie"
"R4Z",418000,31800,"Total Amerique, Oceanie",2500,0.0054159445407279,7.86163522012579,0.555802578923966,"Total Amerique, Oceanie"
"S",997400,213400,"Total Amerique, Oceanie",11000,0.0238301559792028,5.15463917525773,0.908490254377271,"Total Amerique, Oceanie"
"S0Z",222100,21400,"Total Amerique, Oceanie",800,0.00173310225303293,3.73831775700935,0.328542094455852,"Total Amerique, Oceanie"
"S1Z",285500,80400,"Total Amerique, Oceanie",3800,0.00823223570190641,4.72636815920398,1.03853511888494,"Total Amerique, Oceanie"
"S2Z",331800,79400,"Total Amerique, Oceanie",4900,0.0106152512998267,6.17128463476071,1.19163424124514,"Total Amerique, Oceanie"
"S3Z",158000,32100,"Total Amerique, Oceanie",1500,0.00324956672443674,4.67289719626168,0.789058390320884,"Total Amerique, Oceanie"
"T",2350900,481400,"Total Amerique, Oceanie",26100,0.0565424610051993,5.42168674698795,0.921512551636479,"Total Amerique, Oceanie"
"T0Z",215100,19000,"Total Amerique, Oceanie",1300,0.00281629116117851,6.8421052631579,0.555318240068347,"Total Amerique, Oceanie"
"T1Z",57500,36400,"Total Amerique, Oceanie",2200,0.00476603119584055,6.04395604395604,2.34291799787007,"Total Amerique, Oceanie"
"T2A",416400,76700,"Total Amerique, Oceanie",4900,0.0106152512998267,6.38852672750978,0.993713242749949,"Total Amerique, Oceanie"
"T2B",336800,53000,"Total Amerique, Oceanie",3400,0.00736568457538995,6.41509433962264,0.872242175474602,"Total Amerique, Oceanie"
"T3Z",154400,61300,"Total Amerique, Oceanie",2200,0.00476603119584055,3.58890701468189,1.01993509503941,"Total Amerique, Oceanie"
"T4Z",1016600,214700,"Total Amerique, Oceanie",10700,0.0231802426343154,4.98369818351188,0.869000243644928,"Total Amerique, Oceanie"
"T6Z",154100,20500,"Total Amerique, Oceanie",1400,0.00303292894280763,6.82926829268293,0.801832760595647,"Total Amerique, Oceanie"
"U",513000,60500,"Total Amerique, Oceanie",8500,0.0184142114384749,14.0495867768595,1.4821272885789,"Total Amerique, Oceanie"
"U0Z",148700,19300,"Total Amerique, Oceanie",2300,0.00498266897746967,11.9170984455959,1.36904761904762,"Total Amerique, Oceanie"
"U1Z",364300,41100,"Total Amerique, Oceanie",6100,0.0132149046793761,14.8418491484185,1.50468672915639,"Total Amerique, Oceanie"
"V",2657400,207100,"Total Amerique, Oceanie",13000,0.0281629116117851,6.27716079188798,0.453831384185722,"Total Amerique, Oceanie"
"V0Z",618500,59400,"Total Amerique, Oceanie",3500,0.00758232235701906,5.89225589225589,0.51630033928308,"Total Amerique, Oceanie"
"V1Z",598300,27800,"Total Amerique, Oceanie",1300,0.00281629116117851,4.67625899280576,0.207634563168823,"Total Amerique, Oceanie"
"V2Z",333500,44400,"Total Amerique, Oceanie",1700,0.00368284228769497,3.82882882882883,0.449854458851548,"Total Amerique, Oceanie"
"V3Z",411400,23500,"Total Amerique, Oceanie",1600,0.00346620450606586,6.80851063829787,0.367900666819959,"Total Amerique, Oceanie"
"V4Z",313100,17900,"Total Amerique, Oceanie",1100,0.00238301559792028,6.14525139664804,0.332326283987915,"Total Amerique, Oceanie"
"V5Z",382500,33900,"Total Amerique, Oceanie",3600,0.00779896013864818,10.6194690265487,0.864553314121038,"Total Amerique, Oceanie"
"W",1140100,87700,"Total Amerique, Oceanie",9900,0.0214471403812825,11.2884834663626,0.806320247597329,"Total Amerique, Oceanie"
"W0Z",990100,67200,"Total Amerique, Oceanie",7100,0.0153812824956672,10.5654761904762,0.671521800813393,"Total Amerique, Oceanie"
"W1Z",150000,20400,"Total Amerique, Oceanie",2800,0.00606585788561525,13.7254901960784,1.64319248826291,"Total Amerique, Oceanie"
"X",13600,4300,"Total Amerique, Oceanie",500,0.00108318890814558,11.6279069767442,2.79329608938547,"Total Amerique, Oceanie"
"X0Z",13600,4300,"Total Amerique, Oceanie",500,0.00108318890814558,11.6279069767442,2.79329608938547,"Total Amerique, Oceanie"
"ENS",23662000,2697300,"France",0,NA,0,0,"France"
"A",764000,48100,"France",0,NA,0,0,"France"
"A0Z",424700,18700,"France",0,NA,0,0,"France"
"A1Z",254000,25300,"France",0,NA,0,0,"France"
"A2Z",57300,2900,"France",0,NA,0,0,"France"
"A3Z",28000,1300,"France",0,NA,0,0,"France"
"B",1568700,324000,"France",0,NA,0,0,"France"
"B0Z",197900,73200,"France",0,NA,0,0,"France"
"B1Z",71900,17100,"France",0,NA,0,0,"France"
"B2Z",232000,76500,"France",0,NA,0,0,"France"
"B3Z",168800,34100,"France",0,NA,0,0,"France"
"B4Z",405800,68500,"France",0,NA,0,0,"France"
"B5Z",48100,5700,"France",0,NA,0,0,"France"
"B6Z",289200,29300,"France",0,NA,0,0,"France"
"B7Z",155100,19500,"France",0,NA,0,0,"France"
"C",164000,17300,"France",0,NA,0,0,"France"
"C0Z",35500,3900,"France",0,NA,0,0,"France"
"C1Z",42400,5500,"France",0,NA,0,0,"France"
"C2Z",86000,7900,"France",0,NA,0,0,"France"
"D",739900,73400,"France",0,NA,0,0,"France"
"D0Z",50300,5500,"France",0,NA,0,0,"France"
"D1Z",78300,7100,"France",0,NA,0,0,"France"
"D2Z",102600,11200,"France",0,NA,0,0,"France"
"D3Z",205700,26000,"France",0,NA,0,0,"France"
"D4Z",93500,9400,"France",0,NA,0,0,"France"
"D6Z",209500,14100,"France",0,NA,0,0,"France"
"E",679300,78900,"France",0,NA,0,0,"France"
"E0Z",251000,41400,"France",0,NA,0,0,"France"
"E1Z",241000,27900,"France",0,NA,0,0,"France"
"E2Z",187300,9600,"France",0,NA,0,0,"France"
"F",228200,25200,"France",0,NA,0,0,"France"
"F0Z",21000,3200,"France",0,NA,0,0,"France"
"F1Z",45900,9100,"France",0,NA,0,0,"France"
"F2Z",28900,2600,"France",0,NA,0,0,"France"
"F3Z",61300,4300,"France",0,NA,0,0,"France"
"F4Z",48900,4100,"France",0,NA,0,0,"France"
"F5Z",22300,1800,"France",0,NA,0,0,"France"
"G",855400,75500,"France",0,NA,0,0,"France"
"G0A",221900,22200,"France",0,NA,0,0,"France"
"G0B",158100,15500,"France",0,NA,0,0,"France"
"G1Z",475400,37700,"France",0,NA,0,0,"France"
"H",318400,29500,"France",0,NA,0,0,"France"
"H0Z",318400,29500,"France",0,NA,0,0,"France"
"J",1703900,216300,"France",0,NA,0,0,"France"
"J0Z",316300,48700,"France",0,NA,0,0,"France"
"J1Z",362100,42000,"France",0,NA,0,0,"France"
"J3Z",698800,95200,"France",0,NA,0,0,"France"
"J4Z",83900,6200,"France",0,NA,0,0,"France"
"J5Z",168000,18400,"France",0,NA,0,0,"France"
"J6Z",74700,5600,"France",0,NA,0,0,"France"
"K",128400,18400,"France",0,NA,0,0,"France"
"K0Z",128400,18400,"France",0,NA,0,0,"France"
"L",2582800,224400,"France",0,NA,0,0,"France"
"L0Z",335700,21300,"France",0,NA,0,0,"France"
"L1Z",259900,18300,"France",0,NA,0,0,"France"
"L2Z",454300,48300,"France",0,NA,0,0,"France"
"L3Z",135600,10700,"France",0,NA,0,0,"France"
"L4Z",490200,40700,"France",0,NA,0,0,"France"
"L5Z",726400,67800,"France",0,NA,0,0,"France"
"L6Z",180700,17400,"France",0,NA,0,0,"France"
"M",474900,67900,"France",0,NA,0,0,"France"
"M0Z",23500,2900,"France",0,NA,0,0,"France"
"M1Z",140700,14300,"France",0,NA,0,0,"France"
"M2Z",310700,50700,"France",0,NA,0,0,"France"
"N",314100,48700,"France",0,NA,0,0,"France"
"N0Z",314100,48700,"France",0,NA,0,0,"France"
"P",2241000,112600,"France",0,NA,0,0,"France"
"P0Z",769300,43100,"France",0,NA,0,0,"France"
"P1Z",473600,20300,"France",0,NA,0,0,"France"
"P2Z",502000,27600,"France",0,NA,0,0,"France"
"P3Z",93300,5600,"France",0,NA,0,0,"France"
"P4Z",402800,16100,"France",0,NA,0,0,"France"
"Q",693400,45000,"France",0,NA,0,0,"France"
"Q0Z",234300,13900,"France",0,NA,0,0,"France"
"Q1Z",217600,12600,"France",0,NA,0,0,"France"
"Q2Z",241500,18500,"France",0,NA,0,0,"France"
"R",2533400,237900,"France",0,NA,0,0,"France"
"R0Z",293000,35300,"France",0,NA,0,0,"France"
"R1Z",755000,73500,"France",0,NA,0,0,"France"
"R2Z",577600,38900,"France",0,NA,0,0,"France"
"R3Z",489900,58500,"France",0,NA,0,0,"France"
"R4Z",418000,31800,"France",0,NA,0,0,"France"
"S",997400,213400,"France",0,NA,0,0,"France"
"S0Z",222100,21400,"France",0,NA,0,0,"France"
"S1Z",285500,80400,"France",0,NA,0,0,"France"
"S2Z",331800,79400,"France",0,NA,0,0,"France"
"S3Z",158000,32100,"France",0,NA,0,0,"France"
"T",2350900,481400,"France",0,NA,0,0,"France"
"T0Z",215100,19000,"France",0,NA,0,0,"France"
"T1Z",57500,36400,"France",0,NA,0,0,"France"
"T2A",416400,76700,"France",0,NA,0,0,"France"
"T2B",336800,53000,"France",0,NA,0,0,"France"
"T3Z",154400,61300,"France",0,NA,0,0,"France"
"T4Z",1016600,214700,"France",0,NA,0,0,"France"
"T6Z",154100,20500,"France",0,NA,0,0,"France"
"U",513000,60500,"France",0,NA,0,0,"France"
"U0Z",148700,19300,"France",0,NA,0,0,"France"
"U1Z",364300,41100,"France",0,NA,0,0,"France"
"V",2657400,207100,"France",0,NA,0,0,"France"
"V0Z",618500,59400,"France",0,NA,0,0,"France"
"V1Z",598300,27800,"France",0,NA,0,0,"France"
"V2Z",333500,44400,"France",0,NA,0,0,"France"
"V3Z",411400,23500,"France",0,NA,0,0,"France"
"V4Z",313100,17900,"France",0,NA,0,0,"France"
"V5Z",382500,33900,"France",0,NA,0,0,"France"
"W",1140100,87700,"France",0,NA,0,0,"France"
"W0Z",990100,67200,"France",0,NA,0,0,"France"
"W1Z",150000,20400,"France",0,NA,0,0,"France"
"X",13600,4300,"France",0,NA,0,0,"France"
"X0Z",13600,4300,"France",0,NA,0,0,"France"
