"fap","Non_immigres","Immigrés","lieu_naissance","effectif","pourcentage","pourcentage_immigres","pourcentage_emploi","id"
"D2Z",102600,11200,"Chine",0,0,0,0,"Chine"
"D3Z",205700,26000,"Chine",200,0.0011983223487118,0.769230769230769,0.0863185153215365,"Chine"
"D4Z",93500,9400,"Chine",0,0,0,0,"Chine"
"D6Z",209500,14100,"Chine",100,0.000599161174355902,0.709219858156028,0.0447227191413238,"Chine"
"E",679300,78900,"Chine",1200,0.00718993409227082,1.52091254752852,0.15826958586125,"Chine"
"E0Z",251000,41400,"Chine",200,0.0011983223487118,0.483091787439614,0.0683994528043776,"Chine"
"E1Z",241000,27900,"Chine",900,0.00539245056920312,3.2258064516129,0.334696913350688,"Chine"
"E2Z",187300,9600,"Chine",100,0.000599161174355902,1.04166666666667,0.0507872016251904,"Chine"
"F",228200,25200,"Chine",1200,0.00718993409227082,4.76190476190476,0.473559589581689,"Chine"
"F0Z",21000,3200,"Chine",300,0.00179748352306771,9.375,1.2396694214876,"Chine"
"F1Z",45900,9100,"Chine",800,0.00479328939484721,8.79120879120879,1.45454545454545,"Chine"
"F2Z",28900,2600,"Chine",0,0,0,0,"Chine"
"F3Z",61300,4300,"Chine",0,0,0,0,"Chine"
"F4Z",48900,4100,"Chine",0,0,0,0,"Chine"
"F5Z",22300,1800,"Chine",0,0,0,0,"Chine"
"G",855400,75500,"Chine",800,0.00479328939484721,1.05960264900662,0.0859383392415941,"Chine"
"G0A",221900,22200,"Chine",200,0.0011983223487118,0.900900900900901,0.0819336337566571,"Chine"
"G0B",158100,15500,"Chine",100,0.000599161174355902,0.645161290322581,0.0576036866359447,"Chine"
"G1Z",475400,37700,"Chine",400,0.00239664469742361,1.06100795755968,0.0779575131553303,"Chine"
"H",318400,29500,"Chine",700,0.00419412822049131,2.3728813559322,0.201207243460765,"Chine"
"H0Z",318400,29500,"Chine",700,0.00419412822049131,2.3728813559322,0.201207243460765,"Chine"
"J",1703900,216300,"Chine",2300,0.0137807070101857,1.06333795654184,0.119779189667743,"Chine"
"J0Z",316300,48700,"Chine",600,0.00359496704613541,1.23203285420945,0.164383561643836,"Chine"
"J1Z",362100,42000,"Chine",300,0.00179748352306771,0.714285714285714,0.0742390497401633,"Chine"
"J3Z",698800,95200,"Chine",800,0.00479328939484721,0.840336134453782,0.100755667506297,"Chine"
"J4Z",83900,6200,"Chine",0,0,0,0,"Chine"
"J5Z",168000,18400,"Chine",500,0.00299580587177951,2.71739130434783,0.268240343347639,"Chine"
"J6Z",74700,5600,"Chine",100,0.000599161174355902,1.78571428571429,0.12453300124533,"Chine"
"K",128400,18400,"Chine",500,0.00299580587177951,2.71739130434783,0.340599455040872,"Chine"
"K0Z",128400,18400,"Chine",500,0.00299580587177951,2.71739130434783,0.340599455040872,"Chine"
"L",2582800,224400,"Chine",5100,0.030557219892151,2.27272727272727,0.18167569108008,"Chine"
"L0Z",335700,21300,"Chine",200,0.0011983223487118,0.938967136150235,0.0560224089635854,"Chine"
"L1Z",259900,18300,"Chine",400,0.00239664469742361,2.18579234972678,0.143781452192667,"Chine"
"L2Z",454300,48300,"Chine",900,0.00539245056920312,1.86335403726708,0.179068842021488,"Chine"
"L3Z",135600,10700,"Chine",200,0.0011983223487118,1.86915887850467,0.136705399863295,"Chine"
"L4Z",490200,40700,"Chine",800,0.00479328939484721,1.96560196560197,0.150687511772462,"Chine"
"L5Z",726400,67800,"Chine",1900,0.0113840623127621,2.8023598820059,0.239234449760766,"Chine"
"L6Z",180700,17400,"Chine",500,0.00299580587177951,2.8735632183908,0.252397778899546,"Chine"
"M",474900,67900,"Chine",2100,0.0125823846614739,3.09278350515464,0.386882829771555,"Chine"
"M0Z",23500,2900,"Chine",100,0.000599161174355902,3.44827586206897,0.378787878787879,"Chine"
"M1Z",140700,14300,"Chine",200,0.0011983223487118,1.3986013986014,0.129032258064516,"Chine"
"M2Z",310700,50700,"Chine",1800,0.0107849011384062,3.55029585798817,0.498063087991146,"Chine"
"N",314100,48700,"Chine",1600,0.00958657878969443,3.28542094455852,0.441014332965821,"Chine"
"N0Z",314100,48700,"Chine",1600,0.00958657878969443,3.28542094455852,0.441014332965821,"Chine"
"P",2241000,112600,"Chine",1200,0.00718993409227082,1.06571936056838,0.0509857239972808,"Chine"
"P0Z",769300,43100,"Chine",300,0.00179748352306771,0.696055684454756,0.0369276218611521,"Chine"
"P1Z",473600,20300,"Chine",200,0.0011983223487118,0.985221674876847,0.0404940271309982,"Chine"
"P2Z",502000,27600,"Chine",300,0.00179748352306771,1.08695652173913,0.0566465256797583,"Chine"
"P3Z",93300,5600,"Chine",100,0.000599161174355902,1.78571428571429,0.101112234580384,"Chine"
"P4Z",402800,16100,"Chine",200,0.0011983223487118,1.24223602484472,0.047744091668656,"Chine"
"Q",693400,45000,"Chine",1100,0.00659077291791492,2.44444444444444,0.148970747562297,"Chine"
"Q0Z",234300,13900,"Chine",200,0.0011983223487118,1.43884892086331,0.08058017727639,"Chine"
"Q1Z",217600,12600,"Chine",200,0.0011983223487118,1.58730158730159,0.0868809730668983,"Chine"
"Q2Z",241500,18500,"Chine",600,0.00359496704613541,3.24324324324324,0.230769230769231,"Chine"
"R",2533400,237900,"Chine",12000,0.0718993409227082,5.04413619167718,0.433009778804171,"Chine"
"R0Z",293000,35300,"Chine",900,0.00539245056920312,2.54957507082153,0.274139506548888,"Chine"
"R1Z",755000,73500,"Chine",5300,0.0317555422408628,7.2108843537415,0.63971031985516,"Chine"
"R2Z",577600,38900,"Chine",1100,0.00659077291791492,2.82776349614396,0.178426601784266,"Chine"
"R3Z",489900,58500,"Chine",3800,0.0227681246255243,6.4957264957265,0.692924872355945,"Chine"
"R4Z",418000,31800,"Chine",1000,0.00599161174355902,3.14465408805031,0.222321031569586,"Chine"
"S",997400,213400,"Chine",16000,0.0958657878969443,7.49765698219306,1.3214403700033,"Chine"
"S0Z",222100,21400,"Chine",300,0.00179748352306771,1.4018691588785,0.123203285420945,"Chine"
"S1Z",285500,80400,"Chine",6500,0.0389454763331336,8.08457711442786,1.77644165072424,"Chine"
"S2Z",331800,79400,"Chine",6400,0.0383463151587777,8.06045340050378,1.55642023346304,"Chine"
"S3Z",158000,32100,"Chine",2900,0.0173756740563211,9.03426791277258,1.52551288795371,"Chine"
"T",2350900,481400,"Chine",3200,0.0191731575793889,0.664727877025343,0.112982381809837,"Chine"
"T0Z",215100,19000,"Chine",800,0.00479328939484721,4.21052631578947,0.341734301580521,"Chine"
"T1Z",57500,36400,"Chine",200,0.0011983223487118,0.549450549450549,0.212992545260916,"Chine"
"T2A",416400,76700,"Chine",200,0.0011983223487118,0.260756192959583,0.0405597241938755,"Chine"
"T2B",336800,53000,"Chine",300,0.00179748352306771,0.566037735849057,0.0769625448948179,"Chine"
"T3Z",154400,61300,"Chine",200,0.0011983223487118,0.32626427406199,0.0927213722763097,"Chine"
"T4Z",1016600,214700,"Chine",800,0.00479328939484721,0.372612948299953,0.0649719808332656,"Chine"
"T6Z",154100,20500,"Chine",500,0.00299580587177951,2.4390243902439,0.286368843069874,"Chine"
"U",513000,60500,"Chine",1800,0.0107849011384062,2.97520661157025,0.31386224934612,"Chine"
"U0Z",148700,19300,"Chine",600,0.00359496704613541,3.10880829015544,0.357142857142857,"Chine"
"U1Z",364300,41100,"Chine",1200,0.00718993409227082,2.91970802919708,0.29600394671929,"Chine"
"V",2657400,207100,"Chine",1400,0.00838825644098262,0.67600193143409,0.0488741490661547,"Chine"
"V0Z",618500,59400,"Chine",200,0.0011983223487118,0.336700336700337,0.0295028765304617,"Chine"
"V1Z",598300,27800,"Chine",200,0.0011983223487118,0.719424460431655,0.0319437789490497,"Chine"
"V2Z",333500,44400,"Chine",300,0.00179748352306771,0.675675675675676,0.0793860809738026,"Chine"
"V3Z",411400,23500,"Chine",300,0.00179748352306771,1.27659574468085,0.0689813750287422,"Chine"
"V4Z",313100,17900,"Chine",100,0.000599161174355902,0.558659217877095,0.0302114803625378,"Chine"
"V5Z",382500,33900,"Chine",300,0.00179748352306771,0.884955752212389,0.0720461095100865,"Chine"
"W",1140100,87700,"Chine",1700,0.0101857399640503,1.93842645381984,0.138459032415703,"Chine"
"W0Z",990100,67200,"Chine",1300,0.00778909526662672,1.93452380952381,0.122954695923579,"Chine"
"W1Z",150000,20400,"Chine",300,0.00179748352306771,1.47058823529412,0.176056338028169,"Chine"
"X",13600,4300,"Chine",0,0,0,0,"Chine"
"X0Z",13600,4300,"Chine",0,0,0,0,"Chine"
"ENS",23662000,2697300,"Autres pays d'Asie",179300,0.333147528799703,6.64738812886961,0.680215331970121,"Autres pays d'Asie"
"A",764000,48100,"Autres pays d'Asie",1400,0.00260126347082869,2.91060291060291,0.172392562492304,"Autres pays d'Asie"
"A0Z",424700,18700,"Autres pays d'Asie",300,0.000557413600891862,1.60427807486631,0.06765899864682,"Autres pays d'Asie"
"A1Z",254000,25300,"Autres pays d'Asie",800,0.00148643626904496,3.16205533596838,0.286430361618332,"Autres pays d'Asie"
"A2Z",57300,2900,"Autres pays d'Asie",200,0.000371609067261241,6.89655172413793,0.332225913621262,"Autres pays d'Asie"
"A3Z",28000,1300,"Autres pays d'Asie",100,0.000185804533630621,7.69230769230769,0.341296928327645,"Autres pays d'Asie"
"B",1568700,324000,"Autres pays d'Asie",11800,0.0219249349684132,3.64197530864198,0.623447984360966,"Autres pays d'Asie"
"B0Z",197900,73200,"Autres pays d'Asie",1400,0.00260126347082869,1.91256830601093,0.516414607156031,"Autres pays d'Asie"
"B1Z",71900,17100,"Autres pays d'Asie",200,0.000371609067261241,1.16959064327485,0.224719101123596,"Autres pays d'Asie"
"B2Z",232000,76500,"Autres pays d'Asie",1400,0.00260126347082869,1.83006535947712,0.453808752025932,"Autres pays d'Asie"
"B3Z",168800,34100,"Autres pays d'Asie",2600,0.00483091787439614,7.62463343108504,1.28141941843273,"Autres pays d'Asie"
"B4Z",405800,68500,"Autres pays d'Asie",3400,0.0063173541434411,4.96350364963504,0.716845878136201,"Autres pays d'Asie"
"B5Z",48100,5700,"Autres pays d'Asie",100,0.000185804533630621,1.75438596491228,0.185873605947955,"Autres pays d'Asie"
"B6Z",289200,29300,"Autres pays d'Asie",1100,0.00204384986993683,3.7542662116041,0.345368916797488,"Autres pays d'Asie"
"B7Z",155100,19500,"Autres pays d'Asie",1700,0.00315867707172055,8.71794871794872,0.973654066437572,"Autres pays d'Asie"
"C",164000,17300,"Autres pays d'Asie",1000,0.00185804533630621,5.78034682080925,0.551571980143409,"Autres pays d'Asie"
"C0Z",35500,3900,"Autres pays d'Asie",200,0.000371609067261241,5.12820512820513,0.50761421319797,"Autres pays d'Asie"
"C1Z",42400,5500,"Autres pays d'Asie",300,0.000557413600891862,5.45454545454545,0.626304801670146,"Autres pays d'Asie"
"C2Z",86000,7900,"Autres pays d'Asie",500,0.000929022668153103,6.32911392405063,0.53248136315229,"Autres pays d'Asie"
"D",739900,73400,"Autres pays d'Asie",2700,0.00501672240802676,3.67847411444142,0.33198081888602,"Autres pays d'Asie"
"D0Z",50300,5500,"Autres pays d'Asie",100,0.000185804533630621,1.81818181818182,0.17921146953405,"Autres pays d'Asie"
"D1Z",78300,7100,"Autres pays d'Asie",200,0.000371609067261241,2.8169014084507,0.234192037470726,"Autres pays d'Asie"
"D2Z",102600,11200,"Autres pays d'Asie",300,0.000557413600891862,2.67857142857143,0.263620386643234,"Autres pays d'Asie"
"D3Z",205700,26000,"Autres pays d'Asie",1100,0.00204384986993683,4.23076923076923,0.474751834268451,"Autres pays d'Asie"
"D4Z",93500,9400,"Autres pays d'Asie",300,0.000557413600891862,3.19148936170213,0.291545189504373,"Autres pays d'Asie"
"D6Z",209500,14100,"Autres pays d'Asie",700,0.00130063173541434,4.9645390070922,0.313059033989267,"Autres pays d'Asie"
"E",679300,78900,"Autres pays d'Asie",4600,0.00854700854700855,5.83016476552598,0.606700079134793,"Autres pays d'Asie"
"E0Z",251000,41400,"Autres pays d'Asie",1900,0.00353028613898179,4.58937198067633,0.649794801641587,"Autres pays d'Asie"
"E1Z",241000,27900,"Autres pays d'Asie",2300,0.00427350427350427,8.24372759856631,0.855336556340647,"Autres pays d'Asie"
"E2Z",187300,9600,"Autres pays d'Asie",400,0.000743218134522482,4.16666666666667,0.203148806500762,"Autres pays d'Asie"
"F",228200,25200,"Autres pays d'Asie",1600,0.00297287253808993,6.34920634920635,0.631412786108919,"Autres pays d'Asie"
"F0Z",21000,3200,"Autres pays d'Asie",200,0.000371609067261241,6.25,0.826446280991736,"Autres pays d'Asie"
"F1Z",45900,9100,"Autres pays d'Asie",700,0.00130063173541434,7.69230769230769,1.27272727272727,"Autres pays d'Asie"
"F2Z",28900,2600,"Autres pays d'Asie",100,0.000185804533630621,3.84615384615385,0.317460317460317,"Autres pays d'Asie"
"F3Z",61300,4300,"Autres pays d'Asie",200,0.000371609067261241,4.65116279069767,0.304878048780488,"Autres pays d'Asie"
"F4Z",48900,4100,"Autres pays d'Asie",300,0.000557413600891862,7.31707317073171,0.566037735849057,"Autres pays d'Asie"
"F5Z",22300,1800,"Autres pays d'Asie",100,0.000185804533630621,5.55555555555556,0.4149377593361,"Autres pays d'Asie"
"G",855400,75500,"Autres pays d'Asie",4200,0.00780379041248606,5.56291390728477,0.451176281018369,"Autres pays d'Asie"
"G0A",221900,22200,"Autres pays d'Asie",1200,0.00222965440356745,5.40540540540541,0.491601802539943,"Autres pays d'Asie"
"G0B",158100,15500,"Autres pays d'Asie",1100,0.00204384986993683,7.09677419354839,0.633640552995392,"Autres pays d'Asie"
"G1Z",475400,37700,"Autres pays d'Asie",2000,0.00371609067261241,5.30503978779841,0.389787565776652,"Autres pays d'Asie"
"H",318400,29500,"Autres pays d'Asie",2300,0.00427350427350427,7.79661016949153,0.661109514228227,"Autres pays d'Asie"
"H0Z",318400,29500,"Autres pays d'Asie",2300,0.00427350427350427,7.79661016949153,0.661109514228227,"Autres pays d'Asie"
"J",1703900,216300,"Autres pays d'Asie",11400,0.0211817168338907,5.27045769764216,0.593688157483595,"Autres pays d'Asie"
"J0Z",316300,48700,"Autres pays d'Asie",2800,0.00520252694165738,5.74948665297741,0.767123287671233,"Autres pays d'Asie"
"J1Z",362100,42000,"Autres pays d'Asie",1900,0.00353028613898179,4.52380952380952,0.470180648354368,"Autres pays d'Asie"
"J3Z",698800,95200,"Autres pays d'Asie",4400,0.00817539947974731,4.6218487394958,0.554156171284635,"Autres pays d'Asie"
"J4Z",83900,6200,"Autres pays d'Asie",300,0.000557413600891862,4.83870967741935,0.332963374028857,"Autres pays d'Asie"
"J5Z",168000,18400,"Autres pays d'Asie",1600,0.00297287253808993,8.69565217391304,0.858369098712446,"Autres pays d'Asie"
"J6Z",74700,5600,"Autres pays d'Asie",400,0.000743218134522482,7.14285714285714,0.49813200498132,"Autres pays d'Asie"
"K",128400,18400,"Autres pays d'Asie",1700,0.00315867707172055,9.23913043478261,1.15803814713896,"Autres pays d'Asie"
"K0Z",128400,18400,"Autres pays d'Asie",1700,0.00315867707172055,9.23913043478261,1.15803814713896,"Autres pays d'Asie"
"L",2582800,224400,"Autres pays d'Asie",15500,0.0287997027127462,6.90730837789661,0.552151610145341,"Autres pays d'Asie"
"L0Z",335700,21300,"Autres pays d'Asie",1100,0.00204384986993683,5.16431924882629,0.30812324929972,"Autres pays d'Asie"
"L1Z",259900,18300,"Autres pays d'Asie",1200,0.00222965440356745,6.55737704918033,0.431344356578001,"Autres pays d'Asie"
"L2Z",454300,48300,"Autres pays d'Asie",3500,0.00650315867707172,7.2463768115942,0.696378830083565,"Autres pays d'Asie"
"L3Z",135600,10700,"Autres pays d'Asie",700,0.00130063173541434,6.54205607476635,0.478468899521531,"Autres pays d'Asie"
"L4Z",490200,40700,"Autres pays d'Asie",2500,0.00464511334076551,6.14250614250614,0.470898474288943,"Autres pays d'Asie"
"L5Z",726400,67800,"Autres pays d'Asie",5100,0.00947603121516165,7.52212389380531,0.642155628305213,"Autres pays d'Asie"
"L6Z",180700,17400,"Autres pays d'Asie",1300,0.00241545893719807,7.47126436781609,0.656234225138819,"Autres pays d'Asie"
"M",474900,67900,"Autres pays d'Asie",5400,0.0100334448160535,7.95287187039764,0.994841562269713,"Autres pays d'Asie"
"M0Z",23500,2900,"Autres pays d'Asie",300,0.000557413600891862,10.3448275862069,1.13636363636364,"Autres pays d'Asie"
"M1Z",140700,14300,"Autres pays d'Asie",1100,0.00204384986993683,7.69230769230769,0.709677419354839,"Autres pays d'Asie"
"M2Z",310700,50700,"Autres pays d'Asie",3900,0.0072463768115942,7.69230769230769,1.07913669064748,"Autres pays d'Asie"
"N",314100,48700,"Autres pays d'Asie",5000,0.00929022668153103,10.2669404517454,1.37816979051819,"Autres pays d'Asie"
"N0Z",314100,48700,"Autres pays d'Asie",5000,0.00929022668153103,10.2669404517454,1.37816979051819,"Autres pays d'Asie"
"P",2241000,112600,"Autres pays d'Asie",7700,0.0143069490895578,6.83836589698046,0.327158395649218,"Autres pays d'Asie"
"P0Z",769300,43100,"Autres pays d'Asie",2300,0.00427350427350427,5.33642691415313,0.283111767602166,"Autres pays d'Asie"
"P1Z",473600,20300,"Autres pays d'Asie",1100,0.00204384986993683,5.41871921182266,0.22271714922049,"Autres pays d'Asie"
"P2Z",502000,27600,"Autres pays d'Asie",2200,0.00408769973987365,7.97101449275362,0.415407854984894,"Autres pays d'Asie"
"P3Z",93300,5600,"Autres pays d'Asie",500,0.000929022668153103,8.92857142857143,0.505561172901921,"Autres pays d'Asie"
"P4Z",402800,16100,"Autres pays d'Asie",1400,0.00260126347082869,8.69565217391304,0.334208641680592,"Autres pays d'Asie"
"Q",693400,45000,"Autres pays d'Asie",3100,0.00575994054254924,6.88888888888889,0.419826652221018,"Autres pays d'Asie"
"Q0Z",234300,13900,"Autres pays d'Asie",900,0.00167224080267559,6.47482014388489,0.362610797743755,"Autres pays d'Asie"
"Q1Z",217600,12600,"Autres pays d'Asie",900,0.00167224080267559,7.14285714285714,0.390964378801043,"Autres pays d'Asie"
"Q2Z",241500,18500,"Autres pays d'Asie",1400,0.00260126347082869,7.56756756756757,0.538461538461538,"Autres pays d'Asie"
"R",2533400,237900,"Autres pays d'Asie",20600,0.0382757339279078,8.65910046237915,0.743333453613827,"Autres pays d'Asie"
"R0Z",293000,35300,"Autres pays d'Asie",3500,0.00650315867707172,9.91501416430595,1.06609808102345,"Autres pays d'Asie"
"R1Z",755000,73500,"Autres pays d'Asie",6300,0.0117056856187291,8.57142857142857,0.76041038020519,"Autres pays d'Asie"
"R2Z",577600,38900,"Autres pays d'Asie",2700,0.00501672240802676,6.94087403598972,0.437956204379562,"Autres pays d'Asie"
"R3Z",489900,58500,"Autres pays d'Asie",5600,0.0104050538833148,9.57264957264957,1.02115244347192,"Autres pays d'Asie"
"R4Z",418000,31800,"Autres pays d'Asie",2500,0.00464511334076551,7.86163522012579,0.555802578923966,"Autres pays d'Asie"
"S",997400,213400,"Autres pays d'Asie",26600,0.0494240059457451,12.464854732896,2.19689461513049,"Autres pays d'Asie"
"S0Z",222100,21400,"Autres pays d'Asie",1700,0.00315867707172055,7.94392523364486,0.698151950718686,"Autres pays d'Asie"
"S1Z",285500,80400,"Autres pays d'Asie",14400,0.0267558528428094,17.910447761194,3.93550150314294,"Autres pays d'Asie"
"S2Z",331800,79400,"Autres pays d'Asie",7600,0.0141211445559272,9.57178841309824,1.84824902723735,"Autres pays d'Asie"
"S3Z",158000,32100,"Autres pays d'Asie",2900,0.005388331475288,9.03426791277258,1.52551288795371,"Autres pays d'Asie"
"T",2350900,481400,"Autres pays d'Asie",26200,0.0486807878112226,5.44245949314499,0.925043251068037,"Autres pays d'Asie"
"T0Z",215100,19000,"Autres pays d'Asie",1500,0.00278706800445931,7.89473684210526,0.640751815463477,"Autres pays d'Asie"
"T1Z",57500,36400,"Autres pays d'Asie",3900,0.0072463768115942,10.7142857142857,4.15335463258786,"Autres pays d'Asie"
"T2A",416400,76700,"Autres pays d'Asie",3100,0.00575994054254924,4.04172099087353,0.62867572500507,"Autres pays d'Asie"
"T2B",336800,53000,"Autres pays d'Asie",3500,0.00650315867707172,6.60377358490566,0.897896357106208,"Autres pays d'Asie"
"T3Z",154400,61300,"Autres pays d'Asie",2000,0.00371609067261241,3.2626427406199,0.927213722763097,"Autres pays d'Asie"
"T4Z",1016600,214700,"Autres pays d'Asie",10600,0.0196952805648458,4.93712156497438,0.86087874604077,"Autres pays d'Asie"
"T6Z",154100,20500,"Autres pays d'Asie",1700,0.00315867707172055,8.29268292682927,0.973654066437572,"Autres pays d'Asie"
"U",513000,60500,"Autres pays d'Asie",6700,0.0124489037532516,11.0743801652893,1.16826503923278,"Autres pays d'Asie"
"U0Z",148700,19300,"Autres pays d'Asie",2200,0.00408769973987365,11.3989637305699,1.30952380952381,"Autres pays d'Asie"
"U1Z",364300,41100,"Autres pays d'Asie",4600,0.00854700854700855,11.1922141119221,1.13468179575728,"Autres pays d'Asie"
"V",2657400,207100,"Autres pays d'Asie",14000,0.0260126347082869,6.7600193143409,0.488741490661547,"Autres pays d'Asie"
"V0Z",618500,59400,"Autres pays d'Asie",1900,0.00353028613898179,3.1986531986532,0.280277327039386,"Autres pays d'Asie"
"V1Z",598300,27800,"Autres pays d'Asie",1600,0.00297287253808993,5.75539568345324,0.255550231592397,"Autres pays d'Asie"
"V2Z",333500,44400,"Autres pays d'Asie",5800,0.010776662950576,13.0630630630631,1.53479756549352,"Autres pays d'Asie"
"V3Z",411400,23500,"Autres pays d'Asie",1900,0.00353028613898179,8.08510638297872,0.436882041848701,"Autres pays d'Asie"
"V4Z",313100,17900,"Autres pays d'Asie",1000,0.00185804533630621,5.58659217877095,0.302114803625378,"Autres pays d'Asie"
"V5Z",382500,33900,"Autres pays d'Asie",1800,0.00334448160535117,5.30973451327434,0.432276657060519,"Autres pays d'Asie"
"W",1140100,87700,"Autres pays d'Asie",5600,0.0104050538833148,6.38540478905359,0.456100342075257,"Autres pays d'Asie"
"W0Z",990100,67200,"Autres pays d'Asie",4100,0.00761798587885544,6.10119047619048,0.387780194835903,"Autres pays d'Asie"
"W1Z",150000,20400,"Autres pays d'Asie",1500,0.00278706800445931,7.35294117647059,0.880281690140845,"Autres pays d'Asie"
"X",13600,4300,"Autres pays d'Asie",300,0.000557413600891862,6.97674418604651,1.67597765363128,"Autres pays d'Asie"
"X0Z",13600,4300,"Autres pays d'Asie",300,0.000557413600891862,6.97674418604651,1.67597765363128,"Autres pays d'Asie"
"ENS",23662000,2697300,"Total Amerique, Oceanie",153900,0.33340554592721,5.70570570570571,0.583854654713896,"Total Amerique, Oceanie"
"A",764000,48100,"Total Amerique, Oceanie",3300,0.00714904679376083,6.86070686070686,0.406353897303288,"Total Amerique, Oceanie"
"A0Z",424700,18700,"Total Amerique, Oceanie",1200,0.00259965337954939,6.41711229946524,0.27063599458728,"Total Amerique, Oceanie"
"A1Z",254000,25300,"Total Amerique, Oceanie",1600,0.00346620450606586,6.32411067193676,0.572860723236663,"Total Amerique, Oceanie"
"A2Z",57300,2900,"Total Amerique, Oceanie",200,0.000433275563258232,6.89655172413793,0.332225913621262,"Total Amerique, Oceanie"
"A3Z",28000,1300,"Total Amerique, Oceanie",300,0.000649913344887348,23.0769230769231,1.02389078498294,"Total Amerique, Oceanie"
"B",1568700,324000,"Total Amerique, Oceanie",14500,0.0314124783362218,4.47530864197531,0.766101336714746,"Total Amerique, Oceanie"
"B0Z",197900,73200,"Total Amerique, Oceanie",4000,0.00866551126516464,5.46448087431694,1.47547030616009,"Total Amerique, Oceanie"
"B1Z",71900,17100,"Total Amerique, Oceanie",500,0.00108318890814558,2.92397660818713,0.561797752808989,"Total Amerique, Oceanie"
"B2Z",232000,76500,"Total Amerique, Oceanie",2400,0.00519930675909879,3.13725490196078,0.777957860615883,"Total Amerique, Oceanie"
"B3Z",168800,34100,"Total Amerique, Oceanie",1600,0.00346620450606586,4.69208211143695,0.7885657959586,"Total Amerique, Oceanie"
"B4Z",405800,68500,"Total Amerique, Oceanie",3200,0.00693240901213172,4.67153284671533,0.674678473539954,"Total Amerique, Oceanie"
"B5Z",48100,5700,"Total Amerique, Oceanie",200,0.000433275563258232,3.50877192982456,0.371747211895911,"Total Amerique, Oceanie"
"B6Z",289200,29300,"Total Amerique, Oceanie",1100,0.00238301559792028,3.7542662116041,0.345368916797488,"Total Amerique, Oceanie"
"B7Z",155100,19500,"Total Amerique, Oceanie",1500,0.00324956672443674,7.69230769230769,0.859106529209622,"Total Amerique, Oceanie"
"C",164000,17300,"Total Amerique, Oceanie",600,0.0012998266897747,3.46820809248555,0.330943188086045,"Total Amerique, Oceanie"
"C0Z",35500,3900,"Total Amerique, Oceanie",100,0.000216637781629116,2.56410256410256,0.253807106598985,"Total Amerique, Oceanie"
"C1Z",42400,5500,"Total Amerique, Oceanie",100,0.000216637781629116,1.81818181818182,0.208768267223382,"Total Amerique, Oceanie"
"C2Z",86000,7900,"Total Amerique, Oceanie",400,0.000866551126516464,5.06329113924051,0.425985090521832,"Total Amerique, Oceanie"
"D",739900,73400,"Total Amerique, Oceanie",2200,0.00476603119584055,2.99727520435967,0.270502889462683,"Total Amerique, Oceanie"
"D0Z",50300,5500,"Total Amerique, Oceanie",100,0.000216637781629116,1.81818181818182,0.17921146953405,"Total Amerique, Oceanie"
"D1Z",78300,7100,"Total Amerique, Oceanie",100,0.000216637781629116,1.40845070422535,0.117096018735363,"Total Amerique, Oceanie"
"D2Z",102600,11200,"Total Amerique, Oceanie",500,0.00108318890814558,4.46428571428571,0.439367311072056,"Total Amerique, Oceanie"
"D3Z",205700,26000,"Total Amerique, Oceanie",800,0.00173310225303293,3.07692307692308,0.345274061286146,"Total Amerique, Oceanie"
"D4Z",93500,9400,"Total Amerique, Oceanie",300,0.000649913344887348,3.19148936170213,0.291545189504373,"Total Amerique, Oceanie"
"D6Z",209500,14100,"Total Amerique, Oceanie",400,0.000866551126516464,2.83687943262411,0.178890876565295,"Total Amerique, Oceanie"
"E",679300,78900,"Total Amerique, Oceanie",2300,0.00498266897746967,2.91508238276299,0.303350039567396,"Total Amerique, Oceanie"
"E0Z",251000,41400,"Total Amerique, Oceanie",1100,0.00238301559792028,2.65700483091787,0.376196990424077,"Total Amerique, Oceanie"
"E1Z",241000,27900,"Total Amerique, Oceanie",800,0.00173310225303293,2.8673835125448,0.297508367422834,"Total Amerique, Oceanie"
"E2Z",187300,9600,"Total Amerique, Oceanie",400,0.000866551126516464,4.16666666666667,0.203148806500762,"Total Amerique, Oceanie"
"F",228200,25200,"Total Amerique, Oceanie",1000,0.00216637781629116,3.96825396825397,0.394632991318074,"Total Amerique, Oceanie"
"F0Z",21000,3200,"Total Amerique, Oceanie",100,0.000216637781629116,3.125,0.413223140495868,"Total Amerique, Oceanie"
"F1Z",45900,9100,"Total Amerique, Oceanie",300,0.000649913344887348,3.2967032967033,0.545454545454546,"Total Amerique, Oceanie"
"F2Z",28900,2600,"Total Amerique, Oceanie",100,0.000216637781629116,3.84615384615385,0.317460317460317,"Total Amerique, Oceanie"
"F3Z",61300,4300,"Total Amerique, Oceanie",200,0.000433275563258232,4.65116279069767,0.304878048780488,"Total Amerique, Oceanie"
"F4Z",48900,4100,"Total Amerique, Oceanie",200,0.000433275563258232,4.8780487804878,0.377358490566038,"Total Amerique, Oceanie"
"F5Z",22300,1800,"Total Amerique, Oceanie",0,0,0,0,"Total Amerique, Oceanie"
"G",855400,75500,"Total Amerique, Oceanie",3100,0.0067157712305026,4.10596026490066,0.333011064561177,"Total Amerique, Oceanie"
"G0A",221900,22200,"Total Amerique, Oceanie",900,0.00194974003466205,4.05405405405405,0.368701351904957,"Total Amerique, Oceanie"
