"Fap","Salaire","Milliers","Pourcentage"
"S0Z","De 2000 € à moins de 3000 €",3.57776,2.49178675532767
"S0Z","3000 € ou plus",18.6524,12.990754906722
"S0Z42","Moins de 1250 €",6.43493,11.3732515534334
"S0Z42","De 1250 € à moins de 1500 €",17.19033,30.3826067069156
"S0Z42","De 1500 € à moins de 2000 €",24.1425,42.6700407974548
"S0Z42","De 2000 € à moins de 3000 €",1.23247,2.17829740837275
"S0Z42","3000 € ou plus",7.57928,13.3958035338235
"B","Moins de 1250 €",100.03976,7.75055511431105
"B","De 1250 € à moins de 1500 €",176.61459,13.6831707091905
"B","De 1500 € à moins de 2000 €",534.98354,41.4477145089035
"B","De 2000 € à moins de 3000 €",115.87676,8.9775226854582
"B","3000 € ou plus",363.22851,28.1410369821367
"A0Z42","Moins de 1250 €",3.56488,22.6322619310636
"A0Z42","De 1250 € à moins de 1500 €",2.30492,14.6331862980372
"A0Z42","De 1500 € à moins de 2000 €",7.10664,45.1177425130084
"A0Z42","De 2000 € à moins de 3000 €",0,0
"A0Z42","3000 € ou plus",2.77488,17.6168092578908
"P2Z90","Moins de 1250 €",3.75486,1.01660928047533
"P2Z90","De 1250 € à moins de 1500 €",7.94625,2.15140684205992
"P2Z90","De 1500 € à moins de 2000 €",37.69861,10.2067072506086
"P2Z90","De 2000 € à moins de 3000 €",185.25675,50.1573244596865
"P2Z90","3000 € ou plus",134.69487,36.4679521671696
"L5Z90","Moins de 1250 €",1.58068,0.362438272131462
"L5Z90","De 1250 € à moins de 1500 €",2.68873,0.616505969220858
"L5Z90","De 1500 € à moins de 2000 €",23.81084,5.45965009211143
"L5Z90","De 2000 € à moins de 3000 €",251.05613,57.5653199668571
"L5Z90","3000 € ou plus",156.98754,35.9960856996791
"R4Z","Moins de 1250 €",1.66809,0.303621164136499
"R4Z","De 1250 € à moins de 1500 €",4.02219,0.732107985886964
"R4Z","De 1500 € à moins de 2000 €",27.80007,5.06009245093261
"R4Z","De 2000 € à moins de 3000 €",336.57186,61.2618863183563
"R4Z","3000 € ou plus",179.33625,32.6422920806877
"R4Z90","Moins de 1250 €",0.63462,0.228855158398949
"R4Z90","De 1250 € à moins de 1500 €",1.48544,0.535675847739016
"R4Z90","De 1500 € à moins de 2000 €",12.42007,4.47889616963857
"R4Z90","De 2000 € à moins de 3000 €",177.88171,64.1472801335064
"R4Z90","3000 € ou plus",84.88019,30.609292690717
"P2Z92","Moins de 1250 €",0.27776,1.01570584901176
"P2Z92","De 1250 € à moins de 1500 €",0,0
"P2Z92","De 1500 € à moins de 2000 €",0.45091,1.64887645585358
"P2Z92","De 2000 € à moins de 3000 €",22.31376,81.5964017333114
"P2Z92","3000 € ou plus",4.30407,15.7390159618233
"S3Z90","Moins de 1250 €",0.60953,1.18846417819651
"S3Z90","De 1250 € à moins de 1500 €",2.61972,5.10794116270726
"S3Z90","De 1500 € à moins de 2000 €",8.49664,16.5667846948166
"S3Z90","De 2000 € à moins de 3000 €",16.25713,31.6982209986117
"S3Z90","3000 € ou plus",23.30418,45.4385889656678
"P2Z91","Moins de 1250 €",0,0
"P2Z91","De 1250 € à moins de 1500 €",0.13214,0.747031434793325
"P2Z91","De 1500 € à moins de 2000 €",1.01515,5.73898108847014
"P2Z91","De 2000 € à moins de 3000 €",9.06162,51.2283562142568
"P2Z91","3000 € ou plus",7.47977,42.2856312624797
"Q2Z90","Moins de 1250 €",1.16936,0.696243354604988
"Q2Z90","De 1250 € à moins de 1500 €",1.20411,0.716933695109643
"Q2Z90","De 1500 € à moins de 2000 €",4.10591,2.44468132320771
"Q2Z90","De 2000 € à moins de 3000 €",109.72853,65.3329683100791
"Q2Z90","3000 € ou plus",51.74486,30.8091733169986
"Q2Z","Moins de 1250 €",1.31296,0.537154026265955
"Q2Z","De 1250 € à moins de 1500 €",1.40181,0.573504056147848
"Q2Z","De 1500 € à moins de 2000 €",7.59797,3.10845736118993
"Q2Z","De 2000 € à moins de 3000 €",150.54548,61.5906887629027
"Q2Z","3000 € ou plus",83.57074,34.1901957934935
"U0Z90","Moins de 1250 €",0.35125,0.641231485752977
"U0Z90","De 1250 € à moins de 1500 €",0.51259,0.93576896023379
"U0Z90","De 1500 € à moins de 2000 €",3.92596,7.16711505710109
"U0Z90","De 2000 € à moins de 3000 €",30.08264,54.9179670962902
"U0Z90","3000 € ou plus",19.90497,36.3379174006219
"P2Z","Moins de 1250 €",4.03262,0.973154219081397
"P2Z","De 1250 € à moins de 1500 €",8.07838,1.9494793906549
"P2Z","De 1500 € à moins de 2000 €",39.16468,9.4512435044643
"P2Z","De 2000 € à moins de 3000 €",216.63214,52.2777948404838
"P2Z","3000 € ou plus",146.47871,35.3483280453156
"Q2Z91","Moins de 1250 €",0.1436,0.187770860446892
"Q2Z91","De 1250 € à moins de 1500 €",0.1977,0.258511832244781
"Q2Z91","De 1500 € à moins de 2000 €",3.49206,4.56620550788422
"Q2Z91","De 2000 € à moins de 3000 €",40.81695,53.3721018267254
"Q2Z91","3000 € ou plus",31.82588,41.6154099726987
"R4Z92","Moins de 1250 €",0.28412,0.437191296735668
"R4Z92","De 1250 € à moins de 1500 €",1.88496,2.90049312506992
"R4Z92","De 1500 € à moins de 2000 €",7.88155,12.1277807433021
"R4Z92","De 2000 € à moins de 3000 €",26.05102,40.0861580145249
