"Annee","A0Z","A1Z","A2Z","A3Z","B0Z","B1Z","B2Z","B3Z","B4Z","B5Z","B6Z","B7Z","C0Z","C1Z","C2Z","D0Z","D1Z","D2Z","D3Z","D4Z","D6Z","E0Z","E1Z","E2Z","F0Z","F1Z","F2Z","F3Z","F4Z","F5Z","G0A","G0B","G1Z","H0Z","J0Z","J1Z","J3Z","J4Z","J5Z","J6Z","K0Z","L0Z","L1Z","L2Z","L3Z","L4Z","L5Z","L6Z","M0Z","M1Z","M2Z","N0Z","P0Z","P1Z","P2Z","P3Z","P4Z","Q0Z","Q1Z","Q2Z","R0Z","R1Z","R2Z","R3Z","R4Z","S0Z","S1Z","S2Z","S3Z","T0Z","T1Z","T2A","T2B","T2Z","T3Z","T4Z","T6Z","U0Z","U1Z","V0Z","V1Z","V2Z","V3Z","V4Z","V5Z","W0Z","W1Z","X0Z","ZZZ","A","B","C","D","E","ENS","F","G","H","J","K","L","M","N","P","Q","R","S","T","U","V","W","X","Z","A0Z00","A0Z01","A0Z02","A0Z40","A0Z41","A0Z42","A0Z43","A1Z00","A1Z01","A1Z40","A1Z41","A1Z42","A2Z70","A2Z90","A3Z00","A3Z40","A3Z41","A3Z90","B0Z20","B0Z21","B1Z40","B2Z40","B2Z41","B2Z42","B2Z43","B2Z44","B3Z20","B4Z41","B4Z42","B4Z43","B4Z44","B5Z40","B6Z70","B6Z71","B6Z72","B6Z73","B7Z90","B7Z91","C0Z20","C1Z40","C2Z70","C2Z71","C2Z80","D0Z20","D1Z40","D1Z41","D2Z40","D2Z41","D2Z42","D3Z20","D4Z40","D4Z41","D6Z70","D6Z71","D6Z80","E0Z20","E0Z21","E0Z22","E0Z23","E0Z24","E1Z40","E1Z41","E1Z42","E1Z43","E1Z44","E1Z46","E1Z47","E2Z70","E2Z80","F0Z20","F1Z40","F1Z41","F2Z20","F3Z40","F3Z41","F4Z20","F4Z41","F5Z70","G0A40","G0A41","G0A42","G0A43","G0B40","G0B41","G1Z70","G1Z71","G1Z80","H0Z90","H0Z91","H0Z92","J0Z20","J1Z40","J1Z80","J3Z40","J3Z41","J3Z42","J3Z43","J3Z44","J4Z40","J4Z60","J4Z80","J5Z60","J5Z61","J5Z62","J5Z80","J6Z90","J6Z91","J6Z92","K0Z20","K0Z40","L0Z60","L1Z60","L2Z60","L2Z61","L3Z80","L4Z80","L4Z81","L5Z90","L5Z91","L5Z92","L6Z00","L6Z90","M0Z60","M1Z80","M1Z81","M2Z90","M2Z91","M2Z92","N0Z90","N0Z91","P0Z60","P0Z61","P0Z62","P1Z80","P1Z81","P1Z82","P2Z90","P2Z91","P2Z92","P3Z90","P3Z91","P4Z60","P4Z61","P4Z80","Q0Z60","Q1Z80","Q1Z81","Q2Z90","Q2Z91","R0Z60","R0Z61","R1Z60","R1Z61","R1Z62","R1Z63","R1Z66","R1Z67","R2Z80","R2Z83","R3Z80","R3Z81","R3Z82","R4Z90","R4Z91","R4Z92","R4Z93","S0Z20","S0Z40","S0Z41","S0Z42","S1Z20","S1Z40","S1Z80","S2Z60","S2Z61","S2Z80","S2Z81","S3Z00","S3Z90","T0Z60","T1Z60","T2A60","T2B60","T2Z60","T3Z60","T3Z61","T4Z60","T4Z61","T4Z62","T6Z61","U0Z80","U0Z81","U0Z90","U0Z91","U0Z92","U1Z80","U1Z81","U1Z82","U1Z91","U1Z92","U1Z93","V0Z60","V1Z80","V1Z81","V2Z90","V2Z91","V2Z92","V2Z93","V3Z70","V3Z71","V3Z80","V3Z90","V4Z80","V4Z83","V4Z85","V5Z00","V5Z81","V5Z82","V5Z84","W0Z80","W0Z90","W0Z91","W0Z92","W1Z80","X0Z00","X0Z01","ZZZZZ"
"1983",1610.3003,332.68643,26.8442,57.91916,358.34508,99.20401,365.35793,143.8066,490.75192,73.37259,230.24931,75.43965,82.99638,83.43645,158.55426,113.88495,160.15775,178.39028,355.85853,166.58451,305.9829,396.50385,264.14178,202.2161,276.75173,150.97379,86.11545,92.40628,121.04444,39.67096,208.70767,218.2224,243.86182,103.34838,439.54886,371.04482,654.90441,53.94471,136.72645,37.15875,156.95721,589.39884,329.57831,220.29466,171.78516,137.62005,223.78717,133.92098,45.6829,132.57782,42.9304,130.31844,806.49158,369.03333,250.27078,35.46236,672.50456,347.85936,104.61132,148.77735,256.10473,680.3141,358.98626,585.40696,261.62523,307.56754,270.13637,190.88326,250.59262,151.91453,245.4942,NA,NA,333.00313,145.8834,1111.82681,66.10847,63.59147,165.33775,256.35638,352.76485,200.64617,204.11185,104.28311,201.77634,916.92826,43.40778,26.6695,35.66715,2027.75008,1836.52709,324.98709,1280.85892,862.86173,22404.6667,766.96265,670.79188,103.34838,1693.328,156.95721,1806.38518,221.19112,130.31844,2133.76261,601.24803,2142.43727,1019.17979,2054.23055,228.92922,1319.9387,960.33604,26.6695,35.66715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984",1577.02329,341.10848,29.73532,54.69883,336.30015,102.33044,359.10596,135.85542,485.82283,67.89496,221.48085,76.4958,78.25565,76.03265,162.44723,95.15337,151.79968,176.32011,346.41096,159.03032,296.45326,383.45597,262.72701,211.54368,278.89817,146.01776,74.51087,83.41693,110.96643,39.06482,221.92455,219.01332,248.37395,104.5539,455.43771,349.41353,643.40448,45.09506,138.93695,32.00141,150.75446,574.6625,326.83498,219.26017,177.20022,141.17029,227.9521,133.52451,42.64523,139.77862,48.63635,141.70267,799.25153,364.10033,254.74363,37.03591,692.92214,357.47495,110.92515,150.72439,259.12056,682.331,365.55757,578.7844,259.44434,307.92744,273.07672,197.90599,252.07529,153.58194,228.42027,NA,NA,336.36126,150.91189,1124.98975,65.37579,64.95697,177.49057,260.25689,362.93974,208.48158,216.43165,112.3802,217.19763,921.5548,46.50441,26.26979,15.19272,2002.56593,1785.28641,316.73553,1225.16771,857.72666,22335.3333,732.87498,689.31182,104.5539,1664.28914,150.75446,1800.60477,231.0602,141.70267,2148.05353,619.12448,2145.23787,1030.98543,2059.64089,242.44754,1377.68769,968.05922,26.26979,15.19272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",1532.27496,352.71263,30.4733,47.17716,305.86692,104.87933,350.16499,137.82417,492.68981,67.83408,220.81275,76.31743,76.26774,75.84771,168.14603,80.31574,144.82513,177.44567,328.64205,146.49695,281.90195,361.8046,264.88177,217.60476,275.16876,140.5207,58.68894,78.83992,107.0129,36.0957,228.88058,222.30572,251.50725,102.67226,457.76795,340.65435,631.9371,33.91297,140.77312,31.70062,154.48581,553.94665,333.63167,218.05216,179.52895,137.99297,248.41507,129.66314,36.88613,148.81137,50.88592,149.75601,818.22751,370.0229,251.64239,36.64762,708.59933,356.504,118.00907,163.40263,263.41232,686.25958,367.84097,572.14279,259.4408,305.26795,276.32818,210.38772,256.04722,156.80721,215.67143,NA,NA,345.54605,156.98757,1141.93279,68.96139,62.3707,187.46588,274.41876,374.76022,216.54892,221.73772,121.6236,237.12886,926.60951,49.50463,26.56688,15.47258,1962.63804,1756.38949,320.26148,1159.62749,844.29112,22344,696.32693,702.69355,102.67226,1636.7461,154.48581,1801.2306,236.58342,149.75601,2185.13975,637.9157,2149.09647,1048.03107,2085.90643,249.83658,1446.21808,976.11414,26.56688,15.47258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",1466.19509,350.02318,30.21867,39.83198,304.6331,110.50231,345.99722,147.90166,502.3283,70.12124,224.42687,76.40171,80.40418,73.18718,166.45936,70.17455,136.99403,184.27742,318.9472,144.5266,267.07341,339.32611,264.70765,218.35026,265.69144,138.54053,51.83062,75.02595,107.03512,33.41958,228.7876,224.63003,254.34992,99.96783,455.30013,339.10819,630.18342,34.21584,144.7631,31.86953,156.89995,542.76156,331.02147,216.17901,181.08109,143.785,263.80323,130.50074,33.26726,151.96726,53.41969,149.60105,834.10764,376.53441,250.95718,35.21568,723.01747,359.85158,128.15466,170.92406,270.27323,680.20794,376.27868,571.5109,265.20548,303.88461,274.46693,223.46124,255.43511,163.40487,203.0757,NA,NA,363.11317,160.49146,1166.2566,72.07987,64.36015,194.29657,298.74452,381.64938,229.74967,227.68953,128.72194,253.34341,916.93863,52.70599,26.6721,13.20421,1886.26893,1782.31242,320.05072,1121.99322,822.38402,22418,671.54323,707.76756,99.96783,1635.44021,156.89995,1809.1321,238.65421,149.60105,2219.83238,658.9303,2163.47623,1057.24789,2128.42167,258.65672,1519.89845,969.64462,26.6721,13.20421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",1403.60568,349.23987,30.55929,35.46022,295.86883,116.47059,337.15241,153.80876,509.53978,74.12572,224.57847,79.31891,77.06636,78.10003,164.89833,63.90192,128.47819,186.67984,322.2417,141.60742,256.41836,306.88138,259.0667,209.41788,236.77446,135.3312,49.26047,72.95956,109.36272,31.53571,223.21931,219.86682,252.17172,100.097,442.71246,334.44288,641.77262,39.37911,143.98068,36.36946,155.87617,543.8721,333.01603,211.12794,179.33907,147.90058,285.75663,135.25044,32.47594,147.58103,62.53685,153.19058,852.79997,386.68959,254.67861,37.61962,737.68306,363.97431,138.74147,179.77848,273.64195,680.28416,399.20687,588.29616,274.84019,299.91211,278.55375,236.49852,257.78933,168.60969,202.73029,NA,NA,375.3469,159.87549,1174.42644,77.14565,67.74254,197.99991,312.78947,386.77719,248.95589,231.39252,134.76984,253.46567,923.98773,54.23643,23.71596,12.39805,1818.86505,1790.86348,320.06472,1099.32742,775.36597,22509,635.22412,695.25786,100.097,1638.6572,155.87617,1836.2628,242.59381,153.19058,2269.47085,682.49427,2216.26933,1072.75371,2158.13445,265.74245,1568.15058,978.22416,23.71596,12.39805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",1359.68769,345.21822,31.31258,36.392,295.90675,119.45229,336.8062,156.23198,510.35578,73.41893,230.53255,83.27536,75.75211,79.42616,163.93503,63.20612,121.11169,187.62718,333.84597,145.96834,249.71814,296.02699,258.58135,208.83101,207.42199,134.23509,51.90126,76.94275,111.77685,32.82978,219.81717,213.30203,254.19296,98.49044,442.60342,331.17971,661.2354,46.53905,144.09282,37.91177,153.39321,568.38204,334.23022,198.12382,180.92157,161.70674,295.66077,140.16673,39.17122,145.76893,75.11777,153.17712,850.94906,390.24333,258.15015,38.2213,734.82933,366.08531,148.36995,173.13093,275.52444,692.29562,418.04605,592.74021,285.57542,295.49878,284.0546,250.67407,249.4591,173.71694,210.54774,NA,NA,384.1507,160.43793,1182.41088,79.34288,77.8104,196.92451,324.76583,382.14882,258.57311,240.57306,133.38115,245.11425,920.65151,56.60071,22.45913,14.29639,1772.61049,1805.97985,319.1133,1101.47745,763.43935,22640.6667,615.10773,687.31216,98.49044,1663.56217,153.39321,1879.19189,260.05792,153.17712,2272.39317,687.58619,2264.18175,1079.68656,2190.60706,274.73491,1584.5562,977.25222,22.45913,14.29639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",1290.35307,336.83348,30.83442,37.68971,284.25267,123.566,341.49522,150.22034,518.93216,73.37729,232.47141,87.70566,71.60012,83.96617,166.45164,64.81373,116.48638,186.81817,336.29623,149.6932,244.46206,288.16139,264.56758,211.41233,186.80869,137.77323,53.09308,85.05398,116.55188,34.47249,225.73313,212.31512,252.9488,101.75368,439.14176,334.60327,683.46336,48.59686,143.69708,40.88151,152.47194,596.61358,346.30483,194.59938,180.70188,165.97522,310.68149,144.90288,45.03651,145.05876,88.24663,158.84395,868.76834,395.44991,267.10404,39.83148,731.89565,366.9075,152.09,173.10751,269.37691,707.41994,425.41404,603.90971,299.94642,297.86781,290.70124,255.68249,248.57167,177.19842,214.50895,NA,NA,380.6982,155.76338,1167.46248,81.10645,87.58607,199.56493,333.90981,376.56735,273.85612,243.84105,130.4381,234.32377,930.3708,58.13401,21.13828,17.36844,1695.71068,1812.02074,322.01792,1098.56978,764.14129,22796.6667,613.75335,690.99705,101.75368,1690.38384,152.47194,1939.77927,278.3419,158.84395,2303.04943,692.10501,2306.06701,1092.82321,2176.73788,287.15101,1592.93619,988.50481,21.13828,17.36844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",1212.46481,341.26207,28.50216,37.21538,268.27144,122.80404,354.83746,146.73614,531.03811,72.73048,243.79456,89.45731,64.53956,83.98499,170.35628,62.15194,119.31161,187.116,314.82744,153.69447,239.6899,283.68134,284.85717,210.35095,168.15075,144.6279,53.49706,91.5239,117.99214,35.72014,250.3545,218.24998,264.58153,109.3729,440.12528,347.9805,700.07039,44.99346,144.55756,41.99119,150.75424,612.92906,361.85884,197.50079,184.93213,174.80712,330.92313,149.6778,49.07402,142.58236,97.78448,162.10057,853.57641,395.53915,273.36625,41.72167,708.66191,359.01164,154.2101,169.83376,260.76247,706.56837,420.83208,604.73198,319.43762,290.65258,292.24722,255.66468,247.54342,178.31111,209.22043,NA,NA,388.18939,148.42778,1154.43407,75.6698,100.32073,209.08354,347.09757,375.23675,285.66412,245.06609,130.77126,232.89736,941.67581,61.69316,21.11643,23.37401,1619.44442,1829.66954,318.88082,1076.79137,778.88945,22895,611.5119,733.18601,109.3729,1719.71837,150.75424,2012.62887,289.44086,162.10057,2272.86539,683.0555,2312.33251,1086.1079,2154.25258,309.40428,1616.73314,1003.36897,21.11643,23.37401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",1119.95241,349.15229,25.06984,38.05212,256.15897,120.23447,361.6257,141.96764,536.5924,72.23066,245.30279,91.35557,58.36057,81.12823,168.50931,56.58909,122.15421,184.96461,287.73047,156.1943,235.49382,267.14262,294.69539,203.66681,156.07136,151.5798,48.15159,88.76913,119.01503,34.44642,266.50809,218.81955,278.64397,116.39574,426.90546,361.99547,709.01348,40.82664,145.69646,45.54113,155.62194,614.2682,368.19891,207.93786,184.5871,181.67954,353.80758,152.97,48.00039,141.94312,109.6988,172.27516,850.66964,400.11269,285.61359,46.78411,695.60382,356.82515,156.37352,174.33149,250.08584,687.02125,418.87271,600.11523,337.61978,281.92113,288.20322,262.82776,249.98092,176.73176,198.96817,NA,NA,390.60008,140.39325,1135.09304,76.91357,105.97078,217.3983,354.71282,384.89598,300.7768,248.79133,127.66389,232.29985,954.14508,65.44085,20.21652,26.00052,1532.22666,1825.4682,307.99812,1043.12652,765.50483,22873.6667,598.03333,763.97162,116.39574,1729.97865,155.62194,2063.44919,299.64231,172.27516,2278.78386,687.53015,2293.7148,1082.93302,2118.69987,323.36908,1649.14067,1019.58593,20.21652,26.00052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
