"Fap3","Annee","Part","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"F5Z70","2015-2017",28.1815061574607,"F5Z70","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2016-2018",27.7161869151062,"F5Z70","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2017-2019",28.7592862501887,"F5Z70","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"W1Z","1982-1984",33.0440073185037,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1983-1985",32.3636548955992,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1984-1986",36.7847007441526,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1985-1987",37.5275822591668,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1986-1988",42.2048058841631,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1987-1989",42.7356224443788,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1988-1990",45.3636692187585,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1989-1991",44.0564471096062,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1990-1992",45.0222536806515,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1991-1993",45.1460381351383,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1992-1994",47.1494593106426,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1993-1995",47.3678845029861,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1994-1996",46.1883793957394,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1995-1997",46.406115315288,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1996-1998",45.9961417179872,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1997-1999",46.191716792665,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1998-2000",48.4057434658618,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","1999-2001",49.9569018655278,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2000-2002",50.8843115740675,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2001-2003",49.2162944027062,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2002-2004",49.3229353303537,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2003-2005",50.9109180626533,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2004-2006",53.1988462188322,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2005-2007",54.0380007138573,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2006-2008",53.5438659800348,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2007-2009",52.0571086641094,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2008-2010",52.3330471474139,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2009-2011",53.0734493605284,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2010-2012",54.7503844550798,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2011-2013",54.690157353503,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2012-2014",54.6966669869394,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2013-2015",54.0422155295973,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2014-2016",52.2077288955926,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2015-2017",50.4325501430586,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2016-2018",49.5448835439259,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2017-2019",51.2254136929088,"Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"L","1982-1984",73.0262484770828,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1983-1985",73.5122150098492,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1984-1986",73.6145212411197,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1985-1987",73.2884484957646,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1986-1988",72.6722302493957,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1987-1989",72.4748129499155,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1988-1990",72.8645627145785,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1989-1991",73.3736397877153,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1990-1992",73.350297033483,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1991-1993",73.0748886691086,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1992-1994",72.8813129897698,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1993-1995",73.1130112534897,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1994-1996",73.3784546501199,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1995-1997",73.4142334842379,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1996-1998",73.1239983074006,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1997-1999",72.6256512279441,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1998-2000",72.0996546519508,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","1999-2001",71.5209808029061,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2000-2002",71.1373459731357,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2001-2003",71.1554913769643,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2002-2004",71.5876009966602,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2003-2005",72.09331654539,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2004-2006",72.3131869369204,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2005-2007",72.1376500741341,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2006-2008",71.9370832486444,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2007-2009",71.3751261879434,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2008-2010",70.9302317054474,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2009-2011",70.573898678241,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2010-2012",70.5764424265323,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2011-2013",70.917126638197,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2012-2014",70.8079482523485,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2013-2015",70.8771060799543,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2014-2016",70.3007375540628,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2015-2017",69.8909643312999,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2016-2018",69.748584871032,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2017-2019",69.9762039176408,"Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"U1Z82","2003-2005",42.1265184963456,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2004-2006",44.8743890449228,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2005-2007",47.5110920431391,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2006-2008",47.8503834209553,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2007-2009",49.0516705238144,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2008-2010",50.1217505704054,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2009-2011",50.5730686535856,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2010-2012",51.4638406722894,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2011-2013",53.0224720505286,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2012-2014",52.4229857136385,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2013-2015",50.081298037956,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2014-2016",47.0777219578627,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2015-2017",48.2802880062568,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2016-2018",49.9197405387461,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2017-2019",52.6100110447088,"Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"B6Z70","2003-2005",11.1343216393382,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2004-2006",6.57155691233552,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2005-2007",6.34037255098557,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2006-2008",9.10268194239689,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2007-2009",14.0057406150439,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2008-2010",19.1111726368295,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2009-2011",18.3600408595762,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2010-2012",13.3051429022453,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2011-2013",11.9727956920685,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2012-2014",13.4638904442989,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2013-2015",13.6714651879444,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2014-2016",10.6636464231967,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2015-2017",8.01290245465382,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2016-2018",9.43117345720948,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2017-2019",16.6566252559844,"Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"S","1982-1984",33.8819974049917,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1983-1985",33.2466424864995,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1984-1986",33.2636922682073,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1985-1987",33.0038016534382,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1986-1988",33.8338408900384,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1987-1989",34.2050634973641,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1988-1990",35.0366191889664,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1989-1991",35.4784621306962,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1990-1992",36.0833368992664,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1991-1993",36.7280414181722,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1992-1994",37.2574658764462,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1993-1995",37.9878873809065,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1994-1996",37.905053293588,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1995-1997",37.6719137825879,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1996-1998",37.1223922040336,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1997-1999",36.5897776271708,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1998-2000",36.1920069341578,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","1999-2001",36.551255801821,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2000-2002",37.6309619233073,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2001-2003",38.9727209289612,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2002-2004",39.814664413116,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2003-2005",39.8186912289682,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2004-2006",40.4253099074048,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2005-2007",40.573271073595,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2006-2008",40.4658013731923,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2007-2009",40.1939431612904,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2008-2010",40.4624433093603,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2009-2011",41.5858327657786,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2010-2012",42.0508693019768,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2011-2013",42.442681865493,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2012-2014",42.369283182965,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2013-2015",42.2443090932258,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2014-2016",42.3870981864177,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2015-2017",42.3331789906675,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2016-2018",41.9079759576562,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2017-2019",41.7102372952818,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"E","1982-1984",24.48770210263,"Industries de process","E","Industries de process",NA,NA
"E","1983-1985",24.3166502987869,"Industries de process","E","Industries de process",NA,NA
"E","1984-1986",25.0520279657563,"Industries de process","E","Industries de process",NA,NA
"E","1985-1987",25.0797723428527,"Industries de process","E","Industries de process",NA,NA
"E","1986-1988",24.8413365368614,"Industries de process","E","Industries de process",NA,NA
"E","1987-1989",24.7902564203726,"Industries de process","E","Industries de process",NA,NA
"E","1988-1990",25.4277700397527,"Industries de process","E","Industries de process",NA,NA
"E","1989-1991",25.6243629952877,"Industries de process","E","Industries de process",NA,NA
"E","1990-1992",25.2696837980761,"Industries de process","E","Industries de process",NA,NA
"E","1991-1993",24.6888464513973,"Industries de process","E","Industries de process",NA,NA
"E","1992-1994",24.6984444851396,"Industries de process","E","Industries de process",NA,NA
"E","1993-1995",25.2839489900548,"Industries de process","E","Industries de process",NA,NA
"E","1994-1996",25.7615404764559,"Industries de process","E","Industries de process",NA,NA
"E","1995-1997",26.0752480383452,"Industries de process","E","Industries de process",NA,NA
"E","1996-1998",26.1829314026877,"Industries de process","E","Industries de process",NA,NA
"E","1997-1999",26.4810833238433,"Industries de process","E","Industries de process",NA,NA
"E","1998-2000",26.5281106418939,"Industries de process","E","Industries de process",NA,NA
"E","1999-2001",27.5666869171306,"Industries de process","E","Industries de process",NA,NA
"E","2000-2002",27.9683637011445,"Industries de process","E","Industries de process",NA,NA
"E","2001-2003",28.9482382595454,"Industries de process","E","Industries de process",NA,NA
"E","2002-2004",29.5538661737575,"Industries de process","E","Industries de process",NA,NA
"E","2003-2005",30.3555567362117,"Industries de process","E","Industries de process",NA,NA
"E","2004-2006",29.9843316871566,"Industries de process","E","Industries de process",NA,NA
"E","2005-2007",29.7342425394243,"Industries de process","E","Industries de process",NA,NA
"E","2006-2008",30.0072054503234,"Industries de process","E","Industries de process",NA,NA
"E","2007-2009",29.7920422747414,"Industries de process","E","Industries de process",NA,NA
"E","2008-2010",29.0695187996379,"Industries de process","E","Industries de process",NA,NA
"E","2009-2011",28.4214548956314,"Industries de process","E","Industries de process",NA,NA
"E","2010-2012",29.0182287864264,"Industries de process","E","Industries de process",NA,NA
"E","2011-2013",29.4984898850948,"Industries de process","E","Industries de process",NA,NA
"E","2012-2014",30.3539239135496,"Industries de process","E","Industries de process",NA,NA
"E","2013-2015",30.6407197609674,"Industries de process","E","Industries de process",NA,NA
"E","2014-2016",30.5446337791836,"Industries de process","E","Industries de process",NA,NA
"E","2015-2017",30.4027925065756,"Industries de process","E","Industries de process",NA,NA
"E","2016-2018",31.1716420031796,"Industries de process","E","Industries de process",NA,NA
"E","2017-2019",32.0239717715587,"Industries de process","E","Industries de process",NA,NA
"V1Z80","2003-2005",88.8241231766355,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2004-2006",89.1609943568896,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2005-2007",88.9696509649692,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2006-2008",87.5351813105687,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2007-2009",87.348512440039,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2008-2010",87.2975030489166,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2009-2011",87.6088353166803,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2010-2012",87.2217030443492,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2011-2013",86.8003904340387,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2012-2014",86.2923695648136,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2013-2015",86.5120336709552,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2014-2016",86.4712944373742,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2015-2017",85.9802521354246,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2016-2018",85.4138819516615,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2017-2019",84.826371048555,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1982-1984",87.7464974188897,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1983-1985",87.4776732908884,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1984-1986",87.5503275134164,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1985-1987",87.8922088121825,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1986-1988",88.5497901259379,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1987-1989",88.7349177544257,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1988-1990",88.7953695401367,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1989-1991",88.3783368334348,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1990-1992",87.9485955646665,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1991-1993",88.2068780550458,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1992-1994",87.9532954992597,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1993-1995",88.1054233480479,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1994-1996",87.6645437484441,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1995-1997",88.3580110409777,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1996-1998",88.8253992573906,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1997-1999",89.1773011207795,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1998-2000",89.0784568876872,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","1999-2001",88.6805835795546,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2000-2002",88.0979492869689,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2001-2003",87.7427240059122,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2002-2004",87.9241351307097,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2003-2005",89.1901452498436,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2004-2006",89.5449826868633,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2005-2007",89.3429172355756,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2006-2008",87.9206167248292,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2007-2009",87.7079319081867,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2008-2010",87.6124019235359,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2009-2011",87.9092079653511,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2010-2012",87.593365357415,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2011-2013",87.2938152358574,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2012-2014",86.8465219492998,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2013-2015",86.9810175074093,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2014-2016",86.8400231083938,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2015-2017",86.3273201362393,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2016-2018",85.8566734412906,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",85.380144793903,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"M","1982-1984",31.1111042794123,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","1983-1985",29.9377707600777,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","1984-1986",28.4463268155616,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
