"Fap3","Annee","Part","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"U0Z80","2015-2017",74.9151163285317,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","2016-2018",74.5841322566109,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","2017-2019",75.2907291021565,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"R2Z80","2003-2005",35.684610590218,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2004-2006",35.2711096931051,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2005-2007",34.2171822307209,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2006-2008",34.7985492573211,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2007-2009",36.485181315656,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2008-2010",36.902166687694,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2009-2011",35.8110192842352,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2010-2012",34.6837534103375,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2011-2013",34.8317678026214,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2012-2014",35.8183311396604,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2013-2015",36.5280623646998,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2014-2016",35.5367989008058,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2015-2017",34.9631190064385,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2016-2018",36.4787570414563,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","2017-2019",38.9749849574103,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1982-1984",22.490421290509,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1983-1985",22.2227842252043,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1984-1986",21.9760566638349,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1985-1987",21.1799637125345,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1986-1988",21.548960317241,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1987-1989",22.9595136708025,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1988-1990",25.3015321262082,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1989-1991",26.4136113387553,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1990-1992",28.0745408312707,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1991-1993",28.8394699709417,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1992-1994",31.4913930627231,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1993-1995",33.4275561742632,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1994-1996",34.3430000827679,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1995-1997",34.2410808160699,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1996-1998",33.8925763832748,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1997-1999",34.9013869562879,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1998-2000",37.1726287236926,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","1999-2001",38.5138048307099,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2000-2002",39.3438925033632,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2001-2003",37.5189461277864,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2002-2004",37.0966220060112,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2003-2005",36.1694082945319,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2004-2006",35.9554445141591,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2005-2007",36.0996508303093,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2006-2008",36.9448316032125,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2007-2009",38.4108222385712,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2008-2010",38.3857731620846,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2009-2011",37.6934940287159,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2010-2012",37.2084305764266,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2011-2013",37.9884770679324,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2012-2014",38.9059921002972,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2013-2015",39.2527501785637,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2014-2016",37.9532441344995,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2015-2017",37.4753444993626,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2016-2018",39.1579071529282,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","2017-2019",41.7363667037636,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"P1Z81","2003-2005",65.2627952050624,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2004-2006",66.6626759956285,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2005-2007",68.8447475193633,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2006-2008",68.5244582646583,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2007-2009",67.9161837478032,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2008-2010",68.0055738325318,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2009-2011",68.7627476935709,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2010-2012",69.0292530143983,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2011-2013",68.8170330495143,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2012-2014",69.7219414934204,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2013-2015",70.5829857077875,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2014-2016",70.2793755686344,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2015-2017",70.3781377051449,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2016-2018",70.6907542674711,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","2017-2019",71.2171533315027,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"E0Z24","2003-2005",32.5474968968018,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2004-2006",30.4823866552124,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2005-2007",34.5243278369523,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2006-2008",36.6666569618202,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2007-2009",34.7432628741445,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2008-2010",34.8932409607395,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2009-2011",33.7613026885787,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2010-2012",33.8232426087905,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2011-2013",33.0968200493308,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2012-2014",33.8180377708387,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2013-2015",31.4453007384544,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2014-2016",31.0797203110927,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2015-2017",30.6950614588424,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2016-2018",38.8346963544439,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","2017-2019",39.8175380647497,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E1Z47","2003-2005",26.2103505843072,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2004-2006",26.9395922281827,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2005-2007",25.4132794808664,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2006-2008",29.4694442755091,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2007-2009",32.2715159690807,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2008-2010",32.5234013498551,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2009-2011",28.914839090945,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2010-2012",25.8023287841504,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2011-2013",26.6970780121097,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2012-2014",27.1753426729464,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2013-2015",30.8358167933995,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2014-2016",25.8521033369657,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2015-2017",29.5969526519468,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2016-2018",31.3040683605566,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","2017-2019",35.0706872061913,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2003-2005",30.8109572867118,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2004-2006",32.0191452593426,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2005-2007",34.4338076648731,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2006-2008",30.4854876462622,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2007-2009",24.6263484704554,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2008-2010",20.8780210412707,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2009-2011",22.9544838421612,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2010-2012",26.6443781486582,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2011-2013",28.1491211298993,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2012-2014",28.9226929163926,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2013-2015",30.0933384742512,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2014-2016",29.3704856903716,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2015-2017",27.2983063757483,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2016-2018",27.7849427368335,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","2017-2019",30.3218055066462,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2003-2005",26.3450977857982,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2004-2006",24.2479551283137,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2005-2007",22.2008067505594,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2006-2008",23.993455176479,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2007-2009",22.9347561844894,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2008-2010",23.1426275416139,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2009-2011",23.0533870803048,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2010-2012",26.5052486888567,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2011-2013",26.7402045491143,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2012-2014",28.3867447222833,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2013-2015",27.4372491924652,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2014-2016",26.1468746420351,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2015-2017",25.7751389358843,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2016-2018",27.5507339476839,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","2017-2019",29.8687534288317,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2003-2005",10.1846779697805,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2004-2006",8.53839292953864,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2005-2007",7.00644760553374,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2006-2008",6.7651307090892,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2007-2009",9.06659554089934,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2008-2010",9.56489259909222,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2009-2011",11.2540875719041,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2010-2012",12.2079126837947,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2011-2013",13.2862206384696,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2012-2014",13.4520854880911,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2013-2015",12.9548573526244,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2014-2016",12.0242659990153,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2015-2017",13.1212057741488,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2016-2018",15.7127689312389,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","2017-2019",17.1778550940628,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"V3Z80","2003-2005",60.7756379939861,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2004-2006",59.2318075745724,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2005-2007",58.4951420960849,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2006-2008",63.0027896148061,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2007-2009",66.708408183498,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2008-2010",68.8993755667793,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2009-2011",65.9939638292679,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2010-2012",64.4542006008325,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2011-2013",63.5228254199206,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2012-2014",65.8445118741197,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2013-2015",67.5860657153021,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2014-2016",69.7872227831544,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2015-2017",69.974941047256,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2016-2018",68.5131961863981,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","2017-2019",67.3707816815467,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"B1Z40","2003-2005",1.92163544836795,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2004-2006",2.49346890797979,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2005-2007",2.21913336520505,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2006-2008",2.041066211421,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2007-2009",1.68739581060596,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2008-2010",2.37753491719451,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2009-2011",3.14565438599074,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2010-2012",3.44298081582269,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2011-2013",2.71561280628917,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2012-2014",1.88966505366578,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2013-2015",1.73211226985194,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2014-2016",2.48084717083591,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2015-2017",2.59204869159044,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2016-2018",2.715758586951,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2017-2019",2.59514046465743,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B3Z20","2003-2005",7.69962607553153,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2004-2006",7.07606195145906,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2005-2007",7.33231279206994,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2006-2008",6.59577635272068,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2007-2009",5.56389125466082,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2008-2010",4.66797077457757,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2009-2011",5.70095661597665,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2010-2012",6.89005258487542,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2011-2013",7.36684448118788,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2012-2014",6.88277216968517,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2013-2015",7.08451401197353,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
