code_reg;fap_3;emp_fap;emp_region;variable;var_classe
27;T6Z;2531;879600;0.287744429;0,25 - 0,5
28;T6Z;2985;1137000;0.262532982;0,25 - 0,5
32;T6Z;5691;2320760;0.245221393;0,1 - 0,25
44;T6Z;4841;1852977;0.261255267;0,25 - 0,5
52;T6Z;4385;1312839;0.334008968;0,25 - 0,5
53;T6Z;4017;1082628;0.371041577;0,25 - 0,5
75;T6Z;8332;2059120;0.404638875;0,25 - 0,5
76;T6Z;9368;2377731;0.393989059;0,25 - 0,5
84;T6Z;9499;2669893;0.355782048;0,25 - 0,5
93;T6Z;7258;2013910;0.360393463;0,25 - 0,5
94;T6Z;266;90704;0.293261598;0,25 - 0,5
11;U0Z;121147;4169666;2.905436551;2,5 - 3,0
24;U0Z;8239;869129;0.947960544;0,75 - 1,0
27;U0Z;7106;879600;0.807867212;0,75 - 1,0
28;U0Z;9883;1137000;0.869217238;0,75 - 1,0
32;U0Z;16993;2320760;0.732217032;0,5 - 0,75
44;U0Z;15657;1852977;0.844964616;0,75 - 1,0
52;U0Z;15814;1312839;1.204565069;1,0 - 1,5
53;U0Z;14322;1082628;1.322892074;1,0 - 1,5
75;U0Z;24451;2059120;1.187449007;1,0 - 1,5
76;U0Z;27027;2377731;1.136671894;1,0 - 1,5
84;U0Z;34285;2669893;1.284133859;1,0 - 1,5
93;U0Z;24481;2013910;1.215595533;1,0 - 1,5
94;U0Z;855;90704;0.942626566;0,75 - 1,0
11;U1Z;370154;4169666;8.87730576;7,5 - 10
24;U1Z;22513;869129;2.590294421;2,5 - 3,0
27;U1Z;19087;879600;2.16996362;2,0 - 2,5
28;U1Z;23571;1137000;2.073087071;2,0 - 2,5
32;U1Z;42421;2320760;1.827892587;1,5 - 2,0
44;U1Z;37842;1852977;2.042227184;2,0 - 2,5
52;U1Z;44413;1312839;3.382973845;3,0 - 3,5
53;U1Z;39609;1082628;3.658597413;3,5 - 4,0
75;U1Z;70779;2059120;3.437342166;3,0 - 3,5
76;U1Z;96742;2377731;4.068668828;4,0 - 4,5
84;U1Z;96650;2669893;3.619995258;3,5 - 4,0
93;U1Z;76930;2013910;3.81993237;3,5 - 4,0
94;U1Z;2645;90704;2.916078673;2,5 - 3,0
11;V0Z;55780;4169666;1.337757029;1,0 - 1,5
24;V0Z;13620;869129;1.567086129;1,5 - 2,0
27;V0Z;13837;879600;1.57310141;1,5 - 2,0
28;V0Z;18236;1137000;1.603869833;1,5 - 2,0
32;V0Z;34924;2320760;1.504851859;1,5 - 2,0
44;V0Z;25128;1852977;1.356088068;1,0 - 1,5
52;V0Z;22879;1312839;1.742711787;1,5 - 2,0
53;V0Z;22106;1082628;2.041883269;2,0 - 2,5
75;V0Z;36261;2059120;1.760994988;1,5 - 2,0
76;V0Z;40909;2377731;1.72050581;1,5 - 2,0
84;V0Z;45757;2669893;1.713813999;1,5 - 2,0
93;V0Z;35795;2013910;1.777388265;1,5 - 2,0
94;V0Z;1069;90704;1.178558829;1,0 - 1,5
11;V1Z;13703;4169666;0.328635435;0,25 - 0,5
24;V1Z;2992;869129;0.344252694;0,25 - 0,5
27;V1Z;3595;879600;0.408708504;0,25 - 0,5
28;V1Z;4194;1137000;0.368865435;0,25 - 0,5
32;V1Z;8831;2320760;0.380521898;0,25 - 0,5
44;V1Z;5808;1852977;0.313441559;0,25 - 0,5
52;V1Z;6530;1312839;0.497395339;0,25 - 0,5
53;V1Z;8599;1082628;0.794270978;0,75 - 1,0
75;V1Z;9198;2059120;0.446695676;0,25 - 0,5
76;V1Z;11476;2377731;0.482645009;0,25 - 0,5
84;V1Z;14594;2669893;0.546613666;0,5 - 0,75
93;V1Z;9722;2013910;0.482742526;0,25 - 0,5
94;V1Z;364;90704;0.401305345;0,25 - 0,5
11;V2Z;8131;4169666;0.195003629;0,1 - 0,25
24;V2Z;1137;869129;0.130820626;0,1 - 0,25
27;V2Z;1197;879600;0.136084584;0,1 - 0,25
28;V2Z;1528;1137000;0.134388742;0,1 - 0,25
32;V2Z;2961;2320760;0.127587514;0,1 - 0,25
44;V2Z;2776;1852977;0.149812977;0,1 - 0,25
52;V2Z;2209;1312839;0.168261302;0,1 - 0,25
53;V2Z;1951;1082628;0.180209638;0,1 - 0,25
75;V2Z;3819;2059120;0.185467578;0,1 - 0,25
76;V2Z;4243;2377731;0.178447436;0,1 - 0,25
84;V2Z;4587;2669893;0.171804638;0,1 - 0,25
93;V2Z;3804;2013910;0.188886296;0,1 - 0,25
94;V2Z;176;90704;0.194037749;0,1 - 0,25
11;V3Z;23464;4169666;0.562730924;0,5 - 0,75
24;V3Z;3860;869129;0.444122794;0,25 - 0,5
27;V3Z;4247;879600;0.482833106;0,25 - 0,5
28;V3Z;4555;1137000;0.400615655;0,25 - 0,5
32;V3Z;8144;2320760;0.350919526;0,25 - 0,5
44;V3Z;8166;1852977;0.440696242;0,25 - 0,5
52;V3Z;7169;1312839;0.546068482;0,5 - 0,75
53;V3Z;7580;1082628;0.700148158;0,5 - 0,75
75;V3Z;12719;2059120;0.617691052;0,5 - 0,75
76;V3Z;16569;2377731;0.696840812;0,5 - 0,75
84;V3Z;18037;2669893;0.675570145;0,5 - 0,75
93;V3Z;14334;2013910;0.71174978;0,5 - 0,75
94;V3Z;490;90704;0.540218733;0,5 - 0,75
11;V4Z;37239;4169666;0.893093116;0,75 - 1,0
24;V4Z;9659;869129;1.111342505;1,0 - 1,5
27;V4Z;10044;879600;1.141882674;1,0 - 1,5
28;V4Z;13632;1137000;1.198944591;1,0 - 1,5
32;V4Z;29394;2320760;1.266567848;1,0 - 1,5
44;V4Z;18493;1852977;0.998015626;0,75 - 1,0
52;V4Z;18245;1312839;1.389736289;1,0 - 1,5
53;V4Z;16778;1082628;1.549747466;1,5 - 2,0
75;V4Z;26413;2059120;1.282732429;1,0 - 1,5
76;V4Z;33958;2377731;1.428168283;1,0 - 1,5
84;V4Z;34577;2669893;1.295070626;1,0 - 1,5
93;V4Z;21092;2013910;1.047315918;1,0 - 1,5
94;V4Z;625;90704;0.689054507;0,5 - 0,75
11;V5Z;95758;4169666;2.296538859;2,0 - 2,5
24;V5Z;22924;869129;2.637583144;2,5 - 3,0
27;V5Z;26579;879600;3.021714416;3,0 - 3,5
28;V5Z;36042;1137000;3.169920844;3,0 - 3,5
32;V5Z;67428;2320760;2.905427532;2,5 - 3,0
44;V5Z;48184;1852977;2.600356076;2,5 - 3,0
52;V5Z;41023;1312839;3.124754825;3,0 - 3,5
53;V5Z;36124;1082628;3.336695522;3,0 - 3,5
75;V5Z;65552;2059120;3.183495862;3,0 - 3,5
76;V5Z;82375;2377731;3.464437314;3,0 - 3,5
84;V5Z;80817;2669893;3.026975238;3,0 - 3,5
93;V5Z;60094;2013910;2.983946651;2,5 - 3,0
94;V5Z;2375;90704;2.618407126;2,5 - 3,0
11;W0Z;41293;4169666;0.990319129;0,75 - 1,0
24;W0Z;6060;869129;0.697249775;0,5 - 0,75
27;W0Z;6247;879600;0.710209186;0,5 - 0,75
28;W0Z;7776;1137000;0.683905013;0,5 - 0,75
32;W0Z;14374;2320760;0.61936607;0,5 - 0,75
44;W0Z;12601;1852977;0.680040821;0,5 - 0,75
52;W0Z;11513;1312839;0.876954448;0,75 - 1,0
53;W0Z;11945;1082628;1.10333374;1,0 - 1,5
75;W0Z;17884;2059120;0.868526361;0,75 - 1,0
76;W0Z;21457;2377731;0.902414949;0,75 - 1,0
84;W0Z;25308;2669893;0.947903156;0,75 - 1,0
93;W0Z;16476;2013910;0.818110045;0,75 - 1,0
94;W0Z;614;90704;0.676927148;0,5 - 0,75
11;W1Z;22840;4169666;0.547765696;0,5 - 0,75
24;W1Z;5996;869129;0.689886081;0,5 - 0,75
27;W1Z;5389;879600;0.612664848;0,5 - 0,75
28;W1Z;6271;1137000;0.551539138;0,5 - 0,75
32;W1Z;13316;2320760;0.573777556;0,5 - 0,75
44;W1Z;10115;1852977;0.545878335;0,5 - 0,75
52;W1Z;9038;1312839;0.688431712;0,5 - 0,75
53;W1Z;8567;1082628;0.791315207;0,75 - 1,0
75;W1Z;14442;2059120;0.701367574;0,5 - 0,75
76;W1Z;18054;2377731;0.759295311;0,75 - 1,0
84;W1Z;17326;2669893;0.648939864;0,5 - 0,75
93;W1Z;13412;2013910;0.665968191;0,5 - 0,75
94;W1Z;448;90704;0.493914271;0,25 - 0,5
11;ZZZ;85359;4169666;2.047142385;2,0 - 2,5
24;ZZZ;14021;869129;1.613224274;1,5 - 2,0
27;ZZZ;24570;879600;2.793315143;2,5 - 3,0
28;ZZZ;23852;1137000;2.097801231;2,0 - 2,5
32;ZZZ;50489;2320760;2.175537324;2,0 - 2,5
44;ZZZ;45022;1852977;2.429711756;2,0 - 2,5
52;ZZZ;26563;1312839;2.023325023;2,0 - 2,5
53;ZZZ;23026;1082628;2.126861674;2,0 - 2,5
75;ZZZ;41012;2059120;1.99172462;1,5 - 2,0
76;ZZZ;53021;2377731;2.229899009;2,0 - 2,5
84;ZZZ;54928;2669893;2.057310911;2,0 - 2,5
93;ZZZ;38943;2013910;1.933701109;1,5 - 2,0
94;ZZZ;2126;90704;2.343887811;2,0 - 2,5
