code_reg;fap_3;emp_fap;emp_region;variable;var_classe
94;J5Z;1801;90704;1.985579467;1,5 - 2,0
11;J6Z;10685;4169666;0.256255537;0,25 - 0,5
24;J6Z;1347;869129;0.154982747;0,1 - 0,25
27;J6Z;1116;879600;0.126875853;0,1 - 0,25
28;J6Z;1431;1137000;0.12585752;0,1 - 0,25
32;J6Z;3047;2320760;0.131293197;0,1 - 0,25
44;J6Z;2361;1852977;0.127416584;0,1 - 0,25
52;J6Z;1914;1312839;0.145790916;0,1 - 0,25
53;J6Z;1574;1082628;0.145386966;0,1 - 0,25
75;J6Z;2921;2059120;0.141856715;0,1 - 0,25
76;J6Z;3574;2377731;0.150311368;0,1 - 0,25
84;J6Z;3981;2669893;0.149107099;0,1 - 0,25
93;J6Z;3779;2013910;0.18764493;0,1 - 0,25
94;J6Z;106;90704;0.116863644;0,1 - 0,25
11;K0Z;7946;4169666;0.190566822;0,1 - 0,25
24;K0Z;1693;869129;0.194792718;0,1 - 0,25
27;K0Z;2103;879600;0.239085948;0,1 - 0,25
28;K0Z;2101;1137000;0.184784521;0,1 - 0,25
32;K0Z;3194;2320760;0.137627329;0,1 - 0,25
44;K0Z;3062;1852977;0.165247599;0,1 - 0,25
52;K0Z;2352;1312839;0.179153727;0,1 - 0,25
53;K0Z;2135;1082628;0.197205319;0,1 - 0,25
75;K0Z;4130;2059120;0.200571118;0,1 - 0,25
76;K0Z;4755;2377731;0.19998057;0,1 - 0,25
84;K0Z;5655;2669893;0.211806241;0,1 - 0,25
93;K0Z;5038;2013910;0.250160136;0,25 - 0,5
94;K0Z;259;90704;0.285544188;0,25 - 0,5
11;L0Z;127877;4169666;3.066840366;3,0 - 3,5
24;L0Z;34030;869129;3.915414168;3,5 - 4,0
27;L0Z;34474;879600;3.919281492;3,5 - 4,0
28;L0Z;43353;1137000;3.81292876;3,5 - 4,0
32;L0Z;81003;2320760;3.490365225;3,0 - 3,5
44;L0Z;70017;1852977;3.778622185;3,5 - 4,0
52;L0Z;49568;1312839;3.775634331;3,5 - 4,0
53;L0Z;41424;1082628;3.826245026;3,5 - 4,0
75;L0Z;83930;2059120;4.076013054;4,0 - 4,5
76;L0Z;96252;2377731;4.048060945;4,0 - 4,5
84;L0Z;104010;2669893;3.895661736;3,5 - 4,0
93;L0Z;81784;2013910;4.060956051;4,0 - 4,5
94;L0Z;4671;90704;5.149717763;5,0 - 7,5
11;L1Z;41725;4169666;1.000679671;1,0 - 1,5
24;L1Z;7479;869129;0.860516678;0,75 - 1,0
27;L1Z;5817;879600;0.661323329;0,5 - 0,75
28;L1Z;7703;1137000;0.677484609;0,5 - 0,75
32;L1Z;14482;2320760;0.624019718;0,5 - 0,75
44;L1Z;12965;1852977;0.699684885;0,5 - 0,75
52;L1Z;9639;1312839;0.734210364;0,5 - 0,75
53;L1Z;7855;1082628;0.725549311;0,5 - 0,75
75;L1Z;14841;2059120;0.720744784;0,5 - 0,75
76;L1Z;16271;2377731;0.684307855;0,5 - 0,75
84;L1Z;20689;2669893;0.774899968;0,75 - 1,0
93;L1Z;15264;2013910;0.757928607;0,75 - 1,0
94;L1Z;576;90704;0.635032634;0,5 - 0,75
11;L2Z;163172;4169666;3.913311042;3,5 - 4,0
24;L2Z;28928;869129;3.328389687;3,0 - 3,5
27;L2Z;25956;879600;2.950886767;2,5 - 3,0
28;L2Z;34664;1137000;3.048724714;3,0 - 3,5
32;L2Z;74593;2320760;3.214162602;3,0 - 3,5
44;L2Z;58143;1852977;3.137815526;3,0 - 3,5
52;L2Z;39005;1312839;2.971042146;2,5 - 3,0
53;L2Z;29683;1082628;2.741754324;2,5 - 3,0
75;L2Z;60376;2059120;2.932126345;2,5 - 3,0
76;L2Z;72449;2377731;3.046980504;3,0 - 3,5
84;L2Z;84236;2669893;3.155032805;3,0 - 3,5
93;L2Z;66083;2013910;3.281328361;3,0 - 3,5
94;L2Z;2712;90704;2.989945317;2,5 - 3,0
11;L3Z;51933;4169666;1.245495443;1,0 - 1,5
24;L3Z;8190;869129;0.942322716;0,75 - 1,0
27;L3Z;7795;879600;0.886198272;0,75 - 1,0
28;L3Z;9590;1137000;0.843447669;0,75 - 1,0
32;L3Z;16795;2320760;0.723685344;0,5 - 0,75
44;L3Z;15414;1852977;0.831850584;0,75 - 1,0
52;L3Z;11631;1312839;0.885942602;0,75 - 1,0
53;L3Z;9923;1082628;0.916565986;0,75 - 1,0
75;L3Z;20079;2059120;0.975125296;0,75 - 1,0
76;L3Z;22243;2377731;0.935471674;0,75 - 1,0
84;L3Z;27603;2669893;1.033861657;1,0 - 1,5
93;L3Z;21129;2013910;1.04915314;1,0 - 1,5
94;L3Z;1007;90704;1.110204622;1,0 - 1,5
11;L4Z;17984;4169666;0.431305529;0,25 - 0,5
24;L4Z;3634;869129;0.41811975;0,25 - 0,5
27;L4Z;3505;879600;0.39847658;0,25 - 0,5
28;L4Z;4135;1137000;0.363676341;0,25 - 0,5
32;L4Z;6877;2320760;0.296325342;0,25 - 0,5
44;L4Z;7171;1852977;0.386998867;0,25 - 0,5
52;L4Z;5552;1312839;0.422900295;0,25 - 0,5
53;L4Z;4705;1082628;0.434590644;0,25 - 0,5
75;L4Z;7736;2059120;0.375694471;0,25 - 0,5
76;L4Z;9747;2377731;0.409928625;0,25 - 0,5
84;L4Z;13224;2669893;0.495300748;0,25 - 0,5
93;L4Z;7323;2013910;0.363621016;0,25 - 0,5
94;L4Z;260;90704;0.286646675;0,25 - 0,5
11;L5Z;147036;4169666;3.52632561;3,5 - 4,0
24;L5Z;10061;869129;1.157595708;1,0 - 1,5
27;L5Z;8188;879600;0.930877672;0,75 - 1,0
28;L5Z;10566;1137000;0.929287599;0,75 - 1,0
32;L5Z;21305;2320760;0.918018235;0,75 - 1,0
44;L5Z;20720;1852977;1.118200604;1,0 - 1,5
52;L5Z;17298;1312839;1.317602539;1,0 - 1,5
53;L5Z;13445;1082628;1.241885486;1,0 - 1,5
75;L5Z;25474;2059120;1.237130425;1,0 - 1,5
76;L5Z;29673;2377731;1.247954457;1,0 - 1,5
84;L5Z;42308;2669893;1.584632792;1,5 - 2,0
93;L5Z;29665;2013910;1.473005248;1,0 - 1,5
94;L5Z;996;90704;1.098077262;1,0 - 1,5
11;L6Z;25381;4169666;0.608705829;0,5 - 0,75
24;L6Z;2705;869129;0.311231129;0,25 - 0,5
27;L6Z;2465;879600;0.280241019;0,25 - 0,5
28;L6Z;3137;1137000;0.275901495;0,25 - 0,5
32;L6Z;5824;2320760;0.250952274;0,25 - 0,5
44;L6Z;4685;1852977;0.252836382;0,25 - 0,5
52;L6Z;4566;1312839;0.347795884;0,25 - 0,5
53;L6Z;3567;1082628;0.329476053;0,25 - 0,5
75;L6Z;12005;2059120;0.583016046;0,5 - 0,75
76;L6Z;8197;2377731;0.344740427;0,25 - 0,5
84;L6Z;15244;2669893;0.570959211;0,5 - 0,75
93;L6Z;10742;2013910;0.533390271;0,5 - 0,75
94;L6Z;391;90704;0.4310725;0,25 - 0,5
11;M0Z;20043;4169666;0.480685983;0,25 - 0,5
24;M0Z;2511;869129;0.288909932;0,25 - 0,5
27;M0Z;1773;879600;0.201568895;0,1 - 0,25
28;M0Z;2593;1137000;0.228056288;0,1 - 0,25
32;M0Z;7274;2320760;0.313431807;0,25 - 0,5
44;M0Z;5041;1852977;0.272048709;0,25 - 0,5
52;M0Z;3341;1312839;0.254486651;0,25 - 0,5
53;M0Z;2857;1082628;0.263894893;0,25 - 0,5
75;M0Z;5175;2059120;0.251320953;0,25 - 0,5
76;M0Z;6900;2377731;0.290192625;0,25 - 0,5
84;M0Z;6942;2669893;0.26001042;0,25 - 0,5
93;M0Z;5113;2013910;0.253884235;0,25 - 0,5
94;M0Z;127;90704;0.140015876;0,1 - 0,25
11;M1Z;25491;4169666;0.61134393;0,5 - 0,75
24;M1Z;4605;869129;0.529840795;0,5 - 0,75
27;M1Z;4284;879600;0.487039563;0,25 - 0,5
28;M1Z;4864;1137000;0.427792436;0,25 - 0,5
32;M1Z;11879;2320760;0.511858184;0,5 - 0,75
44;M1Z;9283;1852977;0.500977616;0,5 - 0,75
52;M1Z;6634;1312839;0.505317103;0,5 - 0,75
53;M1Z;5698;1082628;0.5263119;0,5 - 0,75
75;M1Z;10042;2059120;0.487684059;0,25 - 0,5
76;M1Z;13123;2377731;0.551912727;0,5 - 0,75
84;M1Z;14925;2669893;0.559011166;0,5 - 0,75
93;M1Z;8948;2013910;0.444309825;0,25 - 0,5
94;M1Z;360;90704;0.396895396;0,25 - 0,5
11;M2Z;74396;4169666;1.784219647;1,5 - 2,0
24;M2Z;3726;869129;0.42870506;0,25 - 0,5
27;M2Z;2433;879600;0.276603001;0,25 - 0,5
28;M2Z;3434;1137000;0.302022867;0,25 - 0,5
32;M2Z;8294;2320760;0.357382926;0,25 - 0,5
44;M2Z;6701;1852977;0.361634278;0,25 - 0,5
52;M2Z;6434;1312839;0.490082942;0,25 - 0,5
53;M2Z;5709;1082628;0.527327946;0,5 - 0,75
75;M2Z;7888;2059120;0.383076266;0,25 - 0,5
76;M2Z;12143;2377731;0.510696963;0,5 - 0,75
84;M2Z;15089;2669893;0.565153735;0,5 - 0,75
93;M2Z;9894;2013910;0.491283126;0,25 - 0,5
94;M2Z;219;90704;0.241444699;0,1 - 0,25
11;N0Z;29300;4169666;0.702694173;0,5 - 0,75
24;N0Z;3468;869129;0.399020168;0,25 - 0,5
27;N0Z;3767;879600;0.428262847;0,25 - 0,5
28;N0Z;3761;1137000;0.330782762;0,25 - 0,5
32;N0Z;5802;2320760;0.250004309;0,25 - 0,5
44;N0Z;8324;1852977;0.449223061;0,25 - 0,5
52;N0Z;6000;1312839;0.457024814;0,25 - 0,5
53;N0Z;5961;1082628;0.55060464;0,5 - 0,75
75;N0Z;9205;2059120;0.447035627;0,25 - 0,5
76;N0Z;14577;2377731;0.613063463;0,5 - 0,75
84;N0Z;17974;2669893;0.673210499;0,5 - 0,75
93;N0Z;9430;2013910;0.468243367;0,25 - 0,5
94;N0Z;165;90704;0.18191039;0,1 - 0,25
11;P0Z;283;4169666;0.00678711;0,0 - 0,1
24;P0Z;31;869129;0.00356679;0,0 - 0,1
27;P0Z;21;879600;0.00238745;0,0 - 0,1
28;P0Z;34;1137000;0.00299033;0,0 - 0,1
32;P0Z;109;2320760;0.00469674;0,0 - 0,1
44;P0Z;49;1852977;0.00264439;0,0 - 0,1
52;P0Z;30;1312839;0.00228512;0,0 - 0,1
53;P0Z;33;1082628;0.00304814;0,0 - 0,1
75;P0Z;60;2059120;0.00291387;0,0 - 0,1
76;P0Z;101;2377731;0.00424775;0,0 - 0,1
84;P0Z;81;2669893;0.00303383;0,0 - 0,1
93;P0Z;61;2013910;0.00302893;0,0 - 0,1
94;P0Z;5;90704;0.00551244;0,0 - 0,1
11;P1Z;143;4169666;0.00342953;0,0 - 0,1
24;P1Z;19;869129;0.0021861;0,0 - 0,1
27;P1Z;20;879600;0.00227376;0,0 - 0,1
28;P1Z;10;1137000;0.000879507;0,0 - 0,1
32;P1Z;67;2320760;0.00288699;0,0 - 0,1
44;P1Z;19;1852977;0.00102538;0,0 - 0,1
52;P1Z;5;1312839;0.000380854;0,0 - 0,1
53;P1Z;12;1082628;0.00110841;0,0 - 0,1
75;P1Z;37;2059120;0.00179688;0,0 - 0,1
76;P1Z;71;2377731;0.00298604;0,0 - 0,1
84;P1Z;44;2669893;0.00164801;0,0 - 0,1
93;P1Z;32;2013910;0.00158895;0,0 - 0,1
11;P2Z;21020;4169666;0.504117116;0,5 - 0,75
24;P2Z;2876;869129;0.330905999;0,25 - 0,5
27;P2Z;2977;879600;0.338449295;0,25 - 0,5
28;P2Z;3701;1137000;0.325505717;0,25 - 0,5
32;P2Z;5971;2320760;0.257286406;0,25 - 0,5
44;P2Z;4957;1852977;0.267515463;0,25 - 0,5
52;P2Z;5994;1312839;0.456567789;0,25 - 0,5
53;P2Z;6282;1082628;0.580254714;0,5 - 0,75
75;P2Z;9227;2059120;0.448104044;0,25 - 0,5
76;P2Z;10375;2377731;0.43634036;0,25 - 0,5
84;P2Z;13159;2669893;0.492866194;0,25 - 0,5
93;P2Z;7946;2013910;0.394555864;0,25 - 0,5
94;P2Z;272;90704;0.299876521;0,25 - 0,5
11;P3Z;7052;4169666;0.169126256;0,1 - 0,25
24;P3Z;814;869129;0.093656983;0,0 - 0,1
27;P3Z;733;879600;0.083333333;0,0 - 0,1
28;P3Z;997;1137000;0.087686895;0,0 - 0,1
32;P3Z;1929;2320760;0.083119323;0,0 - 0,1
44;P3Z;1640;1852977;0.088506225;0,0 - 0,1
52;P3Z;1139;1312839;0.086758544;0,0 - 0,1
53;P3Z;1091;1082628;0.100773303;0,1 - 0,25
75;P3Z;2471;2059120;0.12000272;0,1 - 0,25
76;P3Z;2932;2377731;0.123310837;0,1 - 0,25
84;P3Z;3344;2669893;0.125248465;0,1 - 0,25
93;P3Z;2728;2013910;0.13545789;0,1 - 0,25
94;P3Z;109;90704;0.120171106;0,1 - 0,25
11;P4Z;4400;4169666;0.10552404;0,1 - 0,25
24;P4Z;1028;869129;0.118279335;0,1 - 0,25
27;P4Z;1019;879600;0.115848113;0,1 - 0,25
28;P4Z;1633;1137000;0.143623571;0,1 - 0,25
32;P4Z;3709;2320760;0.159818335;0,1 - 0,25
44;P4Z;2636;1852977;0.142257567;0,1 - 0,25
52;P4Z;1364;1312839;0.103896974;0,1 - 0,25
53;P4Z;1517;1082628;0.140121999;0,1 - 0,25
75;P4Z;2940;2059120;0.14277944;0,1 - 0,25
76;P4Z;3922;2377731;0.16494717;0,1 - 0,25
84;P4Z;4208;2669893;0.157609312;0,1 - 0,25
93;P4Z;3780;2013910;0.187694584;0,1 - 0,25
94;P4Z;198;90704;0.218292468;0,1 - 0,25
11;Q0Z;21369;4169666;0.512487091;0,5 - 0,75
24;Q0Z;4005;869129;0.460806163;0,25 - 0,5
27;Q0Z;2263;879600;0.257276035;0,25 - 0,5
28;Q0Z;3412;1137000;0.300087951;0,25 - 0,5
32;Q0Z;7323;2320760;0.315543184;0,25 - 0,5
44;Q0Z;6214;1852977;0.335352247;0,25 - 0,5
52;Q0Z;4496;1312839;0.342463927;0,25 - 0,5
53;Q0Z;3496;1082628;0.322917937;0,25 - 0,5
75;Q0Z;8195;2059120;0.397985547;0,25 - 0,5
76;Q0Z;7599;2377731;0.319590399;0,25 - 0,5
84;Q0Z;8860;2669893;0.331848505;0,25 - 0,5
93;Q0Z;7803;2013910;0.387455249;0,25 - 0,5
94;Q0Z;344;90704;0.379255601;0,25 - 0,5
11;Q1Z;12909;4169666;0.309593142;0,25 - 0,5
24;Q1Z;1596;869129;0.183632119;0,1 - 0,25
27;Q1Z;1317;879600;0.149727149;0,1 - 0,25
28;Q1Z;1612;1137000;0.141776605;0,1 - 0,25
32;Q1Z;2829;2320760;0.121899723;0,1 - 0,25
44;Q1Z;3532;1852977;0.190612188;0,1 - 0,25
52;Q1Z;2417;1312839;0.184104829;0,1 - 0,25
53;Q1Z;1798;1082628;0.16607736;0,1 - 0,25
75;Q1Z;4059;2059120;0.197123043;0,1 - 0,25
76;Q1Z;3961;2377731;0.166587389;0,1 - 0,25
84;Q1Z;5400;2669893;0.202255296;0,1 - 0,25
93;Q1Z;3765;2013910;0.186949764;0,1 - 0,25
94;Q1Z;131;90704;0.144425825;0,1 - 0,25
11;Q2Z;14626;4169666;0.350771501;0,25 - 0,5
24;Q2Z;826;869129;0.095037676;0,0 - 0,1
27;Q2Z;571;879600;0.064915871;0,0 - 0,1
28;Q2Z;752;1137000;0.066138962;0,0 - 0,1
32;Q2Z;1402;2320760;0.0604112;0,0 - 0,1
44;Q2Z;1694;1852977;0.091420455;0,0 - 0,1
52;Q2Z;1059;1312839;0.08066488;0,0 - 0,1
53;Q2Z;921;1082628;0.085070772;0,0 - 0,1
75;Q2Z;1939;2059120;0.09416644;0,0 - 0,1
76;Q2Z;2074;2377731;0.087226015;0,0 - 0,1
84;Q2Z;2685;2669893;0.100565828;0,1 - 0,25
93;Q2Z;2603;2013910;0.129251059;0,1 - 0,25
94;Q2Z;88;90704;0.097018875;0,0 - 0,1
11;R0Z;106464;4169666;2.553298034;2,5 - 3,0
24;R0Z;28216;869129;3.246468591;3,0 - 3,5
27;R0Z;30576;879600;3.476125512;3,0 - 3,5
28;R0Z;40788;1137000;3.587335092;3,5 - 4,0
32;R0Z;102733;2320760;4.426696427;4,0 - 4,5
44;R0Z;71877;1852977;3.879001196;3,5 - 4,0
52;R0Z;38465;1312839;2.929909913;2,5 - 3,0
53;R0Z;31855;1082628;2.942377252;2,5 - 3,0
75;R0Z;67076;2059120;3.257508062;3,0 - 3,5
76;R0Z;77289;2377731;3.25053591;3,0 - 3,5
84;R0Z;76424;2669893;2.862436809;2,5 - 3,0
93;R0Z;62523;2013910;3.1045578;3,0 - 3,5
94;R0Z;3672;90704;4.048333039;4,0 - 4,5
11;R1Z;174134;4169666;4.176209797;4,0 - 4,5
24;R1Z;44610;869129;5.132724831;5,0 - 7,5
27;R1Z;46007;879600;5.230445657;5,0 - 7,5
28;R1Z;63542;1137000;5.588566403;5,0 - 7,5
32;R1Z;130884;2320760;5.639704235;5,0 - 7,5
44;R1Z;110366;1852977;5.956145165;5,0 - 7,5
52;R1Z;63216;1312839;4.815213442;4,5 - 5,0
53;R1Z;54160;1082628;5.00264172;5,0 - 7,5
75;R1Z;113796;2059120;5.526438479;5,0 - 7,5
76;R1Z;134541;2377731;5.658377672;5,0 - 7,5
84;R1Z;134398;2669893;5.033834689;5,0 - 7,5
93;R1Z;120620;2013910;5.989344112;5,0 - 7,5
94;R1Z;6852;90704;7.554242371;7,5 - 10
11;R2Z;45509;4169666;1.091430345;1,0 - 1,5
24;R2Z;9770;869129;1.124113912;1,0 - 1,5
27;R2Z;8865;879600;1.007844475;1,0 - 1,5
28;R2Z;10902;1137000;0.95883905;0,75 - 1,0
32;R2Z;20967;2320760;0.903454041;0,75 - 1,0
44;R2Z;20681;1852977;1.116095882;1,0 - 1,5
52;R2Z;15092;1312839;1.149569749;1,0 - 1,5
53;R2Z;13279;1082628;1.226552426;1,0 - 1,5
75;R2Z;24211;2059120;1.175793543;1,0 - 1,5
76;R2Z;26886;2377731;1.130741871;1,0 - 1,5
84;R2Z;31006;2669893;1.161319948;1,0 - 1,5
93;R2Z;24448;2013910;1.21395693;1,0 - 1,5
94;R2Z;1261;90704;1.390236373;1,0 - 1,5
11;R3Z;11320;4169666;0.271484575;0,25 - 0,5
24;R3Z;2109;869129;0.242656729;0,1 - 0,25
27;R3Z;2348;879600;0.266939518;0,25 - 0,5
28;R3Z;2721;1137000;0.239313984;0,1 - 0,25
32;R3Z;5308;2320760;0.228718179;0,1 - 0,25
44;R3Z;4913;1852977;0.265140906;0,25 - 0,5
52;R3Z;2949;1312839;0.224627696;0,1 - 0,25
53;R3Z;2803;1082628;0.25890703;0,25 - 0,5
75;R3Z;5863;2059120;0.284733284;0,25 - 0,5
76;R3Z;7272;2377731;0.305837792;0,25 - 0,5
84;R3Z;7425;2669893;0.278101033;0,25 - 0,5
93;R3Z;6439;2013910;0.319726304;0,25 - 0,5
94;R3Z;285;90704;0.314208855;0,25 - 0,5
11;R4Z;190062;4169666;4.55820682;4,5 - 5,0
24;R4Z;18462;869129;2.124195603;2,0 - 2,5
27;R4Z;17479;879600;1.987153251;1,5 - 2,0
28;R4Z;21353;1137000;1.878012313;1,5 - 2,0
32;R4Z;42377;2320760;1.825996656;1,5 - 2,0
44;R4Z;39451;1852977;2.129060425;2,0 - 2,5
52;R4Z;30961;1312839;2.358324212;2,0 - 2,5
53;R4Z;25588;1082628;2.363508056;2,0 - 2,5
75;R4Z;56013;2059120;2.720239714;2,5 - 3,0
76;R4Z;61292;2377731;2.577751646;2,5 - 3,0
84;R4Z;76582;2669893;2.868354649;2,5 - 3,0
93;R4Z;63283;2013910;3.142295336;3,0 - 3,5
94;R4Z;2309;90704;2.545642971;2,5 - 3,0
11;S0Z;25640;4169666;0.614917358;0,5 - 0,75
24;S0Z;6385;869129;0.734643534;0,5 - 0,75
27;S0Z;7602;879600;0.86425648;0,75 - 1,0
28;S0Z;8852;1137000;0.778540018;0,75 - 1,0
32;S0Z;17217;2320760;0.741869043;0,5 - 0,75
44;S0Z;14787;1852977;0.798013143;0,75 - 1,0
52;S0Z;9638;1312839;0.734134193;0,5 - 0,75
53;S0Z;10404;1082628;0.960994912;0,75 - 1,0
75;S0Z;15031;2059120;0.729972027;0,5 - 0,75
76;S0Z;17853;2377731;0.750841874;0,75 - 1,0
84;S0Z;19428;2669893;0.727669611;0,5 - 0,75
93;S0Z;16635;2013910;0.826005134;0,75 - 1,0
94;S0Z;1035;90704;1.141074264;1,0 - 1,5
11;S1Z;168416;4169666;4.039076511;4,0 - 4,5
24;S1Z;27073;869129;3.114957618;3,0 - 3,5
27;S1Z;26235;879600;2.98260573;2,5 - 3,0
28;S1Z;39161;1137000;3.444239226;3,0 - 3,5
32;S1Z;68209;2320760;2.939080301;2,5 - 3,0
44;S1Z;60196;1852977;3.248610209;3,0 - 3,5
52;S1Z;43896;1312839;3.34359354;3,0 - 3,5
53;S1Z;40313;1082628;3.723624366;3,5 - 4,0
75;S1Z;70532;2059120;3.42534675;3,0 - 3,5
76;S1Z;86964;2377731;3.657436438;3,5 - 4,0
84;S1Z;92498;2669893;3.464483408;3,0 - 3,5
93;S1Z;87143;2013910;4.32705533;4,0 - 4,5
94;S1Z;5311;90704;5.855309578;5,0 - 7,5
11;S2Z;111237;4169666;2.667767634;2,5 - 3,0
24;S2Z;18375;869129;2.114185581;2,0 - 2,5
27;S2Z;18177;879600;2.066507503;2,0 - 2,5
28;S2Z;30405;1137000;2.67414248;2,5 - 3,0
32;S2Z;37337;2320760;1.608826419;1,5 - 2,0
44;S2Z;38247;1852977;2.064083904;2,0 - 2,5
52;S2Z;31583;1312839;2.405702451;2,0 - 2,5
53;S2Z;33658;1082628;3.108916451;3,0 - 3,5
75;S2Z;62593;2059120;3.039793698;3,0 - 3,5
76;S2Z;79432;2377731;3.340663851;3,0 - 3,5
84;S2Z;72738;2669893;2.724378842;2,5 - 3,0
93;S2Z;99998;2013910;4.96536588;4,5 - 5,0
94;S2Z;10677;90704;11.771255953;11.771256
11;S3Z;25512;4169666;0.611847568;0,5 - 0,75
24;S3Z;3576;869129;0.411446402;0,25 - 0,5
27;S3Z;3013;879600;0.342542065;0,25 - 0,5
28;S3Z;4055;1137000;0.356640281;0,25 - 0,5
32;S3Z;6070;2320760;0.26155225;0,25 - 0,5
44;S3Z;6019;1852977;0.324828641;0,25 - 0,5
52;S3Z;5038;1312839;0.383748502;0,25 - 0,5
53;S3Z;5135;1082628;0.474308812;0,25 - 0,5
75;S3Z;11352;2059120;0.551303469;0,5 - 0,75
76;S3Z;14107;2377731;0.593296719;0,5 - 0,75
84;S3Z;14203;2669893;0.531968884;0,5 - 0,75
93;S3Z;13950;2013910;0.692682394;0,5 - 0,75
94;S3Z;1025;90704;1.130049391;1,0 - 1,5
11;T0Z;41564;4169666;0.99681845;0,75 - 1,0
24;T0Z;7509;869129;0.86396841;0,75 - 1,0
27;T0Z;7996;879600;0.909049568;0,75 - 1,0
28;T0Z;10275;1137000;0.903693931;0,75 - 1,0
32;T0Z;21365;2320760;0.920603595;0,75 - 1,0
44;T0Z;18814;1852977;1.0153391;1,0 - 1,5
52;T0Z;10641;1312839;0.810533508;0,75 - 1,0
53;T0Z;9117;1082628;0.842117514;0,75 - 1,0
75;T0Z;22769;2059120;1.105763627;1,0 - 1,5
76;T0Z;28698;2377731;1.206948978;1,0 - 1,5
84;T0Z;29114;2669893;1.090455685;1,0 - 1,5
93;T0Z;26723;2013910;1.326921263;1,0 - 1,5
94;T0Z;1092;90704;1.203916035;1,0 - 1,5
11;T1Z;71400;4169666;1.712367369;1,5 - 2,0
24;T1Z;24343;869129;2.800850046;2,5 - 3,0
27;T1Z;22762;879600;2.587767167;2,5 - 3,0
28;T1Z;33458;1137000;2.942656113;2,5 - 3,0
32;T1Z;66523;2320760;2.866431686;2,5 - 3,0
44;T1Z;46295;1852977;2.498412015;2,0 - 2,5
52;T1Z;35023;1312839;2.667730011;2,5 - 3,0
53;T1Z;25217;1082628;2.329239591;2,0 - 2,5
75;T1Z;65863;2059120;3.198599402;3,0 - 3,5
76;T1Z;74217;2377731;3.121337107;3,0 - 3,5
84;T1Z;58315;2669893;2.184169927;2,0 - 2,5
93;T1Z;56330;2013910;2.797046541;2,5 - 3,0
94;T1Z;2492;90704;2.74739813;2,5 - 3,0
11;T2A;68700;4169666;1.647613982;1,5 - 2,0
24;T2A;15334;869129;1.764295059;1,5 - 2,0
27;T2A;14940;879600;1.698499318;1,5 - 2,0
28;T2A;23310;1137000;2.050131926;2,0 - 2,5
32;T2A;49132;2320760;2.117065099;2,0 - 2,5
44;T2A;28994;1852977;1.564725304;1,5 - 2,0
52;T2A;17751;1312839;1.352107913;1,0 - 1,5
53;T2A;17914;1082628;1.654677322;1,5 - 2,0
75;T2A;37845;2059120;1.837921054;1,5 - 2,0
76;T2A;40495;2377731;1.703094252;1,5 - 2,0
84;T2A;39556;2669893;1.481557501;1,0 - 1,5
93;T2A;32043;2013910;1.591084011;1,5 - 2,0
94;T2A;997;90704;1.09917975;1,0 - 1,5
11;T2B;171582;4169666;4.115005854;4,0 - 4,5
24;T2B;44045;869129;5.06771722;5,0 - 7,5
27;T2B;43813;879600;4.981014097;4,5 - 5,0
28;T2B;61845;1137000;5.439313984;5,0 - 7,5
32;T2B;115457;2320760;4.974965098;4,5 - 5,0
44;T2B;82541;1852977;4.45450753;4,0 - 4,5
52;T2B;73473;1312839;5.596497362;5,0 - 7,5
53;T2B;59051;1082628;5.454412781;5,0 - 7,5
75;T2B;94618;2059120;4.595069739;4,5 - 5,0
76;T2B;92877;2377731;3.906118901;3,5 - 4,0
84;T2B;129697;2669893;4.857760217;4,5 - 5,0
93;T2B;62644;2013910;3.110566013;3,0 - 3,5
94;T2B;2123;90704;2.340580349;2,0 - 2,5
11;T3Z;87031;4169666;2.08724152;2,0 - 2,5
24;T3Z;9657;869129;1.11111239;1,0 - 1,5
27;T3Z;10259;879600;1.166325603;1,0 - 1,5
28;T3Z;13332;1137000;1.172559367;1,0 - 1,5
32;T3Z;32321;2320760;1.392690326;1,0 - 1,5
44;T3Z;25575;1852977;1.380211411;1,0 - 1,5
52;T3Z;11680;1312839;0.889674972;0,75 - 1,0
53;T3Z;9230;1082628;0.852555079;0,75 - 1,0
75;T3Z;22178;2059120;1.077062046;1,0 - 1,5
76;T3Z;31552;2377731;1.326979377;1,0 - 1,5
84;T3Z;33159;2669893;1.241959884;1,0 - 1,5
93;T3Z;38782;2013910;1.92570671;1,5 - 2,0
94;T3Z;1469;90704;1.619553713;1,5 - 2,0
11;T4Z;162392;4169666;3.894604508;3,5 - 4,0
24;T4Z;43416;869129;4.995345915;4,5 - 5,0
27;T4Z;45970;879600;5.2262392;5,0 - 7,5
28;T4Z;66382;1137000;5.838346526;5,0 - 7,5
32;T4Z;157674;2320760;6.794067461;5,0 - 7,5
44;T4Z;113524;1852977;6.126573616;5,0 - 7,5
52;T4Z;63545;1312839;4.840273636;4,5 - 5,0
53;T4Z;45840;1082628;4.234141367;4,0 - 4,5
75;T4Z;95729;2059120;4.649024826;4,5 - 5,0
76;T4Z;114494;2377731;4.815262954;4,5 - 5,0
84;T4Z;131860;2669893;4.9387747;4,5 - 5,0
93;T4Z;96620;2013910;4.797632466;4,5 - 5,0
94;T4Z;2397;90704;2.642661845;2,5 - 3,0
11;T6Z;11694;4169666;0.280454118;0,25 - 0,5
24;T6Z;2442;869129;0.280970949;0,25 - 0,5
