"Fap","Annee","Age","effectif_age","Pourcentage"
"K0Z","1992-1994","De 30 à 49 ans",80.13513,52.3314031663272
"K0Z","1992-1994","50 ans ou plus",25.07001,16.3717061505217
"L0Z","1992-1994","Moins de 30 ans",222.50419,36.7343633840082
"L0Z","1992-1994","De 30 à 49 ans",332.68639,54.924910596847
"L0Z","1992-1994","50 ans ou plus",50.52072,8.34072601914476
"L1Z","1992-1994","Moins de 30 ans",136.7603,38.3898626282581
"L1Z","1992-1994","De 30 à 49 ans",189.24262,53.1221281703217
"L1Z","1992-1994","50 ans ou plus",30.23774,8.48800920142019
"L2Z","1992-1994","Moins de 30 ans",73.80587,31.2917579782655
"L2Z","1992-1994","De 30 à 49 ans",133.38484,56.5516825592553
"L2Z","1992-1994","50 ans ou plus",28.6729,12.1565594624792
"L3Z","1992-1994","Moins de 30 ans",46.48833,25.2097243511259
"L3Z","1992-1994","De 30 à 49 ans",115.79429,62.7930091774502
"L3Z","1992-1994","50 ans ou plus",22.12372,11.9972664714239
"L4Z","1992-1994","Moins de 30 ans",48.17243,24.5249154615301
"L4Z","1992-1994","De 30 à 49 ans",123.8096,63.0323189701216
"L4Z","1992-1994","50 ans ou plus",24.44038,12.4427655683483
"L5Z","1992-1994","Moins de 30 ans",48.88824,13.2894641092312
"L5Z","1992-1994","De 30 à 49 ans",242.62518,65.9536653724037
"L5Z","1992-1994","50 ans ou plus",76.35875,20.7568705183651
"L6Z","1992-1994","Moins de 30 ans",6.32194,4.20071808907374
"L6Z","1992-1994","De 30 à 49 ans",92.33036,61.3504420198058
"L6Z","1992-1994","50 ans ou plus",51.84435,34.4488398911205
"M0Z","1992-1994","Moins de 30 ans",17.81646,38.7051909802897
"M0Z","1992-1994","De 30 à 49 ans",25.37459,55.1247751796119
"M0Z","1992-1994","50 ans ou plus",2.84014,6.17003384009842
"M1Z","1992-1994","Moins de 30 ans",50.98583,36.1607119427203
"M1Z","1992-1994","De 30 à 49 ans",82.16646,58.2749695633678
"M1Z","1992-1994","50 ans ou plus",7.84557,5.56431849391189
"M2Z","1992-1994","Moins de 30 ans",32.4016,25.2097048213825
"M2Z","1992-1994","De 30 à 49 ans",89.08148,69.3088556074974
"M2Z","1992-1994","50 ans ou plus",7.0452,5.48143957112007
"N0Z","1992-1994","Moins de 30 ans",42.36931,22.5738509139362
"N0Z","1992-1994","De 30 à 49 ans",109.09421,58.1240627263849
"N0Z","1992-1994","50 ans ou plus",36.22847,19.302086359679
"P0Z","1992-1994","Moins de 30 ans",174.95394,20.6771961946826
"P0Z","1992-1994","De 30 à 49 ans",570.68997,67.4478578534873
"P0Z","1992-1994","50 ans ou plus",100.47632,11.87494595183
"P1Z","1992-1994","Moins de 30 ans",51.18826,12.0177626644795
"P1Z","1992-1994","De 30 à 49 ans",302.66699,71.0588727218387
"P1Z","1992-1994","50 ans ou plus",72.0831,16.9233646136818
"P2Z","1992-1994","Moins de 30 ans",29.31791,9.62831622997618
"P2Z","1992-1994","De 30 à 49 ans",220.08519,72.2783379461357
"P2Z","1992-1994","50 ans ou plus",55.09365,18.0933458238881
"P3Z","1992-1994","Moins de 30 ans",6.87295,12.959821996785
"P3Z","1992-1994","De 30 à 49 ans",36.22784,68.3122033083331
"P3Z","1992-1994","50 ans ou plus",9.93196,18.7279746948819
"P4Z","1992-1994","Moins de 30 ans",411.15016,59.6005496323873
"P4Z","1992-1994","De 30 à 49 ans",259.61236,37.6335481600231
"P4Z","1992-1994","50 ans ou plus",19.08038,2.76590220758958
"Q0Z","1992-1994","Moins de 30 ans",74.63979,21.8485263516831
"Q0Z","1992-1994","De 30 à 49 ans",240.51421,70.4032132879692
"Q0Z","1992-1994","50 ans ou plus",26.46991,7.74826036034773
"Q1Z","1992-1994","Moins de 30 ans",38.55399,23.4878740483293
"Q1Z","1992-1994","De 30 à 49 ans",110.09196,67.0702588814727
"Q1Z","1992-1994","50 ans ou plus",15.49828,9.44186707019796
"Q2Z","1992-1994","Moins de 30 ans",14.69657,8.38874766437292
"Q2Z","1992-1994","De 30 à 49 ans",122.84251,70.1180492351758
"Q2Z","1992-1994","50 ans ou plus",37.65477,21.4932031004513
"R0Z","1992-1994","Moins de 30 ans",140.88046,53.2415124319357
"R0Z","1992-1994","De 30 à 49 ans",107.29398,40.5485173035484
"R0Z","1992-1994","50 ans ou plus",16.43198,6.20997026451588
"R1Z","1992-1994","Moins de 30 ans",273.50359,40.9792295118978
"R1Z","1992-1994","De 30 à 49 ans",313.02208,46.9003118336093
"R1Z","1992-1994","50 ans ou plus",80.89437,12.1204586544929
"R2Z","1992-1994","Moins de 30 ans",148.14941,33.5904698004716
"R2Z","1992-1994","De 30 à 49 ans",236.4008,53.6000375108299
"R2Z","1992-1994","50 ans ou plus",56.49575,12.8094926886985
"R3Z","1992-1994","Moins de 30 ans",96.05948,16.8709092192466
"R3Z","1992-1994","De 30 à 49 ans",324.37357,56.9696718386663
"R3Z","1992-1994","50 ans ou plus",148.94634,26.1594189420871
"R4Z","1992-1994","Moins de 30 ans",57.72501,16.2162870543851
"R4Z","1992-1994","De 30 à 49 ans",228.46438,64.1809151316234
"R4Z","1992-1994","50 ans ou plus",69.77995,19.6027978139915
"S0Z","1992-1994","Moins de 30 ans",100.62231,39.0364684655075
"S0Z","1992-1994","De 30 à 49 ans",116.89329,45.3488021584321
"S0Z","1992-1994","50 ans ou plus",40.24929,15.6147293760605
"S1Z","1992-1994","Moins de 30 ans",116.96383,41.6154498987702
"S1Z","1992-1994","De 30 à 49 ans",130.36196,46.3824723855699
"S1Z","1992-1994","50 ans ou plus",33.73288,12.0020777156599
"S2Z","1992-1994","Moins de 30 ans",173.07479,57.3270349424559
"S2Z","1992-1994","De 30 à 49 ans",104.10368,34.481944487688
"S2Z","1992-1994","50 ans ou plus",24.72933,8.19102056985609
"S3Z","1992-1994","Moins de 30 ans",25.65325,10.6630664290968
"S3Z","1992-1994","De 30 à 49 ans",149.93305,62.3213850902746
"S3Z","1992-1994","50 ans ou plus",64.99412,27.0155484806286
"T0Z","1992-1994","Moins de 30 ans",94.51659,56.4419978727789
"T0Z","1992-1994","De 30 à 49 ans",63.72486,38.0542549468102
"T0Z","1992-1994","50 ans ou plus",9.21646,5.50374718041089
"T1Z","1992-1994","Moins de 30 ans",33.21431,16.1409518524089
"T1Z","1992-1994","De 30 à 49 ans",110.48189,53.690197600165
"T1Z","1992-1994","50 ans ou plus",62.08045,30.1688505474261
"T2A","1992-1994","Moins de 30 ans",47.99467,22.1800656612097
"T2A","1992-1994","De 30 à 49 ans",124.97448,57.7552084924333
"T2A","1992-1994","50 ans ou plus",43.41736,20.0647258463571
"T2B","1992-1994","Moins de 30 ans",25.96003,9.74662301115713
"T2B","1992-1994","De 30 à 49 ans",185.28386,69.564323826745
"T2B","1992-1994","50 ans ou plus",55.10508,20.6890531620978
"T2Z","1992-1994","Moins de 30 ans",73.57617,17.2434488064735
"T2Z","1992-1994","De 30 à 49 ans",263.30641,61.7089826944148
"T2Z","1992-1994","50 ans ou plus",89.80799,21.0475684991117
"T3Z","1992-1994","Moins de 30 ans",40.71394,27.1163996848914
"T3Z","1992-1994","De 30 à 49 ans",70.70375,47.0902876071597
"T3Z","1992-1994","50 ans ou plus",38.72739,25.7933127079489
"T4Z","1992-1994","Moins de 30 ans",280.29567,23.8980116010056
"T4Z","1992-1994","De 30 à 49 ans",644.89123,54.983432658545
"T4Z","1992-1994","50 ans ou plus",247.69591,21.1185557404495
"T6Z","1992-1994","Moins de 30 ans",12.28066,15.3063638396368
"T6Z","1992-1994","De 30 à 49 ans",46.62646,58.1142675812434
"T6Z","1992-1994","50 ans ou plus",21.32526,26.5793685791198
"U0Z","1992-1994","Moins de 30 ans",27.40637,24.7790767093114
"U0Z","1992-1994","De 30 à 49 ans",68.0486,61.5251665711749
"U0Z","1992-1994","50 ans ou plus",15.1479,13.6957567195137
"U1Z","1992-1994","Moins de 30 ans",64.79151,28.8363656059739
"U1Z","1992-1994","De 30 à 49 ans",130.10854,57.9066212208896
"U1Z","1992-1994","50 ans ou plus",29.78676,13.2570131731364
"V0Z","1992-1994","Moins de 30 ans",101.253,28.1401410317068
"V0Z","1992-1994","De 30 à 49 ans",221.11814,61.4529509670695
"V0Z","1992-1994","50 ans ou plus",37.44582,10.4069080012237
"V1Z","1992-1994","Moins de 30 ans",105.71749,25.2907996670875
"V1Z","1992-1994","De 30 à 49 ans",277.04647,66.2778389010537
"V1Z","1992-1994","50 ans ou plus",35.24374,8.43136143185879
"V2Z","1992-1994","Moins de 30 ans",35.80179,11.3436546135062
"V2Z","1992-1994","De 30 à 49 ans",225.26433,71.3741060506437
"V2Z","1992-1994","50 ans ou plus",54.5446,17.2822393358502
"V3Z","1992-1994","Moins de 30 ans",77.21652,28.4452301310672
"V3Z","1992-1994","De 30 à 49 ans",167.31757,61.6368982132444
"V3Z","1992-1994","50 ans ou plus",26.92274,9.91787165568831
"V4Z","1992-1994","Moins de 30 ans",28.01974,23.4808849409201
"V4Z","1992-1994","De 30 à 49 ans",81.9116,68.6429229866756
"V4Z","1992-1994","50 ans ou plus",9.39866,7.87619207240426
"V5Z","1992-1994","Moins de 30 ans",128.75683,55.8467999030508
"V5Z","1992-1994","De 30 à 49 ans",84.88558,36.8181478288523
"V5Z","1992-1994","50 ans ou plus",16.91123,7.33505226809692
"W0Z","1992-1994","Moins de 30 ans",152.05312,15.6171726049169
"W0Z","1992-1994","De 30 à 49 ans",662.5348,68.0480632581832
"W0Z","1992-1994","50 ans ou plus",159.03979,16.3347641368999
"W1Z","1992-1994","Moins de 30 ans",18.64649,25.6359003160065
"W1Z","1992-1994","De 30 à 49 ans",44.46969,61.138613214804
"W1Z","1992-1994","50 ans ou plus",9.61967,13.2254864691895
"X0Z","1992-1994","Moins de 30 ans",0.44147,2.15397871539006
"X0Z","1992-1994","De 30 à 49 ans",5.62706,27.4550195261803
"X0Z","1992-1994","50 ans ou plus",14.42703,70.3910017584296
"ZZZ","1992-1994","Moins de 30 ans",9.06219,38.0950439227236
"ZZZ","1992-1994","De 30 à 49 ans",10.79353,45.3731382183815
"ZZZ","1992-1994","50 ans ou plus",3.93265,16.5318178588949
"A0Z","1993-1995","Moins de 30 ans",136.61941,15.8893006183991
"A0Z","1993-1995","De 30 à 49 ans",415.64741,48.3412031185684
"A0Z","1993-1995","50 ans ou plus",307.55334,35.7694962630325
"A1Z","1993-1995","Moins de 30 ans",99.67309,30.8462672732736
"A1Z","1993-1995","De 30 à 49 ans",160.1059,49.5486734025002
"A1Z","1993-1995","50 ans ou plus",63.34954,19.6050593242262
"A2Z","1993-1995","Moins de 30 ans",6.59843,22.0131843642514
"A2Z","1993-1995","De 30 à 49 ans",19.60163,65.3934792109398
"A2Z","1993-1995","50 ans ou plus",3.77484,12.5933364248088
"A3Z","1993-1995","Moins de 30 ans",11.22595,31.5363578518886
"A3Z","1993-1995","De 30 à 49 ans",18.979,53.3165153658259
"A3Z","1993-1995","50 ans ou plus",5.3919,15.1471267822855
"B0Z","1993-1995","Moins de 30 ans",85.25599,41.523509105137
"B0Z","1993-1995","De 30 à 49 ans",92.22145,44.9160020165614
"B0Z","1993-1995","50 ans ou plus",27.84237,13.5604888783016
"B1Z","1993-1995","Moins de 30 ans",16.34168,15.250944640096
"B1Z","1993-1995","De 30 à 49 ans",76.38492,71.2865621073332
"B1Z","1993-1995","50 ans ou plus",14.42532,13.4624932525707
"B2Z","1993-1995","Moins de 30 ans",67.90066,19.056094309855
"B2Z","1993-1995","De 30 à 49 ans",213.54643,59.931095067601
"B2Z","1993-1995","50 ans ou plus",74.87283,21.0128106225439
"B3Z","1993-1995","Moins de 30 ans",78.72294,58.9391704891095
"B3Z","1993-1995","De 30 à 49 ans",42.82274,32.0610075496521
"B3Z","1993-1995","50 ans ou plus",12.02074,8.99982196123846
"B4Z","1993-1995","Moins de 30 ans",111.62972,21.4006902914163
"B4Z","1993-1995","De 30 à 49 ans",326.00627,62.4991195653795
"B4Z","1993-1995","50 ans ou plus",83.98139,16.1001901432042
"B5Z","1993-1995","Moins de 30 ans",13.42127,20.4252120665361
"B5Z","1993-1995","De 30 à 49 ans",40.98467,62.3726798005702
"B5Z","1993-1995","50 ans ou plus",11.30339,17.2021081328938
"B6Z","1993-1995","Moins de 30 ans",49.61129,19.5989861729015
"B6Z","1993-1995","De 30 à 49 ans",163.61742,64.6372136710376
"B6Z","1993-1995","50 ans ou plus",39.90321,15.7638001560609
"B7Z","1993-1995","Moins de 30 ans",8.54688,8.99756629626674
"B7Z","1993-1995","De 30 à 49 ans",64.52516,67.9276420023703
"B7Z","1993-1995","50 ans ou plus",21.91898,23.0747917013629
"C0Z","1993-1995","Moins de 30 ans",18.85772,46.2961430846534
"C0Z","1993-1995","De 30 à 49 ans",18.67449,45.8463091547085
"C0Z","1993-1995","50 ans ou plus",3.2006,7.85754776063817
"C1Z","1993-1995","Moins de 30 ans",20.90878,27.1749974396046
"C1Z","1993-1995","De 30 à 49 ans",48.7247,63.3271571916439
"C1Z","1993-1995","50 ans ou plus",7.30776,9.49784536875153
"C2Z","1993-1995","Moins de 30 ans",40.3043,25.1411371414371
"C2Z","1993-1995","De 30 à 49 ans",102.29452,63.8095825045337
"C2Z","1993-1995","50 ans ou plus",17.71334,11.0492803540293
"D0Z","1993-1995","Moins de 30 ans",19.87854,42.7805988217254
"D0Z","1993-1995","De 30 à 49 ans",20.83907,44.8477550910607
"D0Z","1993-1995","50 ans ou plus",5.74864,12.3716460872138
"D1Z","1993-1995","Moins de 30 ans",29.48543,23.5644552977973
"D1Z","1993-1995","De 30 à 49 ans",80.07224,63.992918538902
"D1Z","1993-1995","50 ans ou plus",15.56905,12.4426261633007
"D2Z","1993-1995","Moins de 30 ans",31.50449,19.5712810578366
"D2Z","1993-1995","De 30 à 49 ans",103.92889,64.5629088494684
"D2Z","1993-1995","50 ans ou plus",25.53968,15.865810092695
"D3Z","1993-1995","Moins de 30 ans",115.53091,48.8610904899169
"D3Z","1993-1995","De 30 à 49 ans",99.39921,42.0385660810276
"D3Z","1993-1995","50 ans ou plus",21.51755,9.10034342905557
"D4Z","1993-1995","Moins de 30 ans",29.17899,19.0092403219878
"D4Z","1993-1995","De 30 à 49 ans",101.36362,66.035370397901
"D4Z","1993-1995","50 ans ou plus",22.95637,14.9553892801112
"D6Z","1993-1995","Moins de 30 ans",42.89337,18.7257362731143
"D6Z","1993-1995","De 30 à 49 ans",144.59874,63.1267226302017
"D6Z","1993-1995","50 ans ou plus",41.56895,18.147541096684
"E0Z","1993-1995","Moins de 30 ans",95.28244,41.1856085573273
"E0Z","1993-1995","De 30 à 49 ans",112.5723,48.6591095085098
"E0Z","1993-1995","50 ans ou plus",23.49413,10.1552819341629
"E1Z","1993-1995","Moins de 30 ans",68.85043,23.2727454765806
"E1Z","1993-1995","De 30 à 49 ans",182.31338,61.6253651533494
"E1Z","1993-1995","50 ans ou plus",44.67765,15.10188937007
"E2Z","1993-1995","Moins de 30 ans",41.25255,19.5633456118737
"E2Z","1993-1995","De 30 à 49 ans",141.85325,67.2715785064809
"E2Z","1993-1995","50 ans ou plus",27.76074,13.1650758816453
"ENS","1993-1995","Moins de 30 ans",6027.23609,25.9897169104673
"ENS","1993-1995","De 30 à 49 ans",13551.63343,58.4352614135155
"ENS","1993-1995","50 ans ou plus",3611.97981,15.5750216760172
"F0Z","1993-1995","Moins de 30 ans",29.36171,29.6509909983784
"F0Z","1993-1995","De 30 à 49 ans",61.23746,61.8407911263873
"F0Z","1993-1995","50 ans ou plus",8.42521,8.50821787523436
"F1Z","1993-1995","Moins de 30 ans",29.55403,19.1986154976077
"F1Z","1993-1995","De 30 à 49 ans",101.24273,65.768365437746
"F1Z","1993-1995","50 ans ou plus",23.14158,15.0330190646463
"F2Z","1993-1995","Moins de 30 ans",15.72296,42.2497462670966
"F2Z","1993-1995","De 30 à 49 ans",18.60718,50.0000403070538
"F2Z","1993-1995","50 ans ou plus",2.88419,7.75021342584967
"F3Z","1993-1995","Moins de 30 ans",16.48656,20.4550504801736
"F3Z","1993-1995","De 30 à 49 ans",48.95305,60.7365702067905
"F3Z","1993-1995","50 ans ou plus",15.15936,18.8083793130359
"F4Z","1993-1995","Moins de 30 ans",28.99725,26.0711024590798
"F4Z","1993-1995","De 30 à 49 ans",64.29415,57.8061496234796
"F4Z","1993-1995","50 ans ou plus",17.93232,16.1227479174406
"F5Z","1993-1995","Moins de 30 ans",5.46344,18.0207114292839
"F5Z","1993-1995","De 30 à 49 ans",19.44538,64.139000631977
"F5Z","1993-1995","50 ans ou plus",5.40874,17.8402879387391
"G0A","1993-1995","Moins de 30 ans",66.03255,24.3031695033685
"G0A","1993-1995","De 30 à 49 ans",170.34219,62.6941579137107
"G0A","1993-1995","50 ans ou plus",35.32871,13.0026725829208
"G0B","1993-1995","Moins de 30 ans",53.5779,26.9464831826583
"G0B","1993-1995","De 30 à 49 ans",116.16427,58.4236886473859
"G0B","1993-1995","50 ans ou plus",29.0886,14.6298281699558
"G1Z","1993-1995","Moins de 30 ans",75.74827,22.5554943342282
"G1Z","1993-1995","De 30 à 49 ans",215.59408,64.1972555932055
"G1Z","1993-1995","50 ans ou plus",44.48833,13.2472500725663
"H0Z","1993-1995","Moins de 30 ans",17.92008,13.2666578173321
"H0Z","1993-1995","De 30 à 49 ans",85.83523,63.5458449450003
"H0Z","1993-1995","50 ans ou plus",31.32076,23.1874972376676
"J0Z","1993-1995","Moins de 30 ans",164.89252,44.3858635728774
"J0Z","1993-1995","De 30 à 49 ans",174.87216,47.0721888200531
"J0Z","1993-1995","50 ans ou plus",31.73315,8.54194760706947
"J1Z","1993-1995","Moins de 30 ans",91.51677,24.4239838322039
"J1Z","1993-1995","De 30 à 49 ans",234.46479,62.5739330636459
"J1Z","1993-1995","50 ans ou plus",48.71886,13.0020831041502
"J3Z","1993-1995","Moins de 30 ans",155.74872,22.5351432841039
"J3Z","1993-1995","De 30 à 49 ans",432.51316,62.5799430830671
"J3Z","1993-1995","50 ans ou plus",102.87515,14.8849136328291
"J4Z","1993-1995","Moins de 30 ans",6.50284,15.8510051729711
"J4Z","1993-1995","De 30 à 49 ans",29.41565,71.7021517239093
"J4Z","1993-1995","50 ans ou plus",5.10629,12.4468431031196
"J5Z","1993-1995","Moins de 30 ans",48.81828,34.3712570128424
"J5Z","1993-1995","De 30 à 49 ans",83.63608,58.885261857375
"J5Z","1993-1995","50 ans ou plus",9.57792,6.74348112978261
"J6Z","1993-1995","Moins de 30 ans",4.24454,8.56070571255581
"J6Z","1993-1995","De 30 à 49 ans",33.69918,67.9670265174663
"J6Z","1993-1995","50 ans ou plus",11.63794,23.4722677699779
"K0Z","1993-1995","Moins de 30 ans",42.44109,30.6827177596466
"K0Z","1993-1995","De 30 à 49 ans",73.61267,53.2181613889747
"K0Z","1993-1995","50 ans ou plus",22.2687,16.0991208513787
"L0Z","1993-1995","Moins de 30 ans",209.12483,34.2501253846315
"L0Z","1993-1995","De 30 à 49 ans",343.33265,56.2304644127519
"L0Z","1993-1995","50 ans ou plus",58.12373,9.51941020261662
"L1Z","1993-1995","Moins de 30 ans",125.23558,35.842507090407
"L1Z","1993-1995","De 30 à 49 ans",193.84625,55.4789269157679
"L1Z","1993-1995","50 ans ou plus",30.32336,8.67856599382511
"L2Z","1993-1995","Moins de 30 ans",78.5395,31.3255073575925
"L2Z","1993-1995","De 30 à 49 ans",141.16359,56.3031478067618
"L2Z","1993-1995","50 ans ou plus",31.01751,12.3713448356457
"L3Z","1993-1995","Moins de 30 ans",39.84124,22.0418103087954
"L3Z","1993-1995","De 30 à 49 ans",115.69882,64.0093391518803
"L3Z","1993-1995","50 ans ou plus",25.21297,13.9488505393243
"L4Z","1993-1995","Moins de 30 ans",46.0198,23.7097697246873
"L4Z","1993-1995","De 30 à 49 ans",122.91247,63.3254894630687
"L4Z","1993-1995","50 ans ou plus",25.16409,12.964740812244
"L5Z","1993-1995","Moins de 30 ans",48.70076,13.2290078005108
"L5Z","1993-1995","De 30 à 49 ans",243.22383,66.0689883348864
"L5Z","1993-1995","50 ans ou plus",76.21156,20.7020038646028
"L6Z","1993-1995","Moins de 30 ans",5.56827,3.66788031960127
"L6Z","1993-1995","De 30 à 49 ans",93.35375,61.493135639252
"L6Z","1993-1995","50 ans ou plus",52.88964,34.8389840411468
"M0Z","1993-1995","Moins de 30 ans",17.11347,39.6373879648603
"M0Z","1993-1995","De 30 à 49 ans",22.69689,52.5694341665225
"M0Z","1993-1995","50 ans ou plus",3.36471,7.79317786861724
"M1Z","1993-1995","Moins de 30 ans",46.99817,34.0765352530046
"M1Z","1993-1995","De 30 à 49 ans",83.43063,60.4922873459835
"M1Z","1993-1995","50 ans ou plus",7.49065,5.43117740101197
"M2Z","1993-1995","Moins de 30 ans",27.9144,21.4909984540622
"M2Z","1993-1995","De 30 à 49 ans",93.13407,71.7029258873744
"M2Z","1993-1995","50 ans ou plus",8.84033,6.80607565856332
"N0Z","1993-1995","Moins de 30 ans",42.26261,21.7129336975428
"N0Z","1993-1995","De 30 à 49 ans",115.12635,59.1475728638177
"N0Z","1993-1995","50 ans ou plus",37.2536,19.1394934386395
"P0Z","1993-1995","Moins de 30 ans",166.62975,19.5144699373419
"P0Z","1993-1995","De 30 à 49 ans",581.39846,68.0891783687298
"P0Z","1993-1995","50 ans ou plus",105.84971,12.3963516939283
"P1Z","1993-1995","Moins de 30 ans",43.63428,10.363079269709
"P1Z","1993-1995","De 30 à 49 ans",303.69071,72.1261105077064
"P1Z","1993-1995","50 ans ou plus",73.73017,17.5108102225846
"P2Z","1993-1995","Moins de 30 ans",30.64152,9.82424357477768
"P2Z","1993-1995","De 30 à 49 ans",223.79223,71.7519684944699
"P2Z","1993-1995","50 ans ou plus",57.46324,18.4237879307524
"P3Z","1993-1995","Moins de 30 ans",6.29898,11.1808280584117
"P3Z","1993-1995","De 30 à 49 ans",38.54286,68.4144243257535
"P3Z","1993-1995","50 ans ou plus",11.49549,20.4047476158348
"P4Z","1993-1995","Moins de 30 ans",404.62071,59.5057531000013
"P4Z","1993-1995","De 30 à 49 ans",255.88707,37.6321637340381
"P4Z","1993-1995","50 ans ou plus",19.46128,2.86208316596052
"Q0Z","1993-1995","Moins de 30 ans",66.41368,20.0238783804779
"Q0Z","1993-1995","De 30 à 49 ans",236.95502,71.4424874833574
"Q0Z","1993-1995","50 ans ou plus",28.30371,8.53363413616466
"Q1Z","1993-1995","Moins de 30 ans",37.86262,22.7768359605592
"Q1Z","1993-1995","De 30 à 49 ans",113.39427,68.2140508675142
"Q1Z","1993-1995","50 ans ou plus",14.97612,9.00911317192656
"Q2Z","1993-1995","Moins de 30 ans",14.77299,8.46769277541328
"Q2Z","1993-1995","De 30 à 49 ans",120.32356,68.9679570434967
"Q2Z","1993-1995","50 ans ou plus",39.36644,22.56435018109
"R0Z","1993-1995","Moins de 30 ans",142.72048,51.8133523198813
"R0Z","1993-1995","De 30 à 49 ans",117.00638,42.4780857702687
"R0Z","1993-1995","50 ans ou plus",15.7243,5.70856190985001
"R1Z","1993-1995","Moins de 30 ans",277.19504,40.5720082237361
"R1Z","1993-1995","De 30 à 49 ans",323.99107,47.421369287333
"R1Z","1993-1995","50 ans ou plus",82.03134,12.0066224889309
"R2Z","1993-1995","Moins de 30 ans",157.63489,34.2514685977902
"R2Z","1993-1995","De 30 à 49 ans",246.34205,53.5260752863167
"R2Z","1993-1995","50 ans ou plus",56.25118,12.2224561158931
"R3Z","1993-1995","Moins de 30 ans",93.4947,16.5685196478605
"R3Z","1993-1995","De 30 à 49 ans",331.935,58.8233511558686
"R3Z","1993-1995","50 ans ou plus",138.86151,24.6081291962708
"R4Z","1993-1995","Moins de 30 ans",54.34042,15.183249847526
"R4Z","1993-1995","De 30 à 49 ans",233.51735,65.2470530920111
"R4Z","1993-1995","50 ans ou plus",70.03939,19.5696970604628
"S0Z","1993-1995","Moins de 30 ans",91.90448,37.3563314635213
"S0Z","1993-1995","De 30 à 49 ans",114.81221,46.6676159075097
"S0Z","1993-1995","50 ans ou plus",39.30447,15.976052628969
"S1Z","1993-1995","Moins de 30 ans",115.58445,41.1215022097598
"S1Z","1993-1995","De 30 à 49 ans",132.05675,46.9818555777936
"S1Z","1993-1995","50 ans ou plus",33.43912,11.8966422124466
"S2Z","1993-1995","Moins de 30 ans",174.03551,56.0419400568909
"S2Z","1993-1995","De 30 à 49 ans",113.09043,36.416746783849
"S2Z","1993-1995","50 ans ou plus",23.41918,7.54131315926008
"S3Z","1993-1995","Moins de 30 ans",24.91643,10.4723487438736
"S3Z","1993-1995","De 30 à 49 ans",148.84058,62.5575357705908
"S3Z","1993-1995","50 ans ou plus",64.16889,26.9701154855356
"T0Z","1993-1995","Moins de 30 ans",92.5777,55.0188146080781
"T0Z","1993-1995","De 30 à 49 ans",65.42932,38.8845653652296
"T0Z","1993-1995","50 ans ou plus",10.25851,6.09662002669234
"T1Z","1993-1995","Moins de 30 ans",34.45032,16.0043007267976
"T1Z","1993-1995","De 30 à 49 ans",117.65815,54.6594753128173
"T1Z","1993-1995","50 ans ou plus",63.14817,29.3362239603851
"T2A","1993-1995","Moins de 30 ans",52.04324,23.1910048031445
"T2A","1993-1995","De 30 à 49 ans",127.93744,57.0102435117801
"T2A","1993-1995","50 ans ou plus",44.43064,19.7987516850754
"T2B","1993-1995","Moins de 30 ans",27.75653,9.98641339788711
"T2B","1993-1995","De 30 à 49 ans",189.98478,68.3538811366779
"T2B","1993-1995","50 ans ou plus",60.20162,21.6597054654349
"T2Z","1993-1995","Moins de 30 ans",81.74221,18.1610268989885
"T2Z","1993-1995","De 30 à 49 ans",272.43285,60.5276064473679
"T2Z","1993-1995","50 ans ou plus",95.92179,21.3113666536435
"T3Z","1993-1995","Moins de 30 ans",43.68201,28.3265388650374
"T3Z","1993-1995","De 30 à 49 ans",70.82325,45.9268596768615
"T3Z","1993-1995","50 ans ou plus",39.70352,25.7466014581012
"T4Z","1993-1995","Moins de 30 ans",264.47837,22.2392884998297
"T4Z","1993-1995","De 30 à 49 ans",672.34825,56.5359908415409
"T4Z","1993-1995","50 ans ou plus",252.41273,21.2247206586294
"T6Z","1993-1995","Moins de 30 ans",11.2041,14.2440674509818
"T6Z","1993-1995","De 30 à 49 ans",47.479,60.3613033179965
"T6Z","1993-1995","50 ans ou plus",19.97491,25.3946292310217
"U0Z","1993-1995","Moins de 30 ans",28.01362,24.037073230837
"U0Z","1993-1995","De 30 à 49 ans",72.50211,62.2104007786285
"U0Z","1993-1995","50 ans ou plus",16.02766,13.7525259905345
"U1Z","1993-1995","Moins de 30 ans",63.63707,27.7788026278456
"U1Z","1993-1995","De 30 à 49 ans",138.927,60.6443023331951
"U1Z","1993-1995","50 ans ou plus",26.52093,11.5768950389593
"V0Z","1993-1995","Moins de 30 ans",101.0473,27.2951683289792
"V0Z","1993-1995","De 30 à 49 ans",230.20624,62.183928429373
"V0Z","1993-1995","50 ans ou plus",38.94861,10.5209032416478
"V1Z","1993-1995","Moins de 30 ans",101.53853,23.824295412776
"V1Z","1993-1995","De 30 à 49 ans",289.88664,68.0169877146837
"V1Z","1993-1995","50 ans ou plus",34.77224,8.15871687254036
"V2Z","1993-1995","Moins de 30 ans",34.74183,10.7317520247006
"V2Z","1993-1995","De 30 à 49 ans",232.75891,71.8992322413532
"V2Z","1993-1995","50 ans ou plus",56.2286,17.3690157339461
"V3Z","1993-1995","Moins de 30 ans",80.23587,28.759278292778
"V3Z","1993-1995","De 30 à 49 ans",172.22002,61.7295416970962
"V3Z","1993-1995","50 ans ou plus",26.53536,9.51118001012577
"V4Z","1993-1995","Moins de 30 ans",28.55597,22.6654397874609
"V4Z","1993-1995","De 30 à 49 ans",86.14987,68.3788605739039
