"Fap","Annee","Age","effectif_age","Pourcentage"
"M2Z","2013-2015","De 30 à 49 ans",224.41205,64.0146905255586
"M2Z","2013-2015","50 ans ou plus",64.69871,18.4556395169193
"N0Z","2013-2015","Moins de 30 ans",76.76071,19.7702372494095
"N0Z","2013-2015","De 30 à 49 ans",218.20805,56.2009512188074
"N0Z","2013-2015","50 ans ou plus",93.29522,24.0288115317831
"P0Z","2013-2015","Moins de 30 ans",86.98635,11.6909588257231
"P0Z","2013-2015","De 30 à 49 ans",388.15614,52.1681557013442
"P0Z","2013-2015","50 ans ou plus",268.90555,36.1408854729326
"P1Z","2013-2015","Moins de 30 ans",35.4286,8.65535621227622
"P1Z","2013-2015","De 30 à 49 ans",214.01816,52.2855379748544
"P1Z","2013-2015","50 ans ou plus",159.87897,39.0591058128694
"P2Z","2013-2015","Moins de 30 ans",28.85348,6.45804786217283
"P2Z","2013-2015","De 30 à 49 ans",235.93309,52.8070509169199
"P2Z","2013-2015","50 ans ou plus",181.99674,40.7349012209073
"P3Z","2013-2015","Moins de 30 ans",8.98325,10.6426788333162
"P3Z","2013-2015","De 30 à 49 ans",47.35532,56.1030208230781
"P3Z","2013-2015","50 ans ou plus",28.06922,33.2543003436057
"P4Z","2013-2015","Moins de 30 ans",86.56999,22.9354654425657
"P4Z","2013-2015","De 30 à 49 ans",242.62525,64.2800471256708
"P4Z","2013-2015","50 ans ou plus",48.25509,12.7844874317635
"Q0Z","2013-2015","Moins de 30 ans",68.15633,25.6906544458609
"Q0Z","2013-2015","De 30 à 49 ans",122.35369,46.1196541827587
"Q0Z","2013-2015","50 ans ou plus",74.78618,28.1896913713804
"Q1Z","2013-2015","Moins de 30 ans",32.64199,17.2797626294977
"Q1Z","2013-2015","De 30 à 49 ans",103.01936,54.5355870473206
"Q1Z","2013-2015","50 ans ou plus",53.24165,28.1846503231817
"Q2Z","2013-2015","Moins de 30 ans",15.57152,6.15639958921806
"Q2Z","2013-2015","De 30 à 49 ans",149.21387,58.9936119257232
"Q2Z","2013-2015","50 ans ou plus",88.14686,34.8499884850587
"R0Z","2013-2015","Moins de 30 ans",120.8323,39.4863235252933
"R0Z","2013-2015","De 30 à 49 ans",134.4087,43.9229031708748
"R0Z","2013-2015","50 ans ou plus",50.76951,16.5907733038319
"R1Z","2013-2015","Moins de 30 ans",329.87157,39.0463838221968
"R1Z","2013-2015","De 30 à 49 ans",377.11169,44.6381232295262
"R1Z","2013-2015","50 ans ou plus",137.83651,16.315492948277
"R2Z","2013-2015","Moins de 30 ans",112.60474,21.5256542691891
"R2Z","2013-2015","De 30 à 49 ans",285.54605,54.58531808015
"R2Z","2013-2015","50 ans ou plus",124.96799,23.8890276506609
"R3Z","2013-2015","Moins de 30 ans",73.77235,13.7156739335051
"R3Z","2013-2015","De 30 à 49 ans",297.64716,55.3382316517477
"R3Z","2013-2015","50 ans ou plus",166.44943,30.9460944147472
"R4Z","2013-2015","Moins de 30 ans",48.55014,8.70712481972672
"R4Z","2013-2015","De 30 à 49 ans",357.7642,64.1624832684246
"R4Z","2013-2015","50 ans ou plus",151.27661,27.1303919118486
"S0Z","2013-2015","Moins de 30 ans",78.00755,31.4882659031636
"S0Z","2013-2015","De 30 à 49 ans",114.45741,46.2014940947051
"S0Z","2013-2015","50 ans ou plus",55.27034,22.3102400021313
"S1Z","2013-2015","Moins de 30 ans",104.92894,28.7341214169513
"S1Z","2013-2015","De 30 à 49 ans",178.68063,48.9305516407327
"S1Z","2013-2015","50 ans ou plus",81.56234,22.335326942316
"S2Z","2013-2015","Moins de 30 ans",165.95991,45.6744992769301
"S2Z","2013-2015","De 30 à 49 ans",140.31848,38.6176174312214
"S2Z","2013-2015","50 ans ou plus",57.07515,15.7078832918485
"S3Z","2013-2015","Moins de 30 ans",24.27453,11.2783938772956
"S3Z","2013-2015","De 30 à 49 ans",119.71077,55.6198293196341
"S3Z","2013-2015","50 ans ou plus",71.24508,33.1017768030703
"T0Z","2013-2015","Moins de 30 ans",74.62398,36.546413894419
"T0Z","2013-2015","De 30 à 49 ans",100.04732,48.9972628871763
"T0Z","2013-2015","50 ans ou plus",29.51831,14.4563232184047
"T1Z","2013-2015","Moins de 30 ans",11.09849,5.5078712481517
"T1Z","2013-2015","De 30 à 49 ans",84.13868,41.7556817575577
"T1Z","2013-2015","50 ans ou plus",106.26518,52.7364469942906
"T2A","2013-2015","Moins de 30 ans",60.88195,11.316759236019
"T2A","2013-2015","De 30 à 49 ans",234.98991,43.6800108137763
"T2A","2013-2015","50 ans ou plus",242.10857,45.0032299502047
"T2B","2013-2015","Moins de 30 ans",46.84339,10.1848804693786
"T2B","2013-2015","De 30 à 49 ans",235.20958,51.1402240007125
"T2B","2013-2015","50 ans ou plus",177.87771,38.674895529909
"T2Z","2013-2015","Moins de 30 ans",107.72533,10.7950826322088
"T2Z","2013-2015","De 30 à 49 ans",470.19951,47.1183756324912
"T2Z","2013-2015","50 ans ou plus",419.98628,42.0865417353
"T3Z","2013-2015","Moins de 30 ans",35.74816,15.4580354355326
"T3Z","2013-2015","De 30 à 49 ans",124.6587,53.9042737289814
"T3Z","2013-2015","50 ans ou plus",70.85254,30.637690835486
"T4Z","2013-2015","Moins de 30 ans",175.06302,13.6045154151087
"T4Z","2013-2015","De 30 à 49 ans",615.41616,47.8252839201963
"T4Z","2013-2015","50 ans ou plus",496.32167,38.5702006646949
"T6Z","2013-2015","Moins de 30 ans",14.71396,9.8839568984685
"T6Z","2013-2015","De 30 à 49 ans",77.54279,52.0886011751421
"T6Z","2013-2015","50 ans ou plus",56.61035,38.0274419263894
"U0Z","2013-2015","Moins de 30 ans",31.50462,20.2938570484884
"U0Z","2013-2015","De 30 à 49 ans",84.75137,54.5930148480938
"U0Z","2013-2015","50 ans ou plus",38.98616,25.1131281034178
"U1Z","2013-2015","Moins de 30 ans",76.34439,19.6271144949526
"U1Z","2013-2015","De 30 à 49 ans",211.21076,54.2994418985594
"U1Z","2013-2015","50 ans ou plus",101.41894,26.073443606488
"V0Z","2013-2015","Moins de 30 ans",114.50593,18.8363006427814
"V0Z","2013-2015","De 30 à 49 ans",335.72988,55.227785621626
"V0Z","2013-2015","50 ans ou plus",157.6645,25.9359137355926
"V1Z","2013-2015","Moins de 30 ans",110.57763,18.7432438209279
"V1Z","2013-2015","De 30 à 49 ans",326.80352,55.3941882901405
"V1Z","2013-2015","50 ans ou plus",152.57879,25.8625678889316
"V2Z","2013-2015","Moins de 30 ans",61.04473,16.2417052064653
"V2Z","2013-2015","De 30 à 49 ans",140.18301,37.2974231088414
"V2Z","2013-2015","50 ans ou plus",174.62399,46.4608716846933
"V3Z","2013-2015","Moins de 30 ans",108.86651,25.0565320597293
"V3Z","2013-2015","De 30 à 49 ans",220.99901,50.8647588614114
"V3Z","2013-2015","50 ans ou plus",104.61803,24.0787090788593
"V4Z","2013-2015","Moins de 30 ans",56.91104,17.5040294517522
"V4Z","2013-2015","De 30 à 49 ans",180.10288,55.3939291192955
"V4Z","2013-2015","50 ans ou plus",88.11716,27.1020414289523
"V5Z","2013-2015","Moins de 30 ans",150.89639,37.2899621669579
"V5Z","2013-2015","De 30 à 49 ans",173.83752,42.9592420600506
"V5Z","2013-2015","50 ans ou plus",79.92295,19.7507957729915
"W0Z","2013-2015","Moins de 30 ans",108.09433,10.183107817477
"W0Z","2013-2015","De 30 à 49 ans",633.2597,59.6567072626578
"W0Z","2013-2015","50 ans ou plus",320.15226,30.1601849198651
"W1Z","2013-2015","Moins de 30 ans",22.34947,15.2896185816712
"W1Z","2013-2015","De 30 à 49 ans",76.28054,52.1846988677547
"W1Z","2013-2015","50 ans ou plus",47.54414,32.5256825505741
"X0Z","2013-2015","Moins de 30 ans",0.52366,1.6481968696031
"X0Z","2013-2015","De 30 à 49 ans",7.21999,22.7246016815599
"X0Z","2013-2015","50 ans ou plus",24.02804,75.627201448837
"ZZZ","2013-2015","Moins de 30 ans",13.26123,21.7031710367115
"ZZZ","2013-2015","De 30 à 49 ans",26.46824,43.3176062673468
"ZZZ","2013-2015","50 ans ou plus",21.37326,34.9792226959417
"A0Z","2014-2016","Moins de 30 ans",68.90569,13.74843679315
"A0Z","2014-2016","De 30 à 49 ans",193.96397,38.7007427353742
"A0Z","2014-2016","50 ans ou plus",238.31961,47.5508204714758
"A1Z","2014-2016","Moins de 30 ans",73.43501,22.7033136569247
"A1Z","2014-2016","De 30 à 49 ans",146.13732,45.1801043254761
"A1Z","2014-2016","50 ans ou plus",103.8827,32.1165820175992
"A2Z","2014-2016","Moins de 30 ans",18.22951,26.7783750069225
"A2Z","2014-2016","De 30 à 49 ans",32.45634,47.6769833019197
"A2Z","2014-2016","50 ans ou plus",17.38964,25.5446416911579
"A3Z","2014-2016","Moins de 30 ans",2.19756,8.15474103142133
"A3Z","2014-2016","De 30 à 49 ans",17.03173,63.2016179158201
"A3Z","2014-2016","50 ans ou plus",7.71896,28.6436410527585
"B0Z","2014-2016","Moins de 30 ans",55.89786,33.8112352321962
"B0Z","2014-2016","De 30 à 49 ans",76.58422,46.3239035894087
"B0Z","2014-2016","50 ans ou plus",32.84125,19.8648611783951
"B1Z","2014-2016","Moins de 30 ans",15.56582,18.0190402544874
"B1Z","2014-2016","De 30 à 49 ans",49.44654,57.2394640761054
"B1Z","2014-2016","50 ans ou plus",21.37304,24.7414956694071
"B2Z","2014-2016","Moins de 30 ans",70.49577,20.1449034122513
"B2Z","2014-2016","De 30 à 49 ans",185.96186,53.1405459939313
"B2Z","2014-2016","50 ans ou plus",93.48582,26.7145505938174
"B3Z","2014-2016","Moins de 30 ans",44.66099,36.0584062182498
"B3Z","2014-2016","De 30 à 49 ans",45.79061,36.9704392213753
"B3Z","2014-2016","50 ans ou plus",33.40576,26.9711545603749
"B4Z","2014-2016","Moins de 30 ans",86.00593,16.9753627493455
"B4Z","2014-2016","De 30 à 49 ans",271.93163,53.6723230859871
"B4Z","2014-2016","50 ans ou plus",148.71394,29.3523141646674
"B5Z","2014-2016","Moins de 30 ans",11.51969,15.8158529360683
"B5Z","2014-2016","De 30 à 49 ans",42.58823,58.4711205325363
"B5Z","2014-2016","50 ans ou plus",18.72843,25.7130265313954
"B6Z","2014-2016","Moins de 30 ans",48.04967,16.9021255034881
"B6Z","2014-2016","De 30 à 49 ans",161.17233,56.6945610521278
"B6Z","2014-2016","50 ans ou plus",75.05982,26.4033134443842
"B7Z","2014-2016","Moins de 30 ans",32.66923,20.3253210568072
"B7Z","2014-2016","De 30 à 49 ans",87.76319,54.6022974437896
"B7Z","2014-2016","50 ans ou plus",40.29926,25.0723814994032
"C0Z","2014-2016","Moins de 30 ans",7.7106,31.6491624707083
"C0Z","2014-2016","De 30 à 49 ans",12.10922,49.7038714462624
"C0Z","2014-2016","50 ans ou plus",4.54291,18.6469660830293
"C1Z","2014-2016","Moins de 30 ans",8.46467,18.340700956267
"C1Z","2014-2016","De 30 à 49 ans",26.45487,57.320705887757
"C1Z","2014-2016","50 ans ou plus",11.23284,24.3385931559759
"C2Z","2014-2016","Moins de 30 ans",26.72826,21.7439772461677
"C2Z","2014-2016","De 30 à 49 ans",66.8161,54.3562415988794
"C2Z","2014-2016","50 ans ou plus",29.37823,23.8997811549529
"D0Z","2014-2016","Moins de 30 ans",17.43227,39.404889593649
"D0Z","2014-2016","De 30 à 49 ans",20.22785,45.7241768264772
"D0Z","2014-2016","50 ans ou plus",6.57873,14.8709335798738
"D1Z","2014-2016","Moins de 30 ans",12.53326,11.9939450638375
"D1Z","2014-2016","De 30 à 49 ans",60.27855,57.6847218702702
"D1Z","2014-2016","50 ans ou plus",31.68475,30.3213330658923
"D2Z","2014-2016","Moins de 30 ans",27.70221,19.3080922122737
"D2Z","2014-2016","De 30 à 49 ans",73.88762,51.4987425301243
"D2Z","2014-2016","50 ans ou plus",41.88478,29.193165257602
"D3Z","2014-2016","Moins de 30 ans",58.77551,37.2249863720682
"D3Z","2014-2016","De 30 à 49 ans",66.56657,42.1593902134634
"D3Z","2014-2016","50 ans ou plus",32.55055,20.6156234144684
"D4Z","2014-2016","Moins de 30 ans",16.52925,12.3201065435703
"D4Z","2014-2016","De 30 à 49 ans",79.94129,59.5843858632698
"D4Z","2014-2016","50 ans ou plus",37.69429,28.0955075931598
"D6Z","2014-2016","Moins de 30 ans",37.23126,14.8337416159625
"D6Z","2014-2016","De 30 à 49 ans",139.31968,55.5079826774217
"D6Z","2014-2016","50 ans ou plus",74.43941,29.6582757066158
"E0Z","2014-2016","Moins de 30 ans",49.66544,26.7179808023877
"E0Z","2014-2016","De 30 à 49 ans",93.41642,50.2542233832577
"E0Z","2014-2016","50 ans ou plus",42.80584,23.0277958143546
"E1Z","2014-2016","Moins de 30 ans",55.46918,18.709169004476
"E1Z","2014-2016","De 30 à 49 ans",163.4228,55.1207857117175
"E1Z","2014-2016","50 ans ou plus",77.58928,26.1700452838065
"E2Z","2014-2016","Moins de 30 ans",41.24387,18.0081933957873
"E2Z","2014-2016","De 30 à 49 ans",132.28859,57.7607899737832
"E2Z","2014-2016","50 ans ou plus",55.4959,24.2310166304295
"ENS","2014-2016","Moins de 30 ans",4839.50322,18.6942208851481
"ENS","2014-2016","De 30 à 49 ans",13421.50756,51.8451203630619
"ENS","2014-2016","50 ans ou plus",7626.68601,29.46065875179
"F0Z","2014-2016","Moins de 30 ans",4.04246,18.2967078725731
"F0Z","2014-2016","De 30 à 49 ans",9.96842,45.1183855105839
"F0Z","2014-2016","50 ans ou plus",8.08304,36.584906616843
"F1Z","2014-2016","Moins de 30 ans",4.90908,7.89316789840313
"F1Z","2014-2016","De 30 à 49 ans",31.51829,50.6773478616279
"F1Z","2014-2016","50 ans ou plus",25.76667,41.429484239969
"F2Z","2014-2016","Moins de 30 ans",10.1304,41.4586992713706
"F2Z","2014-2016","De 30 à 49 ans",9.60506,39.3087433885603
"F2Z","2014-2016","50 ans ou plus",4.69946,19.232557340069
"F3Z","2014-2016","Moins de 30 ans",16.23659,19.382578207043
"F3Z","2014-2016","De 30 à 49 ans",39.01046,46.5690943629618
"F3Z","2014-2016","50 ans ou plus",28.52194,34.0483274299953
"F4Z","2014-2016","Moins de 30 ans",6.1295,10.4050102938221
"F4Z","2014-2016","De 30 à 49 ans",30.86756,52.3986099266124
"F4Z","2014-2016","50 ans ou plus",21.91206,37.1963797795655
"F5Z","2014-2016","Moins de 30 ans",1.93052,6.31946883622483
"F5Z","2014-2016","De 30 à 49 ans",17.74052,58.0727800170023
"F5Z","2014-2016","50 ans ou plus",10.87773,35.6077511467728
"G0A","2014-2016","Moins de 30 ans",33.02774,16.632184709147
"G0A","2014-2016","De 30 à 49 ans",102.21265,51.4724796311038
"G0A","2014-2016","50 ans ou plus",63.33689,31.8953356597492
"G0B","2014-2016","Moins de 30 ans",45.29539,25.7570207250822
"G0B","2014-2016","De 30 à 49 ans",83.01116,47.2039244729566
"G0B","2014-2016","50 ans ou plus",47.54993,27.0390548019612
"G1Z","2014-2016","Moins de 30 ans",96.20677,20.0420850001258
"G1Z","2014-2016","De 30 à 49 ans",251.50954,52.3952272695835
"G1Z","2014-2016","50 ans ou plus",132.30745,27.5626877302907
"H0Z","2014-2016","Moins de 30 ans",44.49787,15.2858371965985
"H0Z","2014-2016","De 30 à 49 ans",164.96602,56.6688635813538
"H0Z","2014-2016","50 ans ou plus",81.64133,28.0452992220476
"J0Z","2014-2016","Moins de 30 ans",118.23801,32.3795048087003
"J0Z","2014-2016","De 30 à 49 ans",169.6678,46.4635640094213
"J0Z","2014-2016","50 ans ou plus",77.25731,21.1569311818784
"J1Z","2014-2016","Moins de 30 ans",83.50405,17.5103028980306
"J1Z","2014-2016","De 30 à 49 ans",264.97731,55.5641667584428
"J1Z","2014-2016","50 ans ou plus",128.40388,26.9255303435267
"J3Z","2014-2016","Moins de 30 ans",108.77501,13.216760403491
"J3Z","2014-2016","De 30 à 49 ans",438.49307,53.2793133715292
"J3Z","2014-2016","50 ans ou plus",275.74003,33.5039262249797
"J4Z","2014-2016","Moins de 30 ans",13.80202,11.7928497770666
"J4Z","2014-2016","De 30 à 49 ans",70.84586,60.5327759492517
"J4Z","2014-2016","50 ans ou plus",32.38931,27.6743742736817
"J5Z","2014-2016","Moins de 30 ans",37.64142,20.1829425716678
"J5Z","2014-2016","De 30 à 49 ans",109.76688,58.8558730066812
"J5Z","2014-2016","50 ans ou plus",39.09285,20.961184421651
"J6Z","2014-2016","Moins de 30 ans",6.91501,8.09440153839058
"J6Z","2014-2016","De 30 à 49 ans",51.97128,60.8352567507679
"J6Z","2014-2016","50 ans ou plus",26.54325,31.0703417108415
"K0Z","2014-2016","Moins de 30 ans",20.87218,20.7326492704101
"K0Z","2014-2016","De 30 à 49 ans",45.24072,44.9382853396641
"K0Z","2014-2016","50 ans ou plus",34.5601,34.3290653899258
"L0Z","2014-2016","Moins de 30 ans",57.26598,13.7054633017101
"L0Z","2014-2016","De 30 à 49 ans",229.21231,54.8573673759744
"L0Z","2014-2016","50 ans ou plus",131.35494,31.4371693223155
"L1Z","2014-2016","Moins de 30 ans",58.67834,19.5379744327651
"L1Z","2014-2016","De 30 à 49 ans",162.19022,54.0040562088931
"L1Z","2014-2016","50 ans ou plus",79.46114,26.4579693583418
"L2Z","2014-2016","Moins de 30 ans",89.94478,25.4947530482241
"L2Z","2014-2016","De 30 à 49 ans",180.47084,51.1542692995143
"L2Z","2014-2016","50 ans ou plus",82.3816,23.3509776522615
"L3Z","2014-2016","Moins de 30 ans",17.52831,11.2943278257276
"L3Z","2014-2016","De 30 à 49 ans",85.7814,55.2730555854998
"L3Z","2014-2016","50 ans ou plus",51.88598,33.4326165887725
"L4Z","2014-2016","Moins de 30 ans",86.86081,21.3729562824021
"L4Z","2014-2016","De 30 à 49 ans",231.17171,56.8820720363779
"L4Z","2014-2016","50 ans ou plus",88.3727,21.74497168122
"L5Z","2014-2016","Moins de 30 ans",60.81761,9.27723077965055
"L5Z","2014-2016","De 30 à 49 ans",375.86831,57.3356475965964
"L5Z","2014-2016","50 ans ou plus",218.87188,33.3871216237531
"L6Z","2014-2016","Moins de 30 ans",6.11453,3.56898833145872
"L6Z","2014-2016","De 30 à 49 ans",85.67314,50.0065314880177
"L6Z","2014-2016","50 ans ou plus",79.53623,46.4244801805236
"M0Z","2014-2016","Moins de 30 ans",15.13398,41.8713363569787
"M0Z","2014-2016","De 30 à 49 ans",14.9026,41.2311749581743
"M0Z","2014-2016","50 ans ou plus",6.10743,16.8974886848471
"M1Z","2014-2016","Moins de 30 ans",46.39835,28.9514684376277
"M1Z","2014-2016","De 30 à 49 ans",82.14759,51.258145151976
"M1Z","2014-2016","50 ans ou plus",31.71657,19.7903864103963
"M2Z","2014-2016","Moins de 30 ans",61.69176,17.4806953485647
"M2Z","2014-2016","De 30 à 49 ans",221.16127,62.6672473564001
"M2Z","2014-2016","50 ans ou plus",70.06062,19.8520572950352
"N0Z","2014-2016","Moins de 30 ans",76.35988,19.4801819068164
"N0Z","2014-2016","De 30 à 49 ans",225.33959,57.4864209321363
"N0Z","2014-2016","50 ans ou plus",90.28804,23.0333971610473
"P0Z","2014-2016","Moins de 30 ans",84.08068,11.545783963651
"P0Z","2014-2016","De 30 à 49 ans",368.2194,50.5631215592593
"P0Z","2014-2016","50 ans ou plus",275.937,37.8910944770898
"P1Z","2014-2016","Moins de 30 ans",36.10512,8.69837077563359
"P1Z","2014-2016","De 30 à 49 ans",219.41492,52.8609883547259
"P1Z","2014-2016","50 ans ou plus",159.55907,38.4406408696405
"P2Z","2014-2016","Moins de 30 ans",31.12767,6.92947234807798
"P2Z","2014-2016","De 30 à 49 ans",238.0006,52.9823972216991
"P2Z","2014-2016","50 ans ou plus",180.07866,40.0881304302229
"P3Z","2014-2016","Moins de 30 ans",8.68844,9.94438044485343
"P3Z","2014-2016","De 30 à 49 ans",49.12016,56.220628622868
"P3Z","2014-2016","50 ans ou plus",29.56175,33.8349909322785
"P4Z","2014-2016","Moins de 30 ans",82.47109,22.2439678161254
"P4Z","2014-2016","De 30 à 49 ans",238.21265,64.2503272358102
"P4Z","2014-2016","50 ans ou plus",50.07336,13.5057049480644
"Q0Z","2014-2016","Moins de 30 ans",70.31387,26.8020682998498
"Q0Z","2014-2016","De 30 à 49 ans",119.97291,45.7309792214784
"Q0Z","2014-2016","50 ans ou plus",72.05816,27.4669524786718
"Q1Z","2014-2016","Moins de 30 ans",33.53615,18.1796217304704
"Q1Z","2014-2016","De 30 à 49 ans",99.27921,53.8182970764365
"Q1Z","2014-2016","50 ans ou plus",51.65575,28.0020811930931
"Q2Z","2014-2016","Moins de 30 ans",19.67266,7.95874086360364
"Q2Z","2014-2016","De 30 à 49 ans",143.4202,58.021854004807
"Q2Z","2014-2016","50 ans ou plus",84.09021,34.0194051315893
"R0Z","2014-2016","Moins de 30 ans",119.49456,39.2238330000961
"R0Z","2014-2016","De 30 à 49 ans",134.1974,44.0500086920032
"R0Z","2014-2016","50 ans ou plus",50.95588,16.7261583079007
"R1Z","2014-2016","Moins de 30 ans",318.46674,37.9119678594839
"R1Z","2014-2016","De 30 à 49 ans",380.83908,45.3371016408037
"R1Z","2014-2016","50 ans ou plus",140.71056,16.7509304997124
"R2Z","2014-2016","Moins de 30 ans",118.43579,22.6909886539683
"R2Z","2014-2016","De 30 à 49 ans",276.47183,52.9689476269955
"R2Z","2014-2016","50 ans ou plus",127.04315,24.3400637190362
"R3Z","2014-2016","Moins de 30 ans",75.62604,13.745134130399
"R3Z","2014-2016","De 30 à 49 ans",304.52894,55.3485430003769
"R3Z","2014-2016","50 ans ou plus",170.04729,30.9063228692241
"R4Z","2014-2016","Moins de 30 ans",49.53814,8.54377613072517
"R4Z","2014-2016","De 30 à 49 ans",372.75467,64.2884947267365
"R4Z","2014-2016","50 ans ou plus",157.52271,27.1677291425383
"S0Z","2014-2016","Moins de 30 ans",80.31915,31.3672684791271
"S0Z","2014-2016","De 30 à 49 ans",116.51499,45.5029338977419
"S0Z","2014-2016","50 ans ou plus",59.22625,23.129797623131
"S1Z","2014-2016","Moins de 30 ans",101.61941,28.4362251965111
"S1Z","2014-2016","De 30 à 49 ans",172.25652,48.2026533541901
"S1Z","2014-2016","50 ans ou plus",83.48307,23.3611214492989
"S2Z","2014-2016","Moins de 30 ans",171.61679,45.3582116932866
"S2Z","2014-2016","De 30 à 49 ans",145.45702,38.444200625327
"S2Z","2014-2016","50 ans ou plus",61.285,16.1975876813864
"S3Z","2014-2016","Moins de 30 ans",23.1915,10.939555013912
"S3Z","2014-2016","De 30 à 49 ans",115.53595,54.4989276721897
"S3Z","2014-2016","50 ans ou plus",73.26929,34.5615173138983
"T0Z","2014-2016","Moins de 30 ans",71.3723,34.4677844776725
"T0Z","2014-2016","De 30 à 49 ans",101.05342,48.8016709744777
"T0Z","2014-2016","50 ans ou plus",34.64387,16.7305445478498
"T1Z","2014-2016","Moins de 30 ans",10.49526,5.6568374162794
"T1Z","2014-2016","De 30 à 49 ans",72.29829,38.9680362377891
"T1Z","2014-2016","50 ans ou plus",102.73874,55.3751263459315
"T2A","2014-2016","Moins de 30 ans",64.08859,11.7853864980155
"T2A","2014-2016","De 30 à 49 ans",230.33091,42.3560386769256
"T2A","2014-2016","50 ans ou plus",249.3776,45.8585748250588
"T2B","2014-2016","Moins de 30 ans",45.44348,10.1957178885899
"T2B","2014-2016","De 30 à 49 ans",220.29331,49.4250977588796
"T2B","2014-2016","50 ans ou plus",179.97464,40.3791843525305
"T2Z","2014-2016","Moins de 30 ans",109.53206,11.0693397566703
"T2Z","2014-2016","De 30 à 49 ans",450.62422,45.540206162146
"T2Z","2014-2016","50 ans ou plus",429.35224,43.3904540811837
"T3Z","2014-2016","Moins de 30 ans",33.81522,14.6770524746678
"T3Z","2014-2016","De 30 à 49 ans",121.85786,52.8908049591491
"T3Z","2014-2016","50 ans ou plus",74.72209,32.4321425661831
"T4Z","2014-2016","Moins de 30 ans",175.13422,13.6551570908712
"T4Z","2014-2016","De 30 à 49 ans",603.50143,47.0548064862219
"T4Z","2014-2016","50 ans ou plus",503.91437,39.2900364229069
"T6Z","2014-2016","Moins de 30 ans",16.99721,10.2387502240847
"T6Z","2014-2016","De 30 à 49 ans",83.7879,50.4720115772287
"T6Z","2014-2016","50 ans ou plus",65.22353,39.2892381986865
"U0Z","2014-2016","Moins de 30 ans",32.85044,20.9083815901015
"U0Z","2014-2016","De 30 à 49 ans",86.55955,55.0927202700321
"U0Z","2014-2016","50 ans ou plus",37.70614,23.9988981398664
"U1Z","2014-2016","Moins de 30 ans",75.90965,19.2328516965222
"U1Z","2014-2016","De 30 à 49 ans",215.15734,54.5133485879358
"U1Z","2014-2016","50 ans ou plus",103.62045,26.253799715542
"V0Z","2014-2016","Moins de 30 ans",117.3543,18.8742260745141
"V0Z","2014-2016","De 30 à 49 ans",334.2585,53.7591762409043
"V0Z","2014-2016","50 ans ou plus",170.15733,27.3665976845816
"V1Z","2014-2016","Moins de 30 ans",118.03745,19.3951471977893
"V1Z","2014-2016","De 30 à 49 ans",332.74371,54.6742854457505
"V1Z","2014-2016","50 ans ou plus",157.81154,25.9305673564602
"V2Z","2014-2016","Moins de 30 ans",64.46962,17.0070358155196
"V2Z","2014-2016","De 30 à 49 ans",140.631,37.0983488621825
"V2Z","2014-2016","50 ans ou plus",173.97555,45.8946153222979
"V3Z","2014-2016","Moins de 30 ans",98.83731,23.0914693085484
"V3Z","2014-2016","De 30 à 49 ans",224.03187,52.3408118881596
"V3Z","2014-2016","50 ans ou plus",105.15603,24.567718803292
"V4Z","2014-2016","Moins de 30 ans",58.00553,18.0632943510627
"V4Z","2014-2016","De 30 à 49 ans",176.41747,54.9375324952598
"V4Z","2014-2016","50 ans ou plus",86.70076,26.9991731536776
"V5Z","2014-2016","Moins de 30 ans",164.35286,38.1821780217543
"V5Z","2014-2016","De 30 à 49 ans",181.84095,42.2449814657617
"V5Z","2014-2016","50 ans ou plus",84.2501,19.572840512484
"W0Z","2014-2016","Moins de 30 ans",106.89301,9.93501656035767
"W0Z","2014-2016","De 30 à 49 ans",647.31054,60.1633440259009
"W0Z","2014-2016","50 ans ou plus",321.71826,29.9016394137414
"W1Z","2014-2016","Moins de 30 ans",24.43197,16.1085776962912
"W1Z","2014-2016","De 30 à 49 ans",79.59355,52.4779166108439
"W1Z","2014-2016","50 ans ou plus",47.64504,31.4135056928649
"X0Z","2014-2016","Moins de 30 ans",0.74628,2.04460666088949
"X0Z","2014-2016","De 30 à 49 ans",7.57696,20.758834332011
"X0Z","2014-2016","50 ans ou plus",28.17669,77.1965590070995
"ZZZ","2014-2016","Moins de 30 ans",19.89789,23.7118426758566
"ZZZ","2014-2016","De 30 à 49 ans",37.21742,44.3511150097461
"ZZZ","2014-2016","50 ans ou plus",26.8001,31.9370423143973
"A0Z","2015-2017","Moins de 30 ans",71.59398,14.8231369285431
"A0Z","2015-2017","De 30 à 49 ans",178.31231,36.9185759357814
"A0Z","2015-2017","50 ans ou plus",233.08176,48.2582871356755
"A1Z","2015-2017","Moins de 30 ans",75.02006,23.2398938759862
"A1Z","2015-2017","De 30 à 49 ans",140.30445,43.4638485803478
"A1Z","2015-2017","50 ans ou plus",107.48273,33.296257543666
"A2Z","2015-2017","Moins de 30 ans",17.24942,25.5414639260223
"A2Z","2015-2017","De 30 à 49 ans",32.11634,47.5551258851525
"A2Z","2015-2017","50 ans ou plus",18.16921,26.9034101888251
"A3Z","2015-2017","Moins de 30 ans",4.34003,16.2825536270075
"A3Z","2015-2017","De 30 à 49 ans",15.70193,58.9091589856564
"A3Z","2015-2017","50 ans ou plus",6.61252,24.808287387336
"B0Z","2015-2017","Moins de 30 ans",54.5417,32.4836025157748
"B0Z","2015-2017","De 30 à 49 ans",81.04043,48.2655494021542
