code_reg;fap_3;emp_fap;emp_region;variable;var_classe
53;J3Z;21526;615361;3.49810924;3,0 - 3,5
75;J3Z;42562;1198784;3.550431104;3,5 - 4,0
76;J3Z;57112;1518255;3.761686937;3,5 - 4,0
84;J3Z;64261;1641791;3.914079198;3,5 - 4,0
93;J3Z;57249;1340202;4.271669495;4,0 - 4,5
94;J3Z;2888;70962;4.069783828;4,0 - 4,5
11;J4Z;15083;2970612;0.507740493;0,5 - 0,75
24;J4Z;2527;503600;0.501787133;0,5 - 0,75
27;J4Z;2340;509653;0.459135922;0,25 - 0,5
28;J4Z;2907;685352;0.424161599;0,25 - 0,5
32;J4Z;6334;1494168;0.423914848;0,25 - 0,5
44;J4Z;5255;1187812;0.442410078;0,25 - 0,5
52;J4Z;3088;728925;0.423637548;0,25 - 0,5
53;J4Z;2899;615361;0.471105579;0,25 - 0,5
75;J4Z;4728;1198784;0.394399658;0,25 - 0,5
76;J4Z;5615;1518255;0.369832472;0,25 - 0,5
84;J4Z;8136;1641791;0.495556377;0,25 - 0,5
93;J4Z;5209;1340202;0.388672752;0,25 - 0,5
94;J4Z;170;70962;0.239564838;0,1 - 0,25
11;J5Z;35844;2970612;1.20662005;1,0 - 1,5
24;J5Z;2688;503600;0.53375695;0,5 - 0,75
27;J5Z;2294;509653;0.450110173;0,25 - 0,5
28;J5Z;4118;685352;0.600859121;0,5 - 0,75
32;J5Z;6585;1494168;0.440713494;0,25 - 0,5
44;J5Z;5045;1187812;0.424730513;0,25 - 0,5
52;J5Z;4539;728925;0.622697808;0,5 - 0,75
53;J5Z;4138;615361;0.672450805;0,5 - 0,75
75;J5Z;8946;1198784;0.746256206;0,5 - 0,75
76;J5Z;11931;1518255;0.785836371;0,75 - 1,0
84;J5Z;11838;1641791;0.721041838;0,5 - 0,75
93;J5Z;13162;1340202;0.982090759;0,75 - 1,0
94;J5Z;1386;70962;1.953158028;1,5 - 2,0
11;J6Z;8433;2970612;0.283880897;0,25 - 0,5
24;J6Z;850;503600;0.16878475;0,1 - 0,25
27;J6Z;720;509653;0.141272591;0,1 - 0,25
28;J6Z;1071;685352;0.156270063;0,1 - 0,25
32;J6Z;2163;1494168;0.144762838;0,1 - 0,25
44;J6Z;1658;1187812;0.139584379;0,1 - 0,25
52;J6Z;1318;728925;0.180814213;0,1 - 0,25
53;J6Z;1157;615361;0.188019715;0,1 - 0,25
75;J6Z;2061;1198784;0.171924217;0,1 - 0,25
76;J6Z;2614;1518255;0.172171341;0,1 - 0,25
84;J6Z;2926;1641791;0.178220005;0,1 - 0,25
93;J6Z;2861;1340202;0.213475282;0,1 - 0,25
94;J6Z;91;70962;0.128237648;0,1 - 0,25
11;K0Z;6259;2970612;0.210697324;0,1 - 0,25
24;K0Z;1128;503600;0.223987292;0,1 - 0,25
27;K0Z;1375;509653;0.269791407;0,25 - 0,5
28;K0Z;1390;685352;0.202815488;0,1 - 0,25
32;K0Z;2324;1494168;0.155538065;0,1 - 0,25
44;K0Z;2191;1187812;0.1844568;0,1 - 0,25
52;K0Z;1488;728925;0.204136228;0,1 - 0,25
53;K0Z;1359;615361;0.220845975;0,1 - 0,25
75;K0Z;2822;1198784;0.235405211;0,1 - 0,25
76;K0Z;3332;1518255;0.219462475;0,1 - 0,25
84;K0Z;3784;1641791;0.230480006;0,1 - 0,25
93;K0Z;3615;1340202;0.269735458;0,25 - 0,5
94;K0Z;224;70962;0.315661904;0,25 - 0,5
11;L0Z;95898;2970612;3.228223679;3,0 - 3,5
24;L0Z;20007;503600;3.97279587;3,5 - 4,0
27;L0Z;19233;509653;3.773744096;3,5 - 4,0
28;L0Z;25916;685352;3.781414514;3,5 - 4,0
32;L0Z;51482;1494168;3.445529552;3,0 - 3,5
44;L0Z;44136;1187812;3.715739528;3,5 - 4,0
52;L0Z;26691;728925;3.66169359;3,5 - 4,0
53;L0Z;23272;615361;3.781845128;3,5 - 4,0
75;L0Z;48831;1198784;4.073377689;4,0 - 4,5
76;L0Z;60325;1518255;3.973311466;3,5 - 4,0
84;L0Z;63049;1641791;3.840257377;3,5 - 4,0
93;L0Z;54093;1340202;4.036182605;4,0 - 4,5
94;L0Z;3487;70962;4.913897579;4,5 - 5,0
11;L1Z;30288;2970612;1.019587883;1,0 - 1,5
24;L1Z;4283;503600;0.850476569;0,75 - 1,0
27;L1Z;3400;509653;0.66712057;0,5 - 0,75
28;L1Z;4514;685352;0.658639648;0,5 - 0,75
32;L1Z;9288;1494168;0.621616846;0,5 - 0,75
44;L1Z;8331;1187812;0.701373618;0,5 - 0,75
52;L1Z;5100;728925;0.699660459;0,5 - 0,75
53;L1Z;4468;615361;0.726077863;0,5 - 0,75
75;L1Z;8556;1198784;0.71372324;0,5 - 0,75
76;L1Z;10203;1518255;0.672021498;0,5 - 0,75
84;L1Z;12528;1641791;0.763069112;0,75 - 1,0
93;L1Z;10008;1340202;0.746753101;0,5 - 0,75
94;L1Z;439;70962;0.618640963;0,5 - 0,75
11;L2Z;126202;2970612;4.248350172;4,0 - 4,5
24;L2Z;19044;503600;3.781572677;3,5 - 4,0
27;L2Z;17315;509653;3.39740961;3,0 - 3,5
28;L2Z;24145;685352;3.523007155;3,5 - 4,0
32;L2Z;53504;1494168;3.5808557;3,5 - 4,0
44;L2Z;42148;1187812;3.548372975;3,5 - 4,0
52;L2Z;24747;728925;3.394999486;3,0 - 3,5
53;L2Z;19141;615361;3.110531867;3,0 - 3,5
75;L2Z;40987;1198784;3.419047969;3,0 - 3,5
76;L2Z;51890;1518255;3.417739444;3,0 - 3,5
84;L2Z;57752;1641791;3.517621914;3,5 - 4,0
93;L2Z;48498;1340202;3.618708225;3,5 - 4,0
94;L2Z;2190;70962;3.086158789;3,0 - 3,5
11;L3Z;38191;2970612;1.285627339;1,0 - 1,5
24;L3Z;4517;503600;0.896942017;0,75 - 1,0
27;L3Z;4224;509653;0.828799203;0,75 - 1,0
28;L3Z;5636;685352;0.822351142;0,75 - 1,0
32;L3Z;10340;1494168;0.692023922;0,5 - 0,75
44;L3Z;9549;1187812;0.803915098;0,75 - 1,0
52;L3Z;6718;728925;0.921631169;0,75 - 1,0
53;L3Z;5577;615361;0.906297279;0,75 - 1,0
75;L3Z;11812;1198784;0.985331803;0,75 - 1,0
76;L3Z;14028;1518255;0.923955462;0,75 - 1,0
84;L3Z;16976;1641791;1.033992755;1,0 - 1,5
93;L3Z;14002;1340202;1.044767878;1,0 - 1,5
94;L3Z;710;70962;1.000535498;1,0 - 1,5
11;L4Z;12571;2970612;0.423178793;0,25 - 0,5
24;L4Z;1932;503600;0.383637808;0,25 - 0,5
27;L4Z;1836;509653;0.360245108;0,25 - 0,5
28;L4Z;2230;685352;0.325380243;0,25 - 0,5
32;L4Z;4104;1494168;0.274667909;0,25 - 0,5
44;L4Z;4329;1187812;0.364451614;0,25 - 0,5
52;L4Z;2851;728925;0.391123915;0,25 - 0,5
53;L4Z;2436;615361;0.395865191;0,25 - 0,5
75;L4Z;4342;1198784;0.362200363;0,25 - 0,5
76;L4Z;5628;1518255;0.370688718;0,25 - 0,5
84;L4Z;7476;1641791;0.455356376;0,25 - 0,5
93;L4Z;4569;1340202;0.340918757;0,25 - 0,5
94;L4Z;193;70962;0.271976551;0,25 - 0,5
11;L5Z;110915;2970612;3.733742407;3,5 - 4,0
24;L5Z;6191;503600;1.229348689;1,0 - 1,5
27;L5Z;5109;509653;1.002446763;1,0 - 1,5
28;L5Z;6938;685352;1.012326513;1,0 - 1,5
32;L5Z;14358;1494168;0.96093612;0,75 - 1,0
44;L5Z;14102;1187812;1.187224914;1,0 - 1,5
52;L5Z;10905;728925;1.496038687;1,0 - 1,5
53;L5Z;8786;615361;1.427779791;1,0 - 1,5
75;L5Z;16419;1198784;1.3696379;1,0 - 1,5
76;L5Z;19844;1518255;1.307026817;1,0 - 1,5
84;L5Z;28081;1641791;1.710388228;1,5 - 2,0
93;L5Z;20755;1340202;1.548647144;1,5 - 2,0
94;L5Z;782;70962;1.101998253;1,0 - 1,5
11;L6Z;19220;2970612;0.647004725;0,5 - 0,75
24;L6Z;1631;503600;0.323868149;0,25 - 0,5
27;L6Z;1517;509653;0.297653502;0,25 - 0,5
28;L6Z;2184;685352;0.318668363;0,25 - 0,5
32;L6Z;4129;1494168;0.276341081;0,25 - 0,5
44;L6Z;3122;1187812;0.262836206;0,25 - 0,5
52;L6Z;3052;728925;0.418698769;0,25 - 0,5
53;L6Z;2509;615361;0.407728147;0,25 - 0,5
75;L6Z;7792;1198784;0.649991992;0,5 - 0,75
76;L6Z;5551;1518255;0.365617106;0,25 - 0,5
84;L6Z;9808;1641791;0.59739638;0,5 - 0,75
93;L6Z;7481;1340202;0.558199436;0,5 - 0,75
94;L6Z;306;70962;0.431216708;0,25 - 0,5
11;M0Z;16829;2970612;0.56651626;0,5 - 0,75
24;M0Z;1889;503600;0.375099285;0,25 - 0,5
27;M0Z;1291;509653;0.253309605;0,25 - 0,5
28;M0Z;2110;685352;0.307870992;0,25 - 0,5
32;M0Z;5901;1494168;0.394935509;0,25 - 0,5
44;M0Z;3994;1187812;0.336248497;0,25 - 0,5
52;M0Z;2456;728925;0.336934527;0,25 - 0,5
53;M0Z;2180;615361;0.354263595;0,25 - 0,5
75;M0Z;3918;1198784;0.326831189;0,25 - 0,5
76;M0Z;5490;1518255;0.361599336;0,25 - 0,5
84;M0Z;5344;1641791;0.325498191;0,25 - 0,5
93;M0Z;4091;1340202;0.305252492;0,25 - 0,5
94;M0Z;109;70962;0.153603337;0,1 - 0,25
11;M1Z;20570;2970612;0.692449906;0,5 - 0,75
24;M1Z;3268;503600;0.64892772;0,5 - 0,75
27;M1Z;3043;509653;0.59707291;0,5 - 0,75
28;M1Z;3659;685352;0.533886237;0,5 - 0,75
32;M1Z;9405;1494168;0.629447291;0,5 - 0,75
44;M1Z;7088;1187812;0.596727428;0,5 - 0,75
52;M1Z;4816;728925;0.660698975;0,5 - 0,75
53;M1Z;4236;615361;0.688376416;0,5 - 0,75
75;M1Z;7413;1198784;0.618376622;0,5 - 0,75
76;M1Z;10326;1518255;0.680122904;0,5 - 0,75
84;M1Z;11161;1641791;0.679806382;0,5 - 0,75
93;M1Z;6818;1340202;0.508729281;0,5 - 0,75
94;M1Z;282;70962;0.397395789;0,25 - 0,5
11;M2Z;58849;2970612;1.981039597;1,5 - 2,0
24;M2Z;2551;503600;0.50655282;0,5 - 0,75
27;M2Z;1653;509653;0.324338324;0,25 - 0,5
28;M2Z;2583;685352;0.376886622;0,25 - 0,5
32;M2Z;6187;1494168;0.414076596;0,25 - 0,5
44;M2Z;4992;1187812;0.420268527;0,25 - 0,5
52;M2Z;4567;728925;0.626539082;0,5 - 0,75
53;M2Z;4264;615361;0.692926591;0,5 - 0,75
75;M2Z;5625;1198784;0.469225482;0,25 - 0,5
76;M2Z;9008;1518255;0.593312718;0,5 - 0,75
84;M2Z;11010;1641791;0.670609109;0,5 - 0,75
93;M2Z;7512;1340202;0.56051252;0,5 - 0,75
94;M2Z;172;70962;0.242383247;0,1 - 0,25
11;N0Z;23293;2970612;0.784114519;0,75 - 1,0
24;N0Z;2284;503600;0.453534551;0,25 - 0,5
27;N0Z;2464;509653;0.483466202;0,25 - 0,5
28;N0Z;2696;685352;0.3933745;0,25 - 0,5
32;N0Z;4295;1494168;0.287450943;0,25 - 0,5
44;N0Z;6169;1187812;0.519358282;0,5 - 0,75
52;N0Z;4280;728925;0.587166032;0,5 - 0,75
53;N0Z;4115;615361;0.668713162;0,5 - 0,75
75;N0Z;6409;1198784;0.534625087;0,5 - 0,75
76;N0Z;10568;1518255;0.696062256;0,5 - 0,75
84;N0Z;13245;1641791;0.806740931;0,75 - 1,0
93;N0Z;6886;1340202;0.513803143;0,5 - 0,75
94;N0Z;112;70962;0.157830952;0,1 - 0,25
11;P0Z;215;2970612;0.00723757;0,0 - 0,1
24;P0Z;24;503600;0.00476569;0,0 - 0,1
27;P0Z;12;509653;0.00235454;0,0 - 0,1
28;P0Z;29;685352;0.0042314;0,0 - 0,1
32;P0Z;70;1494168;0.00468488;0,0 - 0,1
44;P0Z;35;1187812;0.00294659;0,0 - 0,1
52;P0Z;21;728925;0.00288095;0,0 - 0,1
53;P0Z;20;615361;0.00325012;0,0 - 0,1
75;P0Z;40;1198784;0.00333671;0,0 - 0,1
76;P0Z;59;1518255;0.00388604;0,0 - 0,1
84;P0Z;50;1641791;0.00304545;0,0 - 0,1
93;P0Z;44;1340202;0.00328309;0,0 - 0,1
94;P0Z;5;70962;0.00704602;0,0 - 0,1
11;P1Z;110;2970612;0.00370294;0,0 - 0,1
24;P1Z;14;503600;0.00277998;0,0 - 0,1
27;P1Z;13;509653;0.00255076;0,0 - 0,1
28;P1Z;9;685352;0.00131319;0,0 - 0,1
32;P1Z;48;1494168;0.00321249;0,0 - 0,1
44;P1Z;15;1187812;0.00126283;0,0 - 0,1
52;P1Z;5;728925;0.000685942;0,0 - 0,1
53;P1Z;10;615361;0.00162506;0,0 - 0,1
75;P1Z;31;1198784;0.00258595;0,0 - 0,1
76;P1Z;49;1518255;0.00322739;0,0 - 0,1
84;P1Z;31;1641791;0.00188818;0,0 - 0,1
93;P1Z;25;1340202;0.00186539;0,0 - 0,1
11;P2Z;15377;2970612;0.517637443;0,5 - 0,75
24;P2Z;1716;503600;0.340746624;0,25 - 0,5
27;P2Z;1799;509653;0.352985266;0,25 - 0,5
28;P2Z;2395;685352;0.349455462;0,25 - 0,5
32;P2Z;3882;1494168;0.259810142;0,25 - 0,5
44;P2Z;3176;1187812;0.26738238;0,25 - 0,5
52;P2Z;3509;728925;0.481393833;0,25 - 0,5
53;P2Z;3748;615361;0.609073373;0,5 - 0,75
75;P2Z;5739;1198784;0.478735118;0,25 - 0,5
76;P2Z;6633;1518255;0.436883132;0,25 - 0,5
84;P2Z;8236;1641791;0.501647286;0,5 - 0,75
93;P2Z;5305;1340202;0.395835852;0,25 - 0,5
94;P2Z;213;70962;0.300160649;0,25 - 0,5
11;P3Z;5363;2970612;0.180535189;0,1 - 0,25
24;P3Z;492;503600;0.097696585;0,0 - 0,1
27;P3Z;455;509653;0.089276429;0,0 - 0,1
28;P3Z;687;685352;0.10024046;0,1 - 0,25
32;P3Z;1347;1494168;0.090150505;0,0 - 0,1
44;P3Z;1141;1187812;0.096058972;0,0 - 0,1
52;P3Z;737;728925;0.101107796;0,1 - 0,25
53;P3Z;698;615361;0.113429353;0,1 - 0,25
75;P3Z;1704;1198784;0.142144039;0,1 - 0,25
76;P3Z;2017;1518255;0.132849884;0,1 - 0,25
84;P3Z;2300;1641791;0.140090913;0,1 - 0,25
93;P3Z;1927;1340202;0.143784295;0,1 - 0,25
94;P3Z;84;70962;0.118373214;0,1 - 0,25
11;P4Z;3532;2970612;0.118898059;0,1 - 0,25
24;P4Z;677;503600;0.134432089;0,1 - 0,25
27;P4Z;680;509653;0.133424114;0,1 - 0,25
28;P4Z;1083;685352;0.158020988;0,1 - 0,25
32;P4Z;2618;1494168;0.175214568;0,1 - 0,25
44;P4Z;1905;1187812;0.160378915;0,1 - 0,25
52;P4Z;899;728925;0.123332304;0,1 - 0,25
53;P4Z;1034;615361;0.168031448;0,1 - 0,25
75;P4Z;1982;1198784;0.165334205;0,1 - 0,25
76;P4Z;2727;1518255;0.179614096;0,1 - 0,25
84;P4Z;2476;1641791;0.150810913;0,1 - 0,25
93;P4Z;2557;1340202;0.190792134;0,1 - 0,25
94;P4Z;161;70962;0.226881993;0,1 - 0,25
11;Q0Z;15793;2970612;0.531641291;0,5 - 0,75
24;Q0Z;2305;503600;0.457704527;0,25 - 0,5
27;Q0Z;1279;509653;0.250955062;0,25 - 0,5
28;Q0Z;2124;685352;0.309913738;0,25 - 0,5
32;Q0Z;4619;1494168;0.309135251;0,25 - 0,5
44;Q0Z;4112;1187812;0.346182729;0,25 - 0,5
52;Q0Z;2565;728925;0.351888054;0,25 - 0,5
53;Q0Z;2039;615361;0.331350216;0,25 - 0,5
75;Q0Z;4868;1198784;0.406078159;0,25 - 0,5
76;Q0Z;4927;1518255;0.324517291;0,25 - 0,5
84;Q0Z;5592;1641791;0.340603646;0,25 - 0,5
93;Q0Z;5242;1340202;0.391135068;0,25 - 0,5
94;Q0Z;267;70962;0.376257715;0,25 - 0,5
11;Q1Z;9667;2970612;0.325421159;0,25 - 0,5
24;Q1Z;956;503600;0.189833201;0,1 - 0,25
27;Q1Z;779;509653;0.152849095;0,1 - 0,25
28;Q1Z;1073;685352;0.156561884;0,1 - 0,25
32;Q1Z;1863;1494168;0.124684774;0,1 - 0,25
44;Q1Z;2340;1187812;0.197000872;0,1 - 0,25
52;Q1Z;1411;728925;0.193572727;0,1 - 0,25
53;Q1Z;1127;615361;0.183144528;0,1 - 0,25
75;Q1Z;2512;1198784;0.209545673;0,1 - 0,25
76;Q1Z;2539;1518255;0.16723146;0,1 - 0,25
84;Q1Z;3608;1641791;0.219760006;0,1 - 0,25
93;Q1Z;2598;1340202;0.193851375;0,1 - 0,25
94;Q1Z;105;70962;0.147966517;0,1 - 0,25
11;Q2Z;11759;2970612;0.395844358;0,25 - 0,5
24;Q2Z;551;503600;0.109412232;0,1 - 0,25
27;Q2Z;409;509653;0.08025068;0,0 - 0,1
28;Q2Z;543;685352;0.07922936;0,0 - 0,1
32;Q2Z;1038;1494168;0.0694701;0,0 - 0,1
44;Q2Z;1180;1187812;0.09934232;0,0 - 0,1
52;Q2Z;752;728925;0.103165621;0,1 - 0,25
53;Q2Z;689;615361;0.111966797;0,1 - 0,25
75;Q2Z;1350;1198784;0.112614116;0,1 - 0,25
76;Q2Z;1497;1518255;0.098600038;0,0 - 0,1
84;Q2Z;1952;1641791;0.118894549;0,1 - 0,25
93;Q2Z;1913;1340202;0.142739677;0,1 - 0,25
94;Q2Z;77;70962;0.108508779;0,1 - 0,25
11;R0Z;86660;2970612;2.917243989;2,5 - 3,0
24;R0Z;19131;503600;3.798848292;3,5 - 4,0
27;R0Z;19908;509653;3.906187151;3,5 - 4,0
28;R0Z;27929;685352;4.075132195;4,0 - 4,5
32;R0Z;72797;1494168;4.872075965;4,5 - 5,0
44;R0Z;51194;1187812;4.309941304;4,0 - 4,5
52;R0Z;24810;728925;3.40364235;3,0 - 3,5
53;R0Z;20327;615361;3.303264263;3,0 - 3,5
75;R0Z;43956;1198784;3.666715605;3,5 - 4,0
76;R0Z;55872;1518255;3.680014227;3,5 - 4,0
84;R0Z;53847;1641791;3.279771908;3,0 - 3,5
93;R0Z;45772;1340202;3.415306051;3,0 - 3,5
94;R0Z;2906;70962;4.095149517;4,0 - 4,5
11;R1Z;141381;2970612;4.759322321;4,5 - 5,0
24;R1Z;28674;503600;5.693804607;5,0 - 7,5
27;R1Z;28951;509653;5.680531656;5,0 - 7,5
28;R1Z;42557;685352;6.209509858;5,0 - 7,5
32;R1Z;90778;1494168;6.075488165;5,0 - 7,5
44;R1Z;76379;1187812;6.430226332;5,0 - 7,5
52;R1Z;39443;728925;5.411119114;5,0 - 7,5
53;R1Z;34191;615361;5.556250721;5,0 - 7,5
75;R1Z;73315;1198784;6.115780658;5,0 - 7,5
76;R1Z;95805;1518255;6.310204807;5,0 - 7,5
84;R1Z;91912;1641791;5.598276516;5,0 - 7,5
93;R1Z;86953;1340202;6.488051801;5,0 - 7,5
94;R1Z;5645;70962;7.954961811;7,5 - 10
11;R2Z;36306;2970612;1.222172401;1,0 - 1,5
24;R2Z;6197;503600;1.230540111;1,0 - 1,5
27;R2Z;5461;509653;1.071513363;1,0 - 1,5
28;R2Z;7376;685352;1.076235278;1,0 - 1,5
32;R2Z;14710;1494168;0.984494381;0,75 - 1,0
44;R2Z;14084;1187812;1.185709523;1,0 - 1,5
52;R2Z;9621;728925;1.319888877;1,0 - 1,5
53;R2Z;8644;615361;1.404703906;1,0 - 1,5
75;R2Z;15957;1198784;1.331098847;1,0 - 1,5
76;R2Z;18861;1518255;1.242281435;1,0 - 1,5
84;R2Z;21179;1641791;1.289993672;1,0 - 1,5
93;R2Z;17891;1340202;1.334948015;1,0 - 1,5
94;R2Z;1043;70962;1.469800738;1,0 - 1,5
11;R3Z;8922;2970612;0.300342152;0,25 - 0,5
24;R3Z;1224;503600;0.24305004;0,1 - 0,25
27;R3Z;1444;509653;0.28333003;0,25 - 0,5
28;R3Z;1785;685352;0.260450104;0,25 - 0,5
32;R3Z;3460;1494168;0.231566999;0,1 - 0,25
44;R3Z;3189;1187812;0.26847683;0,25 - 0,5
52;R3Z;1771;728925;0.242960524;0,1 - 0,25
53;R3Z;1631;615361;0.265047671;0,25 - 0,5
75;R3Z;3528;1198784;0.294298222;0,25 - 0,5
76;R3Z;4778;1518255;0.314703393;0,25 - 0,5
84;R3Z;4780;1641791;0.291145462;0,25 - 0,5
93;R3Z;4398;1340202;0.328159486;0,25 - 0,5
94;R3Z;229;70962;0.322707928;0,25 - 0,5
11;R4Z;149217;2970612;5.02310635;5,0 - 7,5
24;R4Z;11175;503600;2.219023034;2,0 - 2,5
27;R4Z;10787;509653;2.116538115;2,0 - 2,5
28;R4Z;14694;685352;2.144007751;2,0 - 2,5
32;R4Z;30100;1494168;2.014499039;2,0 - 2,5
44;R4Z;26911;1187812;2.265594219;2,0 - 2,5
52;R4Z;20059;728925;2.751860617;2,5 - 3,0
53;R4Z;16994;615361;2.761630978;2,5 - 3,0
75;R4Z;37207;1198784;3.103728445;3,0 - 3,5
76;R4Z;41888;1518255;2.758956829;2,5 - 3,0
84;R4Z;52634;1641791;3.205889178;3,0 - 3,5
93;R4Z;45824;1340202;3.419186063;3,0 - 3,5
94;R4Z;1822;70962;2.567571376;2,5 - 3,0
11;S0Z;19997;2970612;0.673160951;0,5 - 0,75
24;S0Z;4184;503600;0.83081811;0,75 - 1,0
27;S0Z;4725;509653;0.927101381;0,75 - 1,0
28;S0Z;6106;685352;0.890929041;0,75 - 1,0
32;S0Z;12234;1494168;0.81878343;0,75 - 1,0
44;S0Z;10327;1187812;0.869413678;0,75 - 1,0
52;S0Z;5937;728925;0.814487087;0,75 - 1,0
53;S0Z;6464;615361;1.050440311;1,0 - 1,5
75;S0Z;9904;1198784;0.826170519;0,75 - 1,0
76;S0Z;12654;1518255;0.83345683;0,75 - 1,0
84;S0Z;13085;1641791;0.796995476;0,75 - 1,0
93;S0Z;12204;1340202;0.910608998;0,75 - 1,0
94;S0Z;880;70962;1.240100335;1,0 - 1,5
11;S1Z;129029;2970612;4.343515747;4,0 - 4,5
24;S1Z;17865;503600;3.5474583;3,5 - 4,0
27;S1Z;16998;509653;3.335210427;3,0 - 3,5
28;S1Z;26932;685352;3.929659503;3,5 - 4,0
32;S1Z;48979;1494168;3.278011576;3,0 - 3,5
44;S1Z;43269;1187812;3.642748179;3,5 - 4,0
52;S1Z;27894;728925;3.826731145;3,5 - 4,0
53;S1Z;25940;615361;4.215411766;4,0 - 4,5
75;S1Z;46824;1198784;3.905958037;3,5 - 4,0
76;S1Z;62347;1518255;4.106490675;4,0 - 4,5
84;S1Z;63997;1641791;3.897999197;3,5 - 4,0
93;S1Z;63266;1340202;4.720631666;4,5 - 5,0
94;S1Z;4536;70962;6.392153547;5,0 - 7,5
11;S2Z;88930;2970612;2.993659219;2,5 - 3,0
24;S2Z;11769;503600;2.336973789;2,0 - 2,5
27;S2Z;11400;509653;2.23681603;2,0 - 2,5
28;S2Z;20140;685352;2.938635913;2,5 - 3,0
32;S2Z;26688;1494168;1.78614453;1,5 - 2,0
44;S2Z;27302;1187812;2.298511886;2,0 - 2,5
52;S2Z;19841;728925;2.721953562;2,5 - 3,0
53;S2Z;21244;615361;3.452282481;3,0 - 3,5
75;S2Z;40946;1198784;3.415627836;3,0 - 3,5
76;S2Z;56646;1518255;3.730993805;3,5 - 4,0
84;S2Z;49454;1641791;3.012198264;3,0 - 3,5
93;S2Z;70783;1340202;5.281517264;5,0 - 7,5
94;S2Z;9120;70962;12.85194893;12.8519489
11;S3Z;20739;2970612;0.698138969;0,5 - 0,75
24;S3Z;2265;503600;0.449761716;0,25 - 0,5
27;S3Z;1862;509653;0.365346618;0,25 - 0,5
28;S3Z;2904;685352;0.423723867;0,25 - 0,5
32;S3Z;4361;1494168;0.291868117;0,25 - 0,5
44;S3Z;4251;1187812;0.357884918;0,25 - 0,5
52;S3Z;3230;728925;0.443118291;0,25 - 0,5
53;S3Z;3430;615361;0.55739639;0,5 - 0,75
75;S3Z;7814;1198784;0.651827185;0,5 - 0,75
76;S3Z;9916;1518255;0.653118218;0,5 - 0,75
84;S3Z;9787;1641791;0.596117289;0,5 - 0,75
93;S3Z;10133;1340202;0.756080054;0,75 - 1,0
94;S3Z;861;70962;1.213325442;1,0 - 1,5
11;T0Z;32559;2970612;1.096036776;1,0 - 1,5
24;T0Z;4472;503600;0.888006354;0,75 - 1,0
27;T0Z;4462;509653;0.875497643;0,75 - 1,0
28;T0Z;6496;685352;0.947834106;0,75 - 1,0
32;T0Z;14245;1494168;0.953373382;0,75 - 1,0
44;T0Z;12273;1187812;1.033244318;1,0 - 1,5
52;T0Z;5945;728925;0.815584594;0,75 - 1,0
53;T0Z;5401;615361;0.877696182;0,75 - 1,0
75;T0Z;13577;1198784;1.132564332;1,0 - 1,5
76;T0Z;19354;1518255;1.274752924;1,0 - 1,5
84;T0Z;18354;1641791;1.117925485;1,0 - 1,5
93;T0Z;18853;1340202;1.406728239;1,0 - 1,5
94;T0Z;839;70962;1.182322933;1,0 - 1,5
11;T1Z;46739;2970612;1.573379492;1,5 - 2,0
24;T1Z;12626;503600;2.507148531;2,5 - 3,0
27;T1Z;11624;509653;2.280767503;2,0 - 2,5
28;T1Z;16523;685352;2.410877914;2,0 - 2,5
32;T1Z;39113;1494168;2.617710994;2,5 - 3,0
44;T1Z;26742;1187812;2.251366378;2,0 - 2,5
52;T1Z;17133;728925;2.350447577;2,0 - 2,5
53;T1Z;12350;615361;2.006952017;2,0 - 2,5
75;T1Z;31441;1198784;2.622741044;2,5 - 3,0
76;T1Z;42754;1518255;2.815995995;2,5 - 3,0
84;T1Z;32545;1641791;1.982286418;1,5 - 2,0
93;T1Z;34392;1340202;2.566180322;2,5 - 3,0
94;T1Z;1817;70962;2.560525352;2,5 - 3,0
11;T2A;44776;2970612;1.507298833;1,5 - 2,0
24;T2A;7845;503600;1.557783956;1,5 - 2,0
27;T2A;7788;509653;1.52809853;1,5 - 2,0
28;T2A;11981;685352;1.748152774;1,5 - 2,0
32;T2A;28483;1494168;1.906278277;1,5 - 2,0
44;T2A;16755;1187812;1.410576758;1,0 - 1,5
52;T2A;8415;728925;1.154439757;1,0 - 1,5
53;T2A;8738;615361;1.419979492;1,0 - 1,5
75;T2A;18765;1198784;1.565336207;1,5 - 2,0
76;T2A;22993;1518255;1.514435981;1,5 - 2,0
84;T2A;22435;1641791;1.366495492;1,0 - 1,5
93;T2A;19331;1340202;1.442394505;1,0 - 1,5
94;T2A;739;70962;1.041402441;1,0 - 1,5
11;T2B;95854;2970612;3.226742503;3,0 - 3,5
24;T2B;14669;503600;2.912827641;2,5 - 3,0
27;T2B;14512;509653;2.847427563;2,5 - 3,0
28;T2B;20719;685352;3.023118047;3,0 - 3,5
32;T2B;46651;1494168;3.122205803;3,0 - 3,5
44;T2B;31756;1187812;2.67348705;2,5 - 3,0
52;T2B;22570;728925;3.096340501;3,0 - 3,5
53;T2B;18528;615361;3.010915544;3,0 - 3,5
75;T2B;31450;1198784;2.623491805;2,5 - 3,0
76;T2B;36953;1518255;2.433912617;2,0 - 2,5
84;T2B;49351;1641791;3.005924627;3,0 - 3,5
93;T2B;27278;1340202;2.035364818;2,0 - 2,5
94;T2B;1176;70962;1.657224994;1,5 - 2,0
11;T3Z;65106;2970612;2.191669595;2,0 - 2,5
