"Fap","Anciennete","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"B5Z","Moins d’un an","1982-1984",7.07209057558383,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","De 1 an à moins de 5 ans","1982-1984",20.4364631990229,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","De 5 ans à moins de 10 ans","1982-1984",25.1498738285791,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","10 ans ou plus","1982-1984",47.3415723968142,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","Moins d’un an","2017-2019",10.4676342025523,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","De 1 an à moins de 5 ans","2017-2019",21.7199343477894,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","De 5 ans à moins de 10 ans","2017-2019",13.1370850718005,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","10 ans ou plus","2017-2019",54.6753463778577,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","Moins d’un an","2003-2005",10.0647271170165,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","De 1 an à moins de 5 ans","2003-2005",26.1348716619608,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","De 5 ans à moins de 10 ans","2003-2005",17.9074194824572,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","10 ans ou plus","2003-2005",45.8929817385656,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","Moins d’un an","2017-2019",10.4676342025523,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","De 1 an à moins de 5 ans","2017-2019",21.7199343477894,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","De 5 ans à moins de 10 ans","2017-2019",13.1370850718005,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","10 ans ou plus","2017-2019",54.6753463778577,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"J3Z41","Moins d’un an","2003-2005",10.1415175160508,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","De 1 an à moins de 5 ans","2003-2005",32.7964870347947,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","De 5 ans à moins de 10 ans","2003-2005",21.6027611216854,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","10 ans ou plus","2003-2005",35.4592343274691,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","Moins d’un an","2017-2019",10.3840003381872,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","De 1 an à moins de 5 ans","2017-2019",30.9685879424076,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","De 5 ans à moins de 10 ans","2017-2019",19.4877934732382,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","10 ans ou plus","2017-2019",39.159618246167,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","Moins d’un an","1982-1984",13.7142844662366,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","De 1 an à moins de 5 ans","1982-1984",25.4678919532093,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","De 5 ans à moins de 10 ans","1982-1984",23.8439548762932,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","10 ans ou plus","1982-1984",36.9738687042609,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","Moins d’un an","2017-2019",15.4759442096716,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","De 1 an à moins de 5 ans","2017-2019",31.5011783785464,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","De 5 ans à moins de 10 ans","2017-2019",16.9283840183412,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","10 ans ou plus","2017-2019",36.0944933934408,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","Moins d’un an","2003-2005",13.8765676814661,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","De 1 an à moins de 5 ans","2003-2005",35.2343110850981,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","De 5 ans à moins de 10 ans","2003-2005",13.3913144021327,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","10 ans ou plus","2003-2005",37.4978068313031,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","Moins d’un an","2017-2019",13.9100284304513,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","De 1 an à moins de 5 ans","2017-2019",37.0646015986851,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","De 5 ans à moins de 10 ans","2017-2019",17.7298621838444,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","10 ans ou plus","2017-2019",31.2955077870193,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","Moins d’un an","2003-2005",15.3287379448941,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","De 1 an à moins de 5 ans","2003-2005",35.0904004394344,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","De 5 ans à moins de 10 ans","2003-2005",16.5517466670377,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","10 ans ou plus","2003-2005",33.0291149486338,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","Moins d’un an","2017-2019",20.6384180182133,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","De 1 an à moins de 5 ans","2017-2019",29.1541861361381,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","De 5 ans à moins de 10 ans","2017-2019",16.2896204622446,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","10 ans ou plus","2017-2019",33.9177753834039,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","Moins d’un an","2003-2005",11.7170823050427,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","De 1 an à moins de 5 ans","2003-2005",34.8904966723035,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","De 5 ans à moins de 10 ans","2003-2005",20.2611459627566,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","10 ans ou plus","2003-2005",33.1312750598972,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","Moins d’un an","2017-2019",15.6934263873734,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","De 1 an à moins de 5 ans","2017-2019",32.0712084733029,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","De 5 ans à moins de 10 ans","2017-2019",16.0772503251401,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","10 ans ou plus","2017-2019",36.1581148141837,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","Moins d’un an","2003-2005",7.56288726091384,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","De 1 an à moins de 5 ans","2003-2005",17.5748619735731,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","De 5 ans à moins de 10 ans","2003-2005",25.5370911180772,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","10 ans ou plus","2003-2005",49.3251596474359,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","Moins d’un an","2017-2019",6.3631456761878,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","De 1 an à moins de 5 ans","2017-2019",17.9632507639984,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","De 5 ans à moins de 10 ans","2017-2019",16.6872356250541,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","10 ans ou plus","2017-2019",58.9863679347597,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"P1Z80","Moins d’un an","2003-2005",1.32841135604404,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","De 1 an à moins de 5 ans","2003-2005",4.09969012011732,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","De 5 ans à moins de 10 ans","2003-2005",7.31182224571367,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","10 ans ou plus","2003-2005",87.260076278125,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","Moins d’un an","2017-2019",2.06523354230124,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","De 1 an à moins de 5 ans","2017-2019",5.75320786644885,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","De 5 ans à moins de 10 ans","2017-2019",8.65726849439516,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","10 ans ou plus","2017-2019",83.5242900968547,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"J4Z60","Moins d’un an","2003-2005",14.7528058797442,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","De 1 an à moins de 5 ans","2003-2005",24.5054411892912,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","De 5 ans à moins de 10 ans","2003-2005",12.9074258682971,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","10 ans ou plus","2003-2005",47.8343270626675,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","Moins d’un an","2017-2019",10.2363907934951,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","De 1 an à moins de 5 ans","2017-2019",22.0378426659556,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","De 5 ans à moins de 10 ans","2017-2019",5.67528106020628,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","10 ans ou plus","2017-2019",62.050485480343,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"B2Z44","Moins d’un an","2003-2005",8.6854649955162,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","De 1 an à moins de 5 ans","2003-2005",35.8852331230777,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","De 5 ans à moins de 10 ans","2003-2005",19.3139636401894,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","10 ans ou plus","2003-2005",36.1153382412168,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","Moins d’un an","2017-2019",13.428784677375,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","De 1 an à moins de 5 ans","2017-2019",28.7955260587244,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","De 5 ans à moins de 10 ans","2017-2019",20.7344419167063,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","10 ans ou plus","2017-2019",37.0412473471942,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S1Z","Moins d’un an","1982-1984",18.6878762129021,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","De 1 an à moins de 5 ans","1982-1984",30.149856426029,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","De 5 ans à moins de 10 ans","1982-1984",21.7519543565262,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","10 ans ou plus","1982-1984",29.4103130045427,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","Moins d’un an","2017-2019",23.7540475321354,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","De 1 an à moins de 5 ans","2017-2019",30.4950385781222,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","De 5 ans à moins de 10 ans","2017-2019",14.4726310725388,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","10 ans ou plus","2017-2019",31.2782828172036,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","Moins d’un an","2003-2005",19.3806457853126,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","De 1 an à moins de 5 ans","2003-2005",31.0629077963294,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","De 5 ans à moins de 10 ans","2003-2005",12.5005979649051,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","10 ans ou plus","2003-2005",37.0558484534529,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","Moins d’un an","2017-2019",22.210826858957,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","De 1 an à moins de 5 ans","2017-2019",28.7194822997699,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","De 5 ans à moins de 10 ans","2017-2019",15.1939001871895,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","10 ans ou plus","2017-2019",33.8757906540836,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"V2Z91","Moins d’un an","2003-2005",7.2171674178058,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","De 1 an à moins de 5 ans","2003-2005",23.5020029548616,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","De 5 ans à moins de 10 ans","2003-2005",11.6076564011813,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","10 ans ou plus","2003-2005",57.6731732261513,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","Moins d’un an","2017-2019",10.2339945051726,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","De 1 an à moins de 5 ans","2017-2019",20.6626028105538,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","De 5 ans à moins de 10 ans","2017-2019",12.2737170058998,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","10 ans ou plus","2017-2019",56.8296856783738,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"B6Z72","Moins d’un an","2003-2005",15.9235719030456,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","De 1 an à moins de 5 ans","2003-2005",38.056856257011,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","De 5 ans à moins de 10 ans","2003-2005",19.8426162194201,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","10 ans ou plus","2003-2005",26.1769556205233,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","Moins d’un an","2017-2019",17.7467251146897,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","De 1 an à moins de 5 ans","2017-2019",29.4839268826552,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","De 5 ans à moins de 10 ans","2017-2019",21.3478040072389,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","10 ans ou plus","2017-2019",31.4215439954161,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"D6Z71","Moins d’un an","2003-2005",7.97659863693091,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","De 1 an à moins de 5 ans","2003-2005",32.3768085460648,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","De 5 ans à moins de 10 ans","2003-2005",23.0208769892267,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","10 ans ou plus","2003-2005",36.6257158277776,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","Moins d’un an","2017-2019",10.5928085241639,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","De 1 an à moins de 5 ans","2017-2019",30.8412199794398,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","De 5 ans à moins de 10 ans","2017-2019",19.7412798272717,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","10 ans ou plus","2017-2019",38.8246916691245,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z71","Moins d’un an","2003-2005",5.98250174752082,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","De 1 an à moins de 5 ans","2003-2005",45.8822703176044,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","De 5 ans à moins de 10 ans","2003-2005",12.275112999031,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","10 ans ou plus","2003-2005",35.8601149358438,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","Moins d’un an","2017-2019",8.0603797302846,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","De 1 an à moins de 5 ans","2017-2019",24.8695350976394,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","De 5 ans à moins de 10 ans","2017-2019",34.235022629209,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","10 ans ou plus","2017-2019",32.835062542867,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"W0Z91","Moins d’un an","2003-2005",3.16229364149077,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","De 1 an à moins de 5 ans","2003-2005",9.27463139014382,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","De 5 ans à moins de 10 ans","2003-2005",9.05580030762803,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","10 ans ou plus","2003-2005",78.5072746607374,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","Moins d’un an","2017-2019",3.51847833948073,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","De 1 an à moins de 5 ans","2017-2019",15.8051456096312,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","De 5 ans à moins de 10 ans","2017-2019",12.0120581815883,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","10 ans ou plus","2017-2019",68.6643178692998,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"L6Z","Moins d’un an","1982-1984",6.13722236749051,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","De 1 an à moins de 5 ans","1982-1984",18.6393529621246,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","De 5 ans à moins de 10 ans","1982-1984",15.9199455827571,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","10 ans ou plus","1982-1984",59.3034790876278,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","Moins d’un an","2017-2019",7.07333958917986,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","De 1 an à moins de 5 ans","2017-2019",17.2709762343463,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","De 5 ans à moins de 10 ans","2017-2019",18.3028444229048,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","10 ans ou plus","2017-2019",57.3528397535691,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","Moins d’un an","2003-2005",4.03193200914279,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","De 1 an à moins de 5 ans","2003-2005",18.0909856808028,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","De 5 ans à moins de 10 ans","2003-2005",19.3202841322673,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","10 ans ou plus","2003-2005",58.5567981777872,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","Moins d’un an","2017-2019",7.53390216869427,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","De 1 an à moins de 5 ans","2017-2019",18.5859372575556,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","De 5 ans à moins de 10 ans","2017-2019",19.1666307139305,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","10 ans ou plus","2017-2019",54.7135298598196,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
