"Fap","stat_sl","annee","effectif","pourcentage","part"
"B5Z","cdd","1991-1993",2.50376,0.0355148551857865,3.55148551857865
"B6Z","cdd","1991-1993",9.65014,0.038610261986632,3.8610261986632
"B7Z","cdd","1991-1993",2.15937,0.0236706686152434,2.36706686152434
"C0Z","cdd","1991-1993",6.39944,0.124896780367162,12.4896780367162
"C1Z","cdd","1991-1993",2.97045,0.0394481652609134,3.94481652609134
"C2Z","cdd","1991-1993",3.80446,0.0224861656467354,2.24861656467354
"D0Z","cdd","1991-1993",5.08911,0.10020386882142,10.020386882142
"D1Z","cdd","1991-1993",3.52871,0.0287353392123606,2.87353392123606
"D2Z","cdd","1991-1993",5.34482,0.02985364240667,2.985364240667
"D3Z","cdd","1991-1993",18.47173,0.0718478912168442,7.18478912168442
"D4Z","cdd","1991-1993",3.67914,0.0237078795188083,2.37078795188083
"D6Z","cdd","1991-1993",6.60022,0.0282389256935837,2.82389256935837
"E0Z","cdd","1991-1993",27.09389,0.109906509315906,10.9906509315906
"E1Z","cdd","1991-1993",11.03233,0.0370294402767431,3.70294402767431
"E2Z","cdd","1991-1993",3.8964,0.0194458356072295,1.94458356072295
"ENS","cdd","1991-1993",2008.24213,0.0881400704939256,8.81400704939256
"F0Z","cdd","1991-1993",12.74053,0.0909432629727773,9.09432629727773
"F1Z","cdd","1991-1993",4.07612,0.026840334409132,2.6840334409132
"F2Z","cdd","1991-1993",3.45603,0.0816301031067118,8.16301031067118
"F3Z","cdd","1991-1993",1.62869,0.0194897663439453,1.94897663439453
"F4Z","cdd","1991-1993",6.16078,0.0529837103458323,5.29837103458323
"F5Z","cdd","1991-1993",0.54933,0.0162766325299759,1.62766325299759
"G0A","cdd","1991-1993",13.5397,0.048658690250099,4.8658690250099
"G0B","cdd","1991-1993",3.75175,0.0175349146592868,1.75349146592868
"G1Z","cdd","1991-1993",10.66057,0.0359269266511475,3.59269266511475
"H0Z","cdd","1991-1993",1.73785,0.0143314596919707,1.43314596919707
"J0Z","cdd","1991-1993",47.85118,0.117522473193441,11.7522473193441
"J1Z","cdd","1991-1993",11.78553,0.0318505353081561,3.18505353081561
"J3Z","cdd","1991-1993",29.28107,0.0416029614997558,4.16029614997558
"J4Z","cdd","1991-1993",0.95099,0.0262069733328153,2.62069733328153
"J5Z","cdd","1991-1993",6.92619,0.047259833866385,4.7259833866385
"J6Z","cdd","1991-1993",0.54858,0.0113498660662839,1.13498660662839
"K0Z","cdd","1991-1993",9.30524,0.059988830309869,5.9988830309869
"L0Z","cdd","1991-1993",54.93387,0.0912961433927538,9.12961433927538
"L1Z","cdd","1991-1993",26.06768,0.0709155451269625,7.09155451269625
"L2Z","cdd","1991-1993",23.77712,0.109831193305712,10.9831193305712
"L3Z","cdd","1991-1993",5.54582,0.0293753909077195,2.93753909077195
"L4Z","cdd","1991-1993",6.40316,0.0332567973470849,3.32567973470849
"L5Z","cdd","1991-1993",6.14222,0.0166473073890555,1.66473073890555
"L6Z","cdd","1991-1993",0,0,0
"M0Z","cdd","1991-1993",5.88251,0.124886312780609,12.4886312780609
"M1Z","cdd","1991-1993",5.68465,0.0396299747656198,3.96299747656198
"M2Z","cdd","1991-1993",1.58553,0.0132920057999163,1.32920057999163
"N0Z","cdd","1991-1993",14.43231,0.0807322964594961,8.07322964594961
"P0Z","cdd","1991-1993",121.69894,0.145578770128833,14.5578770128833
"P1Z","cdd","1991-1993",20.72661,0.0500609137840502,5.00609137840502
"P2Z","cdd","1991-1993",22.17022,0.0761103120999914,7.61103120999914
"P3Z","cdd","1991-1993",1.45426,0.0285220212809982,2.85220212809982
"P4Z","cdd","1991-1993",349.60089,0.510058529942694,51.0058529942694
"Q0Z","cdd","1991-1993",14.18558,0.0405125454241016,4.05125454241016
"Q1Z","cdd","1991-1993",4.77392,0.0295338552800755,2.95338552800755
"Q2Z","cdd","1991-1993",0.57287,0.00328625748123081,0.328625748123081
"R0Z","cdd","1991-1993",23.38798,0.0920560823073711,9.20560823073711
"R1Z","cdd","1991-1993",45.87026,0.0683409686960805,6.83409686960805
"R2Z","cdd","1991-1993",15.01645,0.0355029049991444,3.55029049991444
"R3Z","cdd","1991-1993",7.91911,0.0135458021357152,1.35458021357152
"R4Z","cdd","1991-1993",4.02232,0.011535552730561,1.1535552730561
"S0Z","cdd","1991-1993",7.10712,0.0268745982538499,2.68745982538499
"S1Z","cdd","1991-1993",28.901,0.101822474676852,10.1822474676852
"S2Z","cdd","1991-1993",32.26562,0.113154171270426,11.3154171270426
"S3Z","cdd","1991-1993",0.37941,0.00155682829502292,0.155682829502292
"T0Z","cdd","1991-1993",13.09202,0.0770859665012175,7.70859665012175
"T1Z","cdd","1991-1993",5.5076,0.0273502827021877,2.73502827021877
"T2A","cdd","1991-1993",0,NA,NA
"T2B","cdd","1991-1993",0,NA,NA
"T2Z","cdd","1991-1993",85.26122,0.204830647646213,20.4830647646213
"T3Z","cdd","1991-1993",11.11457,0.0778669801176156,7.78669801176156
"T4Z","cdd","1991-1993",228.52132,0.197886560876654,19.7886560876654
"T6Z","cdd","1991-1993",1.67947,0.022095824044896,2.2095824044896
"U0Z","cdd","1991-1993",12.00143,0.107655704973837,10.7655704973837
"U1Z","cdd","1991-1993",45.96465,0.204239677408605,20.4239677408605
"V0Z","cdd","1991-1993",41.50552,0.116690105607088,11.6690105607088
"V1Z","cdd","1991-1993",31.109,0.0770903716284238,7.70903716284238
"V2Z","cdd","1991-1993",33.10039,0.107427871472602,10.7427871472602
"V3Z","cdd","1991-1993",13.09645,0.0509972787329185,5.09972787329185
"V4Z","cdd","1991-1993",16.1525,0.127569828142256,12.7569828142256
"V5Z","cdd","1991-1993",99.13315,0.421807992958545,42.1807992958545
"W0Z","cdd","1991-1993",74.74717,0.0768687758872473,7.68687758872473
"W1Z","cdd","1991-1993",13.6814,0.194550609195358,19.4550609195358
"X0Z","cdd","1991-1993",2.02499,0.103253021631742,10.3253021631742
"ZZZ","cdd","1991-1993",8.35111,0.296109671535694,29.6109671535694
"SAL","cdd","1991-1993",4016.48426,0.103319595336061,10.3319595336061
"A0Z","cdd","1992-1994",17.72096,0.0189242456709876,1.89242456709876
"A1Z","cdd","1992-1994",46.50712,0.136777536955456,13.6777536955456
"A2Z","cdd","1992-1994",2.18663,0.0862109683480847,8.62109683480847
"A3Z","cdd","1992-1994",2.56473,0.0662183312669662,6.62183312669662
"B0Z","cdd","1992-1994",28.63298,0.128895364647911,12.8895364647911
"B1Z","cdd","1992-1994",3.93147,0.0359976168049859,3.59976168049859
"B2Z","cdd","1992-1994",11.03638,0.0310587835344022,3.10587835344022
"B3Z","cdd","1992-1994",25.52368,0.195693958229811,19.5693958229811
"B4Z","cdd","1992-1994",17.75845,0.0341678191936699,3.41678191936699
"B5Z","cdd","1992-1994",2.6727,0.0406772510415108,4.06772510415108
"B6Z","cdd","1992-1994",9.01887,0.0363542340877997,3.63542340877997
"B7Z","cdd","1992-1994",1.74164,0.0184344440141244,1.84344440141244
"C0Z","cdd","1992-1994",4.58076,0.102214814985062,10.2214814985062
"C1Z","cdd","1992-1994",1.99642,0.0267290928346023,2.67290928346023
"C2Z","cdd","1992-1994",3.76579,0.0230454702202079,2.30454702202079
"D0Z","cdd","1992-1994",5.24124,0.10676658523906,10.676658523906
"D1Z","cdd","1992-1994",2.82174,0.0230628901722765,2.30628901722765
"D2Z","cdd","1992-1994",4.96881,0.029244855307179,2.9244855307179
"D3Z","cdd","1992-1994",18.38387,0.0755886895265135,7.55886895265135
"D4Z","cdd","1992-1994",3.14268,0.0206928674832896,2.06928674832896
"D6Z","cdd","1992-1994",6.33813,0.0276480635105481,2.76480635105481
"E0Z","cdd","1992-1994",27.10399,0.11612284759856,11.612284759856
"E1Z","cdd","1992-1994",11.1766,0.0380332929302334,3.80332929302334
"E2Z","cdd","1992-1994",4.20214,0.0207971558436551,2.07971558436551
"ENS","cdd","1992-1994",2188.43119,0.0944712327027091,9.44712327027091
"F0Z","cdd","1992-1994",10.07401,0.0828146394171644,8.28146394171644
"F1Z","cdd","1992-1994",4.69526,0.0306212815056462,3.06212815056462
"F2Z","cdd","1992-1994",2.73368,0.0737053345020439,7.37053345020439
"F3Z","cdd","1992-1994",1.71352,0.0217227216636203,2.17227216636203
"F4Z","cdd","1992-1994",5.20436,0.0449165011326737,4.49165011326737
"F5Z","cdd","1992-1994",0.54685,0.0165441098612394,1.65441098612394
"G0A","cdd","1992-1994",16.73232,0.0615394528683817,6.15394528683817
"G0B","cdd","1992-1994",3.90779,0.0187764144605957,1.87764144605957
"G1Z","cdd","1992-1994",11.43202,0.0360118802455872,3.60118802455872
"H0Z","cdd","1992-1994",2.75839,0.0219579346093139,2.19579346093139
"J0Z","cdd","1992-1994",45.51398,0.117752268253414,11.7752268253414
"J1Z","cdd","1992-1994",12.2857,0.03358673906518,3.358673906518
"J3Z","cdd","1992-1994",31.13376,0.0448393989239009,4.48393989239009
"J4Z","cdd","1992-1994",1.18691,0.0307965707610703,3.07965707610703
"J5Z","cdd","1992-1994",9.1137,0.0632112102120052,6.32112102120052
"J6Z","cdd","1992-1994",0.35321,0.00720815698643897,0.720815698643897
"K0Z","cdd","1992-1994",10.32636,0.067435202652176,6.7435202652176
"L0Z","cdd","1992-1994",58.87277,0.097196086743104,9.7196086743104
"L1Z","cdd","1992-1994",27.04881,0.0759284770000279,7.59284770000279
"L2Z","cdd","1992-1994",27.66749,0.117302919259143,11.7302919259143
"L3Z","cdd","1992-1994",5.60542,0.0303971143722189,3.03971143722189
"L4Z","cdd","1992-1994",7.80064,0.0397135947980681,3.97135947980681
"L5Z","cdd","1992-1994",7.1915,0.0195489096239895,1.95489096239895
"L6Z","cdd","1992-1994",0,0,0
"M0Z","cdd","1992-1994",5.67518,0.1232898823602,12.32898823602
"M1Z","cdd","1992-1994",8.24343,0.0584649298932622,5.84649298932622
"M2Z","cdd","1992-1994",2.07718,0.0161612694234506,1.61612694234506
"N0Z","cdd","1992-1994",16.73719,0.0891737042161469,8.91737042161469
"P0Z","cdd","1992-1994",126.66244,0.149697920002481,14.9697920002481
"P1Z","cdd","1992-1994",22.78858,0.0535020619768096,5.35020619768096
"P2Z","cdd","1992-1994",27.32882,0.089750777307147,8.97507773071469
"P3Z","cdd","1992-1994",1.08436,0.0204469840905885,2.04469840905885
"P4Z","cdd","1992-1994",350.24626,0.507718873384071,50.7718873384071
"Q0Z","cdd","1992-1994",14.8548,0.0434829036561608,4.34829036561608
"Q1Z","cdd","1992-1994",4.91876,0.0299660853141167,2.99660853141167
"Q2Z","cdd","1992-1994",0.5945,0.0033933841509496,0.33933841509496
"R0Z","cdd","1992-1994",24.7918,0.0936931159871329,9.36931159871329
"R1Z","cdd","1992-1994",44.83853,0.0671818754498292,6.71818754498292
"R2Z","cdd","1992-1994",20.19816,0.0457960435687927,4.57960435687927
"R3Z","cdd","1992-1994",7.39241,0.0129832764055615,1.29832764055615
"R4Z","cdd","1992-1994",3.91033,0.0109850187944552,1.09850187944552
"S0Z","cdd","1992-1994",7.16681,0.0278036723933715,2.78036723933715
"S1Z","cdd","1992-1994",28.56422,0.101630808969529,10.1630808969529
"S2Z","cdd","1992-1994",32.68101,0.108248312895526,10.8248312895526
"S3Z","cdd","1992-1994",0.27227,0.0011317214065767,0.11317214065767
"T0Z","cdd","1992-1994",13.06572,0.0780239046337077,7.80239046337077
"T1Z","cdd","1992-1994",6.51777,0.0316740034242954,3.16740034242954
"T2A","cdd","1992-1994",49.299,0.227828424802063,22.7828424802062
"T2B","cdd","1992-1994",52.75393,0.198063202572174,19.8063202572174
"T2Z","cdd","1992-1994",86.55341,0.202848190434581,20.2848190434581
"T3Z","cdd","1992-1994",12.91048,0.0859866946032002,8.59866946032002
"T4Z","cdd","1992-1994",251.52107,0.214446889199442,21.4446889199442
"T6Z","cdd","1992-1994",1.59461,0.0198748909262207,1.98748909262207
"U0Z","cdd","1992-1994",13.1581,0.118967086384565,11.8967086384565
"U1Z","cdd","1992-1994",50.65135,0.225430900906021,22.5430900906021
"V0Z","cdd","1992-1994",41.50698,0.115355825103732,11.5355825103732
"V1Z","cdd","1992-1994",30.85212,0.0738075399089538,7.38075399089538
"V2Z","cdd","1992-1994",34.49565,0.109298090087115,10.9298090087115
"V3Z","cdd","1992-1994",16.02951,0.0590499439284671,5.90499439284671
"V4Z","cdd","1992-1994",15.56097,0.130402810625524,13.0402810625524
"V5Z","cdd","1992-1994",97.26913,0.421893707685552,42.1893707685552
"W0Z","cdd","1992-1994",72.12485,0.0740784688636276,7.40784688636275
"W1Z","cdd","1992-1994",15.33964,0.210895177549998,21.0895177549998
"X0Z","cdd","1992-1994",2.44636,0.119360427643632,11.9360427643632
"ZZZ","cdd","1992-1994",6.83724,0.287419319852802,28.7419319852802
"SAL","cdd","1992-1994",4376.86239,0.109846539451773,10.9846539451773
"A0Z","cdd","1993-1995",18.4315,0.0214364597061374,2.14364597061374
"A1Z","cdd","1993-1995",47.42001,0.146752788851717,14.6752788851717
"A2Z","cdd","1993-1995",2.42942,0.0810484772259457,8.10484772259457
"A3Z","cdd","1993-1995",3.17837,0.0892879566590864,8.92879566590864
"B0Z","cdd","1993-1995",28.77731,0.14015846790429,14.015846790429
"B1Z","cdd","1993-1995",4.12598,0.0385058931753993,3.85058931753993
"B2Z","cdd","1993-1995",12.76197,0.0358160461989353,3.58160461989353
"B3Z","cdd","1993-1995",26.51298,0.19850035648933,19.850035648933
"B4Z","cdd","1993-1995",20.17579,0.0386792901724249,3.86792901724248
"B5Z","cdd","1993-1995",2.77482,0.0422287063343973,4.22287063343973
"B6Z","cdd","1993-1995",9.09888,0.0359452099126811,3.59452099126811
"B7Z","cdd","1993-1995",1.48797,0.0156643227959864,1.56643227959864
"C0Z","cdd","1993-1995",4.5602,0.111953975186097,11.1953975186097
"C1Z","cdd","1993-1995",2.23483,0.0290459278995337,2.90459278995337
"C2Z","cdd","1993-1995",4.5336,0.0282798295874536,2.82798295874536
"D0Z","cdd","1993-1995",4.95194,0.106570705957702,10.6570705957702
"D1Z","cdd","1993-1995",3.66128,0.0292605814746173,2.92605814746173
"D2Z","cdd","1993-1995",4.81593,0.0299176166445253,2.99176166445253
"D3Z","cdd","1993-1995",20.52901,0.0868226360615015,8.68226360615015
"D4Z","cdd","1993-1995",4.05463,0.0264147014908697,2.64147014908697
"D6Z","cdd","1993-1995",6.98418,0.0304904727150045,3.04904727150045
"E0Z","cdd","1993-1995",28.83909,0.124656276702096,12.4656276702096
"E1Z","cdd","1993-1995",13.27266,0.0448641001747423,4.48641001747423
"E2Z","cdd","1993-1995",5.2207,0.0247583139553577,2.47583139553577
"ENS","cdd","1993-1995",2315.6678,0.0998526516234959,9.98526516234959
"F0Z","cdd","1993-1995",8.62759,0.0871259090815909,8.71259090815909
"F1Z","cdd","1993-1995",6.1862,0.0401862200151047,4.01862200151047
"F2Z","cdd","1993-1995",2.5566,0.068699323970276,6.8699323970276
"F3Z","cdd","1993-1995",2.46685,0.0306064667319611,3.06064667319611
"F4Z","cdd","1993-1995",5.11694,0.0460058381436836,4.60058381436836
"F5Z","cdd","1993-1995",0.62406,0.0205841239097895,2.05841239097895
"G0A","cdd","1993-1995",20.59485,0.0757989979222201,7.57989979222201
"G0B","cdd","1993-1995",4.58058,0.0230375788377645,2.30375788377645
"G1Z","cdd","1993-1995",14.02931,0.0417749491566718,4.17749491566718
"H0Z","cdd","1993-1995",3.6726,0.0271891238766423,2.71891238766423
"J0Z","cdd","1993-1995",45.49947,0.122475732294971,12.2475732294971
"J1Z","cdd","1993-1995",13.99419,0.0373476763116519,3.73476763116519
"J3Z","cdd","1993-1995",34.68494,0.0501853308335299,5.01853308335299
"J4Z","cdd","1993-1995",0.87171,0.0212483772003165,2.12483772003165
"J5Z","cdd","1993-1995",10.46814,0.0737025466114144,7.37025466114144
"J6Z","cdd","1993-1995",0.71712,0.0144634124795338,1.44634124795338
"K0Z","cdd","1993-1995",10.06925,0.072795480936357,7.2795480936357
"L0Z","cdd","1993-1995",61.85055,0.101297830678341,10.1297830678341
"L1Z","cdd","1993-1995",28.07044,0.0803377854708516,8.03377854708516
"L2Z","cdd","1993-1995",32.18259,0.128360368938158,12.8360368938158
"L3Z","cdd","1993-1995",5.44072,0.0301002976270993,3.01002976270993
"L4Z","cdd","1993-1995",9.68735,0.0499100034642587,4.99100034642587
"L5Z","cdd","1993-1995",7.91867,0.021510166822791,2.1510166822791
"L6Z","cdd","1993-1995",0,0,0
"M0Z","cdd","1993-1995",5.22697,0.12106451221399,12.106451221399
"M1Z","cdd","1993-1995",8.3524,0.0605599774999135,6.05599774999135
"M2Z","cdd","1993-1995",2.98027,0.0229447786918673,2.29447786918673
"N0Z","cdd","1993-1995",19.2509,0.0989038624904986,9.89038624904986
"P0Z","cdd","1993-1995",136.48411,0.15984030644755,15.984030644755
"P1Z","cdd","1993-1995",23.58331,0.0560100249098004,5.60100249098004
"P2Z","cdd","1993-1995",28.6325,0.0918011394787382,9.18011394787382
"P3Z","cdd","1993-1995",0.28362,0.0050343182813808,0.50343182813808
"P4Z","cdd","1993-1995",350.53107,0.515510330948151,51.5510330948151
"Q0Z","cdd","1993-1995",14.78386,0.0445736790535674,4.45736790535674
"Q1Z","cdd","1993-1995",4.92918,0.0296522333319959,2.96522333319959
"Q2Z","cdd","1993-1995",0.35238,0.00201979789410935,0.201979789410935
"R0Z","cdd","1993-1995",29.46367,0.106965129245957,10.6965129245957
"R1Z","cdd","1993-1995",50.68737,0.0741892182587193,7.41892182587193
"R2Z","cdd","1993-1995",23.36458,0.0507673901100913,5.07673901100913
"R3Z","cdd","1993-1995",9.18327,0.0162739911591746,1.62739911591746
"R4Z","cdd","1993-1995",3.69539,0.0103252847920136,1.03252847920136
"S0Z","cdd","1993-1995",6.47324,0.0263117215735314,2.63117215735314
"S1Z","cdd","1993-1995",32.52195,0.115703412868138,11.5703412868138
"S2Z","cdd","1993-1995",35.56834,0.114535176080049,11.4535176080049
"S3Z","cdd","1993-1995",0.1735,0.00072921866552648,0.072921866552648
"T0Z","cdd","1993-1995",13.20701,0.0784891046008713,7.84891046008713
"T1Z","cdd","1993-1995",6.85964,0.031867261708291,3.1867261708291
"T2A","cdd","1993-1995",48.74966,0.217233525351285,21.7233525351285
"T2B","cdd","1993-1995",53.07882,0.190970204172123,19.0970204172123
"T2Z","cdd","1993-1995",96.09619,0.21350114344282,21.350114344282
"T3Z","cdd","1993-1995",12.96151,0.0840516992612223,8.40516992612223
"T4Z","cdd","1993-1995",270.77709,0.227689312500465,22.7689312500465
"T6Z","cdd","1993-1995",1.29843,0.0165072826022423,1.65072826022423
"U0Z","cdd","1993-1995",14.37445,0.123339899414287,12.3339899414287
"U1Z","cdd","1993-1995",57.05074,0.249037442392014,24.9037442392014
"V0Z","cdd","1993-1995",44.03628,0.118951983396099,11.8951983396099
"V1Z","cdd","1993-1995",29.45068,0.0691010283450331,6.91010283450331
"V2Z","cdd","1993-1995",36.39328,0.112418842702435,11.2418842702435
"V3Z","cdd","1993-1995",16.62757,0.0595988942305538,5.95988942305538
"V4Z","cdd","1993-1995",17.0299,0.135169683397089,13.5169683397089
"V5Z","cdd","1993-1995",99.57644,0.439259175575717,43.9259175575717
"W0Z","cdd","1993-1995",74.88729,0.0763001311352164,7.63001311352164
"W1Z","cdd","1993-1995",17.33904,0.232275799245799,23.2275799245799
"X0Z","cdd","1993-1995",2.85858,0.145324898946481,14.5324898946481
"ZZZ","cdd","1993-1995",5.74952,0.283978099756252,28.3978099756252
"SAL","cdd","1993-1995",4631.33561,0.115464452894908,11.5464452894908
"A0Z","cdd","1994-1996",20.78125,0.0255615210414077,2.55615210414077
"A1Z","cdd","1994-1996",50.92743,0.156702595618869,15.6702595618869
"A2Z","cdd","1994-1996",2.19649,0.0677137138081423,6.77137138081423
"A3Z","cdd","1994-1996",3.23449,0.101474196078431,10.1474196078431
"B0Z","cdd","1994-1996",28.69743,0.143500775398624,14.3500775398624
"B1Z","cdd","1994-1996",5.02945,0.0468332685541948,4.68332685541948
"B2Z","cdd","1994-1996",13.70586,0.0387427391956093,3.87427391956093
"B3Z","cdd","1994-1996",29.50386,0.206584173577462,20.6584173577462
"B4Z","cdd","1994-1996",22.92101,0.0431363534814952,4.31363534814952
"B5Z","cdd","1994-1996",2.84133,0.0425794356669629,4.25794356669629
"B6Z","cdd","1994-1996",10.10909,0.0398523461839875,3.98523461839875
"B7Z","cdd","1994-1996",2.2177,0.0232621880512471,2.32621880512471
"C0Z","cdd","1994-1996",3.70743,0.0997662881799944,9.97662881799944
"C1Z","cdd","1994-1996",2.70866,0.0333187814447799,3.33187814447799
"C2Z","cdd","1994-1996",6.90477,0.0442107192123071,4.42107192123071
"D0Z","cdd","1994-1996",5.32376,0.112679991330615,11.2679991330615
"D1Z","cdd","1994-1996",4.45226,0.0342574297040429,3.42574297040429
"D2Z","cdd","1994-1996",5.87416,0.037695234692327,3.7695234692327
"D3Z","cdd","1994-1996",22.21485,0.0964479979188105,9.64479979188105
"D4Z","cdd","1994-1996",4.96213,0.0314142426621461,3.14142426621461
"D6Z","cdd","1994-1996",7.32866,0.0322777887812458,3.22777887812458
"E0Z","cdd","1994-1996",30.9636,0.138324170571398,13.8324170571398
"E1Z","cdd","1994-1996",14.3372,0.048194622749138,4.8194622749138
"E2Z","cdd","1994-1996",5.39251,0.0251729308286022,2.51729308286022
"ENS","cdd","1994-1996",2321.0801,0.101670954050589,10.1670954050589
"F0Z","cdd","1994-1996",7.29409,0.0944112931805962,9.44112931805962
"F1Z","cdd","1994-1996",6.09987,0.0395505996517398,3.95505996517398
"F2Z","cdd","1994-1996",2.2458,0.0619180706309341,6.19180706309341
"F3Z","cdd","1994-1996",3.51979,0.0420548056993875,4.20548056993874
"F4Z","cdd","1994-1996",5.02731,0.0453142975144112,4.53142975144112
"F5Z","cdd","1994-1996",1.09618,0.0376537202877289,3.76537202877289
"G0A","cdd","1994-1996",23.97865,0.0849197450833463,8.49197450833462
"G0B","cdd","1994-1996",4.47939,0.0228557587874757,2.28557587874757
"G1Z","cdd","1994-1996",16.06147,0.0456903219885772,4.56903219885772
"H0Z","cdd","1994-1996",4.166,0.0289228729174369,2.89228729174369
"J0Z","cdd","1994-1996",45.78812,0.124505289367176,12.4505289367176
"J1Z","cdd","1994-1996",15.36314,0.0397160459144639,3.97160459144639
"J3Z","cdd","1994-1996",37.85711,0.0534426913185122,5.34426913185122
"J4Z","cdd","1994-1996",0.71196,0.0157129315643522,1.57129315643522
"J5Z","cdd","1994-1996",12.77377,0.0905700899194115,9.05700899194115
"J6Z","cdd","1994-1996",1.49113,0.0306129969687358,3.06129969687358
"K0Z","cdd","1994-1996",9.20122,0.0719150333371865,7.19150333371865
"L0Z","cdd","1994-1996",63.60466,0.102174589862129,10.2174589862129
"L1Z","cdd","1994-1996",28.90978,0.0821944393489127,8.21944393489127
"L2Z","cdd","1994-1996",37.07006,0.139888401915521,13.9888401915521
"L3Z","cdd","1994-1996",3.59855,0.0214823107851701,2.14823107851701
"L4Z","cdd","1994-1996",10.74849,0.0555090791784804,5.55090791784804
"L5Z","cdd","1994-1996",8.30709,0.0223736803691383,2.23736803691383
"L6Z","cdd","1994-1996",0,0,0
"M0Z","cdd","1994-1996",4.28022,0.11213585556177,11.213585556177
"M1Z","cdd","1994-1996",9.50168,0.0724247970977884,7.24247970977884
"M2Z","cdd","1994-1996",2.54085,0.0194526090849736,1.94526090849736
"N0Z","cdd","1994-1996",19.73243,0.0970501661502771,9.70501661502771
"P0Z","cdd","1994-1996",143.54991,0.165588913446742,16.5588913446742
"P1Z","cdd","1994-1996",23.12617,0.0565840845892326,5.65840845892326
"P2Z","cdd","1994-1996",29.00013,0.0907776687685463,9.07776687685463
"P3Z","cdd","1994-1996",0.25908,0.00444739167207542,0.444739167207542
"P4Z","cdd","1994-1996",350.6124,0.524104900923536,52.4104900923536
"Q0Z","cdd","1994-1996",15.629,0.048736493389811,4.8736493389811
"Q1Z","cdd","1994-1996",4.01825,0.0243163524012992,2.43163524012992
"Q2Z","cdd","1994-1996",0.17711,0.00099838519889292,0.099838519889292
"R0Z","cdd","1994-1996",33.5747,0.120593875277772,12.0593875277772
"R1Z","cdd","1994-1996",52.49199,0.075335566754218,7.5335566754218
"R2Z","cdd","1994-1996",25.96427,0.0545710526359484,5.45710526359484
"R3Z","cdd","1994-1996",10.32735,0.018359229719263,1.8359229719263
"R4Z","cdd","1994-1996",3.337,0.00918942446775002,0.918942446775002
"S0Z","cdd","1994-1996",5.86662,0.0241702420369612,2.41702420369612
"S1Z","cdd","1994-1996",35.72942,0.127507773889396,12.7507773889396
"S2Z","cdd","1994-1996",37.73825,0.121821132847038,12.1821132847038
"S3Z","cdd","1994-1996",0.05857,0.000257268053105889,0.0257268053105889
"T0Z","cdd","1994-1996",11.52134,0.0670816277396849,6.70816277396849
"T1Z","cdd","1994-1996",8.34673,0.0369092216474657,3.69092216474657
"T2A","cdd","1994-1996",49.44282,0.215367305762315,21.5367305762315
"T2B","cdd","1994-1996",50.97698,0.179488034449097,17.9488034449097
"T2Z","cdd","1994-1996",100.4198,0.195526119056796,19.5526119056796
"T3Z","cdd","1994-1996",14.88978,0.0933459468202352,9.33459468202352
"T4Z","cdd","1994-1996",287.94523,0.241290251758433,24.1290251758433
"T6Z","cdd","1994-1996",1.02836,0.0133988692603078,1.33988692603078
"U0Z","cdd","1994-1996",16.32673,0.134443799676661,13.4443799676661
"U1Z","cdd","1994-1996",58.88694,0.259247274790505,25.9247274790505
"V0Z","cdd","1994-1996",47.52772,0.124602007522988,12.4602007522988
"V1Z","cdd","1994-1996",28.37258,0.0662343824680529,6.62343824680529
"V2Z","cdd","1994-1996",36.96553,0.11079276941956,11.079276941956
"V3Z","cdd","1994-1996",17.85004,0.0623868541791112,6.23868541791112
"V4Z","cdd","1994-1996",18.304,0.136882179322236,13.6882179322236
"V5Z","cdd","1994-1996",106.17851,0.462310598795546,46.2310598795546
"W0Z","cdd","1994-1996",76.24809,0.0780171068328152,7.80171068328152
"W1Z","cdd","1994-1996",19.08182,0.237976564038461,23.7976564038461
"X0Z","cdd","1994-1996",2.98252,0.155327448376429,15.5327448376429
"ZZZ","cdd","1994-1996",4.95997,0.284769831669008,28.4769831669008
"SAL","cdd","1994-1996",4742.57999,0.118530239976865,11.8530239976865
"A0Z","cdd","1995-1997",23.75826,0.030554628732529,3.0554628732529
"A1Z","cdd","1995-1997",53.03346,0.163909004696214,16.3909004696214
"A2Z","cdd","1995-1997",1.23668,0.0422337857308489,4.22337857308489
"A3Z","cdd","1995-1997",2.98817,0.100617340486141,10.0617340486141
"B0Z","cdd","1995-1997",28.88232,0.141721227982532,14.1721227982532
"B1Z","cdd","1995-1997",4.99306,0.0457422267319564,4.57422267319564
"B2Z","cdd","1995-1997",15.0751,0.0432837490053058,4.32837490053059
"B3Z","cdd","1995-1997",31.72643,0.214462249585628,21.4462249585628
"B4Z","cdd","1995-1997",24.57839,0.0459382145491033,4.59382145491033
"B5Z","cdd","1995-1997",2.77143,0.0388604316498342,3.88604316498342
"B6Z","cdd","1995-1997",12.46996,0.0502542117658021,5.02542117658021
"B7Z","cdd","1995-1997",3.11064,0.0340459624433186,3.40459624433186
"C0Z","cdd","1995-1997",4.09376,0.102568008530631,10.2568008530631
"C1Z","cdd","1995-1997",3.99982,0.0494016511515858,4.94016511515858
"C2Z","cdd","1995-1997",7.55112,0.0474754358918903,4.74754358918903
"D0Z","cdd","1995-1997",5.28764,0.110073676111553,11.0073676111553
"D1Z","cdd","1995-1997",4.66894,0.036024081586296,3.6024081586296
"D2Z","cdd","1995-1997",6.52083,0.0414923694618635,4.14923694618635
"D3Z","cdd","1995-1997",22.51017,0.0971704489758847,9.71704489758847
